de,para,n_comuns,rho_strength_loo,rho_degree_loo,retencao_top_strength_loo,retencao_top_degree_loo,retencao_discord_strength_loo,retencao_discord_degree_loo,estabilidade_quadrante_strength_loo,estabilidade_quadrante_degree_loo
4,5,1013,0.8961933749203661,0.9091116046163511,0.8818897637795275,0.8937007874015748,0.8596491228070176,0.8756756756756757,0.8647581441263573,0.8706811451135242
5,6,1210,0.9266155696377544,0.9416191646150254,0.9174917491749175,0.9438943894389439,0.9040404040404041,0.9061032863849765,0.8950413223140495,0.9041322314049587
