modelo,termo,coef_m06,p_m06,coef_m07,p_m07,mesmo_sinal,delta_coef,razao_abs_coef,significativo_5pct_m06,significativo_5pct_m07
O2_HHI_norm_regiao,log_populacao,0.024823719048481,1.411157733564717e-13,0.02629210165129939,2.6294666964450236e-14,True,0.0014683826028183897,1.0591524017795488,True,True
O2_HHI_norm_regiao,log_despesa_pc,0.0261036419650558,0.1781503475851968,0.022913713749753033,0.1977234911288277,True,-0.003189928215302767,0.8777975801394674,False,False
O2_HHI_norm_regiao,log_n_fornecedores,-0.0675380850278978,5.6166829887130566e-30,-0.06522542469684735,3.408580424091312e-30,True,0.002312660331050459,0.965757685754709,True,True
O2_HHI_norm_regiao,log_instr_por_forn,0.0275172026683303,0.0330301617606258,0.0258879508092699,0.03521700549437186,True,-0.0016292518590603974,0.9407915158129241,True,True
F2_HHI_norm_regiao,log_populacao,0.1347021661465455,5.139354870033411e-15,0.1449900194096408,8.796936138771239e-17,True,0.010287853263095281,1.0763748168080898,True,True
F2_HHI_norm_regiao,log_despesa_pc,0.1183229212381303,0.2789136207336985,0.09992581193198721,0.3215106694208931,True,-0.018397109306143092,0.84451778984464,False,False
F2_HHI_norm_regiao,log_n_fornecedores,-0.4002496740161544,1.7595295859720696e-29,-0.3913579905400485,1.0017988586888276e-29,True,0.008891683476105916,0.9777846577940073,True,True
F2_HHI_norm_regiao,log_instr_por_forn,0.1217733052471385,0.1234699402034676,0.10870426120675197,0.14645610651833768,True,-0.01306904404038653,0.8926772660570973,False,False
