modelo,tipo,termo,coef,erro_padrao,estatistica,p,ci95_inf,ci95_sup,ame_continuo
O1_HHI_norm_externo,OLS_cluster,Intercept,-0.28044520343831797,0.16812307211415226,-1.6680946874912042,0.09529693161927194,-0.6099603697522866,0.04906996287565074,
O1_HHI_norm_externo,OLS_cluster,log_populacao,0.025872714713902057,0.003146197516993845,8.223487105991723,1.9767002942540992e-16,0.019706280892344774,0.03203914853545934,
O1_HHI_norm_externo,OLS_cluster,log_despesa_pc,0.025397044011869818,0.017228068897144105,1.474166615161371,0.14043673618804106,-0.008369350549707319,0.059163438573446955,
O2_HHI_norm_regiao,OLS_cluster,Intercept,-0.1096149919581487,0.17682488600402352,-0.6199070415668442,0.5353189895519703,-0.4561854000964355,0.23695541618013807,
O2_HHI_norm_regiao,OLS_cluster,C(regiao)[T.Nordeste],0.0010993957810659896,0.01587954382959428,0.06923346116637652,0.9448037888395548,-0.03002393821586405,0.03222272977799603,
O2_HHI_norm_regiao,OLS_cluster,C(regiao)[T.Norte],0.015305114787327906,0.023302614319458327,0.6567981848520623,0.5113106915179333,-0.030367170024437756,0.06097739959909357,
O2_HHI_norm_regiao,OLS_cluster,C(regiao)[T.Sudeste],0.03526006017460151,0.0146328463113249,2.409651507602622,0.015967764658992113,0.006580208413094927,0.0639399119361081,
O2_HHI_norm_regiao,OLS_cluster,C(regiao)[T.Sul],0.06040174600424859,0.012956361397641097,4.661937418266647,3.1324645274914327e-06,0.035007744294187,0.08579574771431017,
O2_HHI_norm_regiao,OLS_cluster,log_populacao,0.02629210165129939,0.0034525069395273753,7.615365330706214,2.6294666964450236e-14,0.01952531239345113,0.033058890909147653,
O2_HHI_norm_regiao,OLS_cluster,log_despesa_pc,0.022913713749753033,0.017789258769763203,1.2880645588617767,0.1977234911288277,-0.011952592750646154,0.05778002025015222,
O2_HHI_norm_regiao,OLS_cluster,log_n_fornecedores,-0.06522542469684735,0.005712622508190542,-11.417772591017453,3.408580424091312e-30,-0.07642195907017368,-0.05402889032352101,
O2_HHI_norm_regiao,OLS_cluster,log_instr_por_forn,0.0258879508092699,0.012293324431153748,2.1058543565046284,0.03521700549437186,0.0017934776739422092,0.04998242394459759,
O3_Gap_regiao,OLS_cluster,Intercept,-0.1490958096289432,0.17878522159087967,-0.833938109102352,0.4043158609164046,-0.49950840491508025,0.20131678565719385,
O3_Gap_regiao,OLS_cluster,C(regiao)[T.Nordeste],0.006175898795726581,0.015852441367984953,0.38958660387788685,0.6968422595445449,-0.024894315352556793,0.03724611294400995,
O3_Gap_regiao,OLS_cluster,C(regiao)[T.Norte],0.014563514531428871,0.022340368990665962,0.6518923003247465,0.5144706523549948,-0.029222804091611848,0.058349833154469594,
O3_Gap_regiao,OLS_cluster,C(regiao)[T.Sudeste],0.03562920030818295,0.014682658602977239,2.426617772135513,0.015240302902900725,0.006851718249050377,0.06440668236731553,
O3_Gap_regiao,OLS_cluster,C(regiao)[T.Sul],0.0719376133988473,0.013201140032514491,5.449348557902159,5.0554649531001734e-08,0.04606385438024898,0.09781137241744561,
O3_Gap_regiao,OLS_cluster,log_populacao,0.024149307479731597,0.0036262488660616446,6.6595836004933116,2.7460446945881412e-11,0.017041990303271564,0.03125662465619163,
O3_Gap_regiao,OLS_cluster,log_despesa_pc,0.02293961648644873,0.017854760166525988,1.2847899536312901,0.1988656939745247,-0.012055070392542583,0.057934303365440046,
O3_Gap_regiao,OLS_cluster,log_n_fornecedores,-0.04290173629521701,0.006232308747513221,-6.8837629894917205,5.829182981838893e-12,-0.05511683698087686,-0.030686635609557165,
O3_Gap_regiao,OLS_cluster,log_instr_por_forn,-0.05133957627991583,0.015688688224263177,-3.272394450449793,0.001066406819944757,-0.08208884016414932,-0.02059031239568235,
O4_Exposicao_strength_regiao,OLS_cluster,Intercept,0.4655447066394993,0.14495265020645706,3.211701931468109,0.001319512011690084,0.18144273277121103,0.7496466805077876,
O4_Exposicao_strength_regiao,OLS_cluster,C(regiao)[T.Nordeste],0.07849649102734971,0.01348507099669041,5.820992047176823,5.849935348936782e-09,0.05206623754487085,0.10492674450982856,
O4_Exposicao_strength_regiao,OLS_cluster,C(regiao)[T.Norte],0.08191508699443265,0.02035468270122793,4.024385356274357,5.712431325721999e-05,0.042020641983285444,0.12180953200557984,
O4_Exposicao_strength_regiao,OLS_cluster,C(regiao)[T.Sudeste],0.00640335420059698,0.015114087663162988,0.4236679277839337,0.6718080083632145,-0.023219713278383625,0.036026421679577585,
O4_Exposicao_strength_regiao,OLS_cluster,C(regiao)[T.Sul],0.06498924552406773,0.01124725231061378,5.778233094561134,7.54891782588156e-09,0.04294503607022982,0.08703345497790566,
O4_Exposicao_strength_regiao,OLS_cluster,log_populacao,0.014995675748861598,0.0027255183036323477,5.501953785772265,3.756054215580818e-08,0.009653758034537493,0.020337593463185703,
O4_Exposicao_strength_regiao,OLS_cluster,log_despesa_pc,0.0012057678873812067,0.014823151920718416,0.08134355593400464,0.9351687361081783,-0.027847076014592617,0.03025861178935503,
O4_Exposicao_strength_regiao,OLS_cluster,log_n_fornecedores,0.03578467335350501,0.0047353002127255486,7.557002037027772,4.1246551118349454e-14,0.026503655480578082,0.04506569122643195,
O4_Exposicao_strength_regiao,OLS_cluster,log_instr_por_forn,0.03555082618278484,0.009756549193029453,3.643791004321903,0.0002686515920412781,0.016428341151053787,0.0546733112145159,
F1_HHI_norm_externo,fractional_logit_cluster,Intercept,-3.7946814447747923,0.9222813812649835,-4.114450884360346,3.881021806039323e-05,-5.602319735666014,-1.9870431538835704,
F1_HHI_norm_externo,fractional_logit_cluster,log_populacao,0.1418613667062258,0.01569533998257111,9.038438597937715,1.5892555481947068e-19,0.1110990656152749,0.1726236677971767,0.024143025796173733
F1_HHI_norm_externo,fractional_logit_cluster,log_despesa_pc,0.11361066007014997,0.09786830808077986,1.1608523974520586,0.24570193019974074,-0.07820769899604887,0.3054290191363488,0.019335109765818852
F2_HHI_norm_regiao,fractional_logit_cluster,Intercept,-2.826499672312679,0.9711980266297636,-2.91032270949021,0.0036105574370355713,-4.730012826363388,-0.9229865182619699,
F2_HHI_norm_regiao,fractional_logit_cluster,C(regiao)[T.Nordeste],0.03152054004388503,0.0986906200734326,0.31938739487533446,0.7494327681309707,-0.16190952091196859,0.22495060099973863,
F2_HHI_norm_regiao,fractional_logit_cluster,C(regiao)[T.Norte],0.1209909031225703,0.13190838328670973,0.9172343721292548,0.35901983891708356,-0.137544777378286,0.3795265836234266,
F2_HHI_norm_regiao,fractional_logit_cluster,C(regiao)[T.Sudeste],0.22920936943264428,0.08705344715204784,2.632972925613232,0.008464109418409914,0.058587748284569585,0.39983099058071897,
F2_HHI_norm_regiao,fractional_logit_cluster,C(regiao)[T.Sul],0.3755426792292883,0.08199246576450173,4.580209604964434,4.6451016611850375e-06,0.21484039932723153,0.5362449591313451,
F2_HHI_norm_regiao,fractional_logit_cluster,log_populacao,0.1449900194096408,0.017426702096395998,8.319991849727325,8.796936138771239e-17,0.11083431093139598,0.1791457278878856,0.024100453336358157
F2_HHI_norm_regiao,fractional_logit_cluster,log_despesa_pc,0.09992581193198721,0.10079687131857809,0.9913582696050375,0.3215106694208931,-0.0976324256067442,0.2974840494707186,0.0166098147815299
F2_HHI_norm_regiao,fractional_logit_cluster,log_n_fornecedores,-0.3913579905400485,0.03456103425443653,-11.323677053727367,1.0017988586888276e-29,-0.4590963729471992,-0.3236196081328978,-0.06505209825631751
F2_HHI_norm_regiao,fractional_logit_cluster,log_instr_por_forn,0.10870426120675197,0.07485675667871537,1.4521636526854862,0.14645610651833768,-0.03801228588300831,0.25542080829651226,0.018068981474337362
