orgao_cnpj,portfolio_hhi_mar,portfolio_hhi_norm_mar,portfolio_cr1_mar,portfolio_cr4_mar,count_hhi_mar,count_hhi_norm_mar,exposicao_strength_global_mar,exposicao_degree_global_mar,n_fornecedores_mar,n_instrumentos_mar,quadrante_mar,exposicao_oculta_mar,portfolio_hhi_abr,portfolio_hhi_norm_abr,portfolio_cr1_abr,portfolio_cr4_abr,count_hhi_abr,count_hhi_norm_abr,exposicao_strength_global_abr,exposicao_degree_global_abr,n_fornecedores_abr,n_instrumentos_abr,quadrante_abr,exposicao_oculta_abr,delta_hhi,delta_hhi_norm,delta_exposicao_strength,quadrante_estavel
11481782000144,0.1091468277581091,0.0980111631050855,0.2949520453391814,0.5002168946415668,0.0181359044995408,0.0058626033057851,0.749910336224192,0.9743660864115052,81,132,baixo_baixo,False,0.0800450602862329,0.0695910268803947,0.2415284671102215,0.4198839670812141,0.0206758034026465,0.0095471193504038,0.8042620019070744,0.9880017093803783,89,184,baixo_baixo,False,-0.029101767471876205,-0.028420136224690792,0.05435166568288241,True
11483837000155,0.455641363167355,0.4102781434313012,0.6658662012260206,0.8102735178166292,0.0844444444444444,0.0081481481481481,0.8496771983419605,0.4570991031073086,13,15,hhi_alto,False,0.3619926987287549,0.3221172423993021,0.5891339604614046,0.7423763138801894,0.0637119113573407,0.0051939058171745,0.8528784130364068,0.7628057981830526,17,19,baixo_baixo,False,-0.0936486644386001,-0.08816090103199908,0.0032012146944462305,False
11485410000196,0.376621341910836,0.3705691219293878,0.5810790090305503,0.832570059825711,0.0191615226337448,0.0096388189699948,0.9487308479135792,0.6292096166195538,104,216,oculta,True,0.2057901439537364,0.2000350000693431,0.3094202992974054,0.7519877181621825,0.0166743319896473,0.0095487836707317,0.9538479500723608,0.6226683751951395,139,333,oculta,True,-0.1708311979570996,-0.17053412186004469,0.0051171021587815835,True
11491075000139,0.1073979030920109,0.0968967019519169,0.2162075985319456,0.5480651804160684,0.0306926210955183,0.0192890048731126,0.8711644475330095,0.7112703193727419,86,235,baixo_baixo,False,0.083960902416703,0.0744188284835436,0.1780257101226419,0.5057325889050392,0.0305911088229307,0.0204930995398362,0.8814552318135163,0.7564752454165341,97,289,baixo_baixo,False,-0.023437000675307906,-0.022477873468373294,0.010290784280506782,True
11503081000169,0.2251869018540271,0.1144993164046025,0.3978368132788268,0.7960482806520676,0.125,0.0,0.9146736795552108,0.5089779864901662,8,8,baixo_baixo,False,0.1222973753882506,0.0491554900039381,0.2210536953309682,0.601674095092072,0.0816326530612245,0.0051020408163265,0.9110826727210304,0.5468410606271223,13,14,baixo_baixo,False,-0.1028895264657765,-0.06534382640066438,-0.0035910068341804546,True
11505079000129,0.3287981579515788,0.1945577895418946,0.4144535613994531,0.9628216735266406,0.1666666666666666,3.3306690738754695e-17,0.1793343068607716,0.4187082727413626,6,6,baixo_baixo,False,0.312784780816011,0.2503106699811029,0.5006503136417814,0.8785247970891504,0.0918367346938775,0.0092764378478664,0.4314188685736737,0.4155076886137205,12,14,baixo_baixo,False,-0.016013377135567775,0.05575288043920831,0.25208456171290206,True
11508942000100,0.0342074240606767,0.0172636946582324,0.0747895543490536,0.2596743723637704,0.028898112616493,0.0118612373992385,0.9112675485180324,0.4095272879056662,58,113,baixo_baixo,False,0.0338037767183046,0.016852965783538,0.0740479877310775,0.2570996030959907,0.0286241920590951,0.0115825112180265,0.9045381315210366,0.4060703352497573,58,114,baixo_baixo,False,-0.0004036473423721029,-0.00041072887469439934,-0.006729416996995807,True
11520158000109,0.098508072163221,0.0694276873942927,0.1887887467139483,0.5377297142139026,0.0518367346938775,0.021250822909809,0.8336970173438876,0.8849464316219351,32,70,baixo_baixo,False,0.0703898049242543,0.0540808541334517,0.1628725581443775,0.438015490636766,0.0387661094146265,0.0219023569482165,0.8522552905651675,0.9346317577773748,58,139,baixo_baixo,False,-0.028118267238966696,-0.015346833260840999,0.018558273221279897,True
11520287000105,0.0856003457784341,0.0440367251319992,0.1544441298360318,0.4970812919537468,0.0451388888888888,0.0017361111111111,0.8422625369167525,0.4130754172673231,23,24,baixo_baixo,False,0.0856003457784341,0.0440367251319992,0.1544441298360318,0.4970812919537468,0.0451388888888888,0.0017361111111111,0.8384110098189816,0.4408805496558657,23,24,baixo_baixo,False,0.0,0.0,-0.0038515270977708127,True
11553540000119,0.1867850294152997,0.1766198422829909,0.3282684042815324,0.7038144074749396,0.0237669094693028,0.011563995837669,0.8306321902570405,0.788511763325607,81,155,baixo_baixo,False,0.1587608633436062,0.149811510825985,0.2704751873618976,0.7637353326276997,0.0196183821553345,0.009188790476136,0.8457280217315274,0.6933040461325136,95,183,baixo_baixo,False,-0.0280241660716935,-0.026808331457005896,0.015095831474486898,True
11598317000198,0.4433384105865287,0.3320060927038344,0.6241163297511183,0.9792833503401972,0.2098765432098765,0.0518518518518518,0.9435987754341036,0.9108972184047668,6,9,critico,False,0.3740158706499905,0.2845895664571319,0.5676610037518215,0.9473706505603648,0.1570247933884297,0.0365997638724911,0.8972435282709815,0.8631941281944651,8,11,hhi_alto,False,-0.0693225399365382,-0.047416526246702506,-0.046355247163122115,False
11607258000177,0.1790391680816294,0.0878212978684771,0.2833270784008749,0.7632330048163354,0.1242603550295858,0.0269559500328731,0.7202276088570337,0.7082194295092423,10,13,baixo_baixo,False,0.1568137687715029,0.0801604750234577,0.2628967001665221,0.7081971817056445,0.1022222222222222,0.0206060606060606,0.6960141008699495,0.703914354415605,12,15,baixo_baixo,False,-0.022225399310126487,-0.007660822845019399,-0.024213507987084215,True
11627479000107,0.6637161443934778,0.6263512715483087,0.8092102723751359,0.94190181690979,0.125,0.0277777777777777,0.9411938670934292,0.42303994301721,10,12,critico,False,0.6637161443934778,0.6263512715483087,0.8092102723751359,0.94190181690979,0.125,0.0277777777777777,0.937645780805026,0.4196351777571887,10,12,critico,False,0.0,0.0,-0.003548086288403196,True
11639339000159,0.0990490220447029,0.0561465945230221,0.2122298470671753,0.5260423611823023,0.0495999999999999,0.0043428571428571,0.3598163935957141,0.6040037653266497,22,25,baixo_baixo,False,0.0774514657947002,0.0445033038587966,0.1633847597159903,0.4554823407801157,0.0397923875432525,0.0054992585269401,0.3740576227443785,0.6470578136317992,29,34,baixo_baixo,False,-0.02159755625000269,-0.011643290664225502,0.01424122914866438,True
11643598000153,0.562863876976119,0.5337214687745269,0.7393875959041404,0.9078406880412352,0.0848,0.0237866666666666,0.8686966928118689,0.9941912999122962,16,25,hhi_alto,False,0.5960215762057359,0.573578330439388,0.7606904011448867,0.9761062482074934,0.0711111111111111,0.0195061728395061,0.7466574855646949,0.4791695329835764,19,30,hhi_alto,False,0.03315769922961698,0.03985686166486113,-0.12203920724717399,True
11688879000122,0.0261851648221873,0.0176429294258907,0.0689589584617057,0.2258693218614455,0.0089682931996327,0.0002750326136646,0.5796085251432294,0.4244667002173709,115,119,baixo_baixo,False,0.0233782321632796,0.0158075207847003,0.061894923329066,0.2027316634540783,0.0160798658741045,0.0084525780126635,0.5798785061948152,0.4610518261343141,130,162,baixo_baixo,False,-0.002806932658907701,-0.0018354086411903996,0.0002699810515858214,True
11692044000146,0.2243970688276899,0.1726902067495359,0.4078120096688817,0.7749727414788581,0.1349480968858131,0.077277970011534,0.8243418983313148,0.4946140222508005,16,34,baixo_baixo,False,0.2219804972459875,0.17011253039572,0.4055220413235373,0.770621072071348,0.1307523739956172,0.0728025322619917,0.8234502412882911,0.5037173085543627,16,37,baixo_baixo,False,-0.002416571581702387,-0.002577676353815894,-0.0008916570430236304,True
11694100000181,0.597879159873632,0.4638388798315094,0.7288346065830965,1.0,0.28125,0.0416666666666666,0.7514467867876616,0.8659443715457669,4,8,hhi_alto,False,0.5921764733711707,0.4562352978282276,0.7252756434258695,1.0,0.2839506172839506,0.0452674897119341,0.7574329937585649,0.8785207066010416,4,9,hhi_alto,False,-0.005702686502461307,-0.007603582003281817,0.005986206970903241,True
11701924000131,0.7694193806116153,0.711774225764519,0.8725537920421902,0.9962450948045716,0.2,3.4694469519536136e-17,0.9690935746397108,0.8065151344363924,5,5,critico,False,0.4145724916525568,0.3560297408178124,0.6217474258093302,0.8783519522766762,0.1005917159763313,0.0106508875739645,0.9487955851815704,0.7011202064214341,11,13,critico,False,-0.3548468889590585,-0.3557444849467066,-0.02029798945814043,True
11701954000148,0.1947503084481916,0.1052781204979907,0.2475181152320585,0.8650242464620378,0.1074380165289256,0.0082644628099173,0.7418487355751269,0.6314353330536945,10,11,baixo_baixo,False,0.1947503084481916,0.1052781204979907,0.2475181152320585,0.8650242464620378,0.1074380165289256,0.0082644628099173,0.7299799391569837,0.6304113970400269,10,11,baixo_baixo,False,0.0,0.0,-0.011868796418143202,True
11712986000149,0.1749899093894162,0.0833221215437958,0.3166637409690599,0.6770201941974812,0.1,3.0839528461809905e-17,0.7418310145703132,0.9916373756495592,10,10,baixo_baixo,False,0.14873835081692,0.0832566854951446,0.2933799896419891,0.6523665339263649,0.078125,0.0072115384615384,0.7997215028488877,0.9947705341309808,14,16,baixo_baixo,False,-0.026251558572496198,-6.543604865119623e-05,0.05789048827857446,True
11718406000120,0.9458724696336158,0.935046963560339,0.9723539548702907,0.9994930405828334,0.1666666666666666,3.3306690738754695e-17,0.9967984343965248,0.4097536385308136,6,6,critico,False,0.9318484464625734,0.923329502270395,0.9651044956698056,0.9939229718311248,0.12,0.01,0.9950802287063898,0.4083262382678133,9,10,critico,False,-0.014024023171042455,-0.011717461289943998,-0.0017182056901350329,True
11722278000199,0.085188578960913,0.0416261303400041,0.1546589211909483,0.4442959560816979,0.0454545454545454,0.0,0.7534130077561786,0.410641593912576,22,22,baixo_baixo,False,0.0640065097780377,0.028006760154116,0.122108698370761,0.3507874002402142,0.037037037037037,0.0,0.7361794713800588,0.4069478893967279,27,27,baixo_baixo,False,-0.021182069182875296,-0.013619370185888099,-0.017233536376119796,True
11732185000145,0.0879248741568439,0.0528450616244148,0.167819914168007,0.505193071614016,0.0510899755912802,0.0145934361909448,0.9361026553136516,0.9969409346766522,27,109,oculta,True,0.0911479679036135,0.0561921205152909,0.1609767976846381,0.5203150933086056,0.0512943104979168,0.014805630132452,0.945350147367336,0.997712846753057,27,121,oculta,True,0.003223093746769601,0.003347058890876095,0.00924749205368447,True
11738894000138,0.2381213054087295,0.19579471126477,0.3383821516424544,0.8393801384867827,0.0566893424036281,0.0042831947593852,0.8328886467832898,0.9876187580372808,19,21,baixo_baixo,False,0.1852924513314525,0.1561957531647186,0.2959706506697058,0.734175501105218,0.0376492194674012,0.0032795487340941,0.8400939826654228,0.991827138872166,29,33,baixo_baixo,False,-0.052828854077277,-0.0395989581000514,0.007205335882133013,True
11750074000161,0.1069553282421243,0.0726074562514368,0.2879256482714898,0.4259247013920973,0.0382653061224489,0.0012755102040816,0.8259635103972791,0.5462579032215035,27,28,baixo_baixo,False,0.1023994438524704,0.0691549788099693,0.2809083619604258,0.4155441201741137,0.0368608799048751,0.0011890606420927,0.818258658861522,0.5662139613829845,28,29,baixo_baixo,False,-0.004555884389653889,-0.003452477441467497,-0.007704851535757062,True
11810130000106,0.1855799898287186,0.0950888775874651,0.3142995353520791,0.7704880737798158,0.1124260355029586,0.0138067061143984,0.6000042579925852,0.7574295941857803,10,13,baixo_baixo,False,0.1460354033454072,0.089104430235101,0.2508619027207697,0.7024909558026253,0.0692520775623268,0.0072022160664819,0.6705315775593506,0.816892299006114,16,19,baixo_baixo,False,-0.039544586483311384,-0.0059844473523641,0.07052731956676539,True
11822633000100,0.401734323373634,0.3020233772692396,0.518501927599292,0.9938012745994882,0.1604938271604938,0.0205761316872427,0.9279407666159888,0.6071622073874943,7,9,critico,False,0.2576228312852905,0.1648256851959518,0.2890297884908868,0.9711586818586876,0.1388888888888888,0.0312499999999999,0.977641148396488,0.7733793333556804,9,12,oculta,True,-0.1441114920883435,-0.1371976920732878,0.04970038178049918,False
11839890000146,0.2635061441406776,0.1816734934896418,0.3958448203406044,0.7992143979788278,0.1074380165289256,0.0082644628099173,0.745770595176299,0.4686665774723569,10,11,baixo_baixo,False,0.2042852795554073,0.147448513809365,0.3197877555607247,0.8026475830771663,0.074792243767313,0.0087059754649782,0.8230218864093154,0.6227479991367282,15,19,baixo_baixo,False,-0.05922086458527029,-0.034224979680276796,0.07725129123301644,True
11840546000177,0.0575738126962364,0.0491592931667385,0.1616949901844345,0.3873940760679995,0.0259463583795206,0.0172494508650521,0.9073939538228248,0.8434869053768359,113,483,baixo_baixo,False,0.0505405890015519,0.0445313522230807,0.0538211726104983,0.2152846904419934,0.0203507954081929,0.0141504839867258,0.9789087236989812,0.4294457452024663,159,655,oculta,True,-0.007033223694684496,-0.004627940943657795,0.07151476987615635,False
11850969000178,0.1638912420888289,0.1360209501584565,0.27087003049916,0.7753796284146803,0.0346020761245674,0.0024221453287197,0.8815552976053479,0.5959419818929389,31,34,baixo_baixo,False,0.1648468576872891,0.1449622590607961,0.2627398939614102,0.7239860598814063,0.0248981439565414,0.0016814330983638,0.9158997536644168,0.5007479291449167,43,47,baixo_baixo,False,0.0009556155984601911,0.0089413089023396,0.034344456059068884,True
11873495000180,0.0701702537831269,0.048546306196688,0.1396757394188705,0.4447148919398035,0.0422014105676956,0.0199270247669444,0.881971190151631,0.9826473980445906,44,93,baixo_baixo,False,0.061768223048482,0.041805844815471,0.1224917342130232,0.412390992659214,0.0390929705215419,0.0186481401071066,0.8797347951660497,0.9829150136547324,48,105,baixo_baixo,False,-0.008402030734644898,-0.006740461381216999,-0.002236394985581258,True
11877880000103,0.1109539088866508,0.0722997310121574,0.1651501743128103,0.6231530801724354,0.0416666666666666,0.0,0.8358554147827686,0.6905568339088867,24,24,baixo_baixo,False,0.1109539088866508,0.0722997310121574,0.1651501743128103,0.6231530801724354,0.0416666666666666,0.0,0.8360463134432243,0.6925297757217977,24,24,baixo_baixo,False,0.0,0.0,0.00019089866045574055,True
11888327000168,0.0433543010521974,0.0347358713319469,0.093052571750019,0.3144275343554547,0.026856215473924,0.0180891543520674,0.9180895131363704,0.98613763802679,112,358,baixo_baixo,False,0.0376544416759593,0.0300167785146574,0.0832211210448056,0.2832812719369061,0.0237190082644628,0.0159707464252918,0.9219622092931918,0.9880626544748136,127,440,baixo_baixo,False,-0.005699859376238098,-0.004719092817289501,0.003872696156821398,True
11892520000172,0.107931641718457,0.0760720574941161,0.2711530709454796,0.4881594936479018,0.0446162998215348,0.0104954533865896,0.4900901562564241,0.590164130407156,29,41,baixo_baixo,False,0.0809677353267843,0.061821229812759,0.2321231801982206,0.4178936042081109,0.025390625,0.0050862630208333,0.4617796421760755,0.6002657885042568,49,64,baixo_baixo,False,-0.026963906391672704,-0.014250827681357096,-0.028310514080348625,True
11924138000101,0.0417924403996624,0.0367492427175554,0.1603158016087466,0.2780937931765523,0.0141322314049586,0.008943453675511,0.8751217608118422,0.4905959139128778,191,440,baixo_baixo,False,0.0258126782939747,0.0219772951376517,0.118764875226394,0.2060169634959173,0.011936255983875,0.008046241243654,0.8651402428179816,0.5208696996669704,255,756,baixo_baixo,False,-0.0159797621056877,-0.014771947579903699,-0.0099815179938606,True
11934211000118,0.1372040140833759,0.107452428362113,0.3018650351627883,0.6155408098744529,0.04625,0.0133620689655172,0.8326947089593286,0.5388661407866073,30,40,baixo_baixo,False,0.1789652446695987,0.1584393757863386,0.3547031386623246,0.6700238191808905,0.0523356401384083,0.0286440311418685,0.8758110646706939,0.4714650429183353,41,68,baixo_baixo,False,0.0417612305862228,0.050986947424225604,0.043116355711365295,True
11960753000165,0.0925899098406434,0.0650926343812689,0.1808568584026678,0.5027015544076252,0.0426731756586146,0.0136632718906938,0.9504219395041792,0.9954534084250752,34,109,oculta,True,0.2226228469166089,0.2026900994016502,0.4470611619748614,0.6564213123703493,0.0391649489057497,0.0145281527238459,0.9315739199690706,0.9442768245022942,40,151,oculta,True,0.13003293707596553,0.13759746502038128,-0.018848019535108618,True
12008540000109,0.3201510590017605,0.1501888237522006,0.4094111122869011,0.941731420695124,0.2,3.4694469519536136e-17,0.6072261075103909,0.6372077185902794,5,5,baixo_baixo,False,0.3201510590017605,0.1501888237522006,0.4094111122869011,0.941731420695124,0.2,3.4694469519536136e-17,0.6426866036803749,0.8296566768816152,5,5,baixo_baixo,False,0.0,0.0,0.035460496169984035,True
12053489000149,0.0609230877991184,0.0485668126385805,0.1591368907324791,0.4476362401234276,0.0135650053345526,0.0005855975100072,0.9421912651773796,0.4487308876704201,77,81,oculta,True,0.0571717080124491,0.0465781316979822,0.1448851166239525,0.4097978788179957,0.0115436849253055,0.0004374341941292,0.941069773975298,0.4448869134550717,90,94,oculta,True,-0.0037513797866692983,-0.0019886809405983003,-0.0011214912020816037,True
12094507000130,0.2574986671832115,0.2368736301605229,0.3667664397399946,0.8274458978169626,0.0535831689677843,0.0272938125502228,0.9536649703767378,0.932814099396541,37,78,oculta,True,0.2151129305885777,0.1980501682100685,0.3330871494752258,0.7571544403765906,0.0446280991735537,0.0238591448077614,0.9574310527201486,0.9471123664425402,47,110,oculta,True,-0.04238573659463382,-0.03882346195045441,0.0037660823434108037,True
12105376000140,0.1787886268563846,0.1377280581992039,0.3302447403684637,0.7404572318043448,0.0559999999999999,0.0087999999999999,0.7482917787361416,0.8948454592783669,21,25,baixo_baixo,False,0.2565459981257917,0.2242219110877826,0.4537478113841775,0.8006207392950275,0.0487514863258026,0.0073928552964896,0.8926150837115905,0.6786179445676711,24,29,baixo_baixo,False,0.0777573712694071,0.08649385288857872,0.14432330497544887,True
12115907000185,0.1166697045858822,0.0945864472005292,0.2381165458679189,0.6031329281638497,0.0371315192743764,0.0130598072562358,0.7541349663372288,0.9918277580995002,41,84,baixo_baixo,False,0.0918486862060337,0.0750310692839232,0.1995517319140981,0.522478553575177,0.0303069719042663,0.0123496936061972,0.7851146345726628,0.9942765914839804,55,124,baixo_baixo,False,-0.0248210183798485,-0.019555377916605998,0.030979668235434077,True
12139961000160,0.052096791485317,0.0421188629746361,0.1418137154660022,0.3505186059697111,0.0320220641602554,0.0218328227303634,0.9147516153111366,0.9948829412923932,96,415,baixo_baixo,False,0.0874487085016269,0.0794438726112903,0.2507341010098746,0.4554255174656642,0.0305486177784003,0.0220446582852284,0.9348763888797252,0.9926442114894842,115,541,oculta,True,0.03535191701630991,0.037325009636654194,0.02012477356858866,False
12157728000100,0.4239458121037229,0.3087349745244674,0.5726025602650644,0.9857578152542592,0.1666666666666666,3.3306690738754695e-17,0.9807547407276282,0.569954193991264,6,6,critico,False,0.4239458121037229,0.3087349745244674,0.5726025602650644,0.9857578152542592,0.1666666666666666,3.3306690738754695e-17,0.9793801574919926,0.566090618118823,6,6,critico,False,0.0,0.0,-0.0013745832356356624,True
12219015000124,0.5399011900788923,0.5156854632409392,0.7203786759370057,0.9296673020286568,0.0562130177514793,0.0065400186857676,0.969718571465436,0.4485189734476726,20,26,critico,False,0.4421781832448949,0.4179250607772816,0.6456289893889984,0.9084493209934996,0.0523415977961432,0.0111390585698886,0.9632792699088616,0.450738378472374,24,33,critico,False,-0.09772300683399737,-0.09776040246365764,-0.006439301556574462,True
12273240000149,0.072980683627071,0.0472301470611563,0.1568815380107164,0.4468558113617707,0.0427777777777777,0.0161882716049382,0.8419771210557908,0.970968036885248,37,60,baixo_baixo,False,0.0668368118437516,0.0440767340838431,0.1474916252733291,0.4288644852572414,0.0422180214240705,0.018857485361243,0.8445833594355685,0.9730516908364264,42,69,baixo_baixo,False,-0.006143871783319391,-0.003153412977313204,0.0026062383797776922,True
12298037000127,0.3881294452003755,0.3690084903628872,0.5937358742256533,0.8956861749817595,0.0675093363975869,0.0383690031600115,0.8569186349015306,0.4305104153486264,33,59,baixo_baixo,False,0.3236462523493747,0.3053664213317902,0.5388522269486107,0.8291419077031887,0.0790624999999999,0.0541722972972972,0.8333383210865115,0.4697873032962454,38,80,baixo_baixo,False,-0.06448319285100079,-0.06364206903109698,-0.023580313815019127,True
12321353000172,0.1616494126869701,0.0854357229312401,0.2503802963726529,0.695708661159385,0.0887573964497041,0.0059171597633136,0.9098019547964166,0.4095272879056662,12,13,baixo_baixo,False,0.1447321022397801,0.0734597774264284,0.2328871874668499,0.647102171141264,0.0816326530612245,0.0051020408163265,0.9006201794389374,0.4060703352497573,13,14,baixo_baixo,False,-0.016917310447189998,-0.011975945504811708,-0.009181775357479216,True
12334083000134,0.1166196521664153,0.1061032194541107,0.3182683006484837,0.4471881145223808,0.0269896767595804,0.0154062205305278,0.933282449028946,0.9915736765705772,85,269,oculta,True,0.1773721060484292,0.169462222452741,0.3729315311716178,0.6090714737250937,0.0239669421487603,0.0145820089001907,0.9523828574358024,0.9858923019836948,105,330,oculta,True,0.060752453882013904,0.0633590029986303,0.01910040840685645,True
12366625000150,0.1912373995956911,0.0294848795148293,0.2664075032493004,0.8064353711227944,0.1666666666666666,3.3306690738754695e-17,0.7153721556174664,0.5921064979068511,6,6,baixo_baixo,False,0.1434200678727641,0.0210515061403019,0.1914559222746106,0.6734743618836304,0.125,0.0,0.6973815636362092,0.623675292884317,8,8,baixo_baixo,False,-0.047817331722927015,-0.0084333733745274,-0.017990591981257187,True
12403446000146,0.2922331874259044,0.2278907499191685,0.4936590528639384,0.8321628152246362,0.0918367346938775,0.0092764378478664,0.8647416243004448,0.9929266848562216,12,14,baixo_baixo,False,0.2838607577649256,0.2241824875786693,0.4863480381785822,0.819838611855086,0.0844444444444444,0.0081481481481481,0.8803860016553164,0.994089846927928,13,15,baixo_baixo,False,-0.008372429660978786,-0.003708262340499202,0.015644377354871675,True
12457020000175,0.5032568700757274,0.4204663484216819,0.6882024901867587,0.9479510298679026,0.1428571428571428,0.0,0.9224089458321404,0.4870670498764606,7,7,critico,False,0.458798785010894,0.3911486331372558,0.6557159091814457,0.9154364208241614,0.1111111111111111,0.0,0.9123189361748923,0.4824447952305295,9,9,hhi_alto,False,-0.0444580850648334,-0.029317715284426116,-0.010090009657248045,False
12488175000179,0.2515812773046577,0.2430765190922106,0.4892756927000211,0.6291990199839597,0.0260703887077513,0.0150030067612485,0.9441156934081972,0.9602117568857984,89,273,oculta,True,0.3145010387270402,0.3085401781942319,0.5253355521317816,0.8087793668220341,0.0227393247645261,0.014241405849435,0.9613737371798192,0.6721524616309775,116,398,oculta,True,0.06291976142238254,0.06546365910202132,0.01725804377162199,True
12560864000147,0.470485553146678,0.2057283297200171,0.6354608947033034,1.0,0.40625,0.109375,0.87178974667558,0.6215174169450097,3,8,hhi_alto,False,0.470485553146678,0.2057283297200171,0.6354608947033034,1.0,0.40625,0.109375,0.862819925014028,0.6199271285675054,3,8,hhi_alto,False,0.0,0.0,-0.008969821661551913,True
12570642000105,0.3111398880231041,0.2748840926558991,0.5125655416160638,0.8143444367140678,0.0521541950113378,0.0022675736961451,0.8323263811798373,0.5884050248914294,20,21,baixo_baixo,False,0.2127845512282413,0.182507033967789,0.4141465384667251,0.706339810174741,0.0416171224732461,0.0047562425683709,0.7864172015477737,0.6047987963389863,27,29,baixo_baixo,False,-0.0983553367948628,-0.09237705868811008,-0.045909179632063535,True
12592033000157,0.239955001821419,0.1449493770490963,0.4155981276336111,0.7924611194793474,0.12,0.01,0.8867107180695248,0.6322667206017141,9,10,baixo_baixo,False,0.239955001821419,0.1449493770490963,0.4155981276336111,0.7924611194793474,0.12,0.01,0.8794385364449605,0.6310295397804722,9,10,baixo_baixo,False,0.0,0.0,-0.007272181624564333,True
12710978000126,0.2929221607966188,0.2756763598404388,0.5200190924877179,0.7101158297963884,0.0288,0.0051121951219512,0.901712285000954,0.475883767779946,42,50,baixo_baixo,False,0.2948214878337899,0.2828693096614812,0.5286472715704648,0.7058670626080448,0.0212191358024691,0.0046296296296296,0.9101726320246042,0.7422503517693685,60,72,baixo_baixo,False,0.0018993270371711057,0.007192949821042405,0.008460347023650172,True
12770455000175,0.2671475490458799,0.0839344363073498,0.3587551787236744,0.9789617315161104,0.2,3.4694469519536136e-17,0.7318038050112454,0.6777026650212428,5,5,baixo_baixo,False,0.2062400091582044,0.0928457247522336,0.2959933092256213,0.8534471188836457,0.125,0.0,0.7097232075391537,0.608079256446477,8,8,baixo_baixo,False,-0.0609075398876755,0.0089112884448838,-0.02208059747209168,True
12816116000182,0.1974078048046123,0.1551661103206446,0.4049296339736807,0.6414500974483353,0.0537190082644628,0.0039147455415397,0.6799427361821063,0.9741445646199092,20,22,baixo_baixo,False,0.1255085495326216,0.0953536719302982,0.2926693828632003,0.5597799497419393,0.0427350427350427,0.0097259062776304,0.7163702961954811,0.9814464069396328,30,39,baixo_baixo,False,-0.0718992552719907,-0.05981243839034639,0.03642756001337477,True
12877385000159,0.2253954887981292,0.1393283208868102,0.3436832565567644,0.8727929187625669,0.1074380165289256,0.0082644628099173,0.6023714189322213,0.4095272879056663,10,11,baixo_baixo,False,0.1158760715867433,0.0716698751660805,0.22180598630378,0.5999752016910809,0.054820415879017,0.0075614366729678,0.5427797994484205,0.431766318522953,21,23,baixo_baixo,False,-0.1095194172113859,-0.06765844572072968,-0.05959161948380087,True
13019421000106,0.5996753450897362,0.5885552157866732,0.7706365288188006,0.8905726954538455,0.0425240054869684,0.0159274500838286,0.9588942208114576,0.9895042899416728,37,54,critico,False,0.5989428989912939,0.5878024239632743,0.7701632987511187,0.890025815360332,0.0433057851239669,0.0167309458218548,0.9625762344830636,0.9932141710643628,37,55,critico,False,-0.0007324460984422521,-0.000752791823398935,0.0036820136716060325,True
13019629000125,0.2936956161524267,0.152434739382912,0.4019627746225719,0.885105392678712,0.1666666666666666,3.3306690738754695e-17,0.4288538159833685,0.9313908355934948,6,6,baixo_baixo,False,0.2791967548532217,0.159062880662092,0.4294549683551247,0.8865267124125024,0.15625,0.015625,0.4637621827660816,0.8650537830697012,7,8,baixo_baixo,False,-0.014498861299204968,0.0066281412791800165,0.034908366782713085,True
13128780003389,0.556096570442056,0.4926817947909211,0.7129338965428047,0.9976655291756,0.1358024691358024,0.0123456790123456,0.9978160338951592,0.4105649436761931,8,9,critico,False,0.556096570442056,0.4926817947909211,0.7129338965428047,0.9976655291756,0.1358024691358024,0.0123456790123456,0.997604282577144,0.4071898578893855,8,9,critico,False,0.0,0.0,-0.00021175131801520752,True
13128780003974,0.5876019961229635,0.450135994830618,0.7515756784097861,1.0,0.3081285444234404,0.0775047258979206,0.8322855269544757,0.52854847681505,4,23,hhi_alto,False,0.3745604453981919,0.1660805938642559,0.5172871559377923,1.0,0.3191836734693877,0.0922448979591836,0.8281797763602267,0.662077562057094,4,35,hhi_alto,False,-0.2130415507247716,-0.2840554009663621,-0.0041057505942490025,True
13128780009905,0.3512993314623567,0.1891241643279459,0.4991571922791901,0.9990823187003482,0.2,3.4694469519536136e-17,0.5668525634245677,0.4100280720397087,5,5,baixo_baixo,False,0.3512993314623567,0.1891241643279459,0.4991571922791901,0.9990823187003482,0.2,3.4694469519536136e-17,0.5513876466592768,0.4065773450889848,5,5,baixo_baixo,False,0.0,0.0,-0.015464916765290937,True
13133909000160,0.3392012943900858,0.2657792159889842,0.53705796926921,0.8758341362842278,0.1,3.0839528461809905e-17,0.9140279790440612,0.6167494268669033,10,10,baixo_baixo,False,0.1974596545009301,0.1528740797509817,0.3206516710625827,0.7466338422403795,0.055,0.0025,0.9138899421866472,0.582623941720284,19,20,baixo_baixo,False,-0.1417416398891557,-0.1129051362380025,-0.0001380368574139812,True
13170158000151,0.4862419629463271,0.4757571050472725,0.6885900745913561,0.8240607003186626,0.0366709183673469,0.0170111411911703,0.9181379086714644,0.9805632853577948,50,112,hhi_alto,False,0.4868432612575884,0.4784308557044341,0.6684684259221494,0.9170442440495956,0.039857227840571,0.0241171823953345,0.9070019236708396,0.5989890864785833,62,164,hhi_alto,False,0.0006012983112613224,0.002673750657161633,-0.011135985000624737,True
