orgao_cnpj,valor_total,n_instrumentos,n_fornecedores,portfolio_hhi,portfolio_cr1,portfolio_cr4,portfolio_neff,portfolio_entropy_norm,count_hhi,count_neff,hhi_gap_value_minus_count,exposicao_degree,exposicao_strength
02406542000194,571482.1915,13,12,0.47021027814622074,0.6474457944679455,0.9742078577088961,2.126708084609395,0.42130016234946155,0.08875739644970415,11.266666666666666,0.3814528816965166,0.585714179701724,0.8674272371751406
02482295000105,4038309.3700000006,46,28,0.6523599415657566,0.8011790537979512,0.9707178229388603,1.5328960843301596,0.2499332091327801,0.04631379962192815,21.591836734693885,0.6060461419438284,0.7862428965390834,0.9525975631621914
02762633000162,4756196.05,21,15,0.16140119313863113,0.31201487373507236,0.6947543552162867,6.195741063333264,0.7949636316445327,0.08390022675736959,11.918918918918923,0.07750096638126154,0.628652212515105,0.9072897090485361
03061303000102,993886.55,17,16,0.15918978229914738,0.24145814227992118,0.7495317750300575,6.281810211416792,0.7532597846547631,0.06574394463667821,15.210526315789473,0.09344583766246917,0.4155893649586634,0.7582394071730076
03130778000103,219634.8,7,7,0.2837917295305102,0.4370892044430118,0.9242615468951186,3.5237108623790636,0.7570678995220574,0.14285714285714285,7.0,0.14093458667336733,0.6314462156868912,0.6812824280229501
03133862000180,20330.9,11,11,0.1954265212836807,0.3683432607508767,0.7395717848201505,5.1170127443879645,0.8110743105404875,0.09090909090909091,11.0,0.1045174303745898,0.41083561880177233,0.20245671399375
03264792000108,879963.764,64,42,0.10710859309516914,0.24376003737353896,0.5604489868516904,9.33631906742973,0.740113932639961,0.0390625,25.6,0.06804609309516914,0.8472969128031044,0.8908173154059731
03347877000141,46157.27999999999,29,18,0.41505165105651254,0.6203985590138761,0.884456579763799,2.409338687015227,0.48987347887681115,0.08680142687277051,11.520547945205479,0.32825022418374206,0.9834490979691755,0.7715106655302368
03347885000198,137753.025,153,63,0.058211944607191944,0.1284085050037921,0.40029904243482134,17.178604953809643,0.789737831917634,0.04190695886197615,23.862385321100923,0.016304985745215793,0.9933335971021041,0.8916430728328032
03387174000147,41105.68,5,5,0.30032627946328583,0.44714015192061046,0.9300884938529177,3.3297119445794205,0.8553166723130261,0.20000000000000004,4.999999999999999,0.10032627946328579,0.4399021137785476,0.3615394835123605
04073373000143,9021.93,5,5,0.2601198601651932,0.33471884618923,0.9113271772226119,3.844381583801154,0.9075633403495693,0.20000000000000004,4.999999999999999,0.060119860165193134,0.6395161292256671,0.3874434361915009
04200511000108,35856.100000000006,7,5,0.9675375229412184,0.9835983277601301,0.9973282091471187,1.0335516466173826,0.0657630948329008,0.26530612244897955,3.7692307692307696,0.7022314004922389,0.41793693537614546,0.5630291749450218
04244520000109,27423.9,6,6,0.28960971967071353,0.39928675352520976,0.9450515790970649,3.45292278566134,0.7879327679638342,0.16666666666666669,5.999999999999999,0.12294305300404684,0.48952398271882336,0.33411748645531925
04244525000123,383046.25999999995,73,52,0.06804093285565078,0.15175326343089737,0.4676420023001922,14.697035417217243,0.8113729575751735,0.02458247325952336,40.6793893129771,0.04345845959612742,0.6459892242206968,0.5824270094974355
04326257000199,192963.71999999997,18,18,0.25573441929733226,0.46703857077382216,0.7597588810995144,3.910306648387989,0.6578702714066365,0.05555555555555555,18.0,0.2001788637417767,0.44393824054825803,0.5442231698783785
04402872000137,11.0,11,11,0.09090909090909091,0.09090909090909091,0.36363636363636365,11.0,1.0,0.09090909090909091,11.0,0.0,0.4493899976926627,0.08085775265343795
04621712000189,236792.69,12,12,0.4803113690365616,0.6334655009831596,0.9528165755454698,2.081982781306764,0.41442175137473625,0.08333333333333334,11.999999999999998,0.3969780357032282,0.427243271142035,0.7247017365364276
04691691000178,11066741.94,45,36,0.4210358938925258,0.5510890922608791,0.9379315453704345,2.375094414765648,0.32636623988697866,0.03802469135802469,26.2987012987013,0.38301120253450116,0.5944143584760665,0.9658801713837738
04704773000100,30820.0,10,8,0.18977559512203956,0.2920181700194679,0.790720311486048,5.269381446844769,0.8746119955363556,0.16000000000000003,6.249999999999999,0.029775595122039533,0.8741300343487814,0.548828864876127
04729502000109,283691.66000000003,11,8,0.5374043315112007,0.7049907635635111,0.9626648876459744,1.8607963154817961,0.45654505003137563,0.14049586776859505,7.117647058823529,0.3969084637426057,0.8506534595039603,0.7647372824466989
04862101000122,18754.0,7,7,0.26086110623370595,0.3999146848672283,0.8958088941025915,3.8334576374298517,0.7995694295951626,0.14285714285714285,7.0,0.1180039633765631,0.9133571470911925,0.7558277161447521
04870834000109,13947.83,8,8,0.3520831670958033,0.4301744429061725,0.9277392970806212,2.840238027420084,0.6246861095012727,0.125,8.0,0.22708316709580328,0.602689070529542,0.2681521873364134
04902949000138,356312.0,9,9,0.337310840561859,0.5298726958396013,0.8801275286827275,2.964624553229001,0.6629130703855679,0.1111111111111111,9.0,0.2261997294507479,0.9248713811872855,0.8461235685704299
05002963000148,95464.73,12,11,0.16562346215270804,0.2618768208950049,0.7572953906641751,6.037791910653218,0.8437649802813516,0.09722222222222224,10.285714285714285,0.0684012399304858,0.6061339332452035,0.5472691916382997
05029092000156,11041817.659000002,246,100,0.08237584786817727,0.09056479928238235,0.3622591971295294,12.139480513757618,0.5943804637081034,0.024952078789080567,40.07682119205299,0.0574237690790967,0.46319612381311037,0.9448626771282449
05054133000164,354527.92,8,8,0.1891991198503027,0.3340921640247685,0.7445027178677494,5.285436849765557,0.8902222563788885,0.125,8.0,0.06419911985030269,0.40831218274111675,0.6380957501303947
05106805000138,4588764.1,88,48,0.03998969079005804,0.08716944067793767,0.25714984999991614,25.006444917263853,0.8848838797250334,0.060175619834710745,16.61802575107296,-0.020185929044652703,0.4536129939989232,0.7923295060652568
05211356000198,1236016.5,42,36,0.13539114130720908,0.25889622023654213,0.6276696144428493,7.386007609840228,0.6949640069288314,0.035147392290249435,28.451612903225804,0.10024374901695965,0.5484412575136142,0.7279069336765154
05322181000196,587629.0800000001,6,5,0.6464615383770933,0.7938681319175013,0.9929733225591897,1.5468824371368572,0.45561359831381676,0.22222222222222227,4.499999999999999,0.42423931615487104,0.4658683037570981,0.8600995432024173
05419083000171,178581.36000000002,11,11,0.1665271342240044,0.26878505125058966,0.7104257689604335,6.005027376828856,0.8281374816258441,0.09090909090909091,11.0,0.07561804331491348,0.5797180027969575,0.6110364052490319
05472936000139,14612985.750000002,7,7,0.6004680851977614,0.7353256996093356,0.9971624635300832,1.665367443584707,0.3444669475960954,0.14285714285714285,7.0,0.45761094234061855,0.4155604574559921,0.9869762322372466
05522917000170,1267447.79,9,9,0.567120360428544,0.7446156657861228,0.9145747849700381,1.7632941255086503,0.469661758851321,0.1111111111111111,9.0,0.45600924931743286,0.8455142364237453,0.8719067625460639
05532421000187,138257.11,56,37,0.25250418798562285,0.4647500587854035,0.7572124138859838,3.960330353241263,0.5698780428226956,0.03252551020408162,30.745098039215698,0.21997867778154123,0.9675538934506038,0.8188091374750703
05593119000139,9073828.0,11,11,0.4391947817630743,0.6487586936847382,0.8593160461053482,2.27689408327136,0.5727697350812123,0.09090909090909091,11.0,0.3482856908539834,0.4083121827411168,0.9541282903993514
05606204000194,80448.0,6,5,0.2848824180057074,0.4005071599045346,0.9568914081145584,3.5102201357332126,0.8636764482502295,0.22222222222222227,4.499999999999999,0.06266019578348514,0.6128541880254836,0.5244539209866372
05613121000122,100321.23,17,13,0.16902698427742596,0.33053851114066285,0.6721571296524176,5.916215119585216,0.821730954746874,0.09342560553633218,10.703703703703704,0.07560137874109378,0.40831218274111675,0.3894223879682059
05628919000148,341980.0,6,6,0.4752235326069274,0.6667056553014796,0.9301713550500029,2.10427289767052,0.6235715565311316,0.16666666666666669,5.999999999999999,0.3085568659402607,0.4618245710705913,0.7466249102346056
05658440000154,89898.31999999999,7,7,0.2731562698139359,0.4416656507040398,0.8797686096914825,3.6609080973362373,0.7891513145116974,0.14285714285714285,7.0,0.13029912695679308,0.5601878817923105,0.5001184641399011
06073250000138,83328.78,13,10,0.2652580515010204,0.45710497621590046,0.831237418812564,3.769913841790221,0.7377556467988796,0.12426035502958582,8.047619047619046,0.14099769647143456,0.7142943165541469,0.6991861040236478
06079623000188,3710948.3499999996,23,23,0.29932205094710096,0.48943755846130277,0.8757400705940842,3.3408831619182293,0.5323814309733624,0.043478260869565195,23.00000000000001,0.25584379007753577,0.7778128843470248,0.9050420077223505
06089125000116,109749.79920000001,119,73,0.04372189939023932,0.1244722095127077,0.3186867243033644,22.87183342778664,0.8308973903587169,0.0222441917943648,44.95555555555556,0.021477707595874522,0.9833262988516657,0.8328037327202196
06091010000166,3369796.1,10,10,0.19944090161175365,0.2957226403104924,0.8444793143418974,5.014016643119041,0.7642150116328508,0.10000000000000003,9.999999999999996,0.09944090161175362,0.40831218274111675,0.9129041330984267
06129491000151,221708.56,23,21,0.1381743620635386,0.26045904587536,0.642492107657007,7.237232617293766,0.754614263377709,0.05103969754253306,19.5925925925926,0.08713466452100554,0.5389755670384315,0.5242646768679518
06216559000130,379367.91000000003,11,7,0.2933175184982323,0.39223138298650506,0.9060278978261498,3.4092747174459226,0.7467977955261622,0.256198347107438,3.9032258064516134,0.03711917139079429,0.43881184329744705,0.7203075230492199
06231312000192,938397.7697999999,164,83,0.11506078336936885,0.27915667367350133,0.5377461872139245,8.691058505918509,0.6724500338375904,0.025133848899464604,39.78698224852071,0.08992693446990425,0.9549045591000057,0.8968567516456323
06698248000154,4172903.78,10,10,0.28809451672021724,0.3867809959423507,0.9430842615786362,3.4710830715710888,0.6231563227975258,0.10000000000000003,9.999999999999996,0.1880945167202172,0.5986506064238634,0.9509427100035016
06916689000185,429960.5,6,5,0.4542469953593482,0.5233038848917517,0.9993766869282179,2.2014454915852872,0.5509591174822717,0.22222222222222227,4.499999999999999,0.23202477313712594,0.4083121827411168,0.8112114416607636
07104377000130,247538.86,52,36,0.099742406042445,0.19939495560414233,0.5446485048852532,10.025825921769462,0.7524996542904339,0.04363905325443788,22.91525423728813,0.05610335278800712,0.6633103040320937,0.5737419862854095
07184109000175,216000.0,7,7,0.16666666666666669,0.2777777777777778,0.6666666666666667,5.999999999999999,0.9636220135498738,0.14285714285714285,7.0,0.023809523809523836,0.40831218274111675,0.5495364495205866
07222467000125,18635520.0,73,60,0.027411892986183593,0.06761281681434164,0.22795178240263753,36.48051597545743,0.9355455898894488,0.019328204165884776,51.73786407766992,0.008083688820298817,0.42021470580114045,0.8900123821044068
07252975000156,699920.6599999999,5,4,0.5446773683049675,0.6643610148613129,1.0,1.835949239293701,0.5051411348728231,0.28,3.571428571428571,0.26467736830496746,0.41623043865795223,0.8852876694149181
07276220000191,105900.29,13,7,0.710456229740121,0.8377688106425393,0.9711136768369567,1.4075462472414264,0.34369670172771477,0.32544378698224835,3.0727272727272745,0.38501244275787266,0.8361669869707575,0.876307940502838
07343110000103,311457.93,8,8,0.24936751906794427,0.3082278238990415,0.9379600641409259,4.010145361904706,0.7252520585065143,0.125,8.0,0.12436751906794427,0.8164721884172653,0.819272596524843
07460294000183,3179970.9899999993,24,22,0.32094988056980195,0.4528302064793365,0.9360741841232961,3.115751276257336,0.45582716007726537,0.05208333333333334,19.199999999999996,0.26886654723646863,0.43573803357273766,0.9296526892883898
07556356000155,4456.780000000001,9,9,0.3403011003411747,0.5429929231418199,0.8492678570627223,2.9385741009871342,0.6832030815478082,0.1111111111111111,9.0,0.22918998923006362,0.5420653460615747,0.26011691210309745
07556717000163,1865752.56,13,7,0.4669942941767106,0.6431721042365875,0.9663492355063418,2.1413537862661767,0.5490366936232292,0.21893491124260359,4.567567567567567,0.24805938293410704,0.9087104524837445,0.9404111211842746
07633040000110,261652.8,8,8,0.39653663899597663,0.5923880806931935,0.9552842545541268,2.521835063039777,0.6088910693004647,0.125,8.0,0.27153663899597663,0.47995173728848284,0.7201519321776624
07690399000129,206688.0,7,7,0.19263728265402255,0.26126335346028795,0.8090455178820251,5.191103125120409,0.904441392598094,0.14285714285714285,7.0,0.0497801397968797,0.54710396461613,0.6044860837109594
07720960000175,114747.95000000001,6,5,0.3274644833794522,0.39506413840072957,0.9871975926367311,3.0537662884229237,0.7798333754375661,0.22222222222222227,4.499999999999999,0.10524226115722995,0.6432353852995523,0.5967056740220499
07733475000136,160060.14,5,5,0.24717398035229754,0.3571166437815186,0.917530998036113,4.045733287034089,0.9276309668628296,0.20000000000000004,4.999999999999999,0.0471739803522975,0.4881719180011969,0.5997839490539615
07742778000115,6961256.7722000005,20,20,0.30993491352088387,0.49519334120332625,0.9281813591481703,3.2264838725006,0.5178078262915646,0.05000000000000002,19.999999999999993,0.2599349135208838,0.46123930951049535,0.9466704819323809
07748322000162,369469.78,20,17,0.2112644900110296,0.3897477081887455,0.7497230220019618,4.733403138160098,0.6815199134186762,0.06500000000000002,15.384615384615381,0.1462644900110296,0.5307875361015905,0.7131170383011931
07750478000188,754980.31,109,54,0.06807005478303829,0.14970854008099893,0.428508473287204,14.690747689087804,0.7633573577565738,0.03240467974076258,30.859740259740242,0.03566537504227571,0.5001480962644471,0.6084397436686045
07777639000127,254092.0,12,11,0.2220975571754932,0.28336193189868236,0.9288092501928435,4.502525884198885,0.6873688149449104,0.09722222222222224,10.285714285714285,0.12487533495327097,0.4125979252059149,0.6332863318831877
07821223000169,1137003.6609999998,51,29,0.12395477497892717,0.27267845358327303,0.6112715964245254,8.067458475641654,0.7607357689350405,0.04882737408688965,20.480314960629926,0.07512740089203751,0.9926270405287227,0.9515868919845685
07854402000100,1013169.95,6,6,0.4339279770193008,0.6326677967501899,0.9229941630226993,2.304529905790151,0.664564364561036,0.16666666666666669,5.999999999999999,0.2672613103526341,0.4596847553675635,0.8615776261720809
07868234000102,904887.65,26,24,0.17137518570538343,0.3577010914006838,0.6445033811656066,5.83515049675355,0.711598803382542,0.044378698224852076,22.53333333333333,0.12699648748053136,0.8619610472530543,0.7679399123544922
07900983000161,4979962.5,6,6,0.6419200751631676,0.775106238249786,0.9938342909208654,1.5578263380309663,0.3539400509385345,0.16666666666666669,5.999999999999999,0.47525340849650094,0.41019946684434316,0.9689413659631837
08013657000103,453448.18,13,11,0.11364794003907618,0.13684187683805457,0.532796713397328,8.799103614690813,0.9350205001855703,0.10059171597633138,9.941176470588234,0.0130562240627448,0.5873188459975108,0.6779142503287018
08036438000131,1968289.3,7,7,0.27168037327819033,0.35657420888281005,0.9693040550492249,3.6807958850087346,0.7369153523643195,0.14285714285714285,7.0,0.12882323042104749,0.4221521895800995,0.9088302758579797
08046438000112,484218.58999999997,13,8,0.20396733701776035,0.25773483830928506,0.8535496127895461,4.902745775971598,0.8135499510299453,0.13609467455621305,7.347826086956521,0.0678726624615473,0.4152997241775761,0.7301124639848242
08082743000160,1213210.29,10,7,0.4661352368197026,0.5189408589668325,0.9916437405093225,2.145300164009682,0.44803127807495635,0.22000000000000008,4.545454545454544,0.2461352368197025,0.41203515826979625,0.9042900572940826
08083086000175,333110.19,80,38,0.09442671764246437,0.18426245081244735,0.5350282439573524,10.59022303185823,0.7611594424567848,0.04874999999999999,20.512820512820518,0.04567671764246438,0.8128787813658331,0.6710022015164515
08184785000101,542813.13,106,38,0.2302672494431648,0.3857429351423389,0.7915981693368397,4.342779975954952,0.554940973445061,0.03987184051263793,25.080357142857153,0.19039540893052687,0.8282707008879147,0.7476403335412484
08184821000137,27931547.07,343,185,0.2058364739562939,0.3964334654378312,0.6585347350758112,4.858225467913593,0.5029266132867384,0.01008933352599682,99.11457455770852,0.1957471404302971,0.6925094453696247,0.9469705512010628
08259606000158,4013413.9865999995,214,79,0.070944453083981,0.1343194352239466,0.44033664503599956,14.09553469693033,0.6942474785062656,0.027294960258537868,36.636799999999994,0.04364949282544313,0.9961122851046178,0.9486352764826534
08281643000162,2726528.4126,185,93,0.2224612111296016,0.4254857549398273,0.7541996776916332,4.495165673702187,0.5125073512278222,0.020832724616508404,48.00140252454417,0.2016284865130932,0.7158496050309494,0.9268404739589051
08289417000128,257885.0587,184,71,0.06513277541736845,0.17805226960983295,0.39198823115067116,15.35325331358961,0.7640108209523179,0.03491257088846879,28.642978003384112,0.03022020452889966,0.9893036456546502,0.9146181455748086
08345495000100,352855.87309999997,69,36,0.13451672425712202,0.25506164658479086,0.6134093166664087,7.434019862753644,0.7065340935292518,0.04767905902121404,20.97356828193832,0.08683766523590798,0.7147459197448348,0.7958656953816453
08351513000159,337010.4,7,6,0.3148964792693402,0.511533175237322,0.8521161364753135,3.1756468104067643,0.8109150696948402,0.18367346938775508,5.444444444444445,0.13122300988158514,0.5613484899111881,0.7407656056639973
08418330000103,45435900.0,8,6,0.9925969537311532,0.996289938132622,0.999119638875867,1.0074582601135524,0.016789668646073577,0.21875,4.571428571428571,0.7738469537311532,0.9176341866667844,0.9983832999927281
08434600000170,149707.08000000002,5,5,0.5443064565712294,0.713393114073162,0.9707428666700332,1.8372003269983943,0.5643154134495659,0.20000000000000004,4.999999999999999,0.3443064565712294,0.8280932255778118,0.6818236262178874
08438054000145,63230.0848,59,23,0.08739377460585013,0.1933133576945638,0.4581285964051087,11.442462629747315,0.8628952682414253,0.06923297902901468,14.443983402489621,0.018160795576835448,0.9963965687812527,0.9300274951787629
08543762000146,42427.221999999994,19,12,0.31438297979799235,0.5270074010502032,0.808383612766351,3.1808337736430667,0.6661897003522503,0.09695290858725761,10.314285714285715,0.21743007121073474,0.9939840438671013,0.9226355091777998
08595042000124,3981108.8407,219,88,0.1546043619541708,0.3315659161350394,0.6438135963018109,6.468122809474346,0.5685620364678801,0.02779341548341361,35.979744936234056,0.1268109464707572,0.5701125908853467,0.9242329198751217
08595187000125,3895154.07,35,35,0.19965987751777178,0.42204129809940993,0.6203644314382665,5.00851754710202,0.6793844368285996,0.028571428571428567,35.00000000000001,0.17108844894634323,0.5189376340152063,0.8623652284636132
08638248000194,227400.0,9,8,0.1910000935975414,0.27440633245382584,0.8065083553210202,5.235599528590348,0.8498298056361216,0.13580246913580246,7.363636363636364,0.055197624461738926,0.7896729164155383,0.7445811373549593
08678243000195,156711.0,6,6,0.17319449402317708,0.1965401280063301,0.7575409511776454,5.773855604590865,0.9883577370869101,0.16666666666666669,5.999999999999999,0.006527827356510391,0.7162454452758217,0.6125139626624287
08692266000154,256258.48419999998,200,68,0.04115361701480341,0.08717541614179265,0.31556994591791154,24.299200715219975,0.8398068149454081,0.03799999999999999,26.315789473684216,0.00315361701480342,0.9902437735848613,0.8450589834448495
08715618000140,22863286.919999998,10,10,0.9840638733988106,0.9919833521469887,0.9989866146507689,1.0161941994132437,0.02410868851270262,0.10000000000000003,9.999999999999996,0.8840638733988107,0.41086904945949493,0.9958764575518865
08806026000133,61361.32,23,17,0.28450572035190064,0.48555832892773493,0.811626933710031,3.514867816236228,0.6323568679658079,0.07750472589792061,12.902439024390244,0.20700099445398001,0.944674155729546,0.5639018956384605
08806043000170,20764.82,37,24,0.10976225501048836,0.26679691901976516,0.5160858606046188,9.110599995457862,0.833072836476225,0.057706355003652315,17.329113924050628,0.05205590000683605,0.9852936784234225,0.619305833046465
08857731000160,517143.9213000001,145,71,0.07744192049357251,0.21444707253102543,0.43671283389017385,12.91290290357659,0.742037941701518,0.028680142687277057,34.86733001658374,0.04876177780629545,0.9886860417201128,0.9180783890329294
08858200000191,528557.4076,384,97,0.048537067600722274,0.12231405533327729,0.3150295604711529,20.60281037631369,0.7581250557987746,0.03148057725694445,31.765618267987932,0.017056490343777826,0.9701157117901754,0.8738806414705279
08931506000126,8809203.33,63,63,0.1827318388643971,0.3970847157185552,0.6048369870014114,5.4725000646553275,0.6333491696032084,0.015873015873015872,63.0,0.16685882299138122,0.44437590408326394,0.8874658127054496
08971900000198,154521.264,85,34,0.08010937204937586,0.1719886267562502,0.48789371798045866,12.482933949146979,0.8188210825264098,0.05550173010380623,18.017456359102244,0.024607641945569636,0.9837464465778035,0.85820943579753
08999257000100,825056.78,173,96,0.04243746051619209,0.0843487462765896,0.2985345869165514,23.56408672518112,0.78020002434469,0.018076113468542213,55.321626617375244,0.02436134704764988,0.9617447007051176,0.8663253410883184
09008389000196,118715.45,8,6,0.3404529148324859,0.45402683475486977,0.9649636167828198,2.9372637343758186,0.7040571177815662,0.21875,4.571428571428571,0.12170291483248591,0.6293585681473283,0.5782123094727258
09097711000109,21031800.0,14,14,0.47183933867675837,0.6751680788139864,0.861381336832796,2.1193654662293158,0.5074731969675493,0.07142857142857142,14.0,0.4004107672481869,0.40831218274111675,0.9729408687475571
09129733000103,2731100.0,5,5,0.3086807980280532,0.36150269122331663,0.9981692358390393,3.2395925058776056,0.7680880304914645,0.20000000000000004,4.999999999999999,0.10868079802805317,0.5648759479548134,0.9387115918224875
09240588000125,1246539.5134,135,67,0.11667907000380554,0.2353701883061383,0.613234632181857,8.57051740271314,0.6509275337780535,0.023758573388203013,42.090069284064676,0.09292049661560252,0.9947971868097688,0.9263688126604223
09332615000190,2819615.62,40,27,0.42948483149931,0.6398747216473428,0.8290037455530906,2.3283709380586277,0.4705042609871306,0.061250000000000006,16.326530612244895,0.36823483149930997,0.5115466811695655,0.8981848815599065
09356616000174,3063321.81,20,12,0.3789189891896673,0.5461387192617546,0.9072077902256048,2.639086529124703,0.5376790004632479,0.10500000000000002,9.523809523809522,0.2739189891896673,0.4093309202443054,0.9139440515954622
09403680000169,127535.52,9,8,0.23380195332361228,0.3763657371687511,0.8333013422456739,4.277124231788902,0.8008791022981205,0.13580246913580246,7.363636363636364,0.09799948418780982,0.40831218274111675,0.4969138978725777
09509569000151,16710401.290000001,11,11,0.8489095287428399,0.9197647993766402,0.9912011448768745,1.1779818297962938,0.15724085226496287,0.09090909090909091,11.0,0.7580004378337489,0.4091112266131505,0.9858479582301929
09522642000125,182310.2148,117,68,0.08160871913227298,0.19417452850261244,0.47526728052541345,12.253592638541242,0.7441760693543057,0.021404047045072684,46.720136518771334,0.060204672087200296,0.9610008608567753,0.7989792178947097
09579148000105,860720.3700000001,43,27,0.14748402137107006,0.2845128435847289,0.6859546265879591,6.780395535079683,0.7199944027890669,0.04488912925905895,22.27710843373494,0.10259489211201112,0.5769767213438429,0.7179300522309647
10324957000147,74112.81039999999,117,59,0.04529887913688702,0.1111899542808324,0.3258941317923629,22.075601406783967,0.8558160380839458,0.03236175031046827,30.900677200902923,0.012937128826418752,0.9866807683385396,0.8278320129136103
