periodo,n_elegiveis,hhi_mediana,neff_mediana,cr1_mediana,cr4_mediana
jan,240,0.23932897003936765,4.178566514234339,0.3619997797600547,0.8183804110309216
jan_fev,569,0.237419986456335,4.2119453165073555,0.3822952117701211,0.8360546274646532
