variaveis,rho,p,n
hhi_norm_vs_log_despesa,0.20441433615282148,4.642664098917822e-14,1335
hhi_norm_vs_log_populacao,0.20525557404343264,3.638463929555185e-14,1335
hhi_norm_vs_log_despesa_per_capita,-0.06231109293907052,0.02279930659463284,1335
hhi_norm_vs_procurement_intensity_parcial,0.003984260650049387,0.8843636900992173,1335
exposicao_strength_vs_log_despesa,0.1863892196870379,6.692086614653925e-12,1335
exposicao_strength_vs_log_populacao,0.19081802709637832,2.062317236361002e-12,1335
exposicao_strength_vs_log_despesa_per_capita,-0.06673064509034105,0.01474364095896313,1335
