orgao_cnpj,n_municipios,n_instrumentos_mapeados,municipio_ibge,municipio,uf,valor_total,n_instrumentos,n_fornecedores,portfolio_hhi,count_hhi,portfolio_cr1,portfolio_cr4,portfolio_neff,portfolio_hhi_norm,count_hhi_norm,hhi_gap_value_count,hhi_norm_gap_value_count,exposicao_degree_global,exposicao_strength_global,integracao_siconfi_principal
25947276000102,2,14,3110509,Camanducaia,MG,2039260.96,14,14,0.5805242036393404,0.0714285714285714,0.7412096978505389,0.9651127730116502,1.7225810633405827,0.5482568346885205,0.0,0.509095632210769,0.5482568346885205,0.5043991174887675,0.9081029868227808,False
