design,n_structures,P_seed_mean,P_seed_median,P_seed_p025,P_seed_p975,n_eff_mean,n_eff_median,executive_weight_mean,executive_weight_median
network_ensemble_fixed_roles,500,0.174563481365,0.174170357066,0.169331637898,0.184307997885,3.041224628923,3.047770907969,0.538984384769,0.537499375216
fixed_network_random_roles,1000,0.223499855301,0.223659436304,0.206174192357,0.238971056382,2.070675404944,2.063404544624,0.686464076434,0.686579851722
