tau,P_H_given_S_b070_c090,P_H_given_S_b075_c095,P_H_total_b070_c090,P_H_total_b075_c095
0.700000000000,0.654713707345,0.919028340081,0.113200000000,0.158900000000
0.750000000000,0.636784268363,0.914979757085,0.110100000000,0.158200000000
0.800000000000,0.627530364372,0.910931174089,0.108500000000,0.157500000000
0.850000000000,0.611914401389,0.907460960093,0.105800000000,0.156900000000
0.900000000000,0.596298438404,0.901677270098,0.103100000000,0.155900000000
