criterio,n,portfolio_hhi_mediana,portfolio_hhi_norm_mediana,count_hhi_mediana,count_hhi_norm_mediana,portfolio_neff_mediana,portfolio_cr1_mediana,portfolio_cr4_mediana,portfolio_hhi_maior_count_hhi_pct,hidden_exposure_pct,spearman_hhi_norm_exposure_strength_global
3/5,1500,0.23463311230242703,0.15457512544013496,0.07692307692307694,0.006002400960384141,4.261973909290829,0.37654083065978994,0.802068844509443,98.0,14.133333333333335,"{'rho': 0.3795796730394811, 'p': 1.3343704285284397e-52, 'n': 1500}"
5/10,1094,0.18837351761597423,0.13886616655644343,0.05501169525506795,0.00765912010760912,5.308601892088792,0.3353849556831469,0.7225429004391841,97.9890310786106,14.351005484460694,"{'rho': 0.3727603812825982, 'p': 2.159140349821023e-37, 'n': 1094}"
5/20,691,0.15035419619690724,0.12010433541095407,0.03550905895078421,0.00879999999999999,6.650961697739234,0.29706997736682184,0.6383860574615914,97.5397973950796,13.45875542691751,"{'rho': 0.3778985476937715, 'p': 7.032862256553181e-25, 'n': 691}"
10/20,683,0.14751387281449985,0.11907259944995971,0.03509815585960738,0.00866645729308185,6.779023429596414,0.29643661648106717,0.6358196212957076,97.9502196193265,13.323572474377746,"{'rho': 0.3830468237247477, 'p': 2.717485254697537e-25, 'n': 683}"
