municipio_ibge,anexo,exercicio,status,n_registros
1100114,DCA-Anexo I-D,2025,ok,255
1100114,DCA-Anexo I-E,2025,ok,199
1100205,DCA-Anexo I-D,2025,ok,333
1100205,DCA-Anexo I-E,2025,ok,348
1300607,DCA-Anexo I-D,2025,ok,183
1300607,DCA-Anexo I-E,2025,ok,197
1501451,DCA-Anexo I-D,2025,ok,182
1501451,DCA-Anexo I-E,2025,ok,180
1501725,DCA-Anexo I-D,2025,ok,140
1501725,DCA-Anexo I-E,2025,ok,146
1502400,DCA-Anexo I-D,2025,ok,247
1502400,DCA-Anexo I-E,2025,ok,255
1505536,DCA-Anexo I-D,2025,ok,231
1505536,DCA-Anexo I-E,2025,ok,336
1716505,DCA-Anexo I-D,2025,ok,173
1716505,DCA-Anexo I-E,2025,ok,189
2100055,DCA-Anexo I-D,2025,ok,235
2100055,DCA-Anexo I-E,2025,ok,234
2110856,DCA-Anexo I-D,2025,ok,120
2110856,DCA-Anexo I-E,2025,ok,195
2302206,DCA-Anexo I-D,2025,ok,214
2302206,DCA-Anexo I-E,2025,ok,285
2302602,DCA-Anexo I-D,2025,ok,168
2302602,DCA-Anexo I-E,2025,ok,211
2306900,DCA-Anexo I-D,2025,ok,175
2306900,DCA-Anexo I-E,2025,ok,227
2311355,DCA-Anexo I-D,2025,ok,183
2311355,DCA-Anexo I-E,2025,ok,200
2313005,DCA-Anexo I-D,2025,ok,220
2313005,DCA-Anexo I-E,2025,ok,219
2406007,DCA-Anexo I-D,2025,ok,139
2406007,DCA-Anexo I-E,2025,ok,142
2407401,DCA-Anexo I-D,2025,ok,137
2407401,DCA-Anexo I-E,2025,ok,155
2408102,DCA-Anexo I-D,2025,ok,312
2408102,DCA-Anexo I-E,2025,ok,335
2412005,DCA-Anexo I-D,2025,ok,209
2412005,DCA-Anexo I-E,2025,ok,166
2503704,DCA-Anexo I-D,2025,ok,185
2503704,DCA-Anexo I-E,2025,ok,302
2508901,DCA-Anexo I-D,2025,ok,140
2508901,DCA-Anexo I-E,2025,ok,309
2513703,DCA-Anexo I-D,2025,ok,180
2513703,DCA-Anexo I-E,2025,ok,263
2514453,DCA-Anexo I-D,2025,ok,140
2514453,DCA-Anexo I-E,2025,ok,205
2600401,DCA-Anexo I-D,2025,ok,163
2600401,DCA-Anexo I-E,2025,ok,223
2609105,DCA-Anexo I-D,2025,ok,178
2609105,DCA-Anexo I-E,2025,ok,152
2803500,DCA-Anexo I-D,2025,ok,210
2803500,DCA-Anexo I-E,2025,ok,275
2804805,DCA-Anexo I-D,2025,ok,203
2804805,DCA-Anexo I-E,2025,ok,221
2805406,DCA-Anexo I-D,2025,ok,114
2805406,DCA-Anexo I-E,2025,ok,138
2908903,DCA-Anexo I-D,2025,ok,184
2908903,DCA-Anexo I-E,2025,ok,173
2927408,DCA-Anexo I-D,2025,ok,325
2927408,DCA-Anexo I-E,2025,ok,447
3101102,DCA-Anexo I-D,2025,ok,185
3101102,DCA-Anexo I-E,2025,ok,257
3114204,DCA-Anexo I-D,2025,ok,250
3114204,DCA-Anexo I-E,2025,ok,214
3130309,DCA-Anexo I-D,2025,ok,147
3130309,DCA-Anexo I-E,2025,ok,201
3135076,DCA-Anexo I-D,2025,ok,155
3135076,DCA-Anexo I-E,2025,ok,252
3143906,DCA-Anexo I-D,2025,ok,281
3143906,DCA-Anexo I-E,2025,ok,346
3145604,DCA-Anexo I-D,2025,ok,238
3145604,DCA-Anexo I-E,2025,ok,304
3151206,DCA-Anexo I-D,2025,ok,258
3151206,DCA-Anexo I-E,2025,ok,336
3151503,DCA-Anexo I-D,2025,ok,210
3151503,DCA-Anexo I-E,2025,ok,311
3152105,DCA-Anexo I-D,2025,ok,252
3152105,DCA-Anexo I-E,2025,ok,282
3154002,DCA-Anexo I-D,2025,ok,201
3154002,DCA-Anexo I-E,2025,ok,255
3156908,DCA-Anexo I-D,2025,ok,219
3156908,DCA-Anexo I-E,2025,ok,261
3169406,DCA-Anexo I-D,2025,ok,258
3169406,DCA-Anexo I-E,2025,ok,285
3170701,DCA-Anexo I-D,2025,ok,258
3170701,DCA-Anexo I-E,2025,ok,330
3200706,DCA-Anexo I-D,2025,ok,173
3200706,DCA-Anexo I-E,2025,ok,166
3201001,DCA-Anexo I-D,2025,ok,215
3201001,DCA-Anexo I-E,2025,ok,181
3201308,DCA-Anexo I-D,2025,ok,272
3201308,DCA-Anexo I-E,2025,ok,280
3202306,DCA-Anexo I-D,2025,ok,216
3202306,DCA-Anexo I-E,2025,ok,219
3204500,DCA-Anexo I-D,2025,ok,206
3204500,DCA-Anexo I-E,2025,ok,228
3204906,DCA-Anexo I-D,2025,ok,231
3204906,DCA-Anexo I-E,2025,ok,290
3300704,DCA-Anexo I-D,2025,ok,228
3300704,DCA-Anexo I-E,2025,ok,271
3301876,DCA-Anexo I-D,2025,ok,226
3301876,DCA-Anexo I-E,2025,ok,247
3302205,DCA-Anexo I-D,2025,ok,222
3302205,DCA-Anexo I-E,2025,ok,249
3302403,DCA-Anexo I-D,2025,ok,260
3302403,DCA-Anexo I-E,2025,ok,442
3304151,DCA-Anexo I-D,2025,ok,224
3304151,DCA-Anexo I-E,2025,ok,336
3304904,DCA-Anexo I-D,2025,ok,236
3304904,DCA-Anexo I-E,2025,ok,244
3501905,DCA-Anexo I-D,2025,ok,246
3501905,DCA-Anexo I-E,2025,ok,336
3502705,DCA-Anexo I-D,2025,ok,168
3502705,DCA-Anexo I-E,2025,ok,217
3506359,DCA-Anexo I-D,2025,ok,274
3506359,DCA-Anexo I-E,2025,ok,266
3511508,DCA-Anexo I-D,2025,ok,135
3511508,DCA-Anexo I-E,2025,ok,131
3514106,DCA-Anexo I-D,2025,ok,181
3514106,DCA-Anexo I-E,2025,ok,235
3516309,DCA-Anexo I-D,2025,ok,218
3516309,DCA-Anexo I-E,2025,ok,166
3522307,DCA-Anexo I-D,2025,ok,202
3522307,DCA-Anexo I-E,2025,ok,262
3522604,DCA-Anexo I-D,2025,ok,227
3522604,DCA-Anexo I-E,2025,ok,268
3523503,DCA-Anexo I-D,2025,ok,145
3523503,DCA-Anexo I-E,2025,ok,141
3527306,DCA-Anexo I-D,2025,ok,260
3527306,DCA-Anexo I-E,2025,ok,308
3531100,DCA-Anexo I-D,2025,ok,183
3531100,DCA-Anexo I-E,2025,ok,254
3535804,DCA-Anexo I-D,2025,ok,194
3535804,DCA-Anexo I-E,2025,ok,211
3543402,DCA-Anexo I-D,2025,ok,282
3543402,DCA-Anexo I-E,2025,ok,300
3548708,DCA-Anexo I-D,2025,ok,305
3548708,DCA-Anexo I-E,2025,ok,469
4103800,DCA-Anexo I-D,2025,ok,191
4103800,DCA-Anexo I-E,2025,ok,149
4105508,DCA-Anexo I-D,2025,ok,263
4105508,DCA-Anexo I-E,2025,ok,365
4112603,DCA-Anexo I-D,2025,ok,190
4112603,DCA-Anexo I-E,2025,ok,211
4113601,DCA-Anexo I-D,2025,ok,193
4113601,DCA-Anexo I-E,2025,ok,230
4117701,DCA-Anexo I-D,2025,ok,213
4117701,DCA-Anexo I-E,2025,ok,249
4122404,DCA-Anexo I-D,2025,ok,251
4122404,DCA-Anexo I-E,2025,ok,320
4128203,DCA-Anexo I-D,2025,ok,247
4128203,DCA-Anexo I-E,2025,ok,229
4201000,DCA-Anexo I-D,2025,ok,184
4201000,DCA-Anexo I-E,2025,ok,223
4201505,DCA-Anexo I-D,2025,ok,132
4201505,DCA-Anexo I-E,2025,ok,117
4203253,DCA-Anexo I-D,2025,ok,153
4203253,DCA-Anexo I-E,2025,ok,169
4203808,DCA-Anexo I-D,2025,ok,248
4203808,DCA-Anexo I-E,2025,ok,263
4206900,DCA-Anexo I-D,2025,ok,218
4206900,DCA-Anexo I-E,2025,ok,206
4208104,DCA-Anexo I-D,2025,ok,269
4208104,DCA-Anexo I-E,2025,ok,263
4211454,DCA-Anexo I-D,2025,ok,173
4211454,DCA-Anexo I-E,2025,ok,157
4211900,DCA-Anexo I-D,2025,ok,282
4211900,DCA-Anexo I-E,2025,ok,246
4212700,DCA-Anexo I-D,2025,ok,147
4212700,DCA-Anexo I-E,2025,ok,150
4213401,DCA-Anexo I-D,2025,ok,184
4213401,DCA-Anexo I-E,2025,ok,190
4215653,DCA-Anexo I-D,2025,ok,188
4215653,DCA-Anexo I-E,2025,ok,181
4216305,DCA-Anexo I-D,2025,ok,253
4216305,DCA-Anexo I-E,2025,ok,222
4218004,DCA-Anexo I-D,2025,ok,293
4218004,DCA-Anexo I-E,2025,ok,252
4218608,DCA-Anexo I-D,2025,ok,206
4218608,DCA-Anexo I-E,2025,ok,183
4303905,DCA-Anexo I-D,2025,ok,261
4303905,DCA-Anexo I-E,2025,ok,306
4312153,DCA-Anexo I-D,2025,ok,221
4312153,DCA-Anexo I-E,2025,ok,255
4318705,DCA-Anexo I-D,2025,ok,342
4318705,DCA-Anexo I-E,2025,ok,360
5001003,DCA-Anexo I-D,2025,ok,226
5001003,DCA-Anexo I-E,2025,ok,205
5002209,DCA-Anexo I-D,2025,ok,178
5002209,DCA-Anexo I-E,2025,ok,192
5002308,DCA-Anexo I-D,2025,ok,176
5002308,DCA-Anexo I-E,2025,ok,199
5007901,DCA-Anexo I-D,2025,ok,246
5007901,DCA-Anexo I-E,2025,ok,253
5201306,DCA-Anexo I-D,2025,ok,177
5201306,DCA-Anexo I-E,2025,ok,148
5203962,DCA-Anexo I-D,2025,ok,140
5203962,DCA-Anexo I-E,2025,ok,129
5205109,DCA-Anexo I-D,2025,ok,193
5205109,DCA-Anexo I-E,2025,ok,260
5205703,DCA-Anexo I-D,2025,ok,161
5205703,DCA-Anexo I-E,2025,ok,186
5206503,DCA-Anexo I-D,2025,ok,114
5206503,DCA-Anexo I-E,2025,ok,124
5207253,DCA-Anexo I-D,2025,ok,174
5207253,DCA-Anexo I-E,2025,ok,181
5208004,DCA-Anexo I-D,2025,ok,191
5208004,DCA-Anexo I-E,2025,ok,245
5208905,DCA-Anexo I-D,2025,ok,167
5208905,DCA-Anexo I-E,2025,ok,184
5210208,DCA-Anexo I-D,2025,ok,177
5210208,DCA-Anexo I-E,2025,ok,217
5212303,DCA-Anexo I-D,2025,ok,143
5212303,DCA-Anexo I-E,2025,ok,157
5215900,DCA-Anexo I-D,2025,ok,129
5215900,DCA-Anexo I-E,2025,ok,120
5220603,DCA-Anexo I-D,2025,ok,191
5220603,DCA-Anexo I-E,2025,ok,218
5221452,DCA-Anexo I-D,2025,ok,124
5221452,DCA-Anexo I-E,2025,ok,120
