spec,n_compradores,hhi_mediana,hhi_norm_mediana,count_hhi_mediana,cr1_mediana,cr4_mediana,neff_mediana,value_gt_count_pct,hidden_exposure_pct,rho_hhi_norm_exposure,p_rho
todos,663,0.22539548879812923,0.14494937704909638,0.08333333333333334,0.3667664397399946,0.804449957446971,4.4366460275326505,98.19004524886877,12.97134238310709,0.3598731403571505,1.05530579537642e-21
sem_empenho,663,0.2442618925204053,0.14704197066658214,0.09090909090909091,0.37806663529416695,0.8205846635921629,4.093966478690332,98.79336349924586,13.273001508295627,0.3577331536134815,1.900650227533369e-21
colapsa_compra_fornecedor_max,663,0.2269553050054528,0.14731287800812068,0.07692307692307694,0.3689846568184437,0.8066949691994924,4.406153889973949,98.94419306184012,12.066365007541478,0.4195457969546756,1.1928112077840368e-29
