orgao_cnpj,portfolio_hhi_jan_fev,portfolio_hhi_norm_jan_fev,portfolio_cr1_jan_fev,portfolio_cr4_jan_fev,count_hhi_jan_fev,count_hhi_norm_jan_fev,exposicao_strength_jan_fev,exposicao_degree_jan_fev,n_fornecedores_jan_fev,n_instrumentos_jan_fev,quadrante_jan_fev,exposicao_oculta_jan_fev,portfolio_hhi_jan_mar,portfolio_hhi_norm_jan_mar,portfolio_cr1_jan_mar,portfolio_cr4_jan_mar,count_hhi_jan_mar,count_hhi_norm_jan_mar,exposicao_strength_jan_mar,exposicao_degree_jan_mar,n_fornecedores_jan_mar,n_instrumentos_jan_mar,quadrante_jan_mar,exposicao_oculta_jan_mar,delta_hhi,delta_hhi_norm,delta_exposicao_strength,quadrante_estavel
01941360000150,0.0582785381939515,0.037351394598261534,0.136482364393297,0.3722976107477449,0.0405124653739612,0.019190520160049226,0.919470560296674,0.9958414687450524,46,76,oculta,True,0.2492985544109163,0.23872529461388695,0.4464157370735934,0.729931659243559,0.0260560146923783,0.012338493772552642,0.9571018278327708,0.9850312218557832,72,132,oculta,True,0.1910200162169648,0.2013739000156254,0.0376312675360968,True
02073207000111,0.7608477093365682,0.75692717998143,0.8718888281957388,0.8994666469204606,0.0249307479224376,0.008946006085100513,0.927129015992218,0.4832990278267907,62,114,critico,False,0.656824578698333,0.6528341668227322,0.8097733573242496,0.8444348845429659,0.0186,0.007188372093023254,0.9215653923816725,0.5208668262990127,87,200,hhi_alto,False,-0.1040231306382352,-0.10409301315869779,-0.005563623610545521,False
02179215000147,0.2265447070130993,0.09763549151528253,0.3452481212347059,0.8615305881622259,0.1428571428571428,-6.476300976980079e-17,0.3243038319813033,0.4213228056822147,7,7,baixo_baixo,False,0.2732082276552107,0.16938083160595507,0.4533264884553799,0.8659308422866782,0.125,0.0,0.403468864821237,0.4167029093240186,8,8,baixo_baixo,False,0.04666352064211138,0.07174534009067254,0.0791650328399337,True
02246138000109,0.3767712071780174,0.25212544861362085,0.5577846698941921,0.9771671290096072,0.2,0.04000000000000002,0.8893437241313431,0.4083121827411167,6,10,baixo_baixo,False,0.3751977273992343,0.2710640152991067,0.5632710610974966,0.9574545221341622,0.1875,0.052083333333333336,0.8835690486669582,0.4095272879056663,7,16,hhi_alto,False,-0.0015734797787830823,0.018938566685485825,-0.005774675464384926,False
02247113000111,0.4962255071232502,0.46971106012973707,0.693421667549094,0.8939030177566509,0.0680473372781065,0.01899719713484894,0.7171083148752408,0.5704861265539899,20,26,hhi_alto,False,0.2706740404026447,0.24262304195659257,0.3606946301761184,0.8565215786772971,0.0486685032139577,0.012078830260648384,0.8907460853950394,0.9237570568247466,27,33,baixo_baixo,False,-0.2255514667206055,-0.2270880181731445,0.17363777051979856,False
02316487000141,0.6309487531255082,0.5571385037506099,0.7596231660784294,0.998958137977548,0.1666666666666666,-6.661338147750939e-17,0.9911767469111218,0.5428143828934863,6,6,critico,False,0.6295827088001638,0.5832805474001842,0.7588000185359628,0.99787564079602,0.1111111111111111,0.0,0.991936524142318,0.5449192325516842,9,9,critico,False,-0.0013660443253444843,0.026142043649574287,0.0007597772311962459,True
02362976000130,0.081231816347767,0.02380880486950243,0.1382488479262673,0.4608294930875576,0.0588235294117647,-7.37257477290143e-18,0.425848959917191,0.4707807492572926,17,17,baixo_baixo,False,0.1021504201575747,0.04933573899037321,0.2332155477031802,0.5159010600706713,0.0555555555555555,-5.877651306839064e-17,0.4535176949464028,0.4577575720255502,18,18,baixo_baixo,False,0.0209186038098077,0.02552693412087078,0.0276687350292118,True
02406542000194,0.4702102781462207,0.4220475761595135,0.6474457944679455,0.974207857708896,0.0887573964497041,0.005917159763313564,0.8674272371751406,0.585714179701724,12,13,hhi_alto,False,0.4401299863323649,0.41939405990023026,0.6261634516501015,0.9496734507273404,0.0385015608740894,0.0028905075731297525,0.8731107807584741,0.6195862799439951,28,31,hhi_alto,False,-0.030080291813855797,-0.0026535162592832284,0.005683543583333561,True
02482295000105,0.6523599415657566,0.6394843838459698,0.8011790537979512,0.9707178229388604,0.0463137996219281,0.01099208849681433,0.9525975631621914,0.7862428965390834,28,46,critico,False,0.7657203353701113,0.7614607051041133,0.873560987824202,0.9559161105423444,0.0281944444444444,0.010525252525252483,0.969830694099644,0.8438527234647272,56,120,critico,False,0.1133603938043547,0.1219763212581435,0.0172331309374526,True
02762633000162,0.1614011931386311,0.10150127836281904,0.3120148737350723,0.6947543552162867,0.0839002267573695,0.018464528668610175,0.907289709048536,0.628652212515105,15,21,baixo_baixo,False,0.1349596061833101,0.08690180652682733,0.2811371524552937,0.625999840146291,0.0656,0.013688888888888896,0.8963263451798398,0.6108598554586421,19,25,baixo_baixo,False,-0.026441586955321006,-0.01459947183599171,-0.01096336386869623,True
03061303000102,0.1591897822991473,0.10313576778575712,0.2414581422799211,0.7495317750300575,0.0657439446366782,0.003460207612456741,0.7582394071730076,0.4155893649586634,16,17,baixo_baixo,False,0.1084719777881679,0.06970988986591432,0.2097933669762671,0.580555368438036,0.0534979423868312,0.0123456790123456,0.7348075239292894,0.4146562470204035,24,27,baixo_baixo,False,-0.05071780451097939,-0.03342587791984279,-0.023431883243718254,True
03130778000103,0.2837917295305102,0.16442368445226188,0.4370892044430118,0.9242615468951186,0.1428571428571428,-6.476300976980079e-17,0.6812824280229501,0.6314462156868912,7,7,baixo_baixo,False,0.2837917295305102,0.16442368445226188,0.4370892044430118,0.9242615468951186,0.1428571428571428,-6.476300976980079e-17,0.6637170914422503,0.6354255560459481,7,7,baixo_baixo,False,0.0,0.0,-0.01756533658069981,True
03133862000180,0.1954265212836807,0.11496917341204878,0.3683432607508767,0.7395717848201505,0.0909090909090909,-1.5265566588595904e-17,0.20245671399375,0.4108356188017723,11,11,baixo_baixo,False,0.1644277826500228,0.0947967645375247,0.2764627096981881,0.7045866506397358,0.0816326530612245,0.005102040816326534,0.199192999763554,0.4274519544553845,13,14,baixo_baixo,False,-0.030998738633657902,-0.02017240887452408,-0.003263714230196002,True
03264792000108,0.1071085930951691,0.08533075390236834,0.2437600373735389,0.5604489868516904,0.0390625,0.015625000000000003,0.8908173154059731,0.8472969128031044,42,64,baixo_baixo,False,0.2449743954701127,0.23403199540446215,0.4710255572851474,0.6864102719847879,0.0303433922996878,0.01629039798519052,0.9218070768312822,0.5971991799719367,70,155,baixo_baixo,False,0.1378658023749436,0.1487012415020938,0.03098976142530907,True
03347877000141,0.4150516510565125,0.3806429246480721,0.6203985590138761,0.884456579763799,0.0868014268727705,0.03308386374763935,0.7715106655302368,0.9834490979691756,18,29,hhi_alto,False,0.4150516510565125,0.3806429246480721,0.6203985590138761,0.884456579763799,0.0868014268727705,0.03308386374763935,0.8242722980340312,0.9892725407183652,18,29,hhi_alto,False,0.0,0.0,0.0527616325037944,True
03347885000198,0.0582119446071919,0.04302181468150145,0.1284085050037921,0.4002990424348213,0.0419069588619761,0.026453845295233782,0.8916430728328032,0.993333597102104,63,153,baixo_baixo,False,0.0426394807669748,0.0317603839575086,0.1040921808547789,0.3182922118677413,0.0327188683448429,0.021727037303307026,0.9129004255331822,0.9953519747072308,89,268,baixo_baixo,False,-0.015572463840217106,-0.011261430723992848,0.021257352700378984,True
03387174000147,0.3003262794632858,0.1254078493291072,0.4471401519206104,0.9300884938529176,0.2,0.0,0.3615394835123605,0.4399021137785476,5,5,baixo_baixo,False,0.1864292519329632,0.07020485935195794,0.3198753634709992,0.7635504981910857,0.125,0.0,0.3186216759624378,0.4852539746311926,8,8,baixo_baixo,False,-0.11389702753032258,-0.05520298997714926,-0.04291780754992269,True
04073373000143,0.2601198601651932,0.07514982520649145,0.33471884618923,0.911327177222612,0.2,0.0,0.3874434361915009,0.6395161292256671,5,5,baixo_baixo,False,0.2601198601651932,0.07514982520649145,0.33471884618923,0.911327177222612,0.2,0.0,0.3979742942545922,0.6474947619080919,5,5,baixo_baixo,False,0.0,0.0,0.010530858063091286,True
04200511000108,0.9675375229412184,0.959421903676523,0.98359832776013,0.9973282091471188,0.2653061224489795,0.08163265306122436,0.5630291749450218,0.4179369353761454,5,7,hhi_alto,False,0.9438989062413548,0.9345487239482472,0.9714471444389968,0.9924031665408792,0.1851851851851851,0.04938271604938261,0.8563969846149261,0.926656217567175,7,9,hhi_alto,False,-0.023638616699863668,-0.02487317972827585,0.2933678096699043,True
04244520000109,0.2896097196707135,0.14753166360485617,0.3992867535252097,0.9450515790970648,0.1666666666666666,-6.661338147750939e-17,0.3341174864553192,0.4895239827188233,6,6,baixo_baixo,False,0.2896097196707135,0.14753166360485617,0.3992867535252097,0.9450515790970648,0.1666666666666666,-6.661338147750939e-17,0.3145826215151324,0.4917906036785573,6,6,baixo_baixo,False,0.0,0.0,-0.019534864940186802,True
04244525000123,0.0680409328556507,0.049767225656741895,0.1517532634308973,0.4676420023001922,0.0245824732595233,0.005456639401866892,0.5824270094974355,0.6459892242206968,52,73,baixo_baixo,False,0.0729070405419551,0.05719360055114078,0.2049785780249139,0.4588108474234367,0.0222107438016528,0.005638044544053697,0.6075152462627746,0.7125172397826509,60,88,baixo_baixo,False,0.004866107686304397,0.007426374894398888,0.02508823676533911,True
04326257000199,0.2557344192973322,0.2119540910207047,0.4670385707738221,0.7597588810995144,0.0555555555555555,-5.877651306839064e-17,0.5442231698783785,0.443938240548258,18,18,baixo_baixo,False,0.2557344192973322,0.2119540910207047,0.4670385707738221,0.7597588810995144,0.0555555555555555,-5.877651306839064e-17,0.5276151876333941,0.4499073998177795,18,18,baixo_baixo,False,0.0,0.0,-0.016607982244984387,True
04402872000137,0.0909090909090909,-1.5265566588595904e-17,0.0909090909090909,0.3636363636363636,0.0909090909090909,-1.5265566588595904e-17,0.0808577526534379,0.4493899976926627,11,11,baixo_baixo,False,0.0588235294117647,-7.37257477290143e-18,0.0588235294117647,0.2352941176470588,0.0588235294117647,-7.37257477290143e-18,0.1066471877282688,0.4898165255875907,17,17,baixo_baixo,False,-0.0320855614973262,7.892991815694474e-18,0.02578943507483089,True
04621712000189,0.4803113690365616,0.4330669480398854,0.6334655009831596,0.9528165755454698,0.0833333333333333,-3.0278809762504273e-17,0.7247017365364276,0.427243271142035,12,12,hhi_alto,False,0.4350618499856349,0.3837038363479654,0.6016678473395392,0.929643288381124,0.0918367346938775,0.00927643784786637,0.7252127896241589,0.4582873853872471,12,14,hhi_alto,False,-0.04524951905092667,-0.04936311169191998,0.0005110530877313613,True
04691691000178,0.4210358938925258,0.4044940622894551,0.5510890922608791,0.9379315453704344,0.0380246913580246,0.01053968253968245,0.9658801713837738,0.5944143584760665,36,45,critico,False,0.3046416772377051,0.29222456433123556,0.4528868711066956,0.8959336467781938,0.0315096952908587,0.014215225563909752,0.9600209820139745,0.6439913343969623,57,76,oculta,True,-0.11639421665482075,-0.11226949795821956,-0.005859189369799345,False
04704773000100,0.1897755951220395,0.07402925156804516,0.2920181700194679,0.790720311486048,0.16,0.04,0.548828864876127,0.8741300343487814,8,10,baixo_baixo,False,0.1751232459236441,0.0720136516640996,0.278896808180973,0.7551905794855904,0.140495867768595,0.033057851239669374,0.5610262964051522,0.8860077568023196,9,11,baixo_baixo,False,-0.01465234919839542,-0.0020155999039455502,0.012197431529025193,True
04729502000109,0.5374043315112007,0.4713192360128008,0.7049907635635111,0.9626648876459744,0.140495867768595,0.01770956316410856,0.7647372824466989,0.8506534595039603,8,11,hhi_alto,False,0.5374043315112007,0.4713192360128008,0.7049907635635111,0.9626648876459744,0.140495867768595,0.01770956316410856,0.755904353969435,0.8558333400842959,8,11,hhi_alto,False,0.0,0.0,-0.008832928477263913,True
04862101000122,0.2608611062337059,0.1376712906059902,0.3999146848672283,0.8958088941025915,0.1428571428571428,-6.476300976980079e-17,0.7558277161447521,0.9133571470911924,7,7,baixo_baixo,False,0.2608611062337059,0.1376712906059902,0.3999146848672283,0.8958088941025915,0.1428571428571428,-6.476300976980079e-17,0.8291746082516483,0.9471491426015002,7,7,baixo_baixo,False,0.0,0.0,0.07334689210689627,True
04870834000109,0.3520831670958033,0.2595236195380609,0.4301744429061725,0.9277392970806212,0.125,0.0,0.2681521873364134,0.602689070529542,8,8,baixo_baixo,False,0.2605654203861209,0.16813609793438603,0.3229073718676639,0.9188490720180312,0.1111111111111111,0.0,0.295213057301422,0.7053862225127931,9,9,baixo_baixo,False,-0.09151774670968238,-0.09138752160367489,0.027060869965008616,True
04902949000138,0.337310840561859,0.2544746956320914,0.5298726958396013,0.8801275286827275,0.1111111111111111,0.0,0.8461235685704299,0.9248713811872856,9,9,baixo_baixo,False,0.337310840561859,0.2544746956320914,0.5298726958396013,0.8801275286827275,0.1111111111111111,0.0,0.8391846824592982,0.9302534435833948,9,9,baixo_baixo,False,0.0,0.0,-0.006938886111131692,True
05002963000148,0.165623462152708,0.08218580836797881,0.2618768208950049,0.7572953906641751,0.0972222222222222,0.006944444444444413,0.5472691916382997,0.6061339332452035,11,12,baixo_baixo,False,0.1627909149283202,0.08668099810362205,0.2595656967527189,0.7506120818695127,0.0887573964497041,0.005917159763313564,0.5758115658007202,0.7287298597997879,12,13,baixo_baixo,False,-0.0028325472243878047,0.004495189735643237,0.02854237416242056,True
05029092000156,0.0823758478681772,0.07310691703856283,0.0905647992823823,0.3622591971295294,0.0249520787890805,0.015103109887960103,0.9448626771282448,0.4631961238131103,100,246,oculta,True,0.0465441736464145,0.03963507345544649,0.0547103481802301,0.2188413927209206,0.0207670511901198,0.01367116025671487,0.9451399626946212,0.4777736588132562,139,379,oculta,True,-0.0358316742217627,-0.033471843583116334,0.0002772855663764062,True
05054133000164,0.1891991198503027,0.07337042268606021,0.3340921640247685,0.7445027178677494,0.125,0.0,0.6380957501303947,0.4083121827411167,8,8,baixo_baixo,False,0.1891991198503027,0.07337042268606021,0.3340921640247685,0.7445027178677494,0.125,0.0,0.6257354613274562,0.4528418642339898,8,8,baixo_baixo,False,0.0,0.0,-0.01236028880293849,True
05106805000138,0.039989690790058,0.019563939530272002,0.0871694406779376,0.2571498499999161,0.0601756198347107,0.040179356426938595,0.7923295060652568,0.4536129939989232,48,88,baixo_baixo,False,0.0392216232978585,0.02000605576381567,0.0861530863366419,0.2553254404944305,0.0857990254925499,0.0675150060024009,0.7806312534825367,0.4981102730344932,51,119,baixo_baixo,False,-0.0007680674921995007,0.0004421162335436664,-0.011698252582720059,True
05211356000198,0.135391141307209,0.11068803105884355,0.2588962202365421,0.6276696144428493,0.0351473922902494,0.007580174927113671,0.7279069336765154,0.5484412575136142,36,42,baixo_baixo,False,0.1103319198881989,0.09179716821920306,0.1931642508111362,0.6086429939194529,0.024793388429752,0.0044765840220385026,0.7373039481491717,0.5492802458676282,49,55,baixo_baixo,False,-0.025059221419010097,-0.01889086283964049,0.009397014472656284,True
05322181000196,0.6464615383770933,0.5580769229713666,0.7938681319175013,0.9929733225591896,0.2222222222222222,0.02777777777777775,0.8600995432024173,0.4658683037570981,5,6,hhi_alto,False,0.6464615383770933,0.5580769229713666,0.7938681319175013,0.9929733225591896,0.2222222222222222,0.02777777777777775,0.856325519097092,0.4674474333950065,5,6,hhi_alto,False,0.0,0.0,-0.0037740241053253465,True
05419083000171,0.1665271342240044,0.08317984764640483,0.2687850512505896,0.7104257689604335,0.0909090909090909,-1.5265566588595904e-17,0.6110364052490319,0.5797180027969575,11,11,baixo_baixo,False,0.1665271342240044,0.08317984764640483,0.2687850512505896,0.7104257689604335,0.0909090909090909,-1.5265566588595904e-17,0.607610124841199,0.587117924146828,11,11,baixo_baixo,False,0.0,0.0,-0.0034262804078328823,True
05472936000139,0.6004680851977614,0.5338794327307216,0.7353256996093356,0.9971624635300832,0.1428571428571428,-6.476300976980079e-17,0.9869762322372466,0.4155604574559921,7,7,critico,False,0.5739824499036028,0.5313806948939631,0.7187771756727813,0.9846733929775978,0.0909090909090909,-1.5265566588595904e-17,0.9849541791557808,0.5294871347418452,11,11,critico,False,-0.026485635294158594,-0.002498737836758469,-0.0020220530814658577,True
05522917000170,0.567120360428544,0.513010405482112,0.7446156657861228,0.914574784970038,0.1111111111111111,0.0,0.8719067625460639,0.8455142364237453,9,9,hhi_alto,False,0.2931741469872696,0.22891725125883963,0.349027607973694,0.9819287905400674,0.0833333333333333,-3.0278809762504273e-17,0.9824823009316362,0.5878639978412536,12,12,oculta,True,-0.27394621344127434,-0.2840931542232723,0.11057553838557233,False
05532421000187,0.2525041879856228,0.23174041542966786,0.4647500587854035,0.7572124138859838,0.0325255102040816,0.005651218820861642,0.8188091374750703,0.9675538934506038,37,56,baixo_baixo,False,0.2048788138920225,0.18680787784411393,0.3145496740946403,0.8189214320852944,0.0281635802469135,0.006076388888888807,0.9029278211314375,0.9241462958803224,45,72,baixo_baixo,False,-0.04762537409360029,-0.04493253758555393,0.08411868365636721,True
05593119000139,0.4391947817630743,0.38311425993938175,0.6487586936847382,0.8593160461053482,0.0909090909090909,-1.5265566588595904e-17,0.9541282903993514,0.4083121827411168,11,11,critico,False,0.1052115917515766,0.09100860114445877,0.3030226571887057,0.4223945602239229,0.0183842131894079,0.0028030102241604054,0.8960966048886595,0.5574464981305003,64,77,baixo_baixo,False,-0.3339831900114977,-0.292105658794923,-0.05803168551069193,False
05606204000194,0.2848824180057074,0.10610302250713424,0.4005071599045346,0.9568914081145584,0.2222222222222222,0.02777777777777775,0.5244539209866372,0.6128541880254836,5,6,baixo_baixo,False,0.2848824180057074,0.10610302250713424,0.4005071599045346,0.9568914081145584,0.2222222222222222,0.02777777777777775,0.5137211501846572,0.624178730383981,5,6,baixo_baixo,False,0.0,0.0,-0.010732770801979985,True
05613121000122,0.1690269842774259,0.09977923296721139,0.3305385111406628,0.6721571296524176,0.0934256055363321,0.017877739331026436,0.3894223879682059,0.4083121827411167,13,17,baixo_baixo,False,0.1363445150198529,0.07465483752127096,0.2869104659323115,0.5882405923778617,0.0803324099722991,0.014641867827463318,0.3625547616051335,0.555598186468916,15,19,baixo_baixo,False,-0.03268246925757301,-0.02512439544594043,-0.026867626363072383,True
05628919000148,0.4752235326069274,0.3702682391283129,0.6667056553014796,0.9301713550500028,0.1666666666666666,-6.661338147750939e-17,0.7466249102346056,0.4618245710705913,6,6,hhi_alto,False,0.4752235326069274,0.3702682391283129,0.6667056553014796,0.9301713550500028,0.1666666666666666,-6.661338147750939e-17,0.7500053963842742,0.4994080729432725,6,6,hhi_alto,False,0.0,0.0,0.003380486149668571,True
05658440000154,0.2731562698139359,0.1520156481162586,0.4416656507040398,0.8797686096914825,0.1428571428571428,-6.476300976980079e-17,0.5001184641399011,0.5601878817923105,7,7,baixo_baixo,False,0.2731562698139359,0.1520156481162586,0.4416656507040398,0.8797686096914825,0.1428571428571428,-6.476300976980079e-17,0.4786770998852934,0.5624504507336169,7,7,baixo_baixo,False,0.0,0.0,-0.021441364254607742,True
06073250000138,0.2652580515010204,0.18362005722335598,0.4571049762159004,0.831237418812564,0.1242603550295858,0.0269559500328731,0.6991861040236478,0.7142943165541469,10,13,baixo_baixo,False,0.2017109600852416,0.14849169075759103,0.3930964461975943,0.714839024476833,0.075,0.01333333333333333,0.6986767234920647,0.7560529477125532,16,20,baixo_baixo,False,-0.0635470914157788,-0.03512836646576495,-0.0005093805315831146,True
