orgao_cnpj,portfolio_hhi,count_hhi,portfolio_neff,count_neff,portfolio_cr1,portfolio_cr4,relacao_hhi,razao_neff_valor_frequencia
11231203000105,0.6247687653376499,0.0533235938641344,1.60059217982762,18.75342465753424,0.7879710138060866,0.8683465821083922,HHI monetário > HHI frequência,0.08534932733923761
11232665000147,0.2531605334171239,0.050468262226847,3.95006277835706,19.81443298969073,0.4303629390363858,0.8163827228882895,HHI monetário > HHI frequência,0.199352804110632
11241709000103,0.1139929676706828,0.0939357907253269,8.772470972849174,10.645569620253166,0.1776879347466725,0.5641121854305406,HHI monetário > HHI frequência,0.8240489974495655
11243552000147,0.1266802222395627,0.1171875,7.893892056085263,8.533333333333333,0.2157727345872012,0.60264278146287,HHI monetário > HHI frequência,0.9250654753224917
11246073000184,0.1564838667042625,0.074074074074074,6.390435135974056,13.5,0.3033716264055824,0.6886407645491824,HHI monetário > HHI frequência,0.4733655656277079
11265919000123,0.1348559481624933,0.0803324099722991,7.415319929344604,12.448275862068966,0.2530885305040394,0.6284705275004502,HHI monetário > HHI frequência,0.5956905206398713
11271704000115,0.0974776511194663,0.0425240054869684,10.25876176247234,23.516129032258068,0.1886155963617931,0.5727684623463628,HHI monetário > HHI frequência,0.43624364147687583
11290422000165,0.2360821171556766,0.0969529085872576,4.235814266866231,10.314285714285717,0.4032437272294663,0.7768042356489857,HHI monetário > HHI frequência,0.41067451340808325
11293409000160,0.2156816026598842,0.0650109569028488,4.636464064007048,15.38202247191011,0.2283265075348046,0.9133060301392184,HHI monetário > HHI frequência,0.3014209654467694
11303923000139,0.1059887809761399,0.0330812854442344,9.434960858971651,30.22857142857143,0.2451594485897677,0.5529451415367317,HHI monetário > HHI frequência,0.3121206333308202
11307015000113,0.6422406483768424,0.28,1.5570487519395348,3.571428571428571,0.7879185817465528,1.0,HHI monetário > HHI frequência,0.4359736505430698
11310394000109,0.0481968301983424,0.035587788834542,20.748252444916844,28.09952606635071,0.1016913792443701,0.3328325939172653,HHI monetário > HHI frequência,0.7383844266954721
11323077000119,0.2120795097462121,0.1428571428571428,4.715212710537967,7.0,0.3157523810887058,0.8525314289395056,HHI monetário > HHI frequência,0.6736018157911382
11323964000197,0.1473236589535164,0.0362654320987654,6.78777602391426,27.574468085106385,0.3560589379158128,0.5330100658920652,HHI monetário > HHI frequência,0.24616163049689058
11323985000102,0.0667648508677211,0.0267429591753916,14.977941042379683,37.39301972685888,0.1992915754162068,0.3828494948260202,HHI monetário > HHI frequência,0.40055446582778226
11329956000158,0.0623537222969228,0.0399062283552666,16.037534940385584,25.058744993324435,0.1535233120693451,0.3964588796704208,HHI monetário > HHI frequência,0.639997531586595
11331930000144,0.22189749706313,0.1666666666666666,4.506585307338997,5.999999999999999,0.2833396297695504,0.8802417831507368,HHI monetário > HHI frequência,0.7510975512231663
11333647000151,0.0830038597662406,0.0588551464660037,12.047632517526864,16.990867579908674,0.1519848687207702,0.5023020790155471,HHI monetário > HHI frequência,0.7090651763876333
11344960000195,0.0834765443739029,0.0445647646813827,11.97941298960415,22.4392523364486,0.1258467786956729,0.4532744759587796,HHI monetário > HHI frequência,0.5338597209028088
11355483000163,0.0634603188425925,0.0370247933884297,15.75787859623598,27.008928571428577,0.1170947907140923,0.4308013985665976,HHI monetário > HHI frequência,0.5834321992655965
11359214000175,0.2052572924086388,0.0347633136094674,4.871934089479943,28.765957446808503,0.4301822626007029,0.6074538387395886,HHI monetário > HHI frequência,0.16936457263724658
11359904000124,0.2205208278573496,0.2,4.53471905450527,4.999999999999999,0.3229257069045552,0.858720003229257,HHI monetário > HHI frequência,0.906943810901054
11360515000119,0.2020399966125369,0.12,4.949515030520191,8.333333333333332,0.3625222077183043,0.7688328301645448,HHI monetário > HHI frequência,0.593941803662423
11364954000108,0.0742911934076688,0.0444214876033057,13.460545646541902,22.51162790697675,0.1288526645716074,0.4404025716176413,HHI monetário > HHI frequência,0.5979374615715927
11375809000114,0.3182692240757021,0.0447450572320499,3.141994023783288,22.34883720930233,0.5210563632044056,0.8330024694349785,HHI monetário > HHI frequência,0.1405887024169421
11391482000174,0.1855671498576022,0.0703125,5.388884836391384,14.22222222222222,0.3267718325546639,0.778073423436919,HHI monetário > HHI frequência,0.3789059650587692
11395801000110,0.1494856253527529,0.0294940971236155,6.689606426305014,33.905089408528205,0.3054016750112979,0.6373198740140874,HHI monetário > HHI frequência,0.19730390165620285
11407443000118,0.1250092971865612,0.0525,7.999405024312883,19.047619047619047,0.2262484938846575,0.5998234628081457,HHI monetário > HHI frequência,0.41996876377642633
