municipio_ibge,anexo,exercicio,status,n_registros
1300631,DCA-Anexo I-D,2025,ok,129
1300631,DCA-Anexo I-E,2025,ok,134
1501402,DCA-Anexo I-D,2025,ok,284
1501402,DCA-Anexo I-E,2025,ok,319
1505304,DCA-Anexo I-D,2025,ok,148
1505304,DCA-Anexo I-E,2025,ok,232
2101707,DCA-Anexo I-D,2025,ok,154
2101707,DCA-Anexo I-E,2025,ok,178
2300754,DCA-Anexo I-D,2025,ok,201
2300754,DCA-Anexo I-E,2025,ok,242
2308708,DCA-Anexo I-D,2025,ok,227
2308708,DCA-Anexo I-E,2025,ok,236
2309706,DCA-Anexo I-D,2025,ok,197
2309706,DCA-Anexo I-E,2025,ok,209
2314003,DCA-Anexo I-D,2025,ok,173
2314003,DCA-Anexo I-E,2025,ok,248
2403608,DCA-Anexo I-D,2025,ok,212
2403608,DCA-Anexo I-E,2025,ok,253
2405702,DCA-Anexo I-D,2025,ok,202
2405702,DCA-Anexo I-E,2025,ok,268
2413805,DCA-Anexo I-D,2025,ok,125
2413805,DCA-Anexo I-E,2025,ok,168
2602209,DCA-Anexo I-D,2025,ok,176
2602209,DCA-Anexo I-E,2025,ok,195
2612471,DCA-Anexo I-D,2025,ok,185
2612471,DCA-Anexo I-E,2025,ok,196
2615003,DCA-Anexo I-D,2025,ok,179
2615003,DCA-Anexo I-E,2025,ok,183
2615904,DCA-Anexo I-D,2025,ok,185
2615904,DCA-Anexo I-E,2025,ok,161
2704302,DCA-Anexo I-D,2025,ok,302
2704302,DCA-Anexo I-E,2025,ok,322
2803203,DCA-Anexo I-D,2025,ok,164
2803203,DCA-Anexo I-E,2025,ok,201
2904902,DCA-Anexo I-D,2025,ok,140
2904902,DCA-Anexo I-E,2025,ok,180
2914703,DCA-Anexo I-D,2025,ok,209
2914703,DCA-Anexo I-E,2025,ok,246
2918001,DCA-Anexo I-D,2025,ok,196
2918001,DCA-Anexo I-E,2025,ok,254
3100302,DCA-Anexo I-D,2025,ok,205
3100302,DCA-Anexo I-E,2025,ok,219
3107307,DCA-Anexo I-D,2025,ok,249
3107307,DCA-Anexo I-E,2025,ok,372
3110608,DCA-Anexo I-D,2025,ok,229
3110608,DCA-Anexo I-E,2025,ok,203
3117306,DCA-Anexo I-D,2025,ok,209
3117306,DCA-Anexo I-E,2025,ok,307
3124708,DCA-Anexo I-D,2025,ok,212
3124708,DCA-Anexo I-E,2025,ok,257
3133709,DCA-Anexo I-D,2025,ok,197
3133709,DCA-Anexo I-E,2025,ok,332
3134202,DCA-Anexo I-D,2025,ok,274
3134202,DCA-Anexo I-E,2025,ok,362
3135100,DCA-Anexo I-D,2025,ok,271
3135100,DCA-Anexo I-E,2025,ok,292
3140001,DCA-Anexo I-D,2025,ok,283
3140001,DCA-Anexo I-E,2025,ok,387
3143302,DCA-Anexo I-D,2025,ok,292
3143302,DCA-Anexo I-E,2025,ok,312
3147600,DCA-Anexo I-D,2025,ok,224
3147600,DCA-Anexo I-E,2025,ok,260
3147907,DCA-Anexo I-D,2025,ok,246
3147907,DCA-Anexo I-E,2025,ok,315
3162500,DCA-Anexo I-D,2025,ok,269
3162500,DCA-Anexo I-E,2025,ok,311
3169356,DCA-Anexo I-D,2025,ok,214
3169356,DCA-Anexo I-E,2025,ok,298
3201407,DCA-Anexo I-D,2025,ok,192
3201407,DCA-Anexo I-E,2025,ok,227
3202405,DCA-Anexo I-D,2025,ok,257
3202405,DCA-Anexo I-E,2025,ok,228
3202652,DCA-Anexo I-D,2025,ok,192
3202652,DCA-Anexo I-E,2025,ok,227
3203007,DCA-Anexo I-D,2025,ok,198
3203007,DCA-Anexo I-E,2025,ok,241
3203700,DCA-Anexo I-D,2025,ok,188
3203700,DCA-Anexo I-E,2025,ok,198
3203908,DCA-Anexo I-D,2025,ok,196
3203908,DCA-Anexo I-E,2025,ok,249
3300100,DCA-Anexo I-D,2025,ok,235
3300100,DCA-Anexo I-E,2025,ok,313
3300803,DCA-Anexo I-D,2025,ok,231
3300803,DCA-Anexo I-E,2025,ok,263
3303302,DCA-Anexo I-D,2025,ok,357
3303302,DCA-Anexo I-E,2025,ok,443
3304201,DCA-Anexo I-D,2025,ok,235
3304201,DCA-Anexo I-E,2025,ok,353
3305505,DCA-Anexo I-D,2025,ok,248
3305505,DCA-Anexo I-E,2025,ok,332
3306008,DCA-Anexo I-D,2025,ok,217
3306008,DCA-Anexo I-E,2025,ok,208
3306107,DCA-Anexo I-D,2025,ok,218
3306107,DCA-Anexo I-E,2025,ok,207
3501608,DCA-Anexo I-D,2025,ok,263
3501608,DCA-Anexo I-E,2025,ok,255
3510005,DCA-Anexo I-D,2025,ok,204
3510005,DCA-Anexo I-E,2025,ok,235
3510500,DCA-Anexo I-D,2025,ok,232
3510500,DCA-Anexo I-E,2025,ok,353
3511102,DCA-Anexo I-D,2025,ok,231
3511102,DCA-Anexo I-E,2025,ok,230
3516200,DCA-Anexo I-D,2025,ok,259
3516200,DCA-Anexo I-E,2025,ok,284
3518701,DCA-Anexo I-D,2025,ok,277
3518701,DCA-Anexo I-E,2025,ok,288
3520442,DCA-Anexo I-D,2025,ok,207
3520442,DCA-Anexo I-E,2025,ok,226
3524303,DCA-Anexo I-D,2025,ok,228
3524303,DCA-Anexo I-E,2025,ok,291
3530706,DCA-Anexo I-D,2025,ok,256
3530706,DCA-Anexo I-E,2025,ok,342
3530805,DCA-Anexo I-D,2025,ok,206
3530805,DCA-Anexo I-E,2025,ok,257
3533908,DCA-Anexo I-D,2025,ok,206
3533908,DCA-Anexo I-E,2025,ok,242
3540002,DCA-Anexo I-D,2025,ok,155
3540002,DCA-Anexo I-E,2025,ok,176
3540606,DCA-Anexo I-D,2025,ok,216
3540606,DCA-Anexo I-E,2025,ok,278
3551009,DCA-Anexo I-D,2025,ok,265
3551009,DCA-Anexo I-E,2025,ok,365
4101408,DCA-Anexo I-D,2025,ok,220
4101408,DCA-Anexo I-E,2025,ok,275
4104303,DCA-Anexo I-D,2025,ok,247
4104303,DCA-Anexo I-E,2025,ok,372
4114906,DCA-Anexo I-D,2025,ok,142
4114906,DCA-Anexo I-E,2025,ok,198
4203501,DCA-Anexo I-D,2025,ok,183
4203501,DCA-Anexo I-E,2025,ok,199
4204103,DCA-Anexo I-D,2025,ok,136
4204103,DCA-Anexo I-E,2025,ok,159
4205159,DCA-Anexo I-D,2025,ok,184
4205159,DCA-Anexo I-E,2025,ok,180
4205605,DCA-Anexo I-D,2025,ok,183
4205605,DCA-Anexo I-E,2025,ok,156
4206405,DCA-Anexo I-D,2025,ok,186
4206405,DCA-Anexo I-E,2025,ok,194
4207007,DCA-Anexo I-D,2025,ok,273
4207007,DCA-Anexo I-E,2025,ok,288
4210100,DCA-Anexo I-D,2025,ok,283
4210100,DCA-Anexo I-E,2025,ok,244
4213500,DCA-Anexo I-D,2025,ok,278
4213500,DCA-Anexo I-E,2025,ok,279
4217956,DCA-Anexo I-D,2025,ok,164
4217956,DCA-Anexo I-E,2025,ok,165
4309100,DCA-Anexo I-D,2025,ok,264
4309100,DCA-Anexo I-E,2025,ok,331
4310579,DCA-Anexo I-D,2025,ok,187
4310579,DCA-Anexo I-E,2025,ok,211
4314902,DCA-Anexo I-D,2025,ok,400
4314902,DCA-Anexo I-E,2025,ok,413
5000203,DCA-Anexo I-D,2025,ok,169
5000203,DCA-Anexo I-E,2025,ok,139
5001904,DCA-Anexo I-D,2025,ok,179
5001904,DCA-Anexo I-E,2025,ok,202
5002100,DCA-Anexo I-D,2025,ok,174
5002100,DCA-Anexo I-E,2025,ok,211
5002951,DCA-Anexo I-D,2025,ok,186
5002951,DCA-Anexo I-E,2025,ok,232
5003306,DCA-Anexo I-D,2025,ok,201
5003306,DCA-Anexo I-E,2025,ok,156
5006200,DCA-Anexo I-D,2025,ok,194
5006200,DCA-Anexo I-E,2025,ok,203
5006606,DCA-Anexo I-D,2025,ok,214
5006606,DCA-Anexo I-E,2025,ok,247
5007695,DCA-Anexo I-D,2025,ok,220
5007695,DCA-Anexo I-E,2025,ok,236
5107958,DCA-Anexo I-D,2025,ok,282
5107958,DCA-Anexo I-E,2025,ok,368
5201108,DCA-Anexo I-D,2025,ok,236
5201108,DCA-Anexo I-E,2025,ok,232
5201405,DCA-Anexo I-D,2025,ok,234
5201405,DCA-Anexo I-E,2025,ok,272
5203500,DCA-Anexo I-D,2025,ok,169
5203500,DCA-Anexo I-E,2025,ok,193
5203575,DCA-Anexo I-D,2025,ok,153
5203575,DCA-Anexo I-E,2025,ok,157
5203906,DCA-Anexo I-D,2025,ok,173
5203906,DCA-Anexo I-E,2025,ok,206
5206800,DCA-Anexo I-D,2025,ok,102
5206800,DCA-Anexo I-E,2025,ok,123
5207907,DCA-Anexo I-D,2025,ok,149
5207907,DCA-Anexo I-E,2025,ok,163
5208608,DCA-Anexo I-D,2025,ok,187
5208608,DCA-Anexo I-E,2025,ok,215
5209101,DCA-Anexo I-D,2025,ok,204
5209101,DCA-Anexo I-E,2025,ok,239
5211404,DCA-Anexo I-D,2025,ok,126
5211404,DCA-Anexo I-E,2025,ok,135
5214507,DCA-Anexo I-D,2025,ok,185
5214507,DCA-Anexo I-E,2025,ok,307
5214606,DCA-Anexo I-D,2025,ok,176
5214606,DCA-Anexo I-E,2025,ok,210
5221304,DCA-Anexo I-D,2025,ok,142
5221304,DCA-Anexo I-E,2025,ok,166
