orgao_cnpj,portfolio_hhi_abr,portfolio_hhi_norm_abr,portfolio_cr1_abr,portfolio_cr4_abr,count_hhi_abr,count_hhi_norm_abr,n_fornecedores_abr,n_instrumentos_abr,exposicao_strength_global_abr,exposicao_degree_global_abr,portfolio_hhi_mai,portfolio_hhi_norm_mai,portfolio_cr1_mai,portfolio_cr4_mai,count_hhi_mai,count_hhi_norm_mai,n_fornecedores_mai,n_instrumentos_mai,exposicao_strength_global_mai,exposicao_degree_global_mai,delta_portfolio_hhi,delta_portfolio_hhi_norm,delta_portfolio_cr1,delta_portfolio_cr4,delta_count_hhi,delta_count_hhi_norm,delta_n_fornecedores,delta_n_instrumentos,delta_exposicao_strength_global,delta_exposicao_degree_global
07918201000111,0.2501375534950018,0.1001650641940021,0.3835531993588953,0.9124994794094564,0.1666666666666666,3.3306690738754695e-17,6,6,0.8202379351823947,0.4060703352497573,0.2501375534950018,0.1001650641940021,0.3835531993588953,0.9124994794094564,0.1666666666666666,3.3306690738754695e-17,6,6,0.8164026613009546,0.4964511224611647,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.0038352738814401155,0.09038078721140741
08013657000103,0.07696447590063,0.0192747556444193,0.0927024664762978,0.3647934615334969,0.0637119113573407,0.0051939058171745,17,19,0.6815143914325855,0.7318995231905203,0.062659830420859,0.0133261372851147,0.0741920706179064,0.2925497246865549,0.0537190082644628,0.0039147455415397,20,22,0.6838318764738117,0.7355609997151484,-0.014304645479771005,-0.005948618359304601,-0.0185103958583914,-0.07224373684694202,-0.009992903092877897,-0.0012791602756348002,3,3,0.002317485041226197,0.0036614765246281156
08036438000131,0.2129036257825511,0.1473122612644303,0.3686203244835805,0.8222576525151897,0.0859375,0.0097656249999999,13,16,0.9255279725218076,0.4351369278441478,0.1903433434856538,0.1325107251632005,0.3459165530052657,0.771613809517238,0.074074074074074,0.0079365079365079,15,18,0.9127003930363684,0.4289812667690189,-0.0225602822968973,-0.014801536101229806,-0.022703771478314816,-0.05064384299795166,-0.011863425925926,-0.0018291170634919997,2,2,-0.012827579485439222,-0.0061556610751289376
08046438000112,0.1103334554134004,0.0361945766978504,0.1420992881201408,0.5564241374541898,0.0839002267573695,0.0075585789871503,13,21,0.7247245191546915,0.4658480780029203,0.1103334554134004,0.0361945766978504,0.1420992881201408,0.5564241374541898,0.0839002267573695,0.0075585789871503,13,21,0.7165949283123589,0.4619681628297856,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.008129590842332557,-0.003879915173134685
08082743000160,0.4144598116729677,0.3900623038260081,0.5811716365812608,0.9282443987953763,0.07421875,0.03564453125,25,32,0.9325152012233184,0.4223730682574429,0.2688891467721035,0.2453049257002358,0.453650636596586,0.8425890711493331,0.0545693622616699,0.0240715997539818,32,39,0.9212853801134236,0.4575027211198882,-0.14557066490086418,-0.1447573781257723,-0.1275209999846748,-0.08565532764604322,-0.019649387738330103,-0.0115729314960182,7,7,-0.011229821109894789,0.03512965286244529
08083086000175,0.0462121524735646,0.0384577797294472,0.1697049353789952,0.329644591229275,0.0251558956916099,0.0172303338679645,124,336,0.8820879120197112,0.614847622259187,0.0476361104617026,0.0401371821976215,0.1762274624433163,0.3319876774745685,0.0248983611524961,0.0172203954922795,128,398,0.8791748879620275,0.624037612460018,0.0014239579881380054,0.0016794024681743014,0.006522527064321104,0.002343086245293502,-0.000257534539113799,-9.938375684998002e-06,4,62,-0.0029130240576836774,0.009189990200831
08184785000101,0.1465063465136484,0.1266576568976867,0.2926916511468691,0.6418778348579292,0.0361159169550172,0.0137000080469944,44,136,0.7138835119655679,0.7797646379241707,0.1069762026947412,0.0952258895723036,0.2485449585518288,0.5450633772264609,0.0193466678312516,0.0064433345132417,77,214,0.676275802673072,0.7985095034885483,-0.03953014381890721,-0.03143176732538311,-0.04414669259504034,-0.09681445763146823,-0.016769249123765602,-0.007256673533752699,33,78,-0.037607709292495906,0.0187448655643776
08184821000137,0.1752032433638312,0.1717949923033511,0.3720043570047529,0.652065119791993,0.0122871519520571,0.0082056939022722,243,623,0.9666734997285448,0.7867567452074637,0.1580119491559888,0.1550048489744031,0.3527757237896781,0.6183603505205303,0.0109795819291323,0.0074473661503077,281,729,0.9629733234099376,0.792244746792191,-0.017191294207842406,-0.016790143328948015,-0.019228633215074786,-0.03370476927146271,-0.0013075700229248002,-0.0007583277519644998,38,106,-0.0037001763186071956,0.005488001584727287
08259606000158,0.0559971384081243,0.0463644561469827,0.1098834598462593,0.3781139498786756,0.0313111412580357,0.0214265610667911,99,383,0.9659228209117778,0.998047999603114,0.0596051781189033,0.0517027006241042,0.1280863478155815,0.4016670427654157,0.0289015146121387,0.0207410231382911,120,459,0.9659877764144604,0.6524547927970613,0.0036080397107789985,0.005338244477121501,0.018202887969322207,0.023553092886740123,-0.002409626645896997,-0.0006855379284999991,21,76,6.495550268259542e-05,-0.34559320680605266
08281643000162,0.1837223322981178,0.1780928311415532,0.3767981144833859,0.6600547897875068,0.0179083855882665,0.0111353399716339,146,388,0.9451747079462748,0.6528844757371383,0.1257504698962669,0.120838955682201,0.2443781667367134,0.6168004184782239,0.018202604069769,0.0126868883622958,179,609,0.9461758920841516,0.6406902501093235,-0.0579718624018509,-0.05725387545935219,-0.1324199477466725,-0.04325437130928289,0.00029421848150249993,0.0015515483906619002,33,221,0.0010011841378768649,-0.012194225627814803
08289417000128,0.0469085232928803,0.0376552079850442,0.1297170255502526,0.3380536986671166,0.0294398979700286,0.0200169843580872,104,291,0.9405662219886836,0.997093238767389,0.0431229878178362,0.0345024741945734,0.1196698226469604,0.3139033966927166,0.0279787978414439,0.0192218500742497,112,323,0.9443143092439508,0.997456224995069,-0.003785535475044094,-0.0031527337904708047,-0.01004720290329221,-0.02415030197439999,-0.0014611001285846983,-0.0007951342838375015,8,32,0.0037480872552672073,0.00036298622768005107
08311485000146,0.3722451412897317,0.2825658757596933,0.5024395805142277,0.940250823357935,0.125,0.0,8,8,0.9173746244838884,0.428888549546323,0.2213598909814727,0.1564732152299287,0.3549126524213759,0.8514657416373924,0.0816326530612245,0.0051020408163265,13,14,0.9102789962974804,0.6674315112073815,-0.15088525030825897,-0.12609266052976456,-0.14752692809285178,-0.08878508172054256,-0.0433673469387755,0.0051020408163265,5,6,-0.007095628186407965,0.23854296166105854
08325807000106,0.1963686101422545,0.0356423321707054,0.2489240914903989,0.8176778646789757,0.1666666666666666,3.3306690738754695e-17,6,6,0.6097555086520579,0.807343379642629,0.1558862390154337,0.0352985588747813,0.220494516659976,0.7052154660463053,0.14,0.0171428571428571,8,10,0.6256106193972643,0.7595007245978418,-0.04048237112682082,-0.00034377329592410327,-0.02842957483042291,-0.11246239863267049,-0.02666666666666659,0.017142857142857064,2,4,0.015855110745206402,-0.04784265504478724
08345495000100,0.0466777859558321,0.0344557062885991,0.1024264452500322,0.3391467038392835,0.0316050837471593,0.0191897643080203,79,218,0.8791282642937134,0.8872711014462947,0.048530945236856,0.0384089340159715,0.1281618412861472,0.3349396950394087,0.0319281529196612,0.0216295162485938,95,293,0.8815456684176547,0.9019170170289332,0.0018531592810238987,0.003953227727372402,0.025735396036114994,-0.004207008799874845,0.00032306917250190387,0.0024397519405735014,16,75,0.0024174041239413135,0.014645915582638502
08351513000159,0.1131710068936219,0.0825906967865054,0.2833231679444606,0.4617329905595223,0.0416326530612245,0.0085855031667839,30,35,0.8594043173335708,0.4508325393988477,0.1098455024112224,0.0811308411986812,0.2789711136791404,0.4546404289254609,0.0387143900657414,0.0077051768420556,32,37,0.857498975616579,0.5793310492023505,-0.0033255044823995022,-0.0014598555878241881,-0.004352054265320204,-0.007092561634061412,-0.0029182629954831035,-0.0008803263247283005,2,2,-0.0019053417169918596,0.12849850980350275
08361788000173,0.8420220751967542,0.810426490236105,0.916426511617728,0.9875098119693436,0.1666666666666666,3.3306690738754695e-17,6,6,0.9499514075175222,0.4263969754139855,0.8119065888758801,0.7805576870218601,0.8997044546706477,0.9809460632178983,0.1428571428571428,0.0,7,7,0.938117246613524,0.4215007876186165,-0.03011548632087413,-0.0298688032142449,-0.016722056947080288,-0.006563748751445275,-0.023809523809523808,-3.3306690738754695e-17,1,1,-0.011834160903998137,-0.004896187795369045
08418330000103,0.8599246886767874,0.8554061302470063,0.927021052288811,0.9611182710127976,0.0436390532544378,0.0127887001336133,32,52,0.9874596090231016,0.9285699651430152,0.8596210237862683,0.8552341807795891,0.9268573417206464,0.960948538925449,0.0423638305446778,0.012437700249199,33,53,0.9869725273490196,0.9280167164451892,-0.0003036648905191397,-0.0001719494674171651,-0.00016371056816466556,-0.00016973208734860634,-0.0012752227097600002,-0.0003509998844142999,1,1,-0.00048708167408195724,-0.0005532486978259143
08418353000118,0.0931025034197661,0.0233411575289789,0.1550886525510144,0.4815270028730173,0.0714285714285714,0.0,14,14,0.5880769621422564,0.6070072169065092,0.0931025034197661,0.0233411575289789,0.1550886525510144,0.4815270028730173,0.0714285714285714,0.0,14,14,0.5744281523950275,0.6039268212765854,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.013648809747228818,-0.0030803956299237933
08434600000170,0.3829968389168562,0.2801629787363322,0.5718658698240516,0.9339784066017738,0.1428571428571428,0.0,7,7,0.6522832653630853,0.7847648273990917,0.3829968389168562,0.2801629787363322,0.5718658698240516,0.9339784066017738,0.1428571428571428,0.0,7,7,0.7039125069060628,0.8645031848393393,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.05162924154297743,0.0797383574402476
08438054000145,0.0464805092865066,0.0266155198966422,0.118402245451753,0.3054520476591916,0.0369524321418973,0.0168889411448535,49,122,0.9211983711802308,0.9967262828609068,0.0491741008623153,0.0333270025433539,0.1155343935737764,0.3413599525889622,0.0318549001676573,0.0157191485037849,61,162,0.93282749302361,0.997448014710101,0.0026935915758087015,0.006711482646711699,-0.002867851877976599,0.035907904929770584,-0.005097531974239997,-0.0011697926410685969,12,40,0.011629121843379164,0.0007217318491942182
08451635000117,0.7123836760751132,0.616511568100151,0.8345562477715486,1.0,0.28,0.04,4,5,0.956715091875241,0.4276036914163427,0.4599071471946372,0.3998968302162636,0.661442952097452,0.8996995840313811,0.1074380165289256,0.0082644628099173,10,11,0.9171281342098332,0.458383784066831,-0.252476528880476,-0.21661473788388735,-0.1731132956740966,-0.10030041596861894,-0.17256198347107443,-0.0317355371900827,6,6,-0.03958695766540776,0.03078009265048831
08451643000163,0.4958839072141536,0.445472297935569,0.6940314641796204,0.8619271421191541,0.0909090909090909,0.0,11,11,0.8640400926695048,0.4060703352497573,0.4958839072141536,0.445472297935569,0.6940314641796204,0.8619271421191541,0.0909090909090909,0.0,11,11,0.857380903092816,0.4014183565818778,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.006659189576688762,-0.004651978667879475
08543762000146,0.1740018622421327,0.110463543953066,0.3396462838783894,0.692292022957666,0.0986121256391526,0.0292745968421644,14,37,0.9600068362708004,0.9976142275827103,0.1599966084155471,0.0999963661595147,0.3236936878090654,0.6597762689851802,0.0933967876264128,0.0286394153140137,15,41,0.961812408370334,0.9978847480600392,-0.0140052538265856,-0.010467177793551302,-0.015952596069324032,-0.03251575397248585,-0.005215338012739795,-0.0006351815281507023,1,4,0.0018055720995335811,0.00027052047732889495
08565566000172,0.5347406898515267,0.3796542531353689,0.6874110882926259,1.0000000000000002,0.3061224489795918,0.0748299319727891,4,7,0.8972581863327268,0.8450966899062057,0.5347406898515267,0.3796542531353689,0.6874110882926259,1.0000000000000002,0.3061224489795918,0.0748299319727891,4,7,0.8917313907133709,0.8399848308005002,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.005526795619355873,-0.005111859105705441
08595042000124,0.1011753714677308,0.0946621495218448,0.1919588960831009,0.559486888685553,0.0214880075822042,0.014397340970481,139,443,0.9303489053284127,0.6133461623971997,0.0744375030475071,0.068652737441554,0.1612226248013577,0.4754262304026648,0.0190939847621077,0.0129633221668709,161,548,0.9285363862116702,0.6492081074702724,-0.0267378684202237,-0.02600941208029081,-0.030736271281743194,-0.08406065828288817,-0.0023940228200965002,-0.001434018803610099,22,105,-0.001812519116742517,0.03586194507307261
08595187000125,0.1697377119855651,0.1520725569214281,0.387599826386003,0.5697384284532409,0.021914648212226,0.0011043215784436,48,51,0.8460042787614849,0.5583862476816899,0.1697377119855651,0.1520725569214281,0.387599826386003,0.5697384284532409,0.021914648212226,0.0011043215784436,48,51,0.8529618770474016,0.5896476318844958,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0069575982859166885,0.031261384202805886
08638248000194,0.1694270760841464,0.0771411956490515,0.2562838836865451,0.753244619681288,0.1074380165289256,0.0082644628099173,10,11,0.7132259334647487,0.7742885211644868,0.1694270760841464,0.0771411956490515,0.2562838836865451,0.753244619681288,0.1074380165289256,0.0082644628099173,10,11,0.7082694831480477,0.7717163133932804,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.004956450316701,-0.0025722077712063696
08674396000164,0.2810666604762264,0.101333325595283,0.44200668807257,0.9196811451702936,0.2,3.4694469519536136e-17,5,5,0.8825574142375728,0.6977979660072107,0.2810666604762264,0.101333325595283,0.44200668807257,0.9196811451702936,0.2,3.4694469519536136e-17,5,5,0.8765668424703839,0.6921640567376064,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.005990571767188979,-0.005633909269604276
08677428000185,0.286480521925581,0.1972905871662786,0.4448955794007448,0.9526497772566268,0.12,0.01,9,10,0.8965816495473397,0.915092087420148,0.2843660667502189,0.204851185278021,0.4432399022055528,0.9491044947583536,0.1074380165289256,0.0082644628099173,10,11,0.8919183737238084,0.9127246007117712,-0.0021144551753620733,0.007560598111742395,-0.0016556771951919957,-0.003545282498273239,-0.0125619834710744,-0.0017355371900827001,1,1,-0.00466327582353121,-0.0023674867083768314
08677960000100,0.8275330138650671,0.8059746405982006,0.9087742622829672,0.972530070517984,0.1111111111111111,0.0,9,9,0.9781952587760456,0.4182254625053385,0.7819086259577629,0.7637343447875764,0.8832404136212818,0.9452048736344788,0.0769230769230769,1.503427012513233e-17,13,13,0.9689389169430526,0.4149376570963597,-0.045624387907304165,-0.04224029581062416,-0.0255338486616854,-0.02732519688350521,-0.034188034188034205,1.503427012513233e-17,4,4,-0.009256341832993065,-0.0032878054089787723
08678243000195,0.1105042674228687,0.0363796230414411,0.1926044058957513,0.5255380235058504,0.0816326530612245,0.0051020408163265,13,14,0.5940195491839819,0.6306116068760026,0.1516303763370757,0.0986072748581429,0.3368223882705081,0.570688945308533,0.0617283950617283,0.0030864197530864,17,18,0.6721158623404794,0.5967682335456392,0.04112610891420701,0.0622276518167018,0.14421798237475678,0.04515092180268254,-0.019904257999496196,-0.0020156210632400998,4,4,0.07809631315649745,-0.03384337333036336
08682079000190,0.3632841950496655,0.2359410340595986,0.5345348802784238,0.9471851513154552,0.1666666666666666,3.3306690738754695e-17,6,6,0.7099783905071889,0.4569689331895351,0.2697217069855563,0.1653962365549215,0.4307451591940778,0.9102187793826392,0.125,0.0,8,8,0.6876859989287651,0.4912572797814442,-0.09356248806410922,-0.0705447975046771,-0.10378972108434598,-0.036966371932816044,-0.0416666666666666,-3.3306690738754695e-17,2,2,-0.022292391578423776,0.0342883465919091
08690876000119,0.5015759629747975,0.3354346172997299,0.6692485323761538,1.0,0.34375,0.125,4,8,0.6347216828700504,0.9411689358439,0.4746150495437404,0.2994867327249872,0.6424590167097224,1.0,0.36,0.1466666666666666,4,10,0.6211178415684155,0.9392882645153672,-0.026960913431057054,-0.03594788457474268,-0.026789515666431396,0.0,0.016249999999999987,0.021666666666666612,0,2,-0.013603841301634834,-0.001880671328532868
08692266000154,0.0350404412190425,0.0261056304895892,0.0919669289607372,0.2715928808061687,0.0257227891156462,0.01670170382968,109,336,0.892793516221894,0.9947594527886912,0.1464904049246971,0.1396072630289285,0.3640240312409347,0.499932652190894,0.0237906825744663,0.0159180267887765,125,444,0.920121099954098,0.9687133931007748,0.11144996370565459,0.11350163253933931,0.27205710228019747,0.22833977138472528,-0.001932106541179899,-0.0007836770409034993,16,108,0.02732758373220401,-0.0260460596879164
08712299000119,0.4530264905866759,0.343631788704011,0.6415884703985516,0.9706753969748464,0.24,0.088,6,10,0.6607101737507721,0.4632535221443311,0.2422562838263089,0.1475383193045976,0.4105742017068938,0.8201214546917683,0.1555555555555555,0.05,9,15,0.6226666628955165,0.5300386605097828,-0.21077020676036698,-0.1960934693994134,-0.2310142686916578,-0.15055394228307806,-0.08444444444444449,-0.03799999999999999,3,5,-0.03804351085525559,0.06678513836545169
08715618000140,0.4421933374855473,0.4345521503278151,0.6583685117607544,0.7929009892379357,0.014375,0.0008732876712328,74,80,0.9643642931567896,0.4880517502445144,0.3229005536644615,0.3169085231659169,0.5609107398270353,0.677956126112949,0.010689990281827,0.001935034443613,114,147,0.952279171439791,0.5079715470202845,-0.11929278382108577,-0.11764362716189819,-0.09745777193371907,-0.11494486312498675,-0.0036850097181730015,0.0010617467723802,40,67,-0.012085121716998604,0.01991979677577005
08774605000141,0.5863363855206722,0.4829204819008402,0.755608028335301,0.9574970484061393,0.2,3.4694469519536136e-17,5,5,0.5156302465005111,0.4948260166216629,0.5863363855206722,0.4829204819008402,0.755608028335301,0.9574970484061393,0.2,3.4694469519536136e-17,5,5,0.4994605409509343,0.4904607572604503,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.016169705549576863,-0.004365259361212626
08806026000133,0.2649210515731701,0.2240833322161239,0.4677521146926395,0.7818632530158311,0.0725326991676575,0.0210067380103051,19,29,0.6221399352767976,0.9698411790739014,0.2324960512514027,0.1941208538139729,0.4069741473171423,0.7571020878212907,0.0725308641975308,0.0261574074074074,21,36,0.6379479789818501,0.973636760273476,-0.03242500032176737,-0.029962478402150994,-0.06077796737549718,-0.024761165194540413,-1.8349701267073026e-06,0.005150669397102299,2,7,0.01580804370505251,0.0037955811995745714
08806043000170,0.075577587679422,0.0457575098626291,0.1753350043992075,0.4620759828589152,0.0469678953626634,0.01622492424533,32,58,0.7144332727572473,0.9924085431670412,0.068455706393631,0.0402270914358623,0.1615733068749274,0.4258085533679929,0.04443359375,0.0154770359848484,34,64,0.7561731219691006,0.9943403381166444,-0.007121881285791012,-0.005530418426766805,-0.013761697524280081,-0.03626742949092232,-0.002534301612663402,-0.0007478882604816002,2,6,0.04173984921185325,0.0019317949496031606
08857731000160,0.0813767748123973,0.0727915110255973,0.2188793880810772,0.4517335549444994,0.0228532235939643,0.0137210107303565,108,270,0.9585644097790436,0.987923127041532,0.0719829171396574,0.0638424164128123,0.1958718646178354,0.4244785973942618,0.0261771237156084,0.0176348177832891,115,326,0.9595989786500618,0.9911249552666458,-0.009393857672739897,-0.008949094612785008,-0.023007523463241808,-0.027254957550237602,0.0033239001216440987,0.003913807052932601,7,56,0.001034568871018271,0.003201828225113834
08858200000191,0.0406849545891778,0.0335789172157643,0.0989150441352366,0.3036662983597243,0.030263269578995,0.0230800345388394,136,752,0.9184078561274648,0.9841218608701094,0.0363496907844209,0.0298822390447191,0.0951246935694418,0.2859145681271057,0.0283142211673196,0.0217928401013284,150,935,0.9203357819626928,0.9862835950890296,-0.004335263804756899,-0.0036966781710452007,-0.003790350565794798,-0.017751730232618612,-0.0019490484116754005,-0.001287194437510998,14,183,0.0019279258352280504,0.002161734218920186
08931506000126,0.0800904713700612,0.0730682612278479,0.2534448043188386,0.3996800074587255,0.0083234244946492,0.0007533742999518,132,145,0.844865727482073,0.5007367600909387,0.0665548421474295,0.0603318744284123,0.2289056720605191,0.3609820330007549,0.007457722068555,0.000840773549012,151,169,0.8310789685234325,0.5026761399282952,-0.013535629222631698,-0.012736386799435603,-0.024539132258319496,-0.03869797445797063,-0.0008657024260941993,8.739924906020003e-05,19,24,-0.013786758958640455,0.0019393798373564808
08971900000198,0.062525730942346,0.0463623814758348,0.1660058404864645,0.4053480367108271,0.0371719273904497,0.0205714433799402,59,186,0.9005642129832211,0.9936591162810072,0.0623193674167622,0.0469475537678566,0.1658746060209251,0.4043633007808191,0.0361558071324799,0.0203550826592419,62,191,0.9056581332277256,0.9943097415199031,-0.00020636352558379284,0.0005851722920217975,-0.00013123446553939266,-0.0009847359300079739,-0.0010161202579698006,-0.00021636072069829843,3,5,0.005093920244504502,0.0006506252388959188
08999257000100,0.0339042336192498,0.0271007423067094,0.0857896407380965,0.2756609593243732,0.0144914264783315,0.0075512252563479,143,418,0.880504112936829,0.975551762955295,0.3161645961988894,0.3119948681269314,0.5098826988599324,0.7803116116446561,0.0140253748558246,0.0080133344586041,165,510,0.9592513981478072,0.5497846049949274,0.2822603625796396,0.284894125820222,0.42409305812183595,0.5046506523202829,-0.00046605162250689877,0.00046210920225619925,22,92,0.07874728521097829,-0.42576715796036757
09008389000196,0.259327064772937,0.1358815755684265,0.3673778051323156,0.9399561532204004,0.1851851851851851,0.0493827160493827,7,9,0.6460899864745001,0.6126985337577034,0.259327064772937,0.1358815755684265,0.3673778051323156,0.9399561532204004,0.1851851851851851,0.0493827160493827,7,9,0.6724266797474129,0.6973385461037094,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.02633669327291277,0.08464001234600593
09097711000109,0.2135984252533708,0.1873850394284831,0.4193218797432096,0.7158001665475635,0.032258064516129,0.0,31,31,0.9609360265909788,0.4301924018177596,0.2088227653751712,0.1833009190969509,0.4144751052241376,0.707526517650218,0.03125,0.0,32,32,0.9583305090691372,0.4277556758701664,-0.004775659878199612,-0.004084120331532215,-0.004846774519072006,-0.008273648897345498,-0.0010080645161289967,0.0,1,1,-0.0026055175218415716,-0.002436725947593199
09105181000195,0.6822003924958278,0.576267189994437,0.8173266598878749,1.0,0.28,0.04,4,5,0.9724997081968264,0.823098578298243,0.6580753896972164,0.5896904676366597,0.80255586845696,0.9840391000879865,0.183673469387755,0.0204081632653061,6,7,0.9666720153230702,0.8101784781432325,-0.024125002798611406,0.01342327764222262,-0.014770791430914865,-0.01596089991201355,-0.09632653061224503,-0.0195918367346939,2,2,-0.005827692873756174,-0.012920100155010439
09129733000103,0.1327099863496872,0.0538654396542042,0.2240665035842954,0.5956216487496353,0.0833333333333333,1.5139404881252137e-17,12,12,0.960085773113874,0.4353696396377993,0.0574709147685087,0.0249699118294918,0.0865165666714696,0.3223143012109464,0.0343392299687825,0.0010405827263267,30,31,0.9735441042618194,0.7130303019208148,-0.0752390715811785,-0.0288955278247124,-0.1375499369128258,-0.2733073475386889,-0.0489941033645508,0.0010405827263266847,18,19,0.013458331147945368,0.27766066228301556
09149617000148,0.2993361286734896,0.1592033544081875,0.4123199435199013,0.9927684033683808,0.183673469387755,0.0204081632653061,6,7,0.6331572507303562,0.5794404029078531,0.2264882308040132,0.1159865494903008,0.3476979884026853,0.856805178111934,0.1358024691358024,0.0123456790123456,8,9,0.59621809655242,0.5738747278575009,-0.07284789786947637,-0.04321680491788671,-0.06462195511721602,-0.13596322525644677,-0.047871000251952595,-0.0080624842529605,2,2,-0.03693915417793625,-0.0055656750503522145
09240588000125,0.1347394649115696,0.1259102757780142,0.33277459810716,0.5371042731520607,0.0172723355357655,0.007244502224906,99,236,0.9528248315976112,0.9971196335492876,0.11737104797438,0.1091221792638602,0.3058558650581248,0.5145395008576924,0.0206810957308038,0.0115285826067926,108,281,0.9494293156660656,0.9860217744574372,-0.0173684169371896,-0.016788096514154,-0.026918733049035193,-0.022564772294368263,0.0034087601950382983,0.0042840803818866,9,45,-0.003395515931545634,-0.011097859091850348
09281224000193,0.3633708796525889,0.2042135995657361,0.4256056707389409,0.956915149930869,0.2,3.4694469519536136e-17,5,5,0.6165264855182819,0.4060703352497573,0.3633708796525889,0.2042135995657361,0.4256056707389409,0.956915149930869,0.2,3.4694469519536136e-17,5,5,0.605864605804536,0.4014183565818778,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.010661879713745881,-0.004651978667879475
09290533000120,0.0421903106559035,0.0140194374399006,0.0506764534724763,0.1959283315394259,0.0285714285714285,0.0,35,35,0.9211148155415904,0.4372796261975437,0.0421903106559035,0.0140194374399006,0.0506764534724763,0.1959283315394259,0.0285714285714285,0.0,35,35,0.9162947831607006,0.4325225996884289,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.004820032380889794,-0.004757026509114803
09297907000139,0.2558708703243867,0.0698385879054833,0.3299204448069715,0.9064000371704992,0.2,3.4694469519536136e-17,5,5,0.50793474577231,0.832349555088482,0.1783709937217058,0.0609954213962352,0.2442282709092242,0.7888298468205062,0.125,0.0,8,8,0.4795617623017107,0.8395324982949086,-0.0774998766026809,-0.008843166509248095,-0.08569217389774733,-0.11757019034999305,-0.07500000000000001,-3.4694469519536136e-17,3,3,-0.0283729834705993,0.007182943206426651
09328892000129,0.2246845589852149,0.1385383988724609,0.416087910736387,0.7274161362185697,0.1,3.0839528461809905e-17,10,10,0.8829029679784909,0.4369727443565797,0.132443020304845,0.074605888325168,0.3042504896255911,0.5348739146195695,0.0625,0.0,16,16,0.8543930166637556,0.423938661244563,-0.09224153868036988,-0.06393251054729289,-0.11183742111079592,-0.19254222159900025,-0.037500000000000006,-3.0839528461809905e-17,6,6,-0.028509951314735327,-0.013034083112016703
09332615000190,0.2630951598990833,0.2499361448972812,0.4960659514813005,0.6786958017553683,0.0346680999731255,0.0174300303297884,57,122,0.852915224665368,0.5529626504724123,0.2161936635359611,0.2044950614991844,0.4464098809343796,0.6274678526566242,0.0300826446280991,0.0156062661897125,68,165,0.8416516333306879,0.570122385384033,-0.046901496363122186,-0.0454410833980968,-0.049656070546920894,-0.05122794909874406,-0.0045854553450263985,-0.0018237641400759008,11,43,-0.011263591334680023,0.017159734911620705
09356616000174,0.3993698137473455,0.3786584280144954,0.6104611418926494,0.8535975440682261,0.0500685871056241,0.0173123314885767,30,54,0.915307952502854,0.4127160361156834,0.3875223900240976,0.3689624624490703,0.6012567736693685,0.8407272308395524,0.0447450572320499,0.0157979377542332,34,62,0.9062626951627376,0.4130186931359612,-0.011847423723247874,-0.009695965565425069,-0.009204368223280968,-0.012870313228673713,-0.0053235298735741995,-0.0015143937343434985,4,8,-0.009045257340116408,0.0003026570202777634
09403680000169,0.0640164078531913,0.0406168180495211,0.1281798828940901,0.4224277443249744,0.0315500685871056,0.0073388203017832,41,54,0.4375373078774846,0.4060703352497573,0.052988998220552,0.0332596023501469,0.1119222306322252,0.3688492636933927,0.0260637112942748,0.0057733719462389,49,67,0.4149827932670437,0.413442099427823,-0.011027409632639304,-0.007357215699374205,-0.016257652261864902,-0.05357848063158166,-0.005486357292830802,-0.0015654483555443003,8,13,-0.022554514610440946,0.007371764178065732
09509569000151,0.7626303355423005,0.751327018187172,0.8708086647919417,0.9705194494084334,0.0472589792060491,0.0018903591682419,22,23,0.981577645311562,0.882254726062638,0.7292567444323991,0.7205230910269926,0.8514795491169254,0.9489770791255756,0.0346020761245674,0.0034602076124567,32,34,0.9735164162474076,0.87449001322974,-0.03337359110990146,-0.030803927160179323,-0.019329115675016384,-0.02154237028285777,-0.0126569030814817,0.0015698484442147997,10,11,-0.008061229064154407,-0.007764712832898035
09522642000125,0.3569809602065844,0.3517531631350932,0.5917017923524291,0.6998862305674606,0.0220414341121937,0.0140905514626993,124,341,0.9249388187306868,0.9790656918623508,0.1729648191107479,0.1668836780747976,0.3810896473624904,0.6403716424959787,0.0220794681161698,0.0148888759699652,137,422,0.8911407313931463,0.9484569978965914,-0.18401614109583647,-0.1848694850602956,-0.21061214498993874,-0.05951458807148191,3.803400397609999e-05,0.000798324507265899,13,81,-0.03379808733754053,-0.03060869396575938
