grupo,n,portfolio_hhi_mediana,portfolio_hhi_norm_mediana,portfolio_cr1_mediana,portfolio_cr4_mediana,count_hhi_mediana,count_hhi_norm_mediana,n_fornecedores_mediana,n_instrumentos_mediana,exposicao_strength_global_mediana,exposicao_degree_global_mediana
todos_abr,1013,0.2470038993811713,0.1532255646315564,0.392956345482527,0.8245484141925796,0.0909090909090909,0.0069444444444444,13.0,14.0,0.8361711607346892,0.6006518708074267
todos_mai,1210,0.2420309117766051,0.15477832229436267,0.3909743611362113,0.8205822058484912,0.0860670194003527,0.0069444444444444,13.0,15.0,0.8365129065400405,0.6107977087441843
comuns_abr,1013,0.2470038993811713,0.1532255646315564,0.392956345482527,0.8245484141925796,0.0909090909090909,0.0069444444444444,13.0,14.0,0.8361711607346892,0.6006518708074267
comuns_mai,1013,0.22189749706313,0.1501888237522006,0.3707447357059802,0.7862642259997741,0.072,0.0075585789871503,16.0,19.0,0.8418633577392567,0.6162813894734033
novos_elegiveis_mai,197,0.3217859939454603,0.1847553379777236,0.4298338384891407,0.955745108317779,0.1666666666666666,3.4694469519536136e-17,6.0,7.0,0.7744257905500681,0.5830403117127467
