grupo,n,portfolio_hhi_mediana,portfolio_hhi_norm_mediana,portfolio_cr1_mediana,portfolio_cr4_mediana,count_hhi_mediana,count_hhi_norm_mediana,n_fornecedores_mediana,n_instrumentos_mediana,exposicao_strength_global_mediana,exposicao_degree_global_mediana
todos_from,1210,0.2420309117766051,0.15477832229436267,0.3909743611362113,0.8205822058484912,0.0860670194003527,0.0069444444444444,13.0,15.0,0.8365129065400405,0.6107977087441843
todos_to,1347,0.2364654624362808,0.1563353735250954,0.3836777381422473,0.8037413716326736,0.0816326530612245,0.0068183107379885,14.0,16.0,0.8373784325829617,0.6246849987340871
comuns_from,1210,0.2420309117766051,0.15477832229436267,0.3909743611362113,0.8205822058484912,0.0860670194003527,0.0069444444444444,13.0,15.0,0.8365129065400405,0.6107977087441843
comuns_to,1210,0.22332581496576304,0.15031280539800465,0.37059510094230064,0.7788413617032912,0.0714285714285714,0.0069486440639786005,16.0,19.0,0.8443936997222512,0.6270452420829224
novos_elegiveis_to,137,0.3606199271551786,0.2332417232792078,0.518821848631329,0.9734004716501798,0.2,3.4694469519536136e-17,6.0,6.0,0.7730390236649678,0.5557109088604526
