orgao_cnpj,valor_total_raiz,n_instrumentos_raiz,n_fornecedores_raiz,portfolio_hhi_raiz,count_hhi_raiz,portfolio_cr1_raiz,portfolio_cr4_raiz,portfolio_neff_raiz,portfolio_hhi_norm_raiz,count_hhi_norm_raiz,exposicao_degree_global_raiz,exposicao_strength_global_raiz,exposicao_strength_loo_raiz,exposicao_degree_loo_raiz
00956081000106,106151.38,6,6,0.23207393264667553,0.16666666666666669,0.31015046624923764,0.8874422546367273,4.308971665173896,0.07848871917601065,3.3306690738754695e-17,0.5654425904034628,0.5320829699242065,0.2514229245548798,0.2827174739316943
00999472000108,26941823.0,80,80,0.027245707315073357,0.012500000000000004,0.053448499012112134,0.21379399604844854,36.70302952446245,0.014932361838048969,3.513364001978343e-18,0.5253272906086947,0.8862941009171086,0.1474933754313174,0.1646183921967159
01071994000108,2374612.26,27,27,0.17378282243872525,0.03703703703703703,0.2736810598291108,0.7285865693290069,5.754308659318696,0.14200523868636852,0.0,0.587972840016114,0.882228254724407,0.2998531931634364,0.3156649236683775
01210830000106,467884.51999999996,15,15,0.2115697380398444,0.06666666666666667,0.4167695054326653,0.6934959079218949,4.726573891260727,0.15525329075697616,0.0,0.7338472453538956,0.7178457489607518,0.5425354891866716,0.5373748204734119
01280363000190,18009370.59,55,42,0.5072547203884036,0.033388429752066115,0.653089009481036,0.9647295452761296,1.9713961443952708,0.4952365428369012,0.009812537794799436,0.40359998551003345,0.9731377178086011,0.007609066154959884,0.009351945373325673
01282378000198,304468.75000000006,99,37,0.2729473842149322,0.06091215182124274,0.3946858257210305,0.8436317356050498,3.663709776432775,0.25275147822090255,0.0348263782607217,0.9890573774546559,0.9491246309125208,0.9477963959059393,0.985242081105351
01294821000140,108830.32,5,5,0.29080902865346125,0.20000000000000004,0.411833761032771,0.9356796892630656,3.438682783097621,0.11351128581682655,3.469446951953614e-17,0.7195807822738801,0.7409412664998306,0.5119647469812058,0.48071744649610443
01335616000186,298078.42000000004,11,8,0.5983323750215647,0.14049586776859505,0.762685202102185,0.9608621784830985,1.6713118690325903,0.540951285738931,0.017709563164108624,0.8605692354237509,0.7754703406408374,0.5956901644575853,0.7704013660181663
01349236000109,945408.037,185,27,0.0797985653991157,0.07325054784514246,0.14082017794397064,0.4616215093589267,12.531553606239163,0.04440620252985092,0.03760633814687871,0.9989236979594316,0.9690162971064475,0.9678992498632059,0.9988829928600201
01393989000103,384377.68,9,8,0.15817546346799166,0.13580246913580246,0.2320431040636907,0.7093863514655689,6.322093060927618,0.03791481539199047,0.01234567901234567,0.45325718932061265,0.6193981432837518,0.06436777539373778,0.08655820160188064
01397083000167,186926.62000000002,82,43,0.21117271376429195,0.04342653182629388,0.4092515020065093,0.7198870337461833,4.735460288284149,0.1923911117110608,0.020650973060253257,0.9106779377528548,0.8117477163270466,0.7672741667618656,0.6506058861304307
01404511000131,2791763.5699999994,64,38,0.34282848438802466,0.05224609375,0.5625662061347122,0.8006283820087243,2.916910483051247,0.32506709207418744,0.02663112331081081,0.7094482094963227,0.8706680466628884,0.662398162787245,0.27829139188881563
01420402000108,686508.5800000001,24,20,0.5164917492658109,0.05555555555555556,0.7059876221794635,0.8959779643249325,1.9361393505733488,0.4910439465955904,0.00584795321637427,0.5224220413330033,0.8255029413196215,0.17134553790490778,0.17504414965021575
01465988000127,5503768.37,204,117,0.06425353148909367,0.017637447135717046,0.15224609279841475,0.43590852098305144,15.56334689821273,0.05618675158813758,0.009168804438611157,0.6414092450882748,0.8059648477819843,0.31256627774585344,0.3359619397229182
01494665000161,636626.3300000001,19,16,0.16886670754876493,0.06925207756232686,0.2931075753652853,0.7045877760035466,5.921830386319472,0.11345782138534925,0.007202216066481985,0.5540135376624138,0.7026579422456825,0.2759689872795526,0.14314597756087988
01600293000100,106022.36000000002,68,31,0.38598217895801773,0.05233564013840833,0.5961006715941807,0.8576470095553428,2.5907931881714346,0.3655149182566183,0.02074682814302194,0.6395778260158311,0.6971517010265015,0.3230248723307543,0.40236235007851023
01610999000153,21492.719999999998,16,15,0.26543545740125546,0.0703125,0.36805020490659157,0.8228925887463289,3.7673941898738588,0.21296656150134516,0.003906250000000001,0.9926963541256054,0.829166112737941,0.8265077161922264,0.992334785373089
01648573000199,7256005.920000001,52,42,0.2690944537846748,0.03032544378698225,0.5012133865513716,0.6931273479446114,3.7161672637080234,0.2512674892428376,0.006674844854957429,0.773744048436335,0.901961966747947,0.6971921896582502,0.3861454612062293
01650166000116,579048.92,18,15,0.21380006151089428,0.07407407407407407,0.41447275301022923,0.6717912538374133,4.6772671295468475,0.15764292304738672,0.007936507936507933,0.4803129513987531,0.670476011374389,0.09286460367384432,0.13868629207500077
01743462000161,13438.5,11,9,0.21005002089439573,0.12396694214876033,0.2547903411839119,0.8675149756297206,4.760770771371443,0.11130627350619521,0.014462809917355383,0.9893229224593547,0.8197672612445525,0.8149965444145011,0.9881420766775915
01746653000187,1974258.3714,795,175,0.05466834603143979,0.02025394565088406,0.18291552171254985,0.3489672481476909,18.292120991275272,0.04923540549139059,0.014623221200601786,0.9579918796304574,0.9183878560218051,0.874757856971728,0.928309850974572
01815216000178,46022370.87,148,129,0.1342201712306583,0.009222059897735575,0.33618433182644947,0.5439633957736607,7.4504449728460935,0.12745626631839782,0.0014816072406866338,0.4414980395036987,0.928441768450561,0.04898608329146561,0.06371978735868822
01823752000115,169659.65000000002,19,9,0.2052672825314581,0.1412742382271468,0.32610558845311777,0.8343702229728753,4.871696978044934,0.10592569284789037,0.033933518005540154,0.8707278485744359,0.8235281627725788,0.7166060986013338,0.7884293469326297
01824828000127,232749.24000000005,126,45,0.4208958445744556,0.040438397581254705,0.6367367730180343,0.8186374314261992,2.37588470613447,0.4077343864966024,0.01863017934446504,0.6124712376829851,0.7600794046380639,0.27895207176650555,0.35873884804197365
01834835000100,6830000.0,24,24,0.058214663153900746,0.041666666666666664,0.08784773060029283,0.3206442166910688,17.17780273599322,0.017267474595374692,0.0,0.6467147898583063,0.8856942180173253,0.4683601844400094,0.2598641782208867
01842685000186,43549.99,5,5,0.3669854646107463,0.20000000000000004,0.5510908268865274,0.9425947055326535,2.7249035627628433,0.20873183076343288,3.469446951953614e-17,0.5147336636206947,0.3932541326689654,0.091908105500206,0.1298606846183889
01850671000104,496470.25,188,61,0.1585469434940581,0.043062471706654594,0.32159026648625977,0.6663128556041373,6.307280215953688,0.14452272588562573,0.027113512901765502,0.9362771833117229,0.8235803980537856,0.6897305691804838,0.7792131134338725
01877528000106,13863172.3536,69,52,0.16917567276924278,0.023734509556815796,0.28567876954740135,0.7393603540778532,5.911015358360711,0.15288499968628677,0.0045920489598906145,0.6924618560373216,0.9423421422549623,0.48790965002490283,0.49174015068874993
