criterio,n,portfolio_hhi_mediana,portfolio_hhi_norm_mediana,count_hhi_mediana,count_hhi_norm_mediana,portfolio_neff_mediana,portfolio_cr1_mediana,portfolio_cr4_mediana,portfolio_hhi_maior_count_hhi_pct,hidden_exposure_pct,spearman_hhi_norm_exposure_strength_global
3/5,1347,0.23646546243628083,0.15633537352509544,0.0816326530612245,0.006818310737988541,4.228947389175132,0.38367773814224737,0.8037413716326736,98.14402375649591,13.140311804008908,"{'rho': 0.40810772970546766, 'p': 3.2805764624120504e-55, 'n': 1347}"
5/10,952,0.1846391484978937,0.1363039103699714,0.055289473032845725,0.008264462809917352,5.415969577480983,0.3333267540980838,0.7138317547788439,98.31932773109243,13.970588235294118,"{'rho': 0.3954582193683959, 'p': 5.388114523818613e-37, 'n': 952}"
5/20,610,0.1447125811921834,0.11620751904516682,0.03703703703703703,0.009168062302771243,6.910251974939893,0.2857999235465445,0.6351246824712106,97.70491803278688,13.442622950819672,"{'rho': 0.34810019491111105, 'p': 8.120923535308378e-19, 'n': 610}"
10/20,604,0.14315143055472984,0.11546712563767038,0.03690403992041452,0.009046893747782224,6.985610041741852,0.2825981876726298,0.6335643051724623,98.17880794701986,13.079470198675496,"{'rho': 0.3532571394028707, 'p': 3.425065001358934e-19, 'n': 604}"
