orgao_cnpj,valor_total,n_instrumentos,n_fornecedores,portfolio_hhi,count_hhi,portfolio_cr1,portfolio_cr4,portfolio_neff,portfolio_hhi_norm,count_hhi_norm,hhi_gap_value_count,hhi_norm_gap_value_count,exposicao_degree_global,exposicao_strength_global
00057011000108,109046.4,6,4,0.4829648133554434,0.2777777777777778,0.6602693899110837,1.0,2.0705442142925614,0.3106197511405912,0.037037037037037056,0.2051870355776656,0.27358271410355417,0.866382202846799,0.6417431813431906
00084514000172,33600.0,1,1,1.0,1.0,1.0,1.0,1.0,,,0.0,,0.3989296410860706,0.4884862768203466
00091238000170,463764.85,11,9,0.3303067153054515,0.12396694214876033,0.43125288602618334,0.9731237932327127,3.027489159810901,0.246595054718633,0.014462809917355383,0.2063397731566912,0.23213224480127762,0.5615495247490827,0.7879573378713607
00094350000164,238365.99,1,1,1.0,1.0,1.0,1.0,1.0,,,0.0,,0.3989296410860706,0.8130308832915991
00118735000114,111063.09999999999,8,8,0.48240566804923307,0.125,0.67974016572561,0.8988048235642621,2.072944134433227,0.4084636206276949,0.0,0.35740566804923307,0.4084636206276949,0.4630226364205698,0.5583930980960434
00135676000192,8130.0,1,1,1.0,1.0,1.0,1.0,1.0,,,0.0,,0.3989296410860706,0.25752442676879267
00202770000117,3232560.62,6,6,0.5160285226261689,0.16666666666666669,0.6929491085614969,0.9699696273599966,1.9378773772248221,0.41923422715140274,3.3306690738754695e-17,0.34936185595950225,0.4192342271514027,0.4911310230478846,0.9342668747454267
00204125000133,610239.2,24,22,0.44517031283195974,0.04861111111111112,0.6440097587962229,0.9138506998567121,2.24633128305093,0.4187498515382435,0.0033068783068783136,0.39655920172084863,0.4154429732313652,0.505001120485745,0.7734631879124804
00237347000152,10600.0,1,1,1.0,1.0,1.0,1.0,1.0,,,0.0,,0.3989296410860706,0.29429960229783475
00282872000190,215000.0,1,1,1.0,1.0,1.0,1.0,1.0,,,0.0,,0.3989296410860706,0.8024500417341779
00282876000178,7320.0,1,1,1.0,1.0,1.0,1.0,1.0,,,0.0,,0.3989296410860706,0.24166543919084793
00324208000166,20395.239999999998,5,3,0.4662282745721222,0.44000000000000006,0.5740074644868116,1.0,2.144872060618252,0.19934241185818327,0.1600000000000001,0.026228274572122123,0.039342411858183185,0.4337377820476057,0.2919815057606655
00343828000142,34178.64,2,2,0.5748191396902845,0.5,0.6934155367211803,1.0,1.7396776324093959,0.14963827938056906,0.0,0.07481913969028453,0.14963827938056906,0.9588860803618813,0.7034283172155056
00421772000105,6611636.220000001,20,16,0.1812125737566933,0.07500000000000001,0.25938511178402374,0.8006036363567505,5.518380867669034,0.12662674534047286,0.013333333333333345,0.1062125737566933,0.11329341200713951,0.4355354202306462,0.9320785423314372
00426641000102,62633.64,5,5,0.28075083867594613,0.20000000000000004,0.335283084297831,0.9817989182809749,3.561877160246848,0.10093854834493265,3.469446951953614e-17,0.0807508386759461,0.10093854834493263,0.45523699322673905,0.418076453406213
00444435000125,319910.04000000004,10,8,0.2852700824257914,0.14,0.40511388764166323,0.923778572251124,3.505449963404889,0.18316580848661873,0.017142857142857158,0.14527008242579137,0.16602295134376158,0.6292812857858923,0.7181875207471254
00460408000146,578732.03,33,27,0.12682021197333274,0.04132231404958677,0.24314880239132436,0.6425280798783506,7.88517843047192,0.09323637397230707,0.004450095359186264,0.08549789792374596,0.0887862786131208,0.7062223418820968,0.6406166808350311
00483887000116,56835.11,1,1,1.0,1.0,1.0,1.0,1.0,,,0.0,,0.3989296410860706,0.5948347817547994
00536717000152,548712.75,15,15,0.08631237716955865,0.06666666666666667,0.12028151341480584,0.4476101202313961,11.585823873620388,0.021048975538812846,0.0,0.01964571050289199,0.021048975538812846,0.5122307930401889,0.6338541480284949
00569168000112,123197.82,11,11,0.9442896818766181,0.09090909090909091,0.9716081015069911,0.9930149738039197,1.0589970632874723,0.9387186500642799,0.0,0.8533805909675272,0.9387186500642799,0.9893425469076869,0.9706903916586926
00634997000131,10571405.96,8,8,0.14924688226456945,0.125,0.19755714972088725,0.7023498915937951,6.700307469252881,0.027710722588079367,0.0,0.024246882264569447,0.027710722588079367,0.43477171971598594,0.9544976656482108
00652007000198,22067.76,3,3,0.8258317123530239,0.3333333333333333,0.9062995066105487,1.0000000000000002,1.2109004595509203,0.7387475685295358,0.0,0.49249837901969057,0.7387475685295358,0.9908975027883647,0.9501496840740844
00663808000159,54361.4,2,2,0.9132556751593004,0.5,0.954563348258139,1.0,1.0949836143373197,0.8265113503186008,0.0,0.4132556751593004,0.8265113503186008,0.9340934645301497,0.7803186225106145
00675468000186,6357767.28,61,52,0.15098758685921349,0.02338081160978232,0.3388899506872167,0.6067207889370874,6.6230610131708225,0.13434028464076672,0.0042314157589937364,0.12760677524943118,0.13010886888177298,0.7268849394722418,0.8810552586902395
00708056000103,72474.0,3,3,0.7586499031224613,0.3333333333333333,0.8643099594337279,0.9999999999999999,1.3181310587191626,0.6379748546836919,0.0,0.42531656978912796,0.6379748546836919,0.4523876529561997,0.5816155897099304
00715411000163,109200.0,2,2,0.5073058809322546,0.5,0.5604395604395604,1.0,1.9711973339681026,0.014611761864509187,0.0,0.007305880932254594,0.014611761864509187,0.6517286906151245,0.7332994496052384
00734500000157,9585.0,2,2,0.5009373072220685,0.5,0.5216484089723527,1.0,1.9962577863195443,0.0018746144441370571,0.0,0.0009373072220685286,0.0018746144441370571,0.7055488745525861,0.501607218546454
00734571000150,52355.95,2,2,0.6804963311464498,0.5,0.8004133245600549,1.0,1.4695156376747456,0.3609926622928996,0.0,0.1804963311464498,0.3609926622928996,0.9491722234818023,0.8348715154493618
00801529000104,10812.0,2,2,0.9977827078311063,0.5,0.9988901220865705,1.0,1.0022222194787413,0.9955654156622127,0.0,0.49778270783110634,0.9955654156622127,0.9860663375342161,0.7890326275333752
00879976000186,12443340.0,141,135,0.015596574159021192,0.007695789950203711,0.05625499263059597,0.1418429457042884,64.11664445051169,0.00825027993632732,0.00029053465132463356,0.007900784208817482,0.007959745285002687,0.3989296410860706,0.7317832941197299
00898427000159,2504.56,2,2,0.9040432717902411,0.5,0.9494681700578146,1.0,1.1061417425514817,0.8080865435804823,0.0,0.40404327179024113,0.8080865435804823,0.9932163680419959,0.696915602589377
00941254000104,37992.0,2,2,0.5678180478065868,0.5,0.6841440303221731,1.0,1.7611275370039405,0.1356360956131737,0.0,0.06781804780658685,0.1356360956131737,0.3989296410860706,0.3997156443320657
00955107000193,12650330.57,328,95,0.22407463942209996,0.026583878643664485,0.36995080674796943,0.781367313312825,4.462798657532381,0.2158201143095691,0.01622838799093751,0.19749076077843547,0.1995917263186316,0.48267996093509935,0.9269717984721227
00956081000106,106151.38,6,6,0.23207393264667553,0.16666666666666669,0.31015046624923764,0.8874422546367273,4.308971665173896,0.07848871917601065,3.3306690738754695e-17,0.06540726598000884,0.07848871917601062,0.5662804573296113,0.5330387652924302
00999472000108,26941823.0,80,80,0.027245707315073357,0.012500000000000004,0.053448499012112134,0.21379399604844854,36.70302952446245,0.014932361838048969,3.513364001978343e-18,0.014745707315073353,0.014932361838048965,0.5166812450112631,0.8861198435053071
01017786000112,8900.0,1,1,1.0,1.0,1.0,1.0,1.0,,,0.0,,0.9465802523690283,0.7023125644424805
01031661000147,9629.28,1,1,1.0,1.0,1.0,1.0,1.0,,,0.0,,0.9465802523690283,0.5426916089753032
01071994000108,2374612.26,27,27,0.17378282243872525,0.03703703703703703,0.2736810598291108,0.7285865693290069,5.754308659318696,0.14200523868636852,0.0,0.13674578540168822,0.14200523868636852,0.5887038803245653,0.8823631799097059
01072472000112,1016942.7,1,1,1.0,1.0,1.0,1.0,1.0,,,0.0,,0.3989296410860706,0.9389699022929249
01072474000101,317571.0,2,2,0.5330044760847681,0.5,0.6284610370594292,1.0,1.8761568520879772,0.06600895216953617,0.0,0.033004476084768086,0.06600895216953617,0.6824113294773396,0.7814860977531496
01134736000115,567578.28,4,4,0.26107073838992306,0.25,0.337493534812502,1.0,3.8303794832282074,0.014760984519897416,0.0,0.011070738389923063,0.014760984519897416,0.3989296410860706,0.7458634144356203
01164577000100,5000.0,1,1,1.0,1.0,1.0,1.0,1.0,,,0.0,,0.995900230765454,0.9961211764128247
01197548000136,360096.68000000005,4,4,0.3668673189432072,0.25,0.5399323592764033,1.0,2.7257810885978775,0.15582309192427624,0.0,0.11686731894320718,0.15582309192427624,0.3989296410860706,0.7000240517010414
01203660000132,16280.64,2,2,0.5729656490815349,0.5,0.6910047762250133,1.0,1.7453053278202664,0.14593129816306982,0.0,0.07296564908153491,0.14593129816306982,0.582685233483706,0.4935687367480708
01210830000106,467884.51999999996,15,15,0.2115697380398444,0.06666666666666667,0.4167695054326653,0.6934959079218949,4.726573891260727,0.15525329075697616,0.0,0.14490307137317776,0.15525329075697616,0.73455643166781,0.7186349699352569
01280363000190,18009370.59,55,42,0.5072547203884036,0.033388429752066115,0.653089009481036,0.9647295452761296,1.9713961443952708,0.4952365428369012,0.009812537794799436,0.47386629063633745,0.48542400504210176,0.404606136247675,0.9732219018081736
01282378000198,304468.75000000006,99,37,0.2729473842149322,0.06091215182124274,0.3946858257210305,0.8436317356050498,3.663709776432775,0.25275147822090255,0.0348263782607217,0.21203523239368946,0.21792509996018083,0.9892717410957963,0.9495765818430608
01294821000140,108830.32,5,5,0.29080902865346125,0.20000000000000004,0.411833761032771,0.9356796892630656,3.438682783097621,0.11351128581682655,3.469446951953614e-17,0.09080902865346122,0.11351128581682651,0.7203286798075172,0.7414093490437119
01335616000186,298078.42000000004,11,8,0.5983323750215647,0.14049586776859505,0.762685202102185,0.9608621784830985,1.6713118690325903,0.540951285738931,0.017709563164108624,0.45783650725296965,0.5232417225748224,0.8610819977332572,0.7760702434356306
01349236000109,945408.037,185,27,0.0797985653991157,0.07325054784514246,0.14082017794397064,0.4616215093589267,12.531553606239163,0.04440620252985092,0.03760633814687871,0.0065480175539732455,0.006799864382972212,0.9989294309449629,0.968915944160482
01357325000199,2534631.12,2,2,0.9664931885560877,0.5,0.9829560997420406,1.0,1.0346684403373505,0.9329863771121754,0.0,0.4664931885560877,0.9329863771121754,0.9646108138202217,0.9850222900315723
01357347000159,20087.489999999998,2,2,0.7783412856831853,0.5,0.8730558173271027,1.0,1.2847834470482378,0.5566825713663706,0.0,0.2783412856831853,0.5566825713663706,0.8674512809639504,0.4974738263273273
01377043000153,3763049.1,2,2,0.9278868568479128,0.5,0.9625401911444631,1.0,1.07771760384349,0.8557737136958257,0.0,0.42788685684791283,0.8557737136958257,0.3989296410860706,0.9717346652452814
01393989000103,384377.68,9,8,0.15817546346799166,0.13580246913580246,0.2320431040636907,0.7093863514655689,6.322093060927618,0.03791481539199047,0.01234567901234567,0.0223729943321892,0.0255691363796448,0.4542171986465636,0.6197926641823261
01397083000167,186926.62000000002,82,43,0.21117271376429195,0.04342653182629388,0.4092515020065093,0.7198870337461833,4.735460288284149,0.1923911117110608,0.020650973060253257,0.16774618193799806,0.17174013865080753,0.9113668698440348,0.8089384270847968
01404511000131,2791763.5699999994,64,38,0.34282848438802466,0.05224609375,0.5625662061347122,0.8006283820087243,2.916910483051247,0.32506709207418744,0.02663112331081081,0.29058239063802466,0.29843596876337664,0.7106916518016232,0.8709507813674692
01420402000108,686508.5800000001,24,20,0.5164917492658109,0.05555555555555556,0.7059876221794635,0.8959779643249325,1.9361393505733488,0.4910439465955904,0.00584795321637427,0.4609361937102553,0.48519599337921615,0.5233825405397051,0.8258932496730257
01455352000102,8200.0,2,2,0.785841760856633,0.5,0.8780487804878049,1.0,1.2725208175624525,0.5716835217132661,0.0,0.28584176085663304,0.5716835217132661,0.9288782547569179,0.49597687315803785
01465988000127,5503768.37,204,117,0.06425353148909367,0.017637447135717046,0.15224609279841475,0.43590852098305144,15.56334689821273,0.05618675158813758,0.009168804438611157,0.04661608435337662,0.04701794714952642,0.6419934909751159,0.8055192993186204
01494665000161,636626.3300000001,19,16,0.16886670754876493,0.06925207756232686,0.2931075753652853,0.7045877760035466,5.921830386319472,0.11345782138534925,0.007202216066481985,0.09961462998643807,0.10625560531886727,0.5551316530892535,0.7030839203938131
01600293000100,106022.36000000002,68,31,0.38598217895801773,0.05233564013840833,0.5961006715941807,0.8576470095553428,2.5907931881714346,0.3655149182566183,0.02074682814302194,0.3336465388196094,0.3447680901135964,0.640229602990591,0.6974259679021885
01605008000144,16100.0,2,2,0.5972377608888546,0.5,0.7204968944099379,1.0,1.674375040372069,0.19447552177770921,0.0,0.09723776088885461,0.19447552177770921,0.544595950031213,0.3366293727491829
01610999000153,21492.719999999998,16,15,0.26543545740125546,0.0703125,0.36805020490659157,0.8228925887463289,3.7673941898738588,0.21296656150134516,0.003906250000000001,0.19512295740125546,0.20906031150134516,0.9928763569543253,0.829675278485762
01630571000172,118174.08,3,3,0.355440757786915,0.3333333333333333,0.4264894636793449,1.0,2.8134083615686394,0.03316113668037248,0.0,0.02210742445358166,0.03316113668037248,0.39892964108607065,0.5299747943647048
01648573000199,7256005.920000001,52,42,0.2690944537846748,0.03032544378698225,0.5012133865513716,0.6931273479446114,3.7161672637080234,0.2512674892428376,0.006674844854957429,0.23876900999769252,0.24459264438788017,0.7745848589736769,0.9008504056110502
01650166000116,579048.92,18,15,0.21380006151089428,0.07407407407407407,0.41447275301022923,0.6717912538374133,4.6772671295468475,0.15764292304738672,0.007936507936507933,0.13972598743682021,0.1497064151108788,0.4807390411812353,0.6646036364013711
01655283000172,22000.0,1,1,1.0,1.0,1.0,1.0,1.0,,,0.0,,0.3989296410860706,0.4112534983060834
