tem_entrante,n,delta_hhi_mediana,delta_hhi_norm_mediana,efeito_reponderacao_mediana,efeito_entrada_mediana,share_entrantes_acumulado_mediana,share_entrantes_marco_mediana
False,102,0.0,0.0,0.0,0.0,0.0,0.0
True,467,-0.03498739693571107,-0.020172408874523998,-5.551115123125783e-17,-0.027031845746398164,0.1720238213151537,0.9490563588388291
