orgao_cnpj,n_fornecedores_jan_fev,n_fornecedores_jan_mar,n_entrantes_marco,hhi_jan_fev,hhi_jan_mar,hhi_oldset_reponderado,hhi_norm_jan_fev,hhi_norm_jan_mar,delta_hhi,efeito_reponderacao,efeito_entrada,share_valor_entrantes_acumulado,share_valor_entrantes_marco,valor_marco_sobre_acumulado,erro_identidade
04200511000108,5,7,2,0.9675375229412184,0.9438989062413548,0.967537522941218,0.959421903676523,0.9345487239482472,-0.023638616699863668,-4.440892098500626e-16,-0.023638616699863224,0.012353806404698025,1.0,0.012353806404698025,0.0
04244520000109,6,6,0,0.28960971967071353,0.28960971967071353,0.28960971967071353,0.14753166360485623,0.14753166360485623,0.0,0.0,0.0,0.0,,0.0,0.0
04244525000123,52,60,8,0.06804093285565081,0.07290704054195514,0.08086518161562695,0.049767225656742006,0.057193600551140825,0.004866107686304327,0.012824248759976134,-0.007958141073671807,0.05530856207291934,0.2815395730837934,0.19645040115358167,0.0
04326257000199,18,18,0,0.2557344192973323,0.2557344192973323,0.25573441929733237,0.2119540910207048,0.2119540910207048,0.0,5.551115123125783e-17,-5.551115123125783e-17,0.0,,0.0,0.0
04402872000137,11,17,6,0.09090909090909091,0.058823529411764705,0.09090909090909091,0.0,0.0,-0.03208556149732621,0.0,-0.03208556149732621,0.35294117647058826,1.0,0.35294117647058826,0.0
04621712000189,12,12,0,0.4803113690365615,0.43506184998563496,0.43506184998563496,0.4330669480398853,0.38370383634796545,-0.04524951905092656,-0.04524951905092656,0.0,0.0,0.0,0.050196346279741295,0.0
04691691000178,36,57,21,0.4210358938925259,0.3046416772377051,0.41971661942528077,0.40449406228945517,0.29222456433123556,-0.1163942166548208,-0.0013192744672451129,-0.11507494218757569,0.1769027879355407,0.9927392239810129,0.17819663378076028,0.0
04704773000100,8,9,1,0.18977559512203956,0.17512324592364417,0.18977559512203956,0.07402925156804521,0.0720136516640997,-0.014652349198395392,0.0,-0.014652349198395392,0.04493337465137899,1.0,0.04493337465137899,0.0
04729502000109,8,8,0,0.5374043315112006,0.5374043315112006,0.5374043315112006,0.4713192360128007,0.4713192360128007,0.0,0.0,0.0,0.0,,0.0,0.0
04862101000122,7,7,0,0.2608611062337059,0.2608611062337059,0.2608611062337059,0.1376712906059902,0.1376712906059902,0.0,0.0,0.0,0.0,,0.0,0.0
04870834000109,8,9,1,0.3520831670958033,0.2605654203861209,0.3520831670958033,0.2595236195380609,0.16813609793438603,-0.09151774670968238,0.0,-0.09151774670968238,0.2493571452405068,1.0,0.2493571452405068,0.0
04902949000138,9,9,0,0.337310840561859,0.337310840561859,0.337310840561859,0.2544746956320914,0.2544746956320914,0.0,0.0,0.0,0.0,,0.0,0.0
05002963000148,11,12,1,0.16562346215270807,0.16279091492832018,0.16562346215270807,0.08218580836797887,0.08668099810362202,-0.002832547224387888,0.0,-0.002832547224387888,0.008825233689592444,1.0,0.008825233689592444,0.0
05029092000156,100,139,39,0.08237584786817727,0.04654417364641453,0.07213689355803048,0.0731069170385629,0.03963507345544652,-0.03583167422176274,-0.010238954310146792,-0.02559271991161595,0.3501616996302252,0.8844738398877802,0.3958983113334961,0.0
05054133000164,8,8,0,0.1891991198503027,0.1891991198503027,0.1891991198503027,0.07337042268606021,0.07337042268606021,0.0,0.0,0.0,0.0,,0.0,0.0
05106805000138,48,51,3,0.03998969079005804,0.03922162329785852,0.039643451549215405,0.019563939530272044,0.02000605576381569,-0.0007680674921995215,-0.0003462392408426357,-0.0004218282513568858,0.00547287480953518,0.46939085775868356,0.011659525785542281,0.0
05211356000198,36,49,13,0.13539114130720908,0.1103319198881989,0.13539114130720908,0.11068803105884363,0.09179716821920306,-0.02505922141901018,0.0,-0.02505922141901018,0.27650242056756746,1.0,0.27650242056756746,0.0
05322181000196,5,5,0,0.6464615383770933,0.6464615383770933,0.6464615383770933,0.5580769229713666,0.5580769229713666,0.0,0.0,0.0,0.0,,0.0,0.0
05419083000171,11,11,0,0.16652713422400434,0.16652713422400434,0.16652713422400428,0.08317984764640476,0.08317984764640476,0.0,-5.551115123125783e-17,5.551115123125783e-17,0.0,,0.0,0.0
05472936000139,7,11,4,0.6004680851977614,0.5739824499036028,0.6004680851977611,0.5338794327307216,0.5313806948939631,-0.026485635294158594,-3.3306690738754696e-16,-0.02648563529415826,0.02250502592979693,1.0,0.02250502592979693,0.0
05522917000170,9,12,3,0.567120360428544,0.2931741469872696,0.567120360428544,0.513010405482112,0.22891725125883963,-0.27394621344127434,0.0,-0.27394621344127434,0.9292391621609867,1.0,0.9292391621609867,0.0
05532421000187,37,45,8,0.2525041879856229,0.2048788138920225,0.21130315211941111,0.23174041542966797,0.18680787784411393,-0.0476253740936004,-0.041201035866211794,-0.00642433822738861,0.7931850501227602,0.9735855537429986,0.8147050324168436,0.0
05593119000139,11,64,53,0.4391947817630743,0.10521159175157668,0.4391947817630743,0.38311425993938175,0.09100860114445886,-0.3339831900114976,0.0,-0.3339831900114976,0.5329193116971802,1.0,0.5329193116971802,0.0
05606204000194,5,5,0,0.2848824180057074,0.2848824180057074,0.2848824180057074,0.10610302250713424,0.10610302250713424,0.0,0.0,0.0,0.0,,0.0,0.0
05613121000122,13,15,2,0.16902698427742593,0.13634451501985292,0.16902698427742593,0.09977923296721142,0.07465483752127099,-0.03268246925757301,0.0,-0.03268246925757301,0.1319908081445467,1.0,0.1319908081445467,0.0
05628919000148,6,6,0,0.4752235326069274,0.4752235326069274,0.4752235326069274,0.3702682391283129,0.3702682391283129,0.0,0.0,0.0,0.0,,0.0,0.0
05658440000154,7,7,0,0.2731562698139359,0.2731562698139359,0.27315626981393604,0.1520156481162586,0.1520156481162586,0.0,1.1102230246251565e-16,-1.1102230246251565e-16,0.0,,0.0,0.0
06073250000138,10,16,6,0.2652580515010203,0.20171096008524164,0.25303607452894417,0.18362005722335586,0.14849169075759108,-0.06354709141577863,-0.01222197697207611,-0.051325114443702524,0.11469417013924221,0.8190670196395196,0.14003026295665083,0.0
06079623000188,23,28,5,0.29932205094710096,0.2558616464554798,0.299322050947101,0.2674730532628783,0.22830096669457167,-0.04346040449162114,5.551115123125783e-17,-0.043460404491621196,0.6509204481545847,1.0,0.6509204481545847,0.0
06089125000116,73,84,11,0.04372189939023932,0.03600440529372319,0.04077474628953857,0.03044025910399265,0.024390000538225876,-0.007717494096516134,-0.0029471531007007543,-0.0047703409958153795,0.07149293199089377,0.41546156748575136,0.1720807352255168,0.0
06091010000166,10,10,0,0.19944090161175365,0.19944090161175365,0.19944090161175365,0.11048989067972627,0.11048989067972627,0.0,0.0,0.0,0.0,,0.0,0.0
06129491000151,21,38,17,0.1381743620635386,0.09145978330276433,0.12954844397422163,0.09508308016671556,0.06690464231094714,-0.046714578760774284,-0.00862591808931698,-0.0380886606714573,0.18749414077217916,0.641936649035165,0.2920757695544943,0.0
06216559000130,7,7,0,0.2933175184982323,0.2933175184982323,0.2933175184982323,0.17553710491460434,0.17553710491460434,0.0,0.0,0.0,0.0,,0.0,0.0
06231312000192,83,96,13,0.11506078336936888,0.0874602404320157,0.0954264577862795,0.10426884170314168,0.0778545587523527,-0.027600542937353187,-0.019634325583089376,-0.00796621735426381,0.046037842500656526,0.14042688014708693,0.3278420944226293,0.0
06698248000154,10,10,0,0.2880945167202172,0.2880945167202172,0.2880945167202172,0.20899390746690796,0.20899390746690796,0.0,0.0,0.0,0.0,,0.0,0.0
06916689000185,5,7,2,0.4542469953593482,0.4282710188109791,0.4542469953593482,0.3178087441991852,0.33298285527947563,-0.025975976548369084,0.0,-0.025975976548369084,0.029535307846137872,1.0,0.029535307846137872,0.0
07104377000130,36,51,15,0.099742406042445,0.07380069019767185,0.09644997930504347,0.07402076050080057,0.05527670400162529,-0.025941715844773144,-0.00329242673740153,-0.022649289107371615,0.3697336793883796,0.9509388503405527,0.38880910087538184,0.0
07184109000175,7,7,0,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.027777777777777807,0.027777777777777807,0.0,0.0,0.0,0.0,,0.0,0.0
07222467000125,60,98,38,0.027411892986183586,0.4061212016726023,0.027378343523719068,0.010927348799508733,0.3999987398341755,0.3787093086864187,-3.354946246451884e-05,0.3787428581488832,0.684944155057712,0.9997011607573961,0.685148904437385,5.551115123125783e-17
07252975000156,4,12,8,0.5446773683049675,0.38738219917867245,0.5442351383305405,0.39290315773995665,0.33168967183127906,-0.15729516912629504,-0.00044222997442699974,-0.15685293915186804,0.18392770862279137,0.9981992196871651,0.18425951953802785,0.0
07276220000191,7,11,4,0.710456229740121,0.3094633741044359,0.5989767673825959,0.6621989346968078,0.24040971151487953,-0.4009928556356851,-0.11147946235752515,-0.28951339327815995,0.43194721070758746,0.8825560880465353,0.4894274897175847,0.0
07343110000103,8,8,0,0.24936751906794424,0.24936751906794424,0.24936751906794424,0.142134307506222,0.142134307506222,0.0,0.0,0.0,0.0,,0.0,0.0
07460294000183,22,30,8,0.3209498805698019,0.21305502091244485,0.3203082947003145,0.2886141605969353,0.18591898715080502,-0.10789485965735704,-0.0006415858694873711,-0.10725327378786967,0.23071478376954402,0.9609347714712597,0.24009411525019875,0.0
07556356000155,9,12,3,0.3403011003411747,0.1753481799483235,0.2551879968147089,0.2578387378838216,0.10037983267089837,-0.16495292039285123,-0.08511310352646584,-0.07983981686638539,0.23732183360869197,0.6311861831668788,0.3759933913920081,0.0
07556717000163,7,18,11,0.4669942941767106,0.3520842812576572,0.4629926911215884,0.37816000987282905,0.31397159191987234,-0.11491001291905345,-0.004001603055122205,-0.11090840986393125,0.13097017216307996,0.9701364714489591,0.13500180234175496,0.0
07633040000110,8,13,5,0.39653663899597663,0.194106852360349,0.39653663899597663,0.3103275874239733,0.12694909005704474,-0.20242978663562763,0.0,-0.20242978663562763,0.5543640719879711,1.0,0.5543640719879711,0.0
07690399000129,7,10,3,0.19263728265402252,0.12961658526599593,0.19263728265402252,0.058076829763026284,0.032907316962217686,-0.0630206973880266,0.0,-0.0630206973880266,0.35710953100796894,1.0,0.35710953100796894,0.0
07720960000175,5,5,0,0.32746448337945216,0.32746448337945216,0.32746448337945216,0.1593306042243152,0.1593306042243152,0.0,0.0,0.0,0.0,,0.0,0.0
07733475000136,5,6,1,0.24717398035229757,0.1954984476494698,0.24299588818027718,0.058967475440371946,0.034598137179363775,-0.051675532702827764,-0.004178092172020392,-0.04749744053080737,0.19775024048890347,0.9099908775754423,0.21731013503759997,0.0
07742778000115,20,21,1,0.3099349135208839,0.3054746415691897,0.30993491352088387,0.27361569844303574,0.2707483736476492,-0.004460271951694239,-5.551115123125783e-17,-0.0044602719516941836,0.00730837083868107,1.0,0.00730837083868107,0.0
07748322000162,17,21,4,0.21126449001102957,0.16121128285512026,0.21126449001102957,0.16196852063671893,0.11927184699787628,-0.0500532071559093,0.0,-0.0500532071559093,0.22046996825375928,1.0,0.22046996825375928,0.0
07750478000188,54,82,28,0.06807005478303829,0.04580862761097516,0.06804982467237417,0.05048647091102015,0.034028487211110646,-0.022261427172063135,-2.023011066412672e-05,-0.022241197061399008,0.22844071063283294,0.5041032209128569,0.45316256900553104,0.0
07777639000127,11,15,4,0.22209755717549323,0.1717350581312433,0.22008157963607367,0.14430731289304255,0.11257327656918924,-0.05036249904424994,-0.0020159775394195667,-0.048346521504830375,0.20283412336478476,0.9809761930644635,0.20676763085468253,0.0
07821223000169,29,31,2,0.12395477497892714,0.09853923390634743,0.11041717375437211,0.09266744551388882,0.06849054170322567,-0.025415541072579706,-0.013537601224555024,-0.011877939848024682,0.0657513986132461,0.3440883389511842,0.19108871522255869,0.0
07854402000100,6,7,1,0.4339279770193008,0.3747239220438245,0.4339279770193008,0.32071357242316095,0.2705112423844619,-0.05920405497547632,0.0,-0.05920405497547632,0.0783655906302186,1.0,0.0783655906302186,0.0
07868234000102,24,25,1,0.17137518570538343,0.1694550424020543,0.17137518570538343,0.13534801986648706,0.1348490025021399,-0.0019201433033291249,0.0,-0.0019201433033291249,0.005713735374829007,1.0,0.005713735374829007,0.0
07900983000161,6,6,0,0.6419200751631676,0.6419200751631676,0.6419200751631676,0.5703040901958012,0.5703040901958012,0.0,0.0,0.0,0.0,,0.0,0.0
08013657000103,11,15,4,0.11364794003907616,0.08475346774853784,0.11364794003907616,0.025012734042983775,0.019378715444861975,-0.02889447229053832,0.0,-0.02889447229053832,0.2536010335095223,1.0,0.2536010335095223,0.0
08036438000131,7,12,5,0.2716803732781903,0.22673243225214146,0.3257582651441061,0.15029376882455533,0.1564353806386998,-0.04494794102604882,0.05407789186591583,-0.09902583289196465,0.20969548390771325,0.37527304822256163,0.5587810925962101,0.0
08046438000112,8,11,3,0.20396733701776032,0.13432527230001046,0.20396733701776032,0.09024838516315466,0.047757799530011504,-0.06964206471774986,0.0,-0.06964206471774986,0.3654754920124726,1.0,0.3654754920124726,0.0
08082743000160,7,20,13,0.4661352368197026,0.48215868819486174,0.6526631861527344,0.377157776289653,0.4549038823103808,0.016023451375159148,0.18652794933303185,-0.1705044979578727,0.14793263248403365,0.24056636412254115,0.6149348144476209,0.0
08083086000175,38,58,20,0.09442671764246437,0.14645735662953593,0.0765578538456379,0.06995176406523368,0.13148292428970323,0.05203063898707157,-0.017868863796826465,0.06989950278389803,0.7592175163277378,0.8949780598558825,0.848308523283793,0.0
08184785000101,38,41,3,0.23026724944316473,0.18487459948777202,0.22182310825798146,0.2094636615902773,0.16449646447496633,-0.045392649955392717,-0.008444141185183274,-0.03694850877020944,0.11163131106442081,0.8682121015336275,0.12857608281113914,0.0
08184821000137,185,209,24,0.20583647395629384,0.11591596719857933,0.1472729437589719,0.20152036783649108,0.11166556319472636,-0.08992050675771451,-0.05856353019732194,-0.031356976560392574,0.1351576578848002,0.48439755087744146,0.27902217432762527,0.0
08259606000158,79,89,10,0.07094445308398097,0.06801913113827064,0.07388993019147495,0.05903348453377559,0.05742843944666008,-0.002925321945710324,0.002945477107493988,-0.005870799053204312,0.04435919004680479,0.231339671455824,0.19174917024672744,0.0
08281643000162,93,118,25,0.2224612111296016,0.15373342116792219,0.17889483749440654,0.21400970255492335,0.14650037348559672,-0.06872778996167941,-0.043566373635195055,-0.02516141632648436,0.07767529080269901,0.43258906464538693,0.17955907153217804,0.0
08289417000128,71,84,13,0.06513277541736846,0.05816160636768657,0.0618854735451817,0.051777529351902295,0.046814155841996045,-0.00697116904968189,-0.0032473018721867614,-0.0037238671774951285,0.03186479649713029,0.28970418983860907,0.10999080308393817,0.0
08345495000100,36,56,20,0.13451672425712205,0.08343350637431388,0.10682341465485053,0.1097886306644684,0.06676866103566505,-0.051083217882808174,-0.027693309602271524,-0.02338990828053665,0.24073267349654345,0.6065523834385618,0.39688686429987047,0.0
08351513000159,6,15,9,0.3148964792693402,0.1767370956673867,0.3148964792693402,0.17787577512320826,0.11793260250077148,-0.1381593836019535,0.0,-0.1381593836019535,0.7445939715124209,1.0,0.7445939715124209,0.0
08418330000103,6,30,24,0.9925969537311532,0.8621821984158349,0.9925969537311532,0.9911163444773838,0.857429860430174,-0.13041475531531832,0.0,-0.13041475531531832,0.06830567252910577,1.0,0.06830567252910577,0.0
08434600000170,5,6,1,0.5443064565712294,0.5225287003912278,0.5443064565712294,0.43038307071403675,0.42703444046947336,-0.02177775618000166,0.0,-0.02177775618000166,0.020607485109620044,1.0,0.020607485109620044,0.0
08438054000145,23,37,14,0.08739377460585013,0.05584847372369098,0.07651565468440534,0.04591167345157059,0.029622042438237947,-0.03154530088215915,-0.010878119921444787,-0.020667180960714363,0.18096036408438734,0.6596906859006638,0.27431092776052374,0.0
08543762000146,12,12,0,0.31438297979799235,0.31438297979799235,0.31438297979799235,0.25205415977962803,0.25205415977962803,0.0,0.0,0.0,0.0,,0.0,0.0
08595042000124,88,115,27,0.15460436195417082,0.10905892665788022,0.13311405204690624,0.14488717071226476,0.10124365408470372,-0.0455454352962906,-0.021490309907264582,-0.024055125389026016,0.1766795030583153,0.7320207063518008,0.2413586139370833,0.0
08595187000125,35,48,13,0.19965987751777176,0.17020849220232132,0.19636665969752565,0.1761204621506474,0.15255335373854093,-0.02945138531545044,-0.003293217820246108,-0.026158167495204332,0.07233101815110556,0.9014991956575602,0.08023414607524611,0.0
08638248000194,8,10,2,0.1910000935975414,0.1694270760841464,0.1910000935975414,0.07542867839719015,0.07714119564905154,-0.021573017513394993,0.0,-0.021573017513394993,0.06604238541153278,1.0,0.06604238541153278,0.0
08678243000195,6,10,4,0.17319449402317705,0.1336625416520605,0.17319449402317705,0.007833392827812468,0.03740282405784501,-0.039531952371116535,0.0,-0.039531952371116535,0.4294299957925691,1.0,0.4294299957925691,0.0
08692266000154,68,95,27,0.04115361701480342,0.03523032284394025,0.04044809205976346,0.026842476970248243,0.024966815640152386,-0.0059232941708631665,-0.0007055249550399559,-0.005217769215823211,0.07315586023853807,0.30344664544355104,0.2410831074820597,0.0
08715618000140,10,52,42,0.9840638733988106,0.5892880971547745,0.8616142474646215,0.9822931926653451,0.5812349225891819,-0.39477577624403615,-0.12244962593418918,-0.27232615030984697,0.1768104006281206,0.7629711003938195,0.2317393156003643,0.0
08806026000133,17,18,1,0.2845057203519005,0.2710551591515317,0.2845057203519005,0.23978732787389428,0.22817605086632772,-0.013450561200368805,0.0,-0.013450561200368805,0.025055657701481517,1.0,0.025055657701481517,0.0
08806043000170,24,28,4,0.10976225501048836,0.08501429293173132,0.103640536905448,0.0710562660979009,0.05112593341068433,-0.02474796207875704,-0.0061217181050403635,-0.018626243973716677,0.11346413702115433,0.4060365681020052,0.2794431485605742,0.0
08857731000160,71,86,15,0.07744192049357251,0.07055991517653248,0.08424731034116788,0.0642625193577664,0.05962532594331522,-0.00688200531704003,0.006805389847595364,-0.013687395164635394,0.2646922797486101,0.556978366988721,0.47522901325532124,0.0
08858200000191,97,119,22,0.048537067600722274,0.04258089212927643,0.046658525495585586,0.0386259953882298,0.034467170876134705,-0.005956175471445842,-0.001878542105136688,-0.004077633366309154,0.048453666078749055,0.14812724275620545,0.3271084047550679,0.0
08931506000126,63,103,40,0.18273183886439703,0.1324734103206811,0.1676840334509896,0.16955009432995183,0.12396824767676622,-0.05025842854371593,-0.015047805413407445,-0.03521062313030848,0.11611437935963859,0.737831278483488,0.15737253589776776,0.0
08971900000198,34,46,12,0.08010937204937588,0.10404584418453493,0.12248142830943592,0.05223389847511454,0.08413575183308014,0.02393647213515905,0.04237205626006005,-0.018435584124900997,0.08796265245064742,0.251034736451649,0.35040032185979825,0.0
08999257000100,96,115,19,0.042437460516192085,0.034591179576845925,0.03870924734386327,0.03235785483741516,0.026122681152081415,-0.00784628093934616,-0.003728213172328812,-0.0041180677670173485,0.12305344098951482,0.5029824804000624,0.24464756882116553,0.0
09008389000196,6,7,1,0.3404529148324859,0.25932706477293704,0.3404529148324859,0.2085434977989831,0.13588157556842656,-0.08112585005954887,0.0,-0.08112585005954887,0.19084561305574838,1.0,0.19084561305574838,0.0
09097711000109,14,20,6,0.4718393386767584,0.40571395317781533,0.4718393386767584,0.43121159549804755,0.37443574018717407,-0.06612538549894309,0.0,-0.06612538549894309,0.07409266205293465,1.0,0.07409266205293465,0.0
09129733000103,5,9,4,0.3086807980280532,0.1450006745757647,0.3086807980280532,0.1358509975350665,0.038125758897735305,-0.1636801234522885,0.0,-0.1636801234522885,0.6193641900461317,1.0,0.6193641900461317,0.0
