criterio,n,portfolio_hhi_mediana,portfolio_hhi_norm_mediana,count_hhi_mediana,count_hhi_norm_mediana,portfolio_neff_mediana,portfolio_cr1_mediana,portfolio_cr4_mediana,portfolio_hhi_maior_count_hhi_pct,hidden_exposure_pct,spearman_hhi_norm_exposure_strength_global
3/5,1210,0.24203091177660513,0.15477832229436267,0.08606701940035273,0.006944444444444459,4.131703677994075,0.3909743611362113,0.8205822058484912,97.76859504132231,12.644628099173556,"{'rho': 0.4091922350529304, 'p': 4.771445410855457e-50, 'n': 1210}"
5/10,821,0.17920821852399055,0.13251072516320056,0.055000000000000014,0.008264462809917352,5.580101226585936,0.3268103383047234,0.7032037799730316,98.05115712545675,13.520097442143728,"{'rho': 0.37480790110585216, 'p': 8.826847983749395e-29, 'n': 821}"
5/20,519,0.14263137616289423,0.11239916524915335,0.036250000000000004,0.010322301087805089,7.0110800786072165,0.2788352685810654,0.6239583142705092,97.495183044316,12.716763005780345,"{'rho': 0.34808340386375075, 'p': 3.146693523646265e-16, 'n': 519}"
10/20,513,0.14129702048771006,0.11145371922864765,0.0357666015625,0.010291955471539587,7.07729006987079,0.2774932945418303,0.6229880376276814,98.24561403508771,12.670565302144249,"{'rho': 0.34953928880242113, 'p': 3.4556062782581447e-16, 'n': 513}"
