orgao_cnpj,valor_total_publicado_jan_assinado_2025,n_instrumentos,n_fornecedores,portfolio_hhi,portfolio_hhi_10000,portfolio_cr1,portfolio_cr4,portfolio_neff,portfolio_entropy_norm,count_hhi,count_hhi_10000,count_cr1,count_cr4,count_neff,count_entropy_norm,hhi_gap_value_minus_count,n_municipios_unidade,n_ufs_unidade,shared_procurement_share,category_mix_hhi,n_categorias,categoria_cr1,exposicao_degree,exposicao_strength
03598106000127,64845.0,1,1,1.0,10000.0,1.0,1.0,1.0,0.0,1.0,10000.0,1.0,1.0,1.0,0.0,0.0,1,1,1.0,1.0,1,1.0,0.9183006535947712,0.9729847494553376
03852808000195,96162.72,3,3,0.34867162447573335,3486.7162447573337,0.42428084396947174,1.0,2.868028052192694,0.9790423271773023,0.3333333333333333,3333.333333333333,0.3333333333333333,1.0,3.0,0.9999999999999998,0.01533829114240004,1,1,0.0,1.0,1,1.0,0.3954248366013072,0.5804832095002022
04015843000112,2509.9,2,2,0.9162613234745116,9162.613234745117,0.9562133949559743,1.0,1.0913916962116734,0.25939206302616186,0.5,5000.0,0.5,1.0,2.0,1.0,0.4162613234745116,1,1,0.0,1.0,1,1.0,0.3954248366013072,0.20259382431627398
04073373000143,4191.13,2,2,0.5915640578967998,5915.6405789679975,0.7139673548661101,1.0,1.6904340056685006,0.8635410586658431,0.5,5000.0,0.5,1.0,2.0,1.0,0.09156405789679978,1,1,0.0,1.0,1,1.0,0.709632692119726,0.3001455231209919
04200511000108,35268.0,1,1,1.0,10000.0,1.0,1.0,1.0,0.0,1.0,10000.0,1.0,1.0,1.0,0.0,0.0,1,1,0.0,1.0,1,1.0,0.3954248366013072,0.5912854030501089
04332948000103,2564.7799999999997,2,1,1.0,10000.0,1.0,1.0,1.0,0.0,1.0,10000.0,1.0,1.0,1.0,0.0,0.0,1,1,0.0,1.0,1,1.0,0.3954248366013072,0.22004357298474944
04338442000101,98476.90999999999,2,2,0.8721994092177106,8721.994092177105,0.9313927498334381,1.0,1.1465268027375939,0.36070455486981284,0.5,5000.0,0.5,1.0,2.0,1.0,0.37219940921771055,1,1,0.0,1.0,1,1.0,0.9379406545197173,0.8079418361266767
04394880000189,42634.1,1,1,1.0,10000.0,1.0,1.0,1.0,0.0,1.0,10000.0,1.0,1.0,1.0,0.0,0.0,1,1,0.0,1.0,1,1.0,0.3954248366013072,0.6274509803921569
04402872000137,10.0,10,10,0.10000000000000003,1000.0000000000003,0.1,0.4,9.999999999999996,0.9999999999999998,0.10000000000000003,1000.0000000000003,0.1,0.4,9.999999999999996,0.9999999999999998,0.0,1,1,0.0,1.0,1,1.0,0.43943355119825706,0.09067538126361656
04413256000181,21400.56,1,1,1.0,10000.0,1.0,1.0,1.0,0.0,1.0,10000.0,1.0,1.0,1.0,0.0,0.0,1,1,0.0,1.0,1,1.0,0.3954248366013072,0.5145969498910675
04465992000183,78002.51999999999,2,2,0.5820514425560558,5820.514425560558,0.7025480715238431,1.0,1.7180612002412359,0.8781538173868291,0.5,5000.0,0.5,1.0,2.0,1.0,0.08205144255605579,1,1,0.0,1.0,1,1.0,0.39542483660130723,0.6263447704466488
04539825000130,3768.0,1,1,1.0,10000.0,1.0,1.0,1.0,0.0,1.0,10000.0,1.0,1.0,1.0,0.0,0.0,1,1,0.0,1.0,1,1.0,0.3954248366013072,0.26601307189542484
04691691000178,6171416.64,13,11,0.9766555798621497,9766.555798621497,0.9882270353407868,0.9983068927914741,1.0239024079923296,0.03274993347381355,0.10059171597633138,1005.9171597633137,0.15384615384615385,0.46153846153846156,9.941176470588234,0.9807239409418418,0.8760638638858183,1,1,0.0,0.9766975879077053,3,0.9882270353407868,0.3954248366013072,0.9836421076624441
04764154000100,25100.76,1,1,1.0,10000.0,1.0,1.0,1.0,0.0,1.0,10000.0,1.0,1.0,1.0,0.0,0.0,1,1,0.0,1.0,1,1.0,0.9324618736383442,0.792156862745098
04776218000193,630.0,1,1,1.0,10000.0,1.0,1.0,1.0,0.0,1.0,10000.0,1.0,1.0,1.0,0.0,0.0,1,1,0.0,1.0,1,1.0,0.3954248366013072,0.08801742919389978
04816835000175,717999.99,1,1,1.0,10000.0,1.0,1.0,1.0,0.0,1.0,10000.0,1.0,1.0,1.0,0.0,0.0,1,1,0.0,1.0,1,1.0,0.3954248366013072,0.9320261437908497
04837587000149,7535.0,1,1,1.0,10000.0,1.0,1.0,1.0,0.0,1.0,10000.0,1.0,1.0,1.0,0.0,0.0,1,1,0.0,1.0,1,1.0,0.9183006535947712,0.6845315904139434
04841899000126,26098.5,2,2,0.5458308591743426,5458.308591743426,0.6513784317106347,1.0,1.8320693731253335,0.932830970634777,0.5,5000.0,0.5,1.0,2.0,1.0,0.0458308591743426,1,1,0.0,1.0,1,1.0,0.3954248366013071,0.44743279639064726
04870834000109,6000.0,1,1,1.0,10000.0,1.0,1.0,1.0,0.0,1.0,10000.0,1.0,1.0,1.0,0.0,0.0,1,1,0.0,1.0,1,1.0,0.835511982570806,0.4122004357298475
04902949000138,260800.0,2,2,0.6002860476495164,6002.860476495164,0.7239263803680982,1.0,1.6658724684933222,0.8500455213505091,0.5,5000.0,0.5,1.0,2.0,1.0,0.10028604764951643,1,1,0.0,1.0,1,1.0,0.3954248366013072,0.800141679030167
04927953000150,84099.0,1,1,1.0,10000.0,1.0,1.0,1.0,0.0,1.0,10000.0,1.0,1.0,1.0,0.0,0.0,1,1,1.0,1.0,1,1.0,0.8945533769063181,0.8888888888888888
04939180000122,28244.75,2,2,0.5548536245290601,5548.536245290601,0.6656104231759885,1.0,1.8022771336291878,0.9193484579810709,0.5,5000.0,0.5,1.0,2.0,1.0,0.05485362452906006,1,1,0.0,1.0,1,1.0,0.6883514280643783,0.4785874699640038
04973965000111,15659.04,1,1,1.0,10000.0,1.0,1.0,1.0,0.0,1.0,10000.0,1.0,1.0,1.0,0.0,0.0,1,1,0.0,1.0,1,1.0,0.3954248366013072,0.4662309368191721
04991826000110,16164.08,3,3,0.8003202803722713,8003.202803722713,0.8908641877545768,1.0,1.2494997621887665,0.3764364790693181,0.3333333333333333,3333.333333333333,0.3333333333333333,1.0,3.0,0.9999999999999998,0.466986947038938,1,1,0.0,1.0,1,1.0,0.8612361766037002,0.6226983374815883
04996792000157,44900.0,2,2,0.6663707025262771,6663.707025262771,0.7884187082405345,1.0,1.5006662150795367,0.7444944687704986,0.5,5000.0,0.5,1.0,2.0,1.0,0.16637070252627706,1,1,0.0,1.0,1,1.0,0.3954248366013072,0.550473334594912
05019767000186,5000.0,1,1,1.0,10000.0,1.0,1.0,1.0,0.0,1.0,10000.0,1.0,1.0,1.0,0.0,0.0,1,1,0.0,1.0,1,1.0,0.3954248366013072,0.3045751633986928
05029092000156,9688385.3305,149,77,0.09614567661967914,961.4567661967914,0.10321637361510598,0.4128654944604239,10.400883691896755,0.5842360621904844,0.027160938696455122,271.6093869645512,0.10067114093959731,0.2348993288590604,36.81757877280264,0.9264132535334868,0.06898473792322402,1,1,0.07105263746404622,1.0,1,1.0,0.4364002231781665,0.9380731640634737
05034123000167,33299.2,3,3,0.3573412728352842,3573.4127283528424,0.43501345377666734,1.0,2.798445284715119,0.9658685796892349,0.3333333333333333,3333.333333333333,0.3333333333333333,1.0,3.0,0.9999999999999998,0.024007939501950903,1,1,1.0,0.5464003103814092,2,0.6523159715548722,0.7398799377098096,0.4300978214763814
05044925000158,99000.0,1,1,1.0,10000.0,1.0,1.0,1.0,0.0,1.0,10000.0,1.0,1.0,1.0,0.0,0.0,1,1,0.0,1.0,1,1.0,0.3954248366013072,0.7577342047930283
05049574000178,12000.0,1,1,1.0,10000.0,1.0,1.0,1.0,0.0,1.0,10000.0,1.0,1.0,1.0,0.0,0.0,1,1,0.0,1.0,1,1.0,0.3954248366013072,0.4294117647058823
