orgao_cnpj,valor_total_publicado_jan_assinado_2025,n_instrumentos,n_fornecedores,portfolio_hhi,portfolio_hhi_10000,portfolio_cr1,portfolio_cr4,portfolio_neff,portfolio_entropy_norm,count_hhi,count_hhi_10000,count_cr1,count_cr4,count_neff,count_entropy_norm,hhi_gap_value_minus_count,n_municipios_unidade,n_ufs_unidade,shared_procurement_share,category_mix_hhi,n_categorias,categoria_cr1,exposicao_degree,exposicao_strength
05054133000164,64249.92,3,3,0.4048947080431577,4048.947080431577,0.4669266514261808,1.0,2.4697778956730896,0.8841553582445285,0.3333333333333333,3333.333333333333,0.3333333333333333,1.0,3.0,0.9999999999999998,0.07156137470982438,1,1,0.0,0.5140491411717437,2,0.5838127113621309,0.39542483660130723,0.5308937997989311
05055033000152,10518.0,1,1,1.0,10000.0,1.0,1.0,1.0,0.0,1.0,10000.0,1.0,1.0,1.0,0.0,0.0,1,1,0.0,1.0,1,1.0,0.3954248366013072,0.4130718954248366
05065658000103,2500.08,1,1,1.0,10000.0,1.0,1.0,1.0,0.0,1.0,10000.0,1.0,1.0,1.0,0.0,0.0,1,1,0.0,1.0,1,1.0,0.3954248366013072,0.21742919389978213
05091179000153,33600.0,1,1,1.0,10000.0,1.0,1.0,1.0,0.0,1.0,10000.0,1.0,1.0,1.0,0.0,0.0,1,1,0.0,1.0,1,1.0,0.3954248366013072,0.5825708061002178
05110021000183,10059.996,1,1,1.0,10000.0,1.0,1.0,1.0,0.0,1.0,10000.0,1.0,1.0,1.0,0.0,0.0,1,1,0.0,1.0,1,1.0,0.835511982570806,0.5468409586056645
05140677000149,40520.0,1,1,1.0,10000.0,1.0,1.0,1.0,0.0,1.0,10000.0,1.0,1.0,1.0,0.0,0.0,1,1,0.0,1.0,1,1.0,0.3954248366013072,0.6187363834422658
05150569000157,4272.0,1,1,1.0,10000.0,1.0,1.0,1.0,0.0,1.0,10000.0,1.0,1.0,1.0,0.0,0.0,1,1,0.0,1.0,1,1.0,0.3954248366013072,0.281917211328976
05196025000126,36000.0,1,1,1.0,10000.0,1.0,1.0,1.0,0.0,1.0,10000.0,1.0,1.0,1.0,0.0,0.0,1,1,0.0,1.0,1,1.0,0.3954248366013072,0.5962962962962963
05211356000198,48158.0,3,3,0.6360708517568613,6360.7085175686125,0.7822168694713235,1.0,1.5721519029490931,0.6123839220083082,0.3333333333333333,3333.333333333333,0.3333333333333333,1.0,3.0,0.9999999999999998,0.302737518423528,1,1,0.0,0.659292722828388,2,0.7822168694713235,0.3954248366013072,0.5401424921108903
05251479000152,5988.0,1,1,1.0,10000.0,1.0,1.0,1.0,0.0,1.0,10000.0,1.0,1.0,1.0,0.0,0.0,1,1,0.0,1.0,1,1.0,0.3954248366013072,0.3276688453159041
05298824000103,1187.99,1,1,1.0,10000.0,1.0,1.0,1.0,0.0,1.0,10000.0,1.0,1.0,1.0,0.0,0.0,1,1,1.0,1.0,1,1.0,0.9183006535947712,0.2980392156862745
05301040000197,35000.0,1,1,1.0,10000.0,1.0,1.0,1.0,0.0,1.0,10000.0,1.0,1.0,1.0,0.0,0.0,1,1,0.0,1.0,1,1.0,0.3954248366013072,0.589760348583878
05322930000185,126000.0,1,1,1.0,10000.0,1.0,1.0,1.0,0.0,1.0,10000.0,1.0,1.0,1.0,0.0,0.0,1,1,1.0,1.0,1,1.0,0.9183006535947712,0.9895424836601308
05380490000112,4116.0,1,1,1.0,10000.0,1.0,1.0,1.0,0.0,1.0,10000.0,1.0,1.0,1.0,0.0,0.0,1,1,0.0,1.0,1,1.0,0.3954248366013072,0.2784313725490196
05419083000171,170591.36000000002,10,10,0.18029802240268236,1802.9802240268236,0.28137415634648794,0.7437000326394023,5.546372537390197,0.8197335134008267,0.10000000000000003,1000.0000000000003,0.1,0.4,9.999999999999996,0.9999999999999998,0.08029802240268233,1,1,0.0,0.7971360875774467,3,0.8869825529264789,0.47724494707799625,0.572651095439245
05446297000137,62482.2,4,3,0.7655709368731769,7655.709368731769,0.8685758504021945,1.0,1.3062146848002123,0.4187309941495346,0.375,3750.0,0.5,1.0,2.6666666666666665,0.946394630357186,0.3905709368731769,1,1,0.0,1.0,1,1.0,0.8221858692109325,0.6596473990825267
05472936000139,10769831.97,2,2,0.9954554280486638,9954.554280486638,0.9977225271417117,1.0,1.0045653193737107,0.02327440924059356,0.5,5000.0,0.5,1.0,2.0,1.0,0.4954554280486638,1,1,0.0,1.0,1,1.0,0.3954248366013072,0.9941510975506672
05532421000187,21886.89,24,21,0.14791832464128316,1479.1832464128315,0.23749376910104633,0.6838367625551187,6.760487603041075,0.7439665032039957,0.052083333333333336,520.8333333333334,0.08333333333333333,0.2916666666666667,19.2,0.9869419906311513,0.09583499130794981,1,1,1.0,1.0,1,1.0,0.9451572398045136,0.644581098707301
05544282000101,40654.08,2,2,0.9457683784314013,9457.683784314013,0.9721061207140833,1.0,1.0573413351570755,0.1837172262362207,0.5,5000.0,0.5,1.0,2.0,1.0,0.44576837843140127,1,1,0.0,1.0,1,1.0,0.3954248366013072,0.6001137015367842
05606204000194,50760.0,3,3,0.37505938109529485,3750.5938109529484,0.4728132387706856,1.0,2.666244467955117,0.9402045543687615,0.3333333333333333,3333.333333333333,0.3333333333333333,1.0,3.0,0.9999999999999998,0.04172604776196154,1,1,0.0,1.0,1,1.0,0.5462821325010172,0.5090241402576265
05613121000122,55189.34,9,6,0.21280429041210103,2128.0429041210105,0.3011016257849795,0.8378906143831399,4.699153377328408,0.9225204973107838,0.18518518518518517,1851.8518518518517,0.2222222222222222,0.7777777777777777,5.4,0.9683925140412226,0.027619105226915852,1,1,0.0,0.5791211265307568,2,0.6988983742150205,0.3954248366013072,0.4105326794926272
05629151000127,4724791.56,1,1,1.0,10000.0,1.0,1.0,1.0,0.0,1.0,10000.0,1.0,1.0,1.0,0.0,0.0,1,1,0.0,1.0,1,1.0,0.3954248366013072,0.9864923747276688
05900797000105,31395.0,1,1,1.0,10000.0,1.0,1.0,1.0,0.0,1.0,10000.0,1.0,1.0,1.0,0.0,0.0,1,1,0.0,1.0,1,1.0,0.3954248366013072,0.5708061002178649
05903684000155,9594.0,1,1,1.0,10000.0,1.0,1.0,1.0,0.0,1.0,10000.0,1.0,1.0,1.0,0.0,0.0,1,1,0.0,1.0,1,1.0,0.3954248366013072,0.39651416122004357
06011288000186,13584.0,1,1,1.0,10000.0,1.0,1.0,1.0,0.0,1.0,10000.0,1.0,1.0,1.0,0.0,0.0,1,1,0.0,1.0,1,1.0,0.9183006535947712,0.6845315904139434
06069513000135,336.0,1,1,1.0,10000.0,1.0,1.0,1.0,0.0,1.0,10000.0,1.0,1.0,1.0,0.0,0.0,1,1,0.0,1.0,1,1.0,0.3954248366013072,0.05359477124183006
06073250000138,71260.78,11,9,0.3271584470269085,3271.584470269085,0.5345156199525181,0.8320144685477763,3.056622896604442,0.7016768520752587,0.12396694214876033,1239.6694214876034,0.18181818181818182,0.5454545454545455,8.066666666666666,0.9766146686727132,0.20319150487814816,1,1,1.0,1.0,1,1.0,0.6423493959665717,0.6084807149410345
06079623000188,740382.5,3,3,0.8025581538825114,8025.581538825114,0.891431118374624,1.0,1.2460156253628851,0.3631581540428333,0.3333333333333333,3333.333333333333,0.3333333333333333,1.0,3.0,0.9999999999999998,0.4692248205491781,1,1,1.0,1.0,1,1.0,0.40534545799123867,0.9006334203084849
06089125000116,35120.26,56,44,0.05193874769493775,519.3874769493775,0.10757323550565968,0.3545594480223096,19.253448424931236,0.8591822705812141,0.028061224489795915,280.61224489795916,0.07142857142857142,0.1964285714285714,35.63636363636364,0.9762168383262906,0.023877523205141832,1,1,1.0,1.0,1,1.0,0.9752306106408234,0.7326567037352777
06113056000139,1401000.0,1,1,1.0,10000.0,1.0,1.0,1.0,0.0,1.0,10000.0,1.0,1.0,1.0,0.0,0.0,1,1,1.0,1.0,1,1.0,0.9183006535947712,0.9729847494553376
06129491000151,196432.0,14,14,0.17134242823883267,1713.4242823883267,0.29397450517227336,0.7251669789036409,5.836266068355871,0.7566035696432583,0.07142857142857142,714.2857142857142,0.07142857142857142,0.2857142857142857,14.0,0.9999999999999998,0.09991385681026124,1,1,0.0,0.487868651527398,3,0.4979433086258858,0.44263464121496116,0.5625742128460627
06216559000130,324011.36,7,6,0.37994292101235083,3799.4292101235083,0.4592431574004072,0.9570034828408486,2.6319742906000685,0.65432645887654,0.18367346938775508,1836.7346938775509,0.2857142857142857,0.7142857142857142,5.444444444444445,0.9755037590061084,0.19626945162459575,1,1,0.0,0.953433597327561,3,0.9762929299762824,0.4039138743384697,0.755155901260748
06231312000192,483418.5658,93,40,0.08607609445800163,860.7609445800163,0.2046480772542973,0.4742636485642397,11.617627475976171,0.7811278396867585,0.052144756619262336,521.4475661926234,0.12903225806451613,0.3655913978494624,19.17738359201774,0.8961852907590979,0.03393133783873929,1,1,1.0,1.0,1,1.0,0.9886157992130402,0.8940220203270702
07104377000130,118081.62,18,15,0.25582300338710645,2558.2300338710647,0.41799900780494037,0.862562183682778,3.9089526225552875,0.6243269322558173,0.07407407407407407,740.7407407407406,0.1111111111111111,0.38888888888888884,13.5,0.9820064253709696,0.18174892931303238,1,1,0.0,0.6639648856700937,2,0.7863257634846135,0.6110102125848382,0.5729719545316578
07276220000191,60674.33,8,4,0.7075186031289357,7075.186031289357,0.8288266223953359,1.0,1.413390397902744,0.40122230932741315,0.4375,4375.0,0.625,1.0,2.2857142857142856,0.7743974703476993,0.27001860312893566,1,1,0.0,0.7162538951918496,2,0.8288266223953359,0.39542483660130723,0.6004629002284829
07314524000104,85293.0,3,3,0.9700458139163662,9700.458139163662,0.9848404910133305,1.0,1.030879145761889,0.07981727985228207,0.3333333333333333,3333.333333333333,0.3333333333333333,1.0,3.0,0.9999999999999998,0.6367124805830329,1,1,0.0,1.0,1,1.0,0.3954248366013071,0.7290888332713018
07347646000199,9600.0,1,1,1.0,10000.0,1.0,1.0,1.0,0.0,1.0,10000.0,1.0,1.0,1.0,0.0,0.0,1,1,0.0,1.0,1,1.0,0.8945533769063181,0.5553376906318083
07381646000105,31625.0,2,2,0.7241587901701323,7241.587901701323,0.8347826086956521,1.0,1.3809126031116217,0.6466463742082091,0.5,5000.0,0.5,1.0,2.0,1.0,0.2241587901701323,1,1,0.0,1.0,1,1.0,0.3954248366013071,0.5034574216159894
07622498000173,55000.0,1,1,1.0,10000.0,1.0,1.0,1.0,0.0,1.0,10000.0,1.0,1.0,1.0,0.0,0.0,1,1,0.0,1.0,1,1.0,0.3954248366013072,0.6710239651416122
07633040000110,4000.0,1,1,1.0,10000.0,1.0,1.0,1.0,0.0,1.0,10000.0,1.0,1.0,1.0,0.0,0.0,1,1,0.0,1.0,1,1.0,0.3954248366013072,0.2747276688453159
07690399000129,7200.0,1,1,1.0,10000.0,1.0,1.0,1.0,0.0,1.0,10000.0,1.0,1.0,1.0,0.0,0.0,1,1,0.0,1.0,1,1.0,0.835511982570806,0.46492374727668845
07711512000105,126720.0,1,1,1.0,10000.0,1.0,1.0,1.0,0.0,1.0,10000.0,1.0,1.0,1.0,0.0,0.0,1,1,0.0,1.0,1,1.0,0.3954248366013072,0.791285403050109
07742778000115,6915658.7722,18,18,0.31399830954853986,3139.9830954853987,0.49845837013490935,0.9343012697754227,3.184730521122164,0.525847848860778,0.05555555555555555,555.5555555555555,0.05555555555555555,0.2222222222222222,18.0,1.0000000000000002,0.25844275399298433,1,1,0.0,0.558809932549435,2,0.671478763334465,0.44662285628516935,0.9488679381465203
07750478000188,68309.8,5,5,0.47243664977584937,4724.366497758494,0.5093705441971723,0.9946566964037371,2.116685910109761,0.5185872280046341,0.20000000000000004,2000.0000000000005,0.2,0.8,4.999999999999999,1.0000000000000002,0.27243664977584936,1,1,0.0,0.5030210666250194,2,0.5388655800485436,0.3954248366013071,0.5664127835997415
07777639000127,15254.0,7,6,0.3039892693160554,3039.8926931605542,0.45889602727153533,0.934443424675495,3.289589801146261,0.7836833685857136,0.18367346938775508,1836.7346938775509,0.2857142857142857,0.7142857142857142,5.444444444444445,0.9755037590061084,0.12031579992830033,1,1,0.0,0.8702263454436305,2,0.9302478038547266,0.3954248366013072,0.27466036980764075
07791947000107,61320.0,1,1,1.0,10000.0,1.0,1.0,1.0,0.0,1.0,10000.0,1.0,1.0,1.0,0.0,0.0,1,1,0.0,1.0,1,1.0,0.835511982570806,0.7642701525054466
07829410000199,283200.0,3,3,0.34878626831370296,3487.8626831370298,0.4279661016949153,1.0,2.8670853495315556,0.9791429920777358,0.3333333333333333,3333.333333333333,0.3333333333333333,1.0,3.0,0.9999999999999998,0.015452934980369648,1,1,0.0,1.0,1,1.0,0.554046194749086,0.7850744064103984
07852676000152,96000.0,1,1,1.0,10000.0,1.0,1.0,1.0,0.0,1.0,10000.0,1.0,1.0,1.0,0.0,0.0,1,1,0.0,1.0,1,1.0,0.3954248366013072,0.7514161220043573
07854402000100,831880.0,3,3,0.6223627898481601,6223.627898481601,0.7705438284367938,1.0,1.6067798658785069,0.6257808991233648,0.3333333333333333,3333.333333333333,0.3333333333333333,1.0,3.0,0.9999999999999998,0.28902945651482675,1,1,0.0,1.0,1,1.0,0.39542483660130723,0.889436945352957
07868234000102,121595.1,7,7,0.2526071570995468,2526.071570995468,0.3569962934361664,0.9037280285143069,3.958716021675991,0.8047589638750596,0.14285714285714285,1428.5714285714284,0.14285714285714285,0.5714285714285714,7.0,0.9999999999999999,0.10975001424240394,1,1,0.0,1.0,1,1.0,0.7475373010575014,0.5757647971241331
07900983000161,32300.0,1,1,1.0,10000.0,1.0,1.0,1.0,0.0,1.0,10000.0,1.0,1.0,1.0,0.0,0.0,1,1,0.0,1.0,1,1.0,0.3954248366013072,0.5764705882352941
07933452000175,87640.84,2,2,0.5922420802788533,5922.4208027885325,0.7147580967959687,1.0,1.6884987293188565,0.8624953238639244,0.5,5000.0,0.5,1.0,2.0,1.0,0.09224208027885328,1,1,0.0,1.0,1,1.0,0.3954248366013072,0.6514296207498547
08013657000103,116813.48000000001,2,2,0.5017125933652248,5017.125933652248,0.5292625474388744,1.0,1.9931730102537886,0.9975278376456107,0.5,5000.0,0.5,1.0,2.0,1.0,0.0017125933652247793,1,1,0.0,0.5017125933652248,2,0.5292625474388744,0.3954248366013072,0.6837333181716845
08082743000160,595570.9,4,2,0.9869890839901894,9869.890839901893,0.9934516612547725,1.0,1.013182431519111,0.05692219676179712,0.625,6250.0,0.75,1.0,1.6,0.8112781244591328,0.36198908399018936,1,1,0.0,1.0,1,1.0,0.3954248366013071,0.9194715966842163
08083086000175,103955.45999999998,13,7,0.26585942658056994,2658.5942658056993,0.3576974215688142,0.954393352691624,3.761386281697051,0.7570420789080402,0.21893491124260359,2189.349112426036,0.38461538461538464,0.7692307692307694,4.567567567567567,0.8904104442028665,0.04692451533796635,1,1,0.0,0.8789765057668009,2,0.9353024843524332,0.46739298028016235,0.5711404717581062
08151884000197,42720.0,1,1,1.0,10000.0,1.0,1.0,1.0,0.0,1.0,10000.0,1.0,1.0,1.0,0.0,0.0,1,1,0.0,1.0,1,1.0,0.3954248366013072,0.6278867102396514
08184785000101,12909.35,9,5,0.38678241492135595,3867.8241492135594,0.5575493731287787,0.9845693237846986,2.585432949952828,0.7210223381384302,0.20987654320987653,2098.7654320987654,0.2222222222222222,0.8888888888888888,4.764705882352941,0.9823887817956213,0.17690587171147942,1,1,1.0,1.0,1,1.0,0.6937447628461825,0.4152847618097953
08184821000137,10578444.4,195,140,0.3150295414420884,3150.295414420884,0.5550959080524165,0.6482134745634246,3.1743054807570457,0.4832516544001845,0.011124260355029584,111.24260355029584,0.035897435897435895,0.1282051282051282,89.89361702127661,0.9641548073715825,0.30390528108705883,1,1,1.0,0.5011571966361454,3,0.5550959080524165,0.8543801978941754,0.9120183581709455
08218991000195,144000.0,1,1,1.0,10000.0,1.0,1.0,1.0,0.0,1.0,10000.0,1.0,1.0,1.0,0.0,0.0,1,1,0.0,1.0,1,1.0,0.3954248366013072,0.7989106753812636
08257417000146,64285.0,2,2,0.7852453837510902,7852.453837510902,0.8776541961577351,1.0,1.2734872699576205,0.5360664261564476,0.5,5000.0,0.5,1.0,2.0,1.0,0.2852453837510902,1,1,0.0,0.7852453837510902,2,0.8776541961577351,0.3954248366013072,0.6385627523675462
08259606000158,523362.9686,59,31,0.4213763658983044,4213.7636589830445,0.6305375423919514,0.8524729600060588,2.3731753390301473,0.4353457541478197,0.052571100258546416,525.7110025854641,0.11864406779661017,0.3559322033898305,19.02185792349726,0.9286778387253098,0.368805265639758,1,1,1.0,1.0,1,1.0,0.9766372576121944,0.8968687236761163
08281643000162,1818055.3726000001,94,54,0.4318799753036099,4318.799753036099,0.6380988266275648,0.838063473182907,2.315458129997817,0.391566022720206,0.03304662743322773,330.4662743322773,0.0851063829787234,0.2765957446808511,30.260273972602718,0.9323081891516674,0.39883334787038216,1,1,0.21510696455890777,0.47498965848641167,3,0.6380988266275648,0.5223250223132395,0.9229212644693539
08289417000128,64668.525,57,35,0.10624681820651888,1062.4681820651888,0.2541496036905125,0.5353140496091414,9.412046561773122,0.7814651846869427,0.043397968605724827,433.9796860572483,0.08771929824561403,0.3157894736842105,23.042553191489368,0.9431422291406117,0.06284884960079405,1,1,1.0,1.0,1,1.0,0.9838324549057266,0.8317429518245288
08345495000100,11032.349400000001,11,8,0.33882354500642403,3388.2354500642405,0.48642377116881375,0.9545298665033214,2.9513887530485525,0.6328543791007459,0.15702479338842973,1570.2479338842973,0.2727272727272727,0.6363636363636364,6.36842105263158,0.948450312207479,0.1817987516179943,1,1,1.0,1.0,1,1.0,0.9970296546722356,0.9075894866625099
08418330000103,45360040.0,5,4,0.9955978314842209,9955.978314842208,0.9977954164061583,1.0,1.0044216332906395,0.012827735928791651,0.28,2800.0000000000005,0.4,1.0,3.571428571428571,0.9609640474436812,0.7155978314842208,1,1,0.0,0.9973579990233421,2,0.998677249843695,0.39590581045988515,0.9989739796869648
08418353000118,40000.0,2,2,0.5,5000.0,0.5,1.0,2.0,1.0,0.5,5000.0,0.5,1.0,2.0,1.0,0.0,1,1,0.0,1.0,1,1.0,0.9408496732026144,0.7965141612200436
08434600000170,111180.0,2,2,0.9243128731314485,9243.128731314486,0.960604425256341,1.0,1.0818847481936864,0.23951402581251446,0.5,5000.0,0.5,1.0,2.0,1.0,0.4243128731314485,1,1,0.0,0.9243128731314485,2,0.960604425256341,0.8181744965180411,0.7514740860666387
08438054000145,25276.523800000003,32,18,0.2015286106337952,2015.286106337952,0.40612309197358853,0.6607795491245516,4.962074600003746,0.7537846699421484,0.078125,781.25,0.15625,0.4375,12.8,0.9415297635744674,0.12340361063379521,1,1,1.0,1.0,1,1.0,0.9962831727027929,0.9262624011775538
08451643000163,1295867.4,1,1,1.0,10000.0,1.0,1.0,1.0,0.0,1.0,10000.0,1.0,1.0,1.0,0.0,0.0,1,1,0.0,1.0,1,1.0,0.3954248366013072,0.9612200435729847
08543762000146,18479.46,1,1,1.0,10000.0,1.0,1.0,1.0,0.0,1.0,10000.0,1.0,1.0,1.0,0.0,0.0,1,1,1.0,1.0,1,1.0,0.9864923747276688,0.9172113289760349
08595042000124,3437815.9611999993,114,54,0.2016684640284328,2016.684640284328,0.3839647075055299,0.7455582349164876,4.9586334919425585,0.5507143708691987,0.033087103724222834,330.87103724222834,0.10526315789473684,0.24561403508771928,30.223255813953493,0.9323108712875393,0.16858136030420998,1,1,0.16279287999019254,0.7274172835706176,2,0.8372071200098076,0.4925054272905252,0.9175767943985372
08595187000125,888784.7,10,10,0.16136170303654754,1613.6170303654753,0.26967520930547073,0.7227491652365303,6.197257349059495,0.8657390677817048,0.10000000000000003,1000.0000000000003,0.1,0.4,9.999999999999996,0.9999999999999998,0.061361703036547505,1,1,0.0,1.0,1,1.0,0.4198226620176933,0.7749663607935842
08677428000185,1400.0,1,1,1.0,10000.0,1.0,1.0,1.0,0.0,1.0,10000.0,1.0,1.0,1.0,0.0,0.0,1,1,0.0,1.0,1,1.0,0.3954248366013072,0.1533769063180828
08678243000195,66871.0,3,3,0.3491729190224273,3491.729190224273,0.43180152831571234,1.0,2.8639105312052284,0.9788512063318405,0.3333333333333333,3333.333333333333,0.3333333333333333,1.0,3.0,0.9999999999999998,0.015839585689093993,1,1,0.0,0.5093020630801451,2,0.5681984716842876,0.3954248366013072,0.5217822797960852
08690876000119,91600.0,3,3,0.5730916649186705,5730.9166491867045,0.7270742358078602,1.0,1.7449215565574725,0.6808402293017086,0.3333333333333333,3333.333333333333,0.3333333333333333,1.0,3.0,0.9999999999999998,0.23975833158533716,1,1,0.0,0.6031254171354474,2,0.7270742358078602,0.5155359572261704,0.6682801990276945
08692266000154,163494.01349999997,106,47,0.061347185533407234,613.4718553340723,0.13663766349463308,0.40414119505360363,16.3006663028647,0.8212226772285309,0.03933784264862939,393.3784264862939,0.09433962264150944,0.2830188679245283,25.420814479638018,0.9149459313163169,0.022009342884777842,1,1,1.0,1.0,1,1.0,0.9796012863550365,0.8303249406231867
08715618000140,5040.0,1,1,1.0,10000.0,1.0,1.0,1.0,0.0,1.0,10000.0,1.0,1.0,1.0,0.0,0.0,1,1,0.0,1.0,1,1.0,0.3954248366013072,0.3054466230936819
08772020000192,45415036.8,1,1,1.0,10000.0,1.0,1.0,1.0,0.0,1.0,10000.0,1.0,1.0,1.0,0.0,0.0,1,1,0.0,1.0,1,1.0,0.3954248366013072,1.0
08857731000160,92709.151,11,9,0.3431689720843457,3431.689720843457,0.47959839476903415,0.9717843603162754,2.9140163632107603,0.571204437392911,0.12396694214876033,1239.6694214876034,0.18181818181818182,0.5454545454545455,8.066666666666666,0.9766146686727132,0.21920202993558538,1,1,1.0,1.0,1,1.0,0.9904505923261485,0.9135439526975434
08858200000191,234989.22889999996,179,63,0.0630568803628081,630.568803628081,0.1358857176112892,0.41708214482336214,15.858697643244259,0.7725281167746227,0.036234824131581425,362.3482413158143,0.09497206703910614,0.2849162011173184,27.597760551248914,0.8916400901830601,0.026822056231226674,1,1,1.0,1.0,1,1.0,0.9844376357945995,0.8413697999248844
08931506000126,4815800.0,39,39,0.5324200613682255,5324.200613682255,0.7263590680676107,0.8203780991735536,1.878216229174717,0.3897237305717193,0.02564102564102563,256.4102564102563,0.02564102564102564,0.10256410256410256,39.000000000000014,0.9999999999999996,0.5067790357271998,1,1,0.0,0.5977590078739131,3,0.7263590680676107,0.43534022830803576,0.9052962309802491
08971900000198,56335.58,26,15,0.25147608992954223,2514.7608992954224,0.47174272458009664,0.7035883894334629,3.976521188476315,0.7273159560578368,0.10059171597633132,1005.9171597633132,0.19230769230769232,0.5384615384615385,9.941176470588239,0.9238795523178708,0.15088437395321092,1,1,1.0,1.0,1,1.0,0.9941429435709375,0.9248528061758601
08999257000100,324650.03500000003,51,37,0.08691742035365763,869.1742035365762,0.1585707514246841,0.4680525292412181,11.505173484568544,0.7497873742332343,0.04267589388696654,426.7589388696654,0.13725490196078433,0.27450980392156865,23.43243243243244,0.9518416930586955,0.044241526466691085,1,1,1.0,1.0,1,1.0,0.9923030255156761,0.9080359909391398
09097711000109,16200000.0,2,2,0.783569577808261,7835.69577808261,0.8765432098765432,1.0,1.2762108539194708,0.5392163432092415,0.5,5000.0,0.5,1.0,2.0,1.0,0.283569577808261,1,1,0.0,1.0,1,1.0,0.3954248366013072,0.9940504047984078
09129733000103,1898100.0,3,3,0.44876756558798714,4487.675655879872,0.5201517306780464,0.9999999999999999,2.228325032112723,0.7988601557523837,0.3333333333333333,3333.333333333333,0.3333333333333333,1.0,3.0,0.9999999999999998,0.11543423225465382,1,1,0.0,1.0,1,1.0,0.4228534807023512,0.9306581435236405
09240588000125,445928.06,8,6,0.46391130807847086,4639.1130807847085,0.6545186683251105,0.9375486709672407,2.1555844459623508,0.6224827213131119,0.1875,1875.0,0.25,0.75,5.333333333333333,0.967132018086354,0.27641130807847086,1,1,1.0,1.0,1,1.0,0.9876314590261903,0.927456082175441
09322905000152,58500.0,1,1,1.0,10000.0,1.0,1.0,1.0,0.0,1.0,10000.0,1.0,1.0,1.0,0.0,0.0,1,1,0.0,1.0,1,1.0,0.9183006535947712,0.8470588235294118
09332615000190,32360.760000000002,4,2,0.5250217988777764,5250.217988777765,0.6118521320265655,1.0,1.9046828191467096,0.9635938952429278,0.625,6250.0,0.75,1.0,1.6,0.8112781244591328,-0.09997820112222355,1,1,0.0,1.0,1,1.0,0.9269652262705286,0.5966716649738637
09509569000151,27809.9,1,1,1.0,10000.0,1.0,1.0,1.0,0.0,1.0,10000.0,1.0,1.0,1.0,0.0,0.0,1,1,0.0,1.0,1,1.0,0.3954248366013072,0.5490196078431373
09522642000125,60284.331,36,28,0.35795358808085015,3579.5358808085016,0.5872172654615674,0.7309087497379708,2.793658265479189,0.5535436417729104,0.04166666666666667,416.6666666666667,0.08333333333333333,0.25,23.999999999999996,0.9786070585572584,0.31628692141418346,1,1,1.0,0.5152137027891871,2,0.5872172654615675,0.897085676421014,0.7509252176402287
09528435000188,21640.0,2,2,0.515094932708307,5150.94932708307,0.5868761552680222,1.0,1.9413897060530585,0.9781116943418398,0.5,5000.0,0.5,1.0,2.0,1.0,0.015094932708306974,1,1,0.0,1.0,1,1.0,0.3954248366013072,0.41433720335536145
09579148000105,659422.2,23,22,0.22086704086715422,2208.670408671542,0.36172576537459616,0.8277928768549194,4.5276108018374455,0.6309102057997075,0.04725897920604913,472.5897920604913,0.08695652173913043,0.21739130434782608,21.16000000000001,0.994881369135919,0.1736080616611051,1,1,0.01687841264670798,0.9656707115747605,2,0.9825301604950516,0.5387707205735706,0.7457735412624049
09626556000162,64.9,1,1,1.0,10000.0,1.0,1.0,1.0,0.0,1.0,10000.0,1.0,1.0,1.0,0.0,0.0,1,1,0.0,1.0,1,1.0,0.835511982570806,0.2762527233115468
10237604000100,71880.0,2,2,0.5000013935301184,5000.013935301184,0.5008347245409015,1.0,1.9999944258950617,0.9999979895600752,0.5,5000.0,0.5,1.0,2.0,1.0,1.3935301184098137e-06,1,1,0.0,1.0,1,1.0,0.835511982570806,0.7114268152076263
10295311000189,60000.0,1,1,1.0,10000.0,1.0,1.0,1.0,0.0,1.0,10000.0,1.0,1.0,1.0,0.0,0.0,1,1,1.0,1.0,1,1.0,0.835511982570806,0.7832244008714597
10324957000147,35620.0204,53,35,0.05997423961093836,599.7423961093837,0.11645136508680944,0.38421426619957805,16.673825403825806,0.8652474738687596,0.04165183339266643,416.51833392666435,0.11320754716981132,0.2830188679245283,24.008547008547005,0.9538834427650922,0.018322406218271928,1,1,1.0,1.0,1,1.0,0.9879961172776032,0.8657993531553212
10377912000130,528127.2930000001,97,52,0.2017076212548065,2017.076212548065,0.39961956671684457,0.6996863917048121,4.957670879162038,0.587539538667209,0.034541396535232215,345.4139653523221,0.1134020618556701,0.2577319587628866,28.95076923076924,0.9338928538817274,0.1671662247195743,1,1,1.0,0.5201524627722279,2,0.6003804332831554,0.9268132832225157,0.8716938498032724
10391817000191,145743.09589999996,137,51,0.0462668283721302,462.668283721302,0.08013776452240165,0.298561970509095,21.613757311326125,0.8470647228197418,0.03596355692897863,359.6355692897863,0.08759124087591241,0.27007299270072993,27.80592592592593,0.9170071464544137,0.010303271443151567,1,1,1.0,1.0,1,1.0,0.9882038157041444,0.8594502847107583
10396929000135,835044.663,117,75,0.07267263148136291,726.7263148136291,0.17437019413655003,0.4305867768895614,13.760338377955293,0.7206936896018538,0.021111841624662137,211.11841624662136,0.06837606837606838,0.17948717948717952,47.36678200692042,0.953265849895709,0.051560789856700776,1,1,1.0,1.0,1,1.0,0.9881163972740088,0.8865093083458063
