modelo,covariancia,termo,coef,erro_padrao,estatistica,p,ci95_inf,ci95_sup
P5_Gap_valor_frequencia,cluster_municipio,C(uf)[T.ES],0.35315690310219444,0.06385035512065367,5.53100922359567,3.18393581206711e-08,0.22801250666562065,0.4783012995387682
P5_Gap_valor_frequencia,cluster_municipio,C(uf)[T.GO],0.18749441805131375,0.04902735418701475,3.824281794528757,0.0001311538422034527,0.09140256958747582,0.2835862665151517
P5_Gap_valor_frequencia,cluster_municipio,C(uf)[T.MA],-0.008814873092971296,0.043522046454149546,-0.20253811139735262,0.8394960671502802,-0.09411651667658358,0.07648677049064098
P5_Gap_valor_frequencia,cluster_municipio,C(uf)[T.MG],0.18472381510903477,0.060007823460265834,3.078328865424516,0.0020816505302805616,0.067110642336276,0.30233698788179353
P5_Gap_valor_frequencia,cluster_municipio,C(uf)[T.MS],0.04614743452445426,0.04639752394480444,0.9946098541670523,0.31992605295184817,-0.04479004137919722,0.13708491042810572
P5_Gap_valor_frequencia,cluster_municipio,C(uf)[T.MT],0.761122934160443,0.041064210680545554,18.53494616228019,1.078976832373495e-76,0.6806385601730086,0.8416073081478773
P5_Gap_valor_frequencia,cluster_municipio,C(uf)[T.PA],0.0926337442651653,0.04249488221408221,2.1798800099854794,0.029266357073621473,0.009345305598292455,0.17592218293203815
P5_Gap_valor_frequencia,cluster_municipio,C(uf)[T.PB],0.3271678291974367,0.1720449108602187,1.9016420047626441,0.0572179725514389,-0.01003399981199593,0.6643696582068693
P5_Gap_valor_frequencia,cluster_municipio,C(uf)[T.PE],0.14743275915391274,0.05304627475578834,2.7793235214471883,0.005447224329485721,0.04346397111855134,0.25140154718927415
P5_Gap_valor_frequencia,cluster_municipio,C(uf)[T.PI],0.4060562540654758,0.04298060505548681,9.447429917314288,3.472520129562097e-21,0.3218158161229815,0.4902966920079701
P5_Gap_valor_frequencia,cluster_municipio,C(uf)[T.PR],0.2888805542248243,0.10146736715010998,2.8470291714325926,0.004412931836337247,0.09000816900450614,0.4877529394451424
P5_Gap_valor_frequencia,cluster_municipio,C(uf)[T.RJ],0.3196913536130275,0.10718420442671393,2.9826349444205005,0.002857786351022075,0.10961417322508954,0.5297685340009655
P5_Gap_valor_frequencia,cluster_municipio,C(uf)[T.RS],0.2708868753654497,0.0821574409504597,3.2971678795204005,0.0009766510542090904,0.10986125004057251,0.4319125006903269
P5_Gap_valor_frequencia,cluster_municipio,C(uf)[T.SC],0.235828836127258,0.048066853931573526,4.906267351363927,9.282597601239071e-07,0.1416195335712264,0.3300381386832896
P5_Gap_valor_frequencia,cluster_municipio,C(uf)[T.SE],0.21218220043346223,0.07036476814015492,3.015460805766183,0.002565890990263724,0.07426978909824714,0.3500946117686773
P5_Gap_valor_frequencia,cluster_municipio,C(uf)[T.SP],0.16014861710420106,0.049188222429210886,3.2558325793268614,0.0011306039737686484,0.06374147267940243,0.25655576152899967
P5_Gap_valor_frequencia,cluster_municipio,C(uf)[T.TO],0.11285477928006535,0.10884013418165742,1.0368857051545652,0.2997891267082422,-0.10046796378849004,0.32617752234862074
P5_Gap_valor_frequencia,cluster_municipio,log_populacao_siconfi,0.018416557467348008,0.007863308267505881,2.3420876863561464,0.019176209012201555,0.0030047564637004313,0.033828358470995586
P5_Gap_valor_frequencia,cluster_municipio,log_despesa_pc,0.0010556699056870375,0.03773762353445751,0.027973937063713757,0.977682938219829,-0.07290871308398082,0.07502005289535489
P5_Gap_valor_frequencia,cluster_municipio,log_n_fornecedores,-0.05103670996398866,0.013621788797604317,-3.74669661395459,0.0001791785738937829,-0.07773492541230428,-0.02433849451567303
P5_Gap_valor_frequencia,cluster_municipio,log_instrumentos_por_fornecedor,-0.05620005924749188,0.029305018674919935,-1.9177622737906488,0.05514116142975883,-0.11363684041660865,0.0012367219216248906
P5_Gap_valor_frequencia,HC3,Intercept,-0.041909999633198795,0.39563119563709015,-0.10593198942694741,0.9156363129641705,-0.8173328942424156,0.7335128949760181
P5_Gap_valor_frequencia,HC3,C(uf)[T.BA],0.10371285990444068,0.09004181630482312,1.151829940361668,0.24939096201541844,-0.07276585715558406,0.2801915769644654
P5_Gap_valor_frequencia,HC3,C(uf)[T.CE],0.09045739413516396,0.10333939540977007,0.8753427845835046,0.3813874211582148,-0.11208409905212915,0.29299888732245705
P5_Gap_valor_frequencia,HC3,C(uf)[T.ES],0.35315690310219444,0.09612363561816453,3.673986120386173,0.00023879570958766898,0.16475803922754043,0.5415557669768485
P5_Gap_valor_frequencia,HC3,C(uf)[T.GO],0.18749441805131375,0.08193964700655251,2.2882014372885973,0.022125793058378602,0.02689566101254559,0.3480931750900819
P5_Gap_valor_frequencia,HC3,C(uf)[T.MA],-0.008814873092971296,0.0830394636543274,-0.10615281825115606,0.9154611049360697,-0.17156923115097583,0.15393948496503324
P5_Gap_valor_frequencia,HC3,C(uf)[T.MG],0.18472381510903477,0.08893944187278884,2.076961708094003,0.03780509354610551,0.010405712233275022,0.3590419179847945
P5_Gap_valor_frequencia,HC3,C(uf)[T.MS],0.04614743452445426,0.08300625036573489,0.5559513207875728,0.5782441330969262,-0.1165418266841008,0.20883669573300934
P5_Gap_valor_frequencia,HC3,C(uf)[T.MT],0.761122934160443,2.0015564054037305,0.380265543406916,0.7037483101675144,-3.16185553345632,4.684101401777206
P5_Gap_valor_frequencia,HC3,C(uf)[T.PA],0.0926337442651653,0.08384662586192261,1.1047999047417028,0.26924630181880393,-0.07170262264940769,0.2569701111797383
P5_Gap_valor_frequencia,HC3,C(uf)[T.PB],0.3271678291974367,0.2324709905104141,1.4073490566676983,0.15932390934452,-0.12846693965332762,0.782802598048201
