orgao_cnpj,portfolio_hhi_mai,portfolio_hhi_norm_mai,portfolio_cr1_mai,portfolio_cr4_mai,count_hhi_mai,count_hhi_norm_mai,exposicao_strength_global_mai,exposicao_degree_global_mai,n_fornecedores_mai,n_instrumentos_mai,quadrante_mai,exposicao_oculta_mai,portfolio_hhi_jun,portfolio_hhi_norm_jun,portfolio_cr1_jun,portfolio_cr4_jun,count_hhi_jun,count_hhi_norm_jun,exposicao_strength_global_jun,exposicao_degree_global_jun,n_fornecedores_jun,n_instrumentos_jun,quadrante_jun,exposicao_oculta_jun,delta_hhi,delta_hhi_norm,delta_exposicao_strength,quadrante_estavel
14914258000108,0.0824865549745326,0.0119085976648813,0.1065370409374254,0.4104373818484815,0.0714285714285714,0.0,0.5145727717717103,0.6243223365608664,14,14,baixo_baixo,False,0.0762016720976304,0.0102160772474612,0.0983346921413188,0.378837568907747,0.0666666666666666,0.0,0.5121049710470793,0.640022862813045,15,15,baixo_baixo,False,-0.006284882876902195,-0.0016925204174200997,-0.002467800724631042,True
14969199000175,0.4102133178947594,0.3891495078195722,0.6112085015990694,0.8940322551390824,0.064252523634033,0.030832970906677,0.9397062757526516,0.8848331346996716,29,79,critico,False,0.3466962128980476,0.3256218971850814,0.5546845529302794,0.8810836189418237,0.0669986419194205,0.0369018239168212,0.9383137797858662,0.8998260848937655,32,94,oculta,True,-0.06351710499671182,-0.0635276106344908,-0.0013924959667854786,False
14986862000140,0.0382361114297399,0.0238814265257061,0.0925009626098764,0.287821830974834,0.0304888888888888,0.0160185737976782,0.5887178714151766,0.6991304278097932,68,150,baixo_baixo,False,0.0295220563632871,0.0186178098055712,0.0715425067149053,0.2462718811918893,0.0240608044687621,0.0130951955302089,0.5657496877418454,0.6776287726724863,90,209,baixo_baixo,False,-0.0087140550664528,-0.005263616720134902,-0.0229681836733312,True
14994916000119,0.2038724209228973,0.1754392930987151,0.4241826340411827,0.6239583142705092,0.0489408327246165,0.0149744338933528,0.7049372252066124,0.7937874905139444,29,37,baixo_baixo,False,0.2038724209228973,0.1754392930987151,0.4241826340411827,0.6239583142705092,0.0489408327246165,0.0149744338933528,0.7023918728555995,0.7964937927260477,29,37,baixo_baixo,False,0.0,0.0,-0.0025453523510129417,True
14999490000196,0.2076936772300005,0.1196596413666672,0.394372781797752,0.7147180100705907,0.125,0.0277777777777777,0.5090601947794097,0.7929042971437101,10,12,baixo_baixo,False,0.2076936772300005,0.1196596413666672,0.394372781797752,0.7147180100705907,0.125,0.0277777777777777,0.562386999006608,0.8213902994279096,10,12,baixo_baixo,False,0.0,0.0,0.05332680422719838,True
15071063000106,0.3130532178697556,0.1413165223371945,0.4567553735926305,0.9488229273285568,0.2,3.4694469519536136e-17,0.6996155390653654,0.7234495464611154,5,5,baixo_baixo,False,0.2425829036074893,0.0910994843289872,0.3735872750104646,0.9162829635830892,0.1666666666666666,3.3306690738754695e-17,0.703976063923529,0.8369261637893997,6,6,baixo_baixo,False,-0.0704703142622663,-0.05021703800820729,0.004360524858163517,True
15111217000146,0.3239582888783535,0.1549478610979419,0.4328503641186492,0.9759206588086424,0.3632,0.204,0.672979625306823,0.7304386560556214,5,25,baixo_baixo,False,0.3239582888783535,0.1549478610979419,0.4328503641186492,0.9759206588086424,0.3632,0.204,0.6657152097354314,0.7280269515661563,5,25,baixo_baixo,False,0.0,0.0,-0.007264415571391569,True
15163648000156,0.2254608308728365,0.1798997032771211,0.3122494236269741,0.8764218843393777,0.0729166666666666,0.0183823529411764,0.6400386908466461,0.4221704264315948,18,24,baixo_baixo,False,0.1850038952889912,0.1461945569694193,0.2787757656979006,0.7824679995982562,0.0733333333333333,0.0292063492063491,0.6196813701826838,0.4667432885862183,22,30,baixo_baixo,False,-0.040456935583845305,-0.0337051463077018,-0.02035732066396234,True
15196311000145,0.0938265291025442,0.0241208774950476,0.1308237435324051,0.4809493389289827,0.0714285714285714,0.0,0.682470114093344,0.7816861076161359,14,14,baixo_baixo,False,0.0803260690509656,0.0190144736543633,0.1039755577458099,0.4094671532849143,0.0625,0.0,0.6773949881751872,0.7942036590052168,16,16,baixo_baixo,False,-0.013500460051578594,-0.005106403840684299,-0.005075125918156842,True
15224648000119,0.2295480083079373,0.119483438066214,0.3936274470101322,0.8177990880154211,0.125,0.0,0.2993318120384199,0.5549622731899287,8,8,baixo_baixo,False,0.1981584857946228,0.1090649842162475,0.3309969806376617,0.7652886618757481,0.1,3.0839528461809905e-17,0.3079174664594577,0.4922254586016419,10,10,baixo_baixo,False,-0.031389522513314505,-0.010418453849966508,0.008585654421037814,True
15245503000102,0.2222671354743954,0.0926449913867946,0.3657679515862572,0.8320132303493345,0.1428571428571428,0.0,0.5949659250002796,0.4508056676033914,7,7,baixo_baixo,False,0.1590358695149261,0.0749394564664187,0.2991257089679917,0.6804219623935598,0.1005917159763313,0.0106508875739645,0.5848906502722401,0.5784666374781307,11,13,baixo_baixo,False,-0.06323126595946929,-0.01770553492037591,-0.010075274728039485,True
15282487000110,0.4937175055080648,0.367146881885081,0.6765658270359464,0.998045476499674,0.2,3.4694469519536136e-17,0.8021242962828211,0.9345803085459644,5,5,hhi_alto,False,0.4937175055080648,0.367146881885081,0.6765658270359464,0.998045476499674,0.2,3.4694469519536136e-17,0.8330244138834789,0.9603336473157326,5,5,hhi_alto,False,0.0,0.0,0.030900117600657806,True
15345471000109,0.6376623128188912,0.5470778910236139,0.7819878228204574,0.9918542935122868,0.2,3.4694469519536136e-17,0.5118564729855736,0.4949982206814174,5,5,hhi_alto,False,0.6376623128188912,0.5470778910236139,0.7819878228204574,0.9918542935122868,0.2,3.4694469519536136e-17,0.5042729560732507,0.4924249379026968,5,5,hhi_alto,False,0.0,0.0,-0.007583516912322841,True
15358498000136,0.3521529120705727,0.2441783974156681,0.5576215019794407,0.8570317247023976,0.15625,0.015625,0.4272368044939432,0.5687509124228628,7,8,baixo_baixo,False,0.3516570709836353,0.259036652552726,0.5314463445127501,0.9226800927728168,0.14,0.0171428571428571,0.7029812502646926,0.8331097107536464,8,10,baixo_baixo,False,-0.0004958410869373986,0.014858255137057907,0.2757444457707494,True
15372714000106,0.3639098862070143,0.3003008748277158,0.5702066807044875,0.8739042448719564,0.1020408163265306,0.0122448979591836,0.798731435277266,0.9114325511218292,11,14,baixo_baixo,False,0.3324001921402544,0.2717093005166413,0.5431070160506992,0.8323710380945604,0.0933333333333333,0.0109090909090909,0.800418266962562,0.9230311256207948,12,15,baixo_baixo,False,-0.03150969406675991,-0.028591574311074508,0.0016868316852960419,True
15408168000108,0.0516952514800467,0.0338027090551419,0.1292377064611965,0.3688270570354078,0.0332736355924215,0.0150335155092596,0.8249027187036146,0.9960640181474988,54,103,baixo_baixo,False,0.313701327905572,0.3041694019042605,0.4215480721678377,0.8304484043990433,0.022353848026289,0.0087754292488764,0.9412273142720308,0.9823639460920524,73,157,oculta,True,0.26200607642552526,0.27036669284911863,0.11632459556841612,False
15442776000139,0.1170580289518817,0.0786692476019635,0.2089946730580551,0.5882433806257685,0.0505050505050505,0.0092226613965744,0.8233888287391442,0.9921713220290076,24,33,baixo_baixo,False,0.1993605778689623,0.1697072659381831,0.4001011922598757,0.6963007935757084,0.0422367638310529,0.0067640513803511,0.7108095541157372,0.7551543015829287,28,41,baixo_baixo,False,0.0823025489170806,0.0910380183362196,-0.112579274623407,True
15462287000149,0.2322015692953963,0.1810150072484227,0.4123201413971945,0.7646948606728287,0.0657439446366782,0.0034602076124567,0.8864460749778387,0.6896007776550148,16,17,baixo_baixo,False,0.228803550132636,0.1882142632975116,0.4092693982410393,0.7590369085659067,0.0521541950113378,0.0022675736961451,0.8827023833145948,0.6908751117637641,20,21,baixo_baixo,False,-0.0033980191627602796,0.007199256049088887,-0.003743691663243842,True
15470555000174,0.6237107094369774,0.5609958276764736,0.7791718635560638,0.9713665186524004,0.1428571428571428,0.0,0.8565566506191947,0.8441127434818363,7,7,hhi_alto,False,0.5784421541250462,0.525747423390677,0.7498908954368466,0.937105356191216,0.1111111111111111,0.0,0.8320252629084848,0.830947438199316,9,9,hhi_alto,False,-0.04526855531193119,-0.035248404285796564,-0.02453138771070995,True
15487793000192,0.2607686986346208,0.1375634817403909,0.4184213673076714,0.83386843608992,0.1428571428571428,0.0,0.6602906141329796,0.4014183565818779,7,7,baixo_baixo,False,0.2624146668018524,0.170216500152084,0.4361878586699901,0.8356931541595565,0.1111111111111111,0.0,0.7377824143940246,0.3989296410860706,9,9,baixo_baixo,False,0.0016459681672315596,0.0326530184116931,0.07749180026104496,True
15513690000150,0.1348985177281046,0.1199829749303133,0.3101325309505864,0.5897663704547076,0.0185546875,0.0016332165948275,0.8275255493028592,0.4585179065267158,59,64,baixo_baixo,False,0.1301145251247377,0.1163068191743367,0.3044452079558358,0.5789510205462775,0.0170132325141776,0.0014102679509106,0.8178681911978667,0.4597661445704462,64,69,baixo_baixo,False,-0.004783992603366899,-0.003676155755976601,-0.009657358104992464,True
15553985000150,0.55017277914105,0.4752015756645583,0.718569160666589,0.972520665189276,0.1428571428571428,0.0,0.7481030922826759,0.407408518800602,7,7,hhi_alto,False,0.2775260168958832,0.229361084688942,0.4059327063512547,0.8685414895951118,0.0625,0.0,0.743954811751785,0.458949829154367,16,16,baixo_baixo,False,-0.2726467622451668,-0.24584049097561628,-0.004148280530890891,False
15609665000174,0.2026775379992952,0.0697904609991778,0.2463605823068309,0.8734602463605823,0.1428571428571428,0.0,0.7938545188531175,0.5128451889380972,7,7,baixo_baixo,False,0.2012252051366677,0.0871145201561916,0.2454683173429134,0.8702967614885113,0.125,0.0,0.7923325784406284,0.5268583225038717,8,8,baixo_baixo,False,-0.0014523328626274978,0.017324059157013807,-0.0015219404124890978,True
15710935000139,0.2510136593678165,0.0637670742097706,0.2902888595024007,0.9273324946509542,0.2222222222222222,0.0277777777777778,0.661399486821431,0.6333921685566256,5,6,baixo_baixo,False,0.2510136593678165,0.0637670742097706,0.2902888595024007,0.9273324946509542,0.2222222222222222,0.0277777777777778,0.6579473915789047,0.6316850763529132,5,6,baixo_baixo,False,0.0,0.0,-0.0034520952425263207,True
15913253000123,0.1890334353403892,0.0876626147579378,0.2819078340898599,0.8066126578011251,0.1111111111111111,0.0,0.5887193378396037,0.6629844437362576,9,9,baixo_baixo,False,0.1286917978654705,0.0742350352320624,0.224344471572436,0.6419086970827128,0.0743801652892562,0.0165289256198347,0.5470610099522932,0.7218154286184898,17,22,baixo_baixo,False,-0.06034163747491869,-0.013427579525875394,-0.0416583278873105,True
16098402000100,0.2909853402247101,0.2364457510112262,0.4062941115428221,0.8544385023478714,0.0755555555555555,0.0044444444444444,0.8020820514931287,0.4258246813352159,14,15,baixo_baixo,False,0.2590872754550345,0.2179254574247586,0.3826248055540991,0.8046618361692224,0.055,0.0025,0.7786947356389808,0.4287509744824773,19,20,baixo_baixo,False,-0.031898064769675605,-0.01852029358646759,-0.023387315854147883,True
16176067000111,0.1622162433957673,0.1129348459484595,0.2905991465156822,0.7149930081995485,0.0555555555555555,0.0,0.7422823285774222,0.4325450767247215,18,18,baixo_baixo,False,0.1116593376484935,0.0746451433838474,0.2195711974291775,0.585274916580437,0.04,0.0,0.7645512442276142,0.4156505908258837,25,25,baixo_baixo,False,-0.050556905747273784,-0.0382897025646121,0.022268915650192067,True
16236457000130,0.5885819402021764,0.5298079316596301,0.7537762869419105,0.9506872564348328,0.16,0.04,0.8552576976123967,0.4014183565818778,8,10,hhi_alto,False,0.5430753607007291,0.4859597807883203,0.7229339000201236,0.9304349757792134,0.140495867768595,0.0330578512396694,0.8391029443206179,0.3989296410860706,9,11,hhi_alto,False,-0.04550657950144721,-0.04384815087130983,-0.016154753291778734,True
16501189000136,0.1883442285506832,0.1621617843103827,0.3760173847323197,0.6852653273159097,0.0343316289262235,0.0031810363109404,0.4601521506169982,0.4690234273746197,32,37,baixo_baixo,False,0.1624544693902425,0.1391893157621936,0.3476255944560107,0.6335232796160943,0.0297458085451595,0.0027943032269695,0.431428582643189,0.4622702714963485,37,43,baixo_baixo,False,-0.0258897591604407,-0.0229724685481891,-0.028723567973809205,True
16673998000125,0.4503869227397604,0.421459918673432,0.5893591909466938,0.9433525415075226,0.05,1.460819769243627e-17,0.9952085745372902,0.423994446385361,20,20,critico,False,0.2839985386094926,0.2541651443848882,0.4278609836984612,0.9252806786835256,0.04,0.0,0.9953450436884363,0.4159315597148695,25,25,oculta,True,-0.1663883841302678,-0.16729477428854383,0.00013646915114617908,False
16692121000181,0.1955381270469112,0.189397196719025,0.3429190934560245,0.7709698201954486,0.008601787822567,0.0010338625387698,0.9711685131439348,0.4553691857318437,132,154,oculta,True,0.1768012545260723,0.1715911358838323,0.3256980910708966,0.7322526027356687,0.0076012651770227,0.0013202605262444,0.9663570141289668,0.4725019895061229,159,198,oculta,True,-0.018736872520838915,-0.017806060835192705,-0.004811499014968024,True
16978926000196,0.2447359511033126,0.0559199388791407,0.3029606869023347,0.9555466214857996,0.2,3.4694469519536136e-17,0.4551701702694194,0.5500947785871173,5,5,baixo_baixo,False,0.1974373996589282,0.0369248795907138,0.251172535295098,0.8375592219603363,0.1666666666666666,3.3306690738754695e-17,0.460723061418476,0.6114739743898169,6,6,baixo_baixo,False,-0.047298551444384385,-0.018995059288426902,0.005552891149056605,True
17058108000138,0.1559664998111595,0.1090757498006684,0.2676752624196946,0.7209689753940376,0.055,0.0025,0.8673428550539547,0.5844731388113561,19,20,baixo_baixo,False,0.1218945938795591,0.0867703776347415,0.2106459340307172,0.6357180326831106,0.0439952437574316,0.0057550535077288,0.8590926810678398,0.5515218349950899,26,29,baixo_baixo,False,-0.03407190593160041,-0.0223053721659269,-0.00825017398611494,True
17228178000197,0.2708246285660967,0.0885307857076209,0.3654602319152712,0.9536672326968482,0.2222222222222222,0.0277777777777778,0.961828292092568,0.85762216410592,5,6,oculta,True,0.2708246285660967,0.0885307857076209,0.3654602319152712,0.9536672326968482,0.2222222222222222,0.0277777777777778,0.9607955148564667,0.886025772390769,5,6,oculta,True,0.0,0.0,-0.00103277723610129,True
17257474000116,0.0671466898734563,0.0153215059775372,0.1349408533955482,0.389940178548417,0.0566893424036281,0.0042831947593852,0.650831419528024,0.5732933846319441,19,21,baixo_baixo,False,0.0629366728551082,0.0136175503737981,0.125944783206474,0.363944128223472,0.0537190082644628,0.0039147455415397,0.6539925121996217,0.6013459279455418,20,22,baixo_baixo,False,-0.004210017018348097,-0.0017039556037391004,0.0031610926715976984,True
17323405000163,0.1465213487710339,0.0245958271668959,0.2066189464546935,0.671143386247237,0.14,0.0171428571428571,0.6398862536325647,0.6971282611657049,8,10,baixo_baixo,False,0.1465213487710339,0.0245958271668959,0.2066189464546935,0.671143386247237,0.14,0.0171428571428571,0.6348194084695851,0.6951190057719809,8,10,baixo_baixo,False,0.0,0.0,-0.005066845162979616,True
17380242000150,0.4386096164110287,0.3450445524795335,0.6305133620742714,0.9595257977799942,0.1428571428571428,0.0,0.7481307902134237,0.5078789292630296,7,7,hhi_alto,False,0.4352844665752789,0.3546108189431759,0.6281083202187974,0.955865764791199,0.125,0.0,0.7411053488745858,0.5074247159271651,8,8,hhi_alto,False,-0.0033251498357497744,0.009566266463642448,-0.007025441338837868,True
17387125000119,0.9876221852483872,0.9866700456521093,0.993784619629863,0.9991030807666408,0.0714285714285714,0.0,0.9988801734840892,0.8521234825360249,14,14,critico,False,0.9876221852483872,0.9866700456521093,0.993784619629863,0.9991030807666408,0.0714285714285714,0.0,0.99876977663098,0.8484461101701074,14,14,critico,False,0.0,0.0,-0.000110396853109207,True
17391027000155,0.2862037426061971,0.1969792104319717,0.4531627049375047,0.8963158489631932,0.1111111111111111,0.0,0.4086310157451936,0.5508455269109489,9,9,baixo_baixo,False,0.3179455841826158,0.2654798598889709,0.5065174578027092,0.8662574362878184,0.0714285714285714,0.0,0.5969807577565732,0.4590782840435266,14,14,baixo_baixo,False,0.03174184157641874,0.06850064945699919,0.1883497420113796,True
17444886000165,0.2462261195634294,0.1624734661815882,0.3233847818926168,0.8986087885677689,0.1224489795918367,0.0249433106575963,0.4702324162128328,0.687325975759418,10,14,baixo_baixo,False,0.2292642815586874,0.1591973980640226,0.3115667226927925,0.8657692350222261,0.1015625,0.0198863636363636,0.4508786276090979,0.6835873596060382,12,16,baixo_baixo,False,-0.01696183800474202,-0.0032760681175655892,-0.01935378860373488,True
17455641000133,0.6491523332608309,0.4737284998912463,0.78943955957664,1.0,0.5,0.25,0.7019913836176999,0.9777624303914356,3,6,hhi_alto,False,0.6491523332608309,0.4737284998912463,0.78943955957664,1.0,0.5,0.25,0.7497372661243105,0.981542420716754,3,6,hhi_alto,False,0.0,0.0,0.047745882506610604,True
17509587000161,0.3362081535119675,0.2413807468708199,0.4398184919431229,0.9559165518551652,0.1570247933884297,0.0365997638724911,0.8569827910512963,0.6623654462408449,8,11,baixo_baixo,False,0.3362081535119675,0.2413807468708199,0.4398184919431229,0.9559165518551652,0.1570247933884297,0.0365997638724911,0.8531970209354817,0.6619649772798146,8,11,baixo_baixo,False,0.0,0.0,-0.0037857701158146018,True
17526555000174,0.1740885462986137,0.0823206069984597,0.2351899423373059,0.7761268097131094,0.125,0.0277777777777777,0.8469581631167004,0.6312339955605685,10,12,baixo_baixo,False,0.1011752120704389,0.0449986628248414,0.1550430263778577,0.5426505923225019,0.0692520775623268,0.0110803324099723,0.8379642236668638,0.6099677401774427,17,19,baixo_baixo,False,-0.0729133342281748,-0.037321944173618296,-0.008993939449836508,True
17527365000171,0.9340361361363528,0.9175451701704408,0.9662039981782788,0.9977132403384404,0.2,3.4694469519536136e-17,0.9380792126438632,0.9448051074524948,5,5,critico,False,0.4811971926494024,0.4070825058850313,0.6203601000373845,0.9877926753584528,0.125,0.0,0.9145602560410788,0.9343145433093548,8,8,hhi_alto,False,-0.4528389434869504,-0.5104626642854095,-0.023518956602784358,False
17527397000177,0.5464727323442111,0.5011200055786322,0.6884408692763905,0.9918596659733168,0.0909090909090909,0.0,0.9920130646740292,0.7978225079797546,11,11,critico,False,0.511785129026664,0.4769126382428542,0.666046058245737,0.9595947166077357,0.0803324099722991,0.0146418678274633,0.9883325189251724,0.8027923792966052,15,19,critico,False,-0.034687603317547167,-0.02420736733577805,-0.0036805457488567894,True
17572121000100,0.2366339475018057,0.0457924343772571,0.3252476612436529,0.9379496725104124,0.2,3.4694469519536136e-17,0.995715568062711,0.4014183565818778,5,5,oculta,True,0.2052766489718993,0.1059362300933867,0.3012287946962969,0.8686840306729845,0.1111111111111111,0.0,0.99310598512739,0.3991164777363553,9,9,oculta,True,-0.0313572985299064,0.06014379571612959,-0.0026095829353209865,True
17710115000172,0.051597802000452,0.040941597528547,0.1183554179149897,0.37288147857994,0.023277142108481,0.0123027279748685,0.9158188522352048,0.9895503396339008,90,214,baixo_baixo,False,0.1045092466746359,0.0948803138431804,0.2750697378602987,0.5081759262465972,0.0232514177693761,0.0127487448421651,0.9397535428663468,0.9905786601809332,94,230,oculta,True,0.052911444674183905,0.05393871631463339,0.023934690631142064,False
17714486000122,0.3142413366899518,0.1428016708624398,0.4081447786263221,0.9341812397705416,0.2222222222222222,0.0277777777777778,0.4224132888824705,0.4454535004510535,5,6,baixo_baixo,False,0.1678084540670285,0.0753427267411428,0.2514878312683072,0.763659533450057,0.1074380165289256,0.0082644628099173,0.5739632919589623,0.793125522430012,10,11,baixo_baixo,False,-0.1464328826229233,-0.06745894412129701,0.15155000307649186,True
17718435000179,0.2501806032899235,0.0002408043865646,0.2615465429749445,1.0,0.28,0.04,0.4903184818382003,0.550203419652726,4,5,baixo_baixo,False,0.2009453005104591,0.0011816256380738,0.225877731401915,0.8104898109501596,0.2244897959183673,0.0306122448979591,0.5767978789796481,0.6459010597938218,5,7,baixo_baixo,False,-0.04923530277946436,0.0009408212515091999,0.08647939714144776,True
17718490000169,0.253483110178582,0.1601684989509047,0.3606017085957255,0.9229285506229185,0.1700680272108843,0.0663265306122449,0.9004654076971167,0.5549867175858127,9,21,baixo_baixo,False,0.253483110178582,0.1601684989509047,0.3606017085957255,0.9229285506229185,0.1700680272108843,0.0663265306122449,0.8984122185515604,0.5558579459021125,9,21,baixo_baixo,False,0.0,0.0,-0.0020531891455563,True
17726399000195,0.2891225655114258,0.146947078613711,0.454126655223329,0.9114805531122498,0.1666666666666666,3.3306690738754695e-17,0.6249598860026936,0.6377175269647588,6,6,baixo_baixo,False,0.2786946707738882,0.1584771159028696,0.4455783465976552,0.8943231874639558,0.1428571428571428,0.0,0.6124920488869465,0.6429508949747261,7,7,baixo_baixo,False,-0.01042789473753758,0.011530037289158579,-0.01246783711574706,True
17756464000125,0.0284914542374643,0.0195785317992759,0.084001690964709,0.2429306695457225,0.0283328836050221,0.0194185063903893,0.8482288903334427,0.989718989989354,110,251,baixo_baixo,False,0.0316819906358137,0.0235448645067029,0.1077954388781088,0.2600255008319767,0.0261521201625113,0.0179685245336248,0.8676118010841065,0.993013459730136,120,303,baixo_baixo,False,0.0031905363983493994,0.003966332707427002,0.019382910750663784,True
17799033000146,0.0341053490209443,0.0299239868954938,0.0913063341812626,0.2744120013706248,0.0134671312066717,0.0091964261469603,0.8636507151345624,0.8128485408931048,232,963,baixo_baixo,False,0.0343125823489841,0.0305106633818541,0.1098688341053146,0.2843595618863424,0.0130529385192178,0.0091673201669313,0.8551761052838511,0.7352217944257804,255,1163,baixo_baixo,False,0.00020723332803979783,0.0005866764863603005,-0.008474609850711246,True
17819061000188,0.1315679767859895,0.0902140709186556,0.2472677405567668,0.6130723996380786,0.0527999999999999,0.007695238095238,0.7448876345573759,0.4747753020037167,22,25,baixo_baixo,False,0.1785866590379749,0.1469938382317432,0.3044504972502204,0.7677320790080047,0.0426638917793964,0.0058432722324501,0.8923618519526649,0.5232609819090842,27,31,baixo_baixo,False,0.04701868225198541,0.05677976731308759,0.147474217395289,True
17844908000184,0.3269424676181778,0.102589956824237,0.3767095015223605,1.0,0.28,0.04,0.3292666227796744,0.4111062657554437,4,5,baixo_baixo,False,0.2033920523111523,0.0706240610296777,0.2418506275841271,0.8595904607544965,0.15625,0.015625,0.361235972451776,0.4637835214225143,7,8,baixo_baixo,False,-0.12355041530702551,-0.03196589579455929,0.03196934967210163,True
17851361000144,0.0897409353129027,0.0680681004394003,0.2066541014235989,0.4947824606511307,0.0241975308641975,0.0009641387419165,0.8504684339427392,0.5762901023086372,43,45,baixo_baixo,False,0.0832496323922463,0.067711490568386,0.209957083068715,0.4935993071365153,0.017578125,0.000926906779661,0.8694977415281759,0.67236525368111,60,64,baixo_baixo,False,-0.006491302920656403,-0.0003566098710142962,0.01902930758543675,True
17932766000107,0.029767222869168,0.021681949726411,0.0692609246297858,0.2481426835799715,0.0213984636172285,0.0132434508140388,0.932368621138009,0.99680558393369,121,431,oculta,True,0.0318372364386792,0.0246121411882216,0.0739992620265194,0.2644551998478313,0.0205375410750821,0.0132281197398215,0.9349168586864552,0.9970407838404324,135,508,oculta,True,0.002070013569511201,0.002930191461810599,0.0025482375484462416,True
17977824000119,0.3653776637763147,0.2067220797203934,0.5087351038291718,0.9920637323802648,0.2,3.4694469519536136e-17,0.7327337634575672,0.7747250822138474,5,5,baixo_baixo,False,0.2856771177711381,0.1428125413253657,0.4311304613192509,0.9734078731458286,0.1666666666666666,3.3306690738754695e-17,0.7092991588231263,0.7994163273972056,6,6,baixo_baixo,False,-0.07970054600517662,-0.06390953839502769,-0.023434604634440914,True
18009906000132,0.4492902547584648,0.311612818448081,0.6270420669981908,0.9870411306153708,0.2222222222222222,0.0277777777777778,0.6966117420747437,0.9114442380089014,5,6,hhi_alto,False,0.2717141959058127,0.1503332285567814,0.4374006735970373,0.9072465627597066,0.1604938271604938,0.0205761316872427,0.5916063905867005,0.7976033246414221,7,9,baixo_baixo,False,-0.1775760588526521,-0.16127958989129956,-0.10500535148804324,False
18070772000165,0.1992103280542054,0.0848118034905205,0.2421623923549987,0.8662868716785846,0.125,0.0,0.6513414792139252,0.760387839766131,8,8,baixo_baixo,False,0.1069342714569746,0.088708440262219,0.1910245271319971,0.604144100928458,0.0572509765625,0.0380112005739795,0.8067683566535292,0.7192262738848657,50,128,baixo_baixo,False,-0.09227605659723082,0.0038966367716984918,0.15542687743960404,True
18091059000106,0.0780283764001075,0.0543880783590846,0.1501172168017259,0.486533748813799,0.0347107438016528,0.0099597372324645,0.6060153343415516,0.7070343924102268,40,55,baixo_baixo,False,0.0635076552559834,0.0435822862188767,0.1246255549877256,0.4217593918229092,0.0289792387543252,0.0083192225576087,0.5937944178359547,0.7338713744862735,48,68,baixo_baixo,False,-0.014520721144124102,-0.010805792140207902,-0.01222091650559698,True
18097936000148,0.0841759867525647,0.0425476225140449,0.1552973294033134,0.4723223742919745,0.1235853327297419,0.0837483023992756,0.4790249907643358,0.5776606751905856,23,47,baixo_baixo,False,0.0841759867525647,0.0425476225140449,0.1552973294033134,0.4723223742919745,0.1235853327297419,0.0837483023992756,0.4836576952229567,0.5792601904210163,23,47,baixo_baixo,False,0.0,0.0,0.0046327044586209065,True
18123264000106,0.2053887478803527,0.0464664974564232,0.2921959302803298,0.8376351636696776,0.1875,0.025,0.5607343599374156,0.4014183565818778,6,8,baixo_baixo,False,0.2053887478803527,0.0464664974564232,0.2921959302803298,0.8376351636696776,0.1875,0.025,0.5529953900637401,0.3989296410860706,6,8,baixo_baixo,False,0.0,0.0,-0.007738969873675505,True
18137082000186,0.0917896184386518,0.0505073283676815,0.1734483209619552,0.5120111372323213,0.0622222222222222,0.0195959595959596,0.6422198149025057,0.4130693741199799,23,30,baixo_baixo,False,0.0845525662414905,0.0464089231682192,0.1648014967345178,0.4864861261997308,0.056640625,0.017333984375,0.6277579129230418,0.4099699950608874,25,32,baixo_baixo,False,-0.007237052197161295,-0.0040984051994623,-0.014461901979463843,True
18180942000164,0.4758689349925331,0.4557100478768613,0.6794727403985347,0.8715909456188049,0.04,0.003076923076923,0.9063471506835052,0.5377602005044687,27,30,hhi_alto,False,0.4758689349925331,0.4557100478768613,0.6794727403985347,0.8715909456188049,0.04,0.003076923076923,0.9060404455872862,0.5388789764767837,27,30,hhi_alto,False,0.0,0.0,-0.00030670509621899544,True
18180975000104,0.4737042081970502,0.3684450498364602,0.6646530625608787,0.9497908634760046,0.1666666666666666,3.3306690738754695e-17,0.8561430315875772,0.9637709770588904,6,6,hhi_alto,False,0.4737042081970502,0.3684450498364602,0.6646530625608787,0.9497908634760046,0.1666666666666666,3.3306690738754695e-17,0.8517809375910445,0.9647753644820894,6,6,hhi_alto,False,0.0,0.0,-0.0043620939965327565,True
18184942000132,0.5554894949493475,0.548544018307931,0.73614961769628,0.9192340905040808,0.0285916824196597,0.0134134274574669,0.9364452071286012,0.5516227188997749,65,92,critico,False,0.5236116582506579,0.5184335241012086,0.7146655426493805,0.8924068074201603,0.0211202938475665,0.0104802970415618,0.928991397614715,0.5642846444430083,93,165,critico,False,-0.0318778366986896,-0.030110494206722405,-0.007453809513886189,True
18196469000103,0.3431054384469441,0.2774159822916384,0.4927320991090567,0.8817573408590191,0.0909090909090909,0.0,0.8591255067369336,0.4014183565818778,11,11,baixo_baixo,False,0.3431054384469441,0.2774159822916384,0.4927320991090567,0.8817573408590191,0.0909090909090909,0.0,0.8547810807073997,0.3989296410860706,11,11,baixo_baixo,False,0.0,0.0,-0.004344426029533888,True
18208903000128,0.1118366383791207,0.0230203022170328,0.186811133943583,0.5427882410882597,0.0909090909090909,0.0,0.5055950366104613,0.5641328922461033,11,11,baixo_baixo,False,0.1118366383791207,0.0230203022170328,0.186811133943583,0.5427882410882597,0.0909090909090909,0.0,0.4974733466226336,0.5612056961872243,11,11,baixo_baixo,False,0.0,0.0,-0.008121689987827752,True
