orgao_cnpj,portfolio_hhi_mai,portfolio_hhi_norm_mai,portfolio_cr1_mai,portfolio_cr4_mai,count_hhi_mai,count_hhi_norm_mai,exposicao_strength_global_mai,exposicao_degree_global_mai,n_fornecedores_mai,n_instrumentos_mai,quadrante_mai,exposicao_oculta_mai,portfolio_hhi_jun,portfolio_hhi_norm_jun,portfolio_cr1_jun,portfolio_cr4_jun,count_hhi_jun,count_hhi_norm_jun,exposicao_strength_global_jun,exposicao_degree_global_jun,n_fornecedores_jun,n_instrumentos_jun,quadrante_jun,exposicao_oculta_jun,delta_hhi,delta_hhi_norm,delta_exposicao_strength,quadrante_estavel
11065186000183,0.437846825977552,0.402712252601149,0.5786824576155076,0.970158049079988,0.0588235294117647,0.0,0.9510525693887832,0.5978441412932418,17,17,critico,False,0.437846825977552,0.402712252601149,0.5786824576155076,0.970158049079988,0.0588235294117647,0.0,0.9561694940285934,0.6193587679531436,17,17,critico,False,0.0,0.0,0.005116924639810172,True
11084263000142,0.0272294869700298,0.0170964607926342,0.0589880193867762,0.207224677699487,0.0113168724279835,0.0010180898491083,0.8697899797346879,0.5142028242933564,97,108,baixo_baixo,False,0.0262059234686421,0.016369619665295,0.0575425462516841,0.2021467363199216,0.0111607142857142,0.0011724386724386,0.8656520158882973,0.5220878771725512,100,112,baixo_baixo,False,-0.0010235635013877004,-0.0007268411273391971,-0.0041379638463905355,True
11111771000172,0.21713393720317,0.2097484083088603,0.4579092100439227,0.5552275623147751,0.0196154002190758,0.0103664889003878,0.8150297257384382,0.5039735014379499,107,314,baixo_baixo,False,0.1426685579747262,0.136222456906867,0.3135449382220323,0.5654320996902591,0.0207249260279563,0.0133619555469635,0.8203086263208066,0.4873845372415651,134,396,baixo_baixo,False,-0.07446537922844382,-0.0735259514019933,0.005278900582368351,True
11112312000103,0.6074404317869672,0.5638227019855191,0.7749263623804805,0.8932038078190814,0.1,3.0839528461809905e-17,0.9517444018660144,0.8522150788841923,10,10,critico,False,0.50839739665742,0.4674305130455383,0.7071601232613345,0.8197647457741309,0.0769230769230769,1.503427012513233e-17,0.9365125967532976,0.8127459663744779,13,13,critico,False,-0.09904303512954715,-0.0963921889399808,-0.015231805112716823,True
11124654000143,0.1631034820457793,0.0435468366237477,0.2295139659248265,0.7234471467588802,0.125,0.0,0.365431046728578,0.4014183565818778,8,8,baixo_baixo,False,0.1631034820457793,0.0435468366237477,0.2295139659248265,0.7234471467588802,0.125,0.0,0.3569708734231184,0.3989296410860706,8,8,baixo_baixo,False,0.0,0.0,-0.008460173305459617,True
11135974000107,0.4536454274295345,0.3625863320011235,0.6354742018096177,0.9569683700480384,0.15625,0.015625,0.922816796229528,0.4014183565818778,7,8,hhi_alto,False,0.4536454274295345,0.3625863320011235,0.6354742018096177,0.9569683700480384,0.15625,0.015625,0.9196852229177724,0.3989296410860706,7,8,hhi_alto,False,0.0,0.0,-0.003131573311755509,True
11136549000124,0.0683310515848685,0.0165716655618057,0.0714141198332121,0.2856564793328484,0.055,0.0025,0.9701013492136562,0.4460286402242651,19,20,oculta,True,0.0683310515848685,0.0165716655618057,0.0714141198332121,0.2856564793328484,0.055,0.0025,0.9697565996339352,0.4765892141071343,19,20,oculta,True,0.0,0.0,-0.000344749579720971,True
11148262000114,0.039945019096584,0.0315967149148152,0.0719690854898134,0.2727110417114302,0.0278150475876625,0.0193612653927726,0.9319463071401932,0.9967150569725124,116,357,oculta,True,0.8598240101812559,0.8586935586504596,0.9271581132473992,0.9419850211843726,0.0258427203456015,0.0179866132516144,0.9906070201053578,0.9470411514514,125,377,critico,False,0.8198789910846719,0.8270968437356444,0.05866071296516462,False
11149280000110,0.1140767023117399,0.0824365845371592,0.1694001423778577,0.6067562561684338,0.059592464436755,0.026006481023782,0.4904893689812513,0.5490848682540908,29,51,baixo_baixo,False,0.1187295828219448,0.0903015048484592,0.2176878877800774,0.6186893285462154,0.0592088687326782,0.0288607677240549,0.5211836263472083,0.5445951324916383,32,63,baixo_baixo,False,0.004652880510204904,0.007864920311299997,0.03069425736595699,True
11151349000140,0.229308339856619,0.1779288958470603,0.4239060612056766,0.7429700604737322,0.074074074074074,0.0123456790123456,0.5947839621497767,0.5248287937151729,16,18,baixo_baixo,False,0.2089867364356505,0.162456544461277,0.4016127429045905,0.7038970922807113,0.0661157024793388,0.011181332036947,0.5847939233965431,0.5493228718728684,18,22,baixo_baixo,False,-0.020321603420968504,-0.01547235138578329,-0.009990038753233565,True
11151460000137,0.3053804683133089,0.2738068532366411,0.5096135412064023,0.8131019253540716,0.0502958579881656,0.0071274878967186,0.8582798569845559,0.4851659333689614,23,26,baixo_baixo,False,0.2416717933917534,0.2222274804017983,0.4514348390182627,0.7202762624963059,0.0302457466918714,0.005380253017304,0.8375309287972651,0.529656478994196,40,46,baixo_baixo,False,-0.06370867492155549,-0.05157937283484282,-0.020748928187290794,True
11152150000137,0.0393960271112578,0.0111429690851183,0.0675279107626912,0.2632087899505788,0.03125,0.0027573529411764,0.7952774026053455,0.4376499828268441,35,40,baixo_baixo,False,0.035200022024737,0.0098105489201249,0.0597884589656734,0.2330421267239804,0.027892561983471,0.0023107872988255,0.7882588208164597,0.43101883185277,39,44,baixo_baixo,False,-0.0041960050865208,-0.0013324201649934,-0.007018581788885814,True
11160486000141,0.1278270328543179,0.0765227406692777,0.2390790171437856,0.619139232057307,0.0555555555555555,0.0,0.8342234231279051,0.7719900831457697,18,18,baixo_baixo,False,0.1430479495416043,0.1002003470186845,0.2873513788162281,0.6574537123836544,0.0476190476190476,0.0,0.860666675069814,0.6682492750311911,21,21,baixo_baixo,False,0.015220916687286395,0.0236776063494068,0.026443251941908885,True
11166368000140,0.1367017891797006,0.1161470698744554,0.3443958641790707,0.4751683982308716,0.035625,0.0126636904761904,0.7142921139542271,0.5705747672994494,43,80,baixo_baixo,False,0.1165201642389487,0.0973140808528389,0.3093901389369232,0.4710764686150253,0.0336900515259611,0.0126833135156559,0.7107311761448594,0.5644307638536181,47,87,baixo_baixo,False,-0.020181624940751902,-0.01883298902161651,-0.0035609378093677257,True
11168270000122,0.0300335196842645,0.0127126896786264,0.0586377537259421,0.1945767053252957,0.01953125,0.0020228794642857,0.6561733988389454,0.6093564448482732,57,64,baixo_baixo,False,0.04295038525086,0.0288761262104315,0.0654957254859795,0.2443064987587815,0.0165406427221172,0.0020780051150895,0.8334276964465501,0.5268928292008535,69,92,baixo_baixo,False,0.0129168655665955,0.0161634365318051,0.1772542976076047,True
11170888000127,0.080760387311692,0.0194777464658048,0.129522529132322,0.4400077057707204,0.0625,0.0,0.7132218451511203,0.6970625862596256,16,16,baixo_baixo,False,0.080760387311692,0.0194777464658048,0.129522529132322,0.4400077057707204,0.0625,0.0,0.7059169741588859,0.6937771733589502,16,16,baixo_baixo,False,0.0,0.0,-0.007304870992234425,True
11171868000170,0.0602130291532017,0.045055174784705,0.164448254520237,0.3977195923713481,0.0186980609418282,0.0028706103118577,0.9145271029165114,0.6866482779571093,63,76,baixo_baixo,False,0.0517060671128962,0.0381590109287947,0.1424993626568088,0.3589875474255949,0.0172495274102079,0.0032102349446394,0.9141536767322568,0.705265887715205,71,92,baixo_baixo,False,-0.008506962040305502,-0.006896163855910298,-0.0003734261842546216,True
11179871000130,0.3336837902983288,0.167104737872911,0.4021933352573116,0.9876210417728436,0.2,3.4694469519536136e-17,0.6890032507230319,0.8433649513792216,5,5,baixo_baixo,False,0.5566934320738905,0.4828090040862056,0.7297712647545261,0.972610082899539,0.1428571428571428,0.0,0.8282833197606904,0.5183456497278361,7,7,hhi_alto,False,0.22300964177556176,0.3157042662132946,0.13928006903765844,False
11188015000141,0.4103447536921477,0.3963053430657703,0.6300183209776934,0.794229837375579,0.057174515235457,0.0347262894077298,0.9711282162948685,0.6138777724571527,43,190,critico,False,0.3550610659052511,0.3404033628576433,0.5804783857510613,0.775942181361218,0.0548729812897284,0.0333928217735859,0.9684897395805752,0.6354901802529465,45,211,oculta,True,-0.055283687786896574,-0.05590198020812703,-0.002638476714293292,False
11193159000196,0.1914058134928337,0.0566401157416393,0.3189643885371385,0.7668979335641974,0.1604938271604938,0.0205761316872427,0.9811308802600078,0.5952100103834512,7,9,oculta,True,0.1778223813315955,0.0750501789980449,0.3062462187784531,0.7363191653468832,0.1239669421487603,0.0144628099173553,0.9761916015428308,0.5873097099317637,9,11,oculta,True,-0.013583432161238196,0.018410063256405602,-0.004939278717177031,True
11195905000180,0.200505435110724,0.0672563409625113,0.2684323229682108,0.8002068825987857,0.1428571428571428,0.0,0.8153608461853,0.6116309059992621,7,7,baixo_baixo,False,0.1810156798454534,0.0640179198233753,0.2525854233500367,0.7529666769406292,0.125,0.0,0.8004728292590945,0.6233678183500811,8,8,baixo_baixo,False,-0.01948975526527061,-0.0032384211391359996,-0.01488801692620556,True
11206573000192,0.1998094185381779,0.133126870083026,0.3959481093188502,0.6589372051248775,0.0769230769230769,1.503427012513233e-17,0.8058733734466832,0.8726442676749212,13,13,baixo_baixo,False,0.1563073098368764,0.0960435462537961,0.3425489158678746,0.583471858394345,0.0703125,0.00390625,0.7942542967872828,0.8449619656682343,15,16,baixo_baixo,False,-0.0435021087013015,-0.03708332382922991,-0.011619076659400429,True
11208059000196,0.1718053742306524,0.1126486152471276,0.2978660834100174,0.7361520400193573,0.107750472589792,0.0440183634890629,0.7935428543193386,0.4875038589399124,15,23,baixo_baixo,False,0.1718053742306524,0.1126486152471276,0.2978660834100174,0.7361520400193573,0.107750472589792,0.0440183634890629,0.7929507163631088,0.4956594238340344,15,23,baixo_baixo,False,0.0,0.0,-0.0005921379562298101,True
11214458000160,0.0595055276179075,0.0507158596517197,0.1199154336126464,0.4099552118855271,0.0286746790606252,0.0195968723228741,0.9508907091088517,0.8905395768801894,108,442,oculta,True,0.052521375200005,0.0446257199933384,0.1084070611091563,0.3774150550663416,0.0255731922398589,0.0174529688418577,0.950783076294986,0.8970242119924712,121,504,oculta,True,-0.006984152417902498,-0.006090139658381302,-0.00010763281386561019,True
11221619000142,0.0230413007820642,0.0156957466526061,0.0585885951413573,0.1848264379786075,0.0130688578227245,0.005648322919136,0.797209933811457,0.7758094030437821,134,328,baixo_baixo,False,0.0230413007820642,0.0156957466526061,0.0585885951413573,0.1848264379786075,0.0130688578227245,0.005648322919136,0.8027654135940572,0.7783533760996302,134,328,baixo_baixo,False,0.0,0.0,0.005555479782600181,True
11224030000106,0.0733170814006785,0.056468301062509,0.1703199886463677,0.4476233604084662,0.0255800118976799,0.0078632848412741,0.8193624479722692,0.9902728688006808,56,82,baixo_baixo,False,0.0683514614175129,0.053078534555505,0.1636442997111458,0.4300787707336161,0.0226378998830906,0.0066155703729773,0.8242050455188341,0.991796964362292,62,97,baixo_baixo,False,-0.004965619983165595,-0.0033897665070040037,0.0048425975465649085,True
11228769000188,0.9797265561014136,0.9763476487849826,0.9897956870275476,0.9981183555857968,0.1604938271604938,0.0205761316872427,0.9763918860955512,0.4074812183297399,7,9,critico,False,0.7751997904078022,0.7527197694485824,0.8728941421575457,0.994028339601321,0.1022222222222222,0.0124444444444444,0.9638216861676212,0.4061724575989441,11,15,critico,False,-0.2045267656936114,-0.22362787933640016,-0.01257019992792996,True
11231203000105,0.2813941129011567,0.2748013983406168,0.3785958641972711,0.8895736578140645,0.0207351303185564,0.0117510489453322,0.9503437735243452,0.466882370186376,110,335,oculta,True,0.257415456927882,0.2515683345414874,0.3615483785088881,0.8495177680528232,0.0197683203223369,0.0120499606398356,0.9432083832467912,0.540227150420322,128,418,oculta,True,-0.0239786559732747,-0.023233063799129372,-0.0071353902775539435,True
11232665000147,0.0893616010648619,0.0804337736243214,0.2338259684294917,0.4834293656795844,0.0539178734378099,0.0446425584715139,0.7951521722515884,0.505166015428131,103,355,baixo_baixo,False,0.0811691106619688,0.0730378638536676,0.2164875378050524,0.457813454247522,0.0504436728395061,0.0420405195018026,0.7919073148733199,0.5097942062393694,114,432,baixo_baixo,False,-0.008192490402893104,-0.007395909770653797,-0.0032448573782685175,True
11237287000194,0.1118980177490018,0.0563916438583144,0.17866437319689,0.5657572023209613,0.0657596371882086,0.0073696145124716,0.7182767159345584,0.6006002514659551,17,21,baixo_baixo,False,0.1118980177490018,0.0563916438583144,0.17866437319689,0.5657572023209613,0.0657596371882086,0.0073696145124716,0.7124892578171539,0.5988041701177779,17,21,baixo_baixo,False,0.0,0.0,-0.005787458117404554,True
11241709000103,0.521452259482473,0.5168508389005737,0.7188707364524247,0.8137682411251939,0.0386244722187153,0.0293804767592799,0.93982141107025,0.5350030413638664,105,534,critico,False,0.4981579597313622,0.4933785117288037,0.7023542015765782,0.7950713727539355,0.0380169045717207,0.0288551608057371,0.9322716981599014,0.532666828823432,106,547,critico,False,-0.023294299751110803,-0.023472327171770002,-0.0075497129103485605,True
11243552000147,0.1249165416645772,0.1114537192286476,0.2866583528813041,0.5885238995556091,0.0412234610619847,0.0264730527706306,0.8747360515103902,0.9780141777788736,66,153,baixo_baixo,False,0.1176901691038135,0.1047150245318107,0.2745162586653363,0.5748578324796048,0.0419377162629757,0.0278485650315489,0.8948254028515495,0.981500188441152,69,170,baixo_baixo,False,-0.007226372560763708,-0.006738694696836897,0.0200893513411593,True
11246073000184,0.1084607288579936,0.0713132592270767,0.2064228248799597,0.5848531937091563,0.0582639714625445,0.0190249702734839,0.967526123611686,0.9977741351731994,25,87,oculta,True,0.0981151906957241,0.0634273134147904,0.189983592959767,0.5467654347533919,0.0572916666666666,0.0210336538461538,0.9703536777708583,0.998091157731652,27,96,oculta,True,-0.010345538162269505,-0.007885945812286299,0.002827554159172352,True
11252074000131,0.1691549136881634,0.1466996410851408,0.3733132237452519,0.599499565832094,0.0355253212396069,0.0094584380298665,0.9159825358621736,0.9835979806325944,38,63,baixo_baixo,False,0.0738959915437924,0.058460924736189,0.209389351350921,0.4248383428043017,0.0256696428571428,0.0094308035714285,0.8996241123426962,0.9828160463464004,61,112,baixo_baixo,False,-0.09525892214437101,-0.0882387163489518,-0.01635842351947736,True
11257200000140,0.0899927190582156,0.04862875174268,0.1620574091295892,0.4806364448133101,0.0682397959183673,0.0258870593692022,0.9727099566676785,0.9970409862942043,23,56,oculta,True,0.1077474389128674,0.0720573364693821,0.2211692793947709,0.5561879501115371,0.0617063934061038,0.0241746491423479,0.973347689058505,0.9973906115787864,26,67,oculta,True,0.017754719854651796,0.023428584726702104,0.0006377323908265398,True
11258723000101,0.1257608611919496,0.0383369473111445,0.2030368437807707,0.6428339295252732,0.0909090909090909,0.0,0.7912982003451714,0.5756738611938245,11,11,baixo_baixo,False,0.1257608611919496,0.0383369473111445,0.2030368437807707,0.6428339295252732,0.0909090909090909,0.0,0.7937338099177118,0.5892274245732738,11,11,baixo_baixo,False,0.0,0.0,0.0024356095725404092,True
11259476000168,0.6863200644475623,0.6514667382750693,0.8263328724558306,0.8921890065276068,0.1,3.0839528461809905e-17,0.924171581924314,0.8327926612444283,10,10,critico,False,0.6863200644475623,0.6514667382750693,0.8263328724558306,0.8921890065276068,0.1,3.0839528461809905e-17,0.9246659112003376,0.8296744915650952,10,10,hhi_alto,False,0.0,0.0,0.0004943292760235529,False
11261188000148,0.3266264625066615,0.2424547703199942,0.4159744839106878,0.958148478581665,0.1111111111111111,0.0,0.9587823591228908,0.4964574232936149,9,9,oculta,True,0.2822556348414721,0.2170061470997877,0.3854586766179892,0.8878588924144805,0.0833333333333333,1.5139404881252137e-17,0.9471152957246602,0.498393794511424,12,12,oculta,True,-0.044370827665189405,-0.025448623220206523,-0.011667063398230537,True
11265919000123,0.046526563540111,0.028869648050113,0.0875396204811158,0.3095004657037447,0.0417389293559949,0.0239933539736985,0.8865645128870926,0.9934679698799236,55,186,baixo_baixo,False,0.1044635787990713,0.0931276747332367,0.2294443027906516,0.5767139203557299,0.0323982759880195,0.0201501528992603,0.8720868503646869,0.7611883613952047,80,234,baixo_baixo,False,0.0579370152589603,0.0642580266831237,-0.014477662522405677,True
11267244000151,0.1393918343672313,0.0915802696098553,0.2075183131605101,0.6905202058034265,0.0526315789473684,0.0,0.7648284066926894,0.607947013508351,19,19,baixo_baixo,False,0.1182839070176084,0.0741981023684889,0.1870376008389981,0.6223703376213712,0.0476190476190476,0.0,0.7747340613556969,0.6435531671083574,21,21,baixo_baixo,False,-0.0211079273496229,-0.017382167241366403,0.009905654663007524,True
11268671000154,0.0381039713609311,0.0243625995232301,0.0929338741940697,0.2641433061210574,0.0243055555555555,0.0103670634920634,0.7792404374982329,0.6417832787755456,71,120,baixo_baixo,False,0.1140294331515364,0.1033550889726393,0.3114698864837099,0.4576001347872486,0.0234979179060083,0.0117328325795746,0.8464322183577663,0.7172556760168557,84,164,baixo_baixo,False,0.0759254617906053,0.0789924894494092,0.06719178085953337,True
11270247000144,0.5002395262317078,0.4502634788548785,0.6772516608169163,0.9297396033479872,0.0972222222222222,0.0069444444444444,0.91728737547935,0.7260045294259664,11,12,hhi_alto,False,0.5002395262317078,0.4502634788548785,0.6772516608169163,0.9297396033479872,0.0972222222222222,0.0069444444444444,0.9159884288199204,0.723211171363402,11,12,hhi_alto,False,0.0,0.0,-0.001298946659429645,True
11271704000115,0.0753830317435192,0.0434996880105371,0.148891181418468,0.4540498046192546,0.0358126721763085,0.0025648332858364,0.8064126376812586,0.4457674413808697,30,33,baixo_baixo,False,0.0753830317435192,0.0434996880105371,0.148891181418468,0.4540498046192546,0.0358126721763085,0.0025648332858364,0.800636215597822,0.443159214671175,30,33,baixo_baixo,False,0.0,0.0,-0.005776422083436539,True
11272232000115,0.6493551625927831,0.5909143563582471,0.7991889513832653,0.9674075526204864,0.1428571428571428,0.0,0.941897045703384,0.853893692795255,7,7,critico,False,0.5806004940529105,0.520686278917612,0.7535726201368592,0.9320312729559485,0.125,0.0,0.928997416499222,0.8370107849473329,8,8,critico,False,-0.06875466853987267,-0.07022807744063508,-0.012899629204161989,True
11279755000193,0.142669414781232,0.1131062911529986,0.2531916849894168,0.6425698066019291,0.0516528925619834,0.018951268167569,0.8375812243768438,0.5627890732107586,30,44,baixo_baixo,False,0.1367521154771846,0.1079771859930908,0.2476632863395531,0.628539400937502,0.049149338374291,0.0174543163201007,0.8335537706540023,0.5715357922004856,31,46,baixo_baixo,False,-0.005917299304047385,-0.005129105159907804,-0.004027453722841523,True
11280020000180,0.1348366818081611,0.0893017703243801,0.3251875978897856,0.5070309200602553,0.05,1.460819769243627e-17,0.6793628992045679,0.4940249537391534,20,20,baixo_baixo,False,0.1172547691042078,0.0752192819186939,0.2961286548054461,0.4785634910275004,0.0454545454545454,0.0,0.6792859675595562,0.5242125376355607,22,22,baixo_baixo,False,-0.017581912703953304,-0.014082488405686197,-7.693164501176852e-05,True
11283491000141,0.4669810275022338,0.400353655940013,0.6656551807266495,0.898687323757225,0.12,0.01,0.8270888409091051,0.4342519806107253,9,10,hhi_alto,False,0.4669810275022338,0.400353655940013,0.6656551807266495,0.898687323757225,0.12,0.01,0.8262484987594017,0.7324065564537038,9,10,hhi_alto,False,0.0,0.0,-0.0008403421497034103,True
11283510000130,0.3625412545218845,0.2714757194535823,0.5568945253308817,0.8920604574830495,0.125,0.0,0.7921276960209805,0.7018907639454006,8,8,baixo_baixo,False,0.3510662811096229,0.2583614641252833,0.5473399876283042,0.8767555390715491,0.1358024691358024,0.0123456790123456,0.7858442183894312,0.7029988887954243,8,9,baixo_baixo,False,-0.011474973412261613,-0.013114255328298963,-0.00628347763154935,True
11285282000137,0.0458366417995673,0.0339095998220619,0.1072363345738533,0.348324177568672,0.0139900566539484,0.0016649323621227,0.8466762196739444,0.732471365584664,81,93,baixo_baixo,False,0.0360474794748919,0.0264079542696409,0.0846450124589006,0.277740694968375,0.0116993852865357,0.0018163791394011,0.8465348859279969,0.6824275378258093,101,123,baixo_baixo,False,-0.009789162324675402,-0.0075016455524210025,-0.0001413337459474917,True
11290422000165,0.0875245601981517,0.0774973575629666,0.1957913594641464,0.508583494953311,0.0281975014872099,0.0175183531519046,0.7972191739629637,0.6324630715423057,92,205,baixo_baixo,False,0.0592631148020404,0.0507109613002408,0.1331149179687925,0.4043067436801246,0.0241599384851979,0.0152886651986997,0.7897578222137326,0.6224213254936407,111,255,baixo_baixo,False,-0.028261445396111307,-0.026786396262725803,-0.0074613517492311265,True
11290534000116,0.1341802943932628,0.0475983238325891,0.2100802242536437,0.634595570737109,0.1239669421487603,0.0363636363636363,0.96427203626485,0.9956344721002436,11,22,oculta,True,0.1430377959493405,0.0716242789451189,0.2565397038863298,0.6547285842492068,0.111111111111111,0.037037037037037,0.9166770133386194,0.9843400611533526,13,27,baixo_baixo,False,0.008857501556077702,0.0240259551125298,-0.047595022926230635,False
11291694000180,0.4439639045980521,0.3512912220310608,0.5442862709712332,0.9804392862865942,0.1428571428571428,0.0,0.9599816235263572,0.7204278558083361,7,7,critico,False,0.4172235930482357,0.3339698206265551,0.5270023043552285,0.9696075999718422,0.125,0.0,0.9533715006563358,0.723945870912196,8,8,critico,False,-0.026740311549816376,-0.017321401404505665,-0.006610122870021384,True
11293112000102,0.341331298789429,0.2315531819210005,0.4825615897855103,0.932843442074658,0.1428571428571428,0.0,0.923470777223144,0.7854312562228969,7,7,baixo_baixo,False,0.2817137199071883,0.1919279348955869,0.4345256878097101,0.8399848783373669,0.1111111111111111,0.0,0.9133844692821708,0.7888204573627704,9,9,baixo_baixo,False,-0.05961757888224073,-0.03962524702541359,-0.010086307940973205,True
11293409000160,0.0629916627387506,0.0546995535594475,0.0685969040279923,0.2743876161119692,0.0231165626360865,0.0144715764647244,0.988041504904717,0.4126244159625247,114,332,oculta,True,0.0596325303025534,0.0526148626182441,0.0665186595213253,0.2660746380853013,0.0207842946929068,0.0134767148025554,0.9859440601060784,0.4110561771905376,135,406,oculta,True,-0.003359132436197204,-0.0020846909412034,-0.0020974447986386036,True
11299994000105,0.2614741007227126,0.0768426259033907,0.3183023591244598,0.977895669505246,0.2,3.4694469519536136e-17,0.7108993047027223,0.4014183565818778,5,5,baixo_baixo,False,0.2614741007227126,0.0768426259033907,0.3183023591244598,0.977895669505246,0.2,3.4694469519536136e-17,0.7438923691426953,0.4946480016129494,5,5,baixo_baixo,False,0.0,0.0,0.03299306443997296,True
11299998000193,0.0326736014301333,0.0241131908233203,0.071800958223845,0.2456166300444567,0.0260725739249008,0.0174537471454752,0.9091406945782384,0.995655970195365,114,398,baixo_baixo,False,0.2588774857003292,0.2535070326981577,0.5014512079073947,0.5924262927451592,0.0222218489653318,0.0151365000447908,0.9539871013271092,0.9960640199484668,139,488,oculta,True,0.2262038842701959,0.2293938418748374,0.04484640674887075,False
11301658000150,0.1781786490100789,0.1553502781492478,0.2916784011773861,0.6862672954103298,0.0389360679378304,0.0122398476027702,0.9352943952674176,0.977775858858268,37,79,oculta,True,0.1523832786708405,0.1294747186349173,0.2259576540471355,0.7077214287671341,0.0385487528344671,0.0125635839921554,0.9228893976836888,0.951386013416176,38,84,baixo_baixo,False,-0.0257953703392384,-0.025875559514330487,-0.012404997583728816,False
11303923000139,0.0454372447887481,0.0372082555196856,0.1396977806318206,0.3313774806674094,0.0168987194812566,0.0084237084423019,0.92142289804347,0.9952468910946652,117,341,baixo_baixo,False,0.3916581269341876,0.3869422984608093,0.6206121847691728,0.7272082985185602,0.0171145091492472,0.0094952417783112,0.9488338397266564,0.6255620972606163,130,411,critico,False,0.3462208821454395,0.3497340429411237,0.027410941683186363,False
11306530000189,0.1240982870716491,0.1094999251895099,0.1965141620595248,0.6522718799276854,0.0208294239069243,0.0045099143053731,0.8976768444446723,0.5354584213137583,61,73,baixo_baixo,False,0.1097921763606661,0.0958826791163015,0.16723815634433,0.6055105196459425,0.0200288415318058,0.0047167921807402,0.9048767122388748,0.5829881325259034,65,79,baixo_baixo,False,-0.014306110710983005,-0.013617246073208411,0.0071998677942024525,True
11306532000178,0.1313079271458684,0.0878733235031618,0.2711131794816611,0.6075523161604355,0.0781893004115226,0.0320987654320987,0.6616709259625282,0.7066904167049977,21,81,baixo_baixo,False,0.1313079271458684,0.0878733235031618,0.2711131794816611,0.6075523161604355,0.0781893004115226,0.0320987654320987,0.6624580698508369,0.70660700750403,21,81,baixo_baixo,False,0.0,0.0,0.0007871438883086945,True
11307015000113,0.074054822434967,0.0509061929958411,0.1556310645842719,0.4538550983230052,0.0301637460499856,0.0059178397012352,0.5175049486421217,0.6761847840888675,41,59,baixo_baixo,False,0.069603978121731,0.0484586139881339,0.1503705952014098,0.4385143894782664,0.0275482093663911,0.0054470323065364,0.5183190160389137,0.6822944697886868,45,66,baixo_baixo,False,-0.004450844313236002,-0.0024475790077072013,0.0008140673967920176,True
11307776000175,0.3224543838721719,0.2825987593940644,0.4640940508662488,0.9497410075492828,0.0581717451523545,0.002770083102493,0.9009900697121472,0.9187559982248252,18,19,baixo_baixo,False,0.3097606877902983,0.2821511153019103,0.4546824425312252,0.930480708120578,0.0408163265306122,0.0024489795918367,0.9047700488541354,0.9321702497410744,26,28,baixo_baixo,False,-0.012693696081873596,-0.00044764409215414247,0.0037799791419881323,True
11308894000106,0.3654870177576221,0.3020357195333844,0.5739929078074626,0.8570068211859012,0.0909090909090909,0.0,0.9087723306957908,0.4988295153060888,11,11,baixo_baixo,False,0.3292680945506452,0.2898132765830361,0.5441355788494434,0.812427987142194,0.0555555555555555,0.0,0.8879038374641822,0.4923765321616629,18,18,baixo_baixo,False,-0.036218923206976894,-0.0122224429503483,-0.020868493231608554,True
11310394000109,0.1367987294041573,0.1304046459182622,0.3520254066010478,0.4823855214302057,0.0144941013922839,0.0071940576988934,0.9485870696294122,0.9911836750550956,136,388,oculta,True,0.1235154043939305,0.117209759821225,0.3315580488293367,0.471219392659771,0.014046037657202,0.0069528436835128,0.9498284362252162,0.9919718868670514,140,427,oculta,True,-0.013283325010226804,-0.0131948860970372,0.0012413665958039832,True
11312860000187,0.1492349341156735,0.0837914675091868,0.244897336285382,0.6922139747386726,0.0755555555555555,0.0044444444444444,0.9249519469150604,0.6073442146083993,14,15,oculta,True,0.2093825989905023,0.1628756930487672,0.4110635557294554,0.6859438698994464,0.06,0.0047058823529411,0.966152070809432,0.8236662635354765,18,20,oculta,True,0.06014766487482878,0.0790842255395804,0.041200123894371554,True
11313552000176,0.3512501633127532,0.1890627041409415,0.4485313801096979,0.9709583050924688,0.2222222222222222,0.0277777777777778,0.5565153353248816,0.6042853510905251,5,6,baixo_baixo,False,0.2435431333767339,0.1354778667162673,0.3557063198285383,0.854707236760385,0.1358024691358024,0.0123456790123456,0.5049450925497141,0.5593790916808946,8,9,baixo_baixo,False,-0.10770702993601933,-0.05358483742467421,-0.05157024277516753,True
11315213000129,0.1426277566491512,0.1339674309587386,0.2944023678739705,0.6274139232493059,0.0143900604236938,0.0044344044683776,0.9293929643743646,0.5598702280841638,100,203,oculta,True,0.0610966544894667,0.0542930070582309,0.1809398979843871,0.3952241752087583,0.0106748628461894,0.0035058401131908,0.901089624050173,0.5518608483467051,139,246,baixo_baixo,False,-0.08153110215968451,-0.07967442390050769,-0.028303340324191573,False
11318061000118,0.5454024694509174,0.4948916327232416,0.7221771844898813,0.9232246275034648,0.1074380165289256,0.0082644628099173,0.8666005313556722,0.8887275782619468,10,11,hhi_alto,False,0.5454024694509174,0.4948916327232416,0.7221771844898813,0.9232246275034648,0.1074380165289256,0.0082644628099173,0.8644675231222207,0.8875835473093286,10,11,hhi_alto,False,0.0,0.0,-0.0021330082334514167,True
