grupo,n,portfolio_hhi_mediana,portfolio_hhi_norm_mediana,portfolio_cr1_mediana,portfolio_cr4_mediana,count_hhi_mediana,count_hhi_norm_mediana,n_fornecedores_mediana,n_instrumentos_mediana,exposicao_strength_global_mediana,exposicao_degree_global_mediana
todos_from,1500,0.234633112302427,0.15457512544013496,0.37654083065978994,0.802068844509443,0.0769230769230769,0.0060024009603841,15.0,17.0,0.8351450171701507,0.6292391296018942
todos_to,1621,0.2267175574513147,0.1507488134726553,0.3673123479751503,0.7934796800369371,0.0755555555555555,0.0064260998517053,15.0,18.0,0.83760845882676,0.6300217286303885
comuns_from,1500,0.234633112302427,0.15457512544013496,0.37654083065978994,0.802068844509443,0.0769230769230769,0.0060024009603841,15.0,17.0,0.8351450171701507,0.6292391296018942
comuns_to,1500,0.21496184496996296,0.1471626069958629,0.35976818881988726,0.7739578983894833,0.0694444444444444,0.0069444444444444,17.0,21.0,0.8393128065163196,0.6318408546220067
novos_elegiveis_to,121,0.3721900280024132,0.26260577432732,0.5450763255291762,0.9593612955662104,0.2,3.4694469519536136e-17,6.0,6.0,0.8138245153905159,0.5753683674193919
