rede,n,hhi_mediana,hhi_norm_mediana,count_hhi_mediana,cr1_mediana,cr4_mediana,neff_mediana,hhi_maior_count_pct,hidden_exposure_pct,rho_hhi_norm_exposure,p_rho
todos,361,0.25573441929733226,0.1515901063628193,0.125,0.39506413840072957,0.8699038189236531,3.910306648387989,96.95290858725761,10.80332409972299,0.499818006003905,3.26697177296944e-24
sem_origem_externa,361,0.2576413430674669,0.14988298081408932,0.125,0.39404271901410165,0.871613003203196,3.8813646447190595,96.95290858725761,10.80332409972299,0.4784860650245446,4.695538104062566e-22
