modelo,tipo,termo,coef,erro_padrao,estatistica,p,ci95_inf,ci95_sup,ame_continuo
O1_HHI_norm_externo,OLS_cluster,Intercept,-0.1887297779146026,0.21760534225094064,-0.8673030540627124,0.3857759837660174,-0.6152284115699584,0.23776885574075318,
O1_HHI_norm_externo,OLS_cluster,log_populacao,0.024369931742571606,0.0037810285422220412,6.445318111312073,1.1535819856488056e-10,0.01695925197529842,0.03178061150984479,
O1_HHI_norm_externo,OLS_cluster,log_despesa_pc,0.018231101514504022,0.022312980546773956,0.817062582754768,0.4138926645282601,-0.025501536744915773,0.06196373977392382,
O2_HHI_norm_regiao,OLS_cluster,Intercept,-0.04577207701403595,0.228827331014872,-0.20002888995397636,0.8414579867762086,-0.4942654044816103,0.4027212504535384,
O2_HHI_norm_regiao,OLS_cluster,C(regiao)[T.Nordeste],0.03694272038230528,0.02578148084755467,1.4329169298205473,0.15188157846400713,-0.013588053547011057,0.08747349431162163,
O2_HHI_norm_regiao,OLS_cluster,C(regiao)[T.Norte],0.09780030607579102,0.038003793715146617,2.573435347240404,0.010069445815923507,0.023314239118213995,0.17228637303336802,
O2_HHI_norm_regiao,OLS_cluster,C(regiao)[T.Sudeste],0.06148585203255989,0.01904798368071747,3.2279454383826907,0.0012468275319457945,0.024152490040246957,0.09881921402487283,
O2_HHI_norm_regiao,OLS_cluster,C(regiao)[T.Sul],0.10673528973165769,0.016281879799021168,6.555464789641451,5.546883649265834e-11,0.07482339172496594,0.13864718773834944,
O2_HHI_norm_regiao,OLS_cluster,log_populacao,0.020534771895511846,0.0040787443476643665,5.0345817597689795,4.788932520438537e-07,0.01254057987194337,0.028528963919080323,
O2_HHI_norm_regiao,OLS_cluster,log_despesa_pc,0.020486622226882533,0.023314090029318744,0.8787227895714345,0.3795515989190349,-0.025208154562906575,0.06618139901667164,
O2_HHI_norm_regiao,OLS_cluster,log_n_fornecedores,-0.066727104694528,0.007310085700017437,-9.128087881975013,6.971977297367e-20,-0.08105460939046344,-0.052399599998592554,
O2_HHI_norm_regiao,OLS_cluster,log_instr_por_forn,0.0047295491584358595,0.0169853856383761,0.27844814707945786,0.780668364206765,-0.028561194956305172,0.038020293273176894,
O3_Gap_regiao,OLS_cluster,Intercept,-0.09607113330028742,0.23395725918069038,-0.41063540253773256,0.6813399002865903,-0.5546189352161435,0.3624766686155686,
O3_Gap_regiao,OLS_cluster,C(regiao)[T.Nordeste],0.04798176725718399,0.026004839653455025,1.8451091372451163,0.06502166430820441,-0.002986781887326914,0.0989503164016949,
O3_Gap_regiao,OLS_cluster,C(regiao)[T.Norte],0.11078741365991798,0.03784050050428783,2.927747048360639,0.003414276935714005,0.036621395514544075,0.1849534318052919,
O3_Gap_regiao,OLS_cluster,C(regiao)[T.Sudeste],0.06494558045288883,0.019234968003963602,3.376432985981884,0.000734322580280235,0.027245735921339873,0.10264542498443778,
O3_Gap_regiao,OLS_cluster,C(regiao)[T.Sul],0.1187466619200893,0.016692914758139964,7.11359661512588,1.1305727631434357e-12,0.08602915019713783,0.15146417364304077,
O3_Gap_regiao,OLS_cluster,log_populacao,0.018583900552268585,0.004316615673107163,4.305201565209446,1.668337606512903e-05,0.010123489297877422,0.027044311806659747,
O3_Gap_regiao,OLS_cluster,log_despesa_pc,0.02170355055817825,0.023673433897304422,0.9167892859282035,0.3592530680264371,-0.024695527270928108,0.0681026283872846,
O3_Gap_regiao,OLS_cluster,log_n_fornecedores,-0.04527947291801376,0.008070713032812689,-5.61034356368803,2.019253335848072e-08,-0.06109777979188466,-0.029461166044142863,
O3_Gap_regiao,OLS_cluster,log_instr_por_forn,-0.07168245833799733,0.020805213719580367,-3.445408410803056,0.000570197162129096,-0.11245992791903346,-0.030904988756961196,
O4_Exposicao_strength_regiao,OLS_cluster,Intercept,0.598483599155855,0.17611654041139993,3.3982248218016635,0.0006782465751902417,0.2533015228677182,0.9436656754439918,
O4_Exposicao_strength_regiao,OLS_cluster,C(regiao)[T.Nordeste],0.09692937617314225,0.01906868562050007,5.083170287779924,3.7118663859350954e-07,0.059555439124445296,0.1343033132218392,
O4_Exposicao_strength_regiao,OLS_cluster,C(regiao)[T.Norte],0.08160064106019362,0.030384665254169652,2.685586310647133,0.007240267191430419,0.02204779147971553,0.1411534906406717,
O4_Exposicao_strength_regiao,OLS_cluster,C(regiao)[T.Sudeste],-0.000755831210501916,0.020900414552458193,-0.036163455447491076,0.9711520252454808,-0.0417198909952768,0.040208228574272975,
O4_Exposicao_strength_regiao,OLS_cluster,C(regiao)[T.Sul],0.08654340807664561,0.013683216044302084,6.32478562031356,2.535843919036865e-10,0.059724797437132895,0.11336201871615832,
O4_Exposicao_strength_regiao,OLS_cluster,log_populacao,0.011729246038878422,0.0032720298369879183,3.584700208502937,0.0003374656123013211,0.005316185402041638,0.018142306675715206,
O4_Exposicao_strength_regiao,OLS_cluster,log_despesa_pc,-0.007949772892403695,0.018082353217792335,-0.43964260606199346,0.6601959772926564,-0.04339053395500863,0.027490988170201243,
O4_Exposicao_strength_regiao,OLS_cluster,log_n_fornecedores,0.02411219700690872,0.006736553598576365,3.5793075278142736,0.00034450587167305654,0.010908794573775346,0.03731559944004209,
O4_Exposicao_strength_regiao,OLS_cluster,log_instr_por_forn,0.06213111910981718,0.01425485438840117,4.358593740555622,1.309008517076411e-05,0.034192117903688146,0.09007012031594622,
F1_HHI_norm_externo,fractional_logit_cluster,Intercept,-3.2590704184092125,1.1766129159553038,-2.7698747601824008,0.005607785066958455,-5.565189357426261,-0.9529514793921634,
F1_HHI_norm_externo,fractional_logit_cluster,log_populacao,0.13039765297365488,0.019219297885842493,6.784725110572831,1.1630775151393733e-11,0.0927285213092568,0.16806678463805297,0.02299938623612251
F1_HHI_norm_externo,fractional_logit_cluster,log_despesa_pc,0.07508857483563976,0.1233882897553828,0.6085551147884682,0.5428193635427503,-0.16674802919890302,0.31692517887018257,0.013244035419209453
F2_HHI_norm_regiao,fractional_logit_cluster,Intercept,-2.528565844736011,1.242855090147706,-2.034481626040173,0.041903059306422734,-4.964517059427797,-0.09261463004422499,
F2_HHI_norm_regiao,fractional_logit_cluster,C(regiao)[T.Nordeste],0.27269242274338307,0.15082964396472093,1.8079497874248505,0.07061431591375793,-0.02292824722846909,0.5683130927152352,
F2_HHI_norm_regiao,fractional_logit_cluster,C(regiao)[T.Norte],0.5701259791213098,0.18810800292389226,3.0308438251400736,0.002438713524420694,0.2014410681867258,0.9388108900558938,
F2_HHI_norm_regiao,fractional_logit_cluster,C(regiao)[T.Sudeste],0.405149999706061,0.11272485949918007,3.59414952039934,0.0003254529097759906,0.1842133349253303,0.6260866644867917,
