particao,arquivo,linhas_pj,sha256
2025-04-d01-d04,data/processed/pncp_mensal/pncp_2025-04-d01-d04_municipal_pj.csv.gz,3809,8850e12bdda8a2b251b4adfaa5d9c2733bf7e653c0f175a8304902d620d13fc9
2025-04-d05-d08,data/processed/pncp_mensal/pncp_2025-04-d05-d08_municipal_pj.csv.gz,1643,a757c60486b6ca6249e1c7265258fb04294029e35a1eca45aa68c73496f6190a
2025-04-d09-d12,data/processed/pncp_mensal/pncp_2025-04-d09-d12_municipal_pj.csv.gz,3160,c6cdb05ddb9e17f038f3046d3401e5dda3587cab9b64ebe6bf610b2fe5cdeb8f
2025-04-d13-d16,data/processed/pncp_mensal/pncp_2025-04-d13-d16_municipal_pj.csv.gz,2754,5a6c84b09f561f6adeba0ff72374324dd1a60b714cbf67b0f44fb4a359f1f996
2025-04-d17-d20,data/processed/pncp_mensal/pncp_2025-04-d17-d20_municipal_pj.csv.gz,1226,9a19d981f0030275e03a27f3469e2df16f37e29b2743f8b33f5d3a91e8e8abf1
2025-04-d21-d24,data/processed/pncp_mensal/pncp_2025-04-d21-d24_municipal_pj.csv.gz,2081,e727137770a450d32b1963b016cd03358d208d15e2cbf5f20af8dab409f708f9
2025-04-d25-d27,data/processed/pncp_mensal/pncp_2025-04-d25-d27_municipal_pj.csv.gz,1470,8cceebe7082c9bf79c687a0b9c72d2aa7e509342d554e4d80fbeb928d04a8569
2025-04-d28-d30,data/processed/pncp_mensal/pncp_2025-04-d28-d30_municipal_pj.csv.gz,2606,d6970b398c3eeceb705ab79922fcc5e6efabc588bdc997e55333f6dae059f91e
