orgao_cnpj,portfolio_hhi,portfolio_hhi_norm,n_fornecedores,n_instrumentos,exposicao_strength_global,exposicao_degree_global,exposicao_strength_loo,exposicao_degree_loo,contribuicao_propria_strength_media_ponderada,delta_strength_loo,delta_degree_loo
01465988000127,0.0642535314890936,0.0561867515881375,117,204,0.8055192993186204,0.6419934909751159,0.3119317729262223,0.33577309507599373,0.7412913662099831,-0.4935875263923981,-0.3062203958991222
01494665000161,0.1688667075487649,0.1134578213853492,16,19,0.7030839203938131,0.5551316530892535,0.2760867634663886,0.14348407450652254,0.7401987154386813,-0.42699715692742446,-0.41164757858273093
01600293000100,0.3859821789580177,0.3655149182566183,31,68,0.6974259679021885,0.640229602990591,0.3231690741848493,0.4024110437147835,0.6105318996387212,-0.37425689371733917,-0.23781855927580747
01610999000153,0.2654354574012554,0.2129665615013451,15,16,0.829675278485762,0.9928763569543252,0.8269803813433427,0.9925030782198122,0.01672456830590383,-0.002694897142419217,-0.0003732787345129829
01648573000199,0.2690944537846748,0.2512674892428376,42,52,0.9008504056110502,0.7745848589736769,0.6959291717758649,0.3861476985484931,0.6215106826560376,-0.20492123383518535,-0.3884371604251838
01650166000116,0.2138000615108942,0.1576429230473867,15,18,0.6646036364013711,0.4807390411812353,0.08400379926779056,0.13805652869627372,0.9188653260423492,-0.5805998371335805,-0.34268251248496157
01743462000161,0.2100500208943957,0.1113062735061952,9,11,0.8200607591989957,0.9895481794548328,0.8153038606912703,0.9883653339389408,0.018093462199185725,-0.004756898507725427,-0.0011828455158919837
01746653000187,0.0546683460314397,0.0492354054913905,175,795,0.9174496340426884,0.958175253093916,0.8738283487675893,0.9285978526092135,0.16287989215434379,-0.04362128527509912,-0.029577400484702587
01815216000178,0.1342201712306583,0.1274562663183978,129,148,0.9286793666269976,0.4413134603681855,0.04867683272976467,0.06273876646123545,0.9811880378612363,-0.8800025338972329,-0.37857469390695003
01823752000115,0.2052672825314581,0.1059256928478903,9,19,0.8161847981796571,0.870703275889076,0.7085509222285908,0.7881550310550456,0.2480741057208346,-0.10763387595106622,-0.08254824483403045
01824828000127,0.4208958445744556,0.4077343864966024,45,126,0.7606257951816885,0.6131953410063103,0.2791499623856961,0.35881866311621546,0.6598745009021547,-0.4814758327959924,-0.2543766778900949
01834835000100,0.0582146631539007,0.0172674745953746,24,24,0.8861362159569557,0.6478298910454363,0.4685682082253312,0.26043503612085694,0.7171432949995206,-0.4175680077316245,-0.38739485492457937
01842685000186,0.3669854646107463,0.2087318307634328,5,5,0.3945138416268523,0.5157656339420618,0.09211165477481408,0.13006655677802065,0.825176408570166,-0.30240218685203824,-0.3856990771640411
01850671000104,0.1585469434940581,0.1445227258856257,61,188,0.8060646773082181,0.9158680520962352,0.6570188991009479,0.7455763170728761,0.376916955818757,-0.14904577820727016,-0.17029173502335915
01877528000106,0.1691756727692427,0.1528849996862867,52,69,0.942633533450937,0.6931678731933163,0.4879756857657775,0.49198576276517536,0.6166890376960328,-0.45465784768515954,-0.20118211042814094
01896727000161,0.2741536516897199,0.2499587734127105,31,46,0.6001723997307719,0.5929392725505465,0.2717399098490056,0.3241402904350006,0.6783896907324201,-0.32843248988176627,-0.26879898211554587
01906118000146,0.5859091727998346,0.5398990808887051,10,10,0.7756283845061551,0.3989296410860706,0.0002700446801198015,0.0002700446801198015,0.9999999999999993,-0.7753583398260353,-0.3986595964059508
01933030000113,0.7532521916163409,0.691565239520426,5,6,0.8218064589528167,0.4230025788374212,0.03786854798550895,0.021412898798779615,0.9557357988150594,-0.7839379109673077,-0.4015896800386416
01935036000120,0.1272404701384932,0.1029971498645624,37,72,0.7958963025578017,0.9900735895866976,0.7925857749644422,0.9853184487622108,0.024438041176373517,-0.0033105275933595912,-0.004755140824486803
01941360000150,0.0796090877053742,0.0729395883409204,139,397,0.9428228880026148,0.993505220671628,0.9401858763025837,0.9928700698719388,0.03736383524590696,-0.0026370117000311666,-0.0006351507996892325
01977854000195,0.2665972648875124,0.2177037492133465,16,18,0.6867022267609616,0.5824411194616577,0.2475006363309748,0.18209715172806315,0.8172170864213262,-0.4392015904299868,-0.4003439677335945
02061040000179,0.3172775189270758,0.2414194654745286,10,13,0.7729204501884583,0.9925222139814672,0.7689608388805163,0.9918104221674208,0.01970015787983385,-0.00395961130794209,-0.0007117918140464585
02073207000111,0.2441531417015056,0.2375805603249969,116,402,0.8918103217181008,0.5359828513467366,0.21328147998457178,0.22840704195988523,0.7726217715440172,-0.678528841733529,-0.30757580938685136
02179215000147,0.2701814206853613,0.1789540982710314,9,10,0.4959736114809832,0.6040478805630244,0.26401050908941714,0.1849767372304226,0.7653308765082759,-0.23196310239156603,-0.41907114333260176
02180700000130,0.3571860279696148,0.2286232335635377,6,7,0.5197971537097159,0.558091369608529,0.23550909410976623,0.2685688235418841,0.7259919448451666,-0.2842880595999497,-0.2895225460666449
02246138000109,0.1945424373390384,0.1408452664949743,16,40,0.8447511076705153,0.3989296410860706,0.00041734177836696577,0.00041734177836696577,0.9999999999999991,-0.8443337658921484,-0.39851229930770365
02247113000111,0.1938131947393742,0.1693832915496583,34,43,0.8358075486178659,0.8558984416876012,0.7311122482962285,0.7321789475118134,0.2455885265796505,-0.10469530032163743,-0.12371949417578776
02299772000100,0.1982636533483986,0.0980466100169484,9,9,0.7129141378436541,0.9934087263462664,0.7084052367638322,0.9930107791223786,0.029243503412925573,-0.0045089010798219364,-0.0003979472238878623
02307876000100,0.9919611659947236,0.9903533991936684,6,6,0.9679685369404478,0.9204068518570784,0.8534909136171831,0.8506248150953388,0.8606525478309129,-0.11447762332326472,-0.06978203676173955
02316487000141,0.5192918139700448,0.5051533379103402,35,60,0.975911821427728,0.5662928237207174,0.2659480158236834,0.27296225745992214,0.7967782000637034,-0.7099638056040447,-0.2933305662607953
02318396000145,0.3739088251284361,0.2956474282694907,9,9,0.8210061693786344,0.4353660124816211,0.035225507433067044,0.032422774249483796,0.9771470169913169,-0.7857806619455673,-0.4029432382321373
02362976000130,0.0774486735898226,0.0710862506490628,146,165,0.5296035219356852,0.5420591618292973,0.054456455927724606,0.1300676871200102,0.9774343052222503,-0.47514706600796053,-0.41199147470928704
02396675000127,0.4127352689211179,0.3860414175084414,23,32,0.8455736883736549,0.8426564323535848,0.6861203105410324,0.742358042348379,0.4104858979444204,-0.15945337783262248,-0.1002983900052058
02406542000194,0.3327860509614472,0.3188857603564773,49,64,0.8751842709177022,0.7227985456671412,0.45517000832172533,0.5444204273046852,0.6845378421937799,-0.4200142625959769,-0.17837811836245598
02458148000108,0.1498651095904484,0.0081759611888565,7,7,0.5015599347483346,0.5595860827155824,0.24474542640800395,0.1422408985416561,0.7274528484767679,-0.25681450834033065,-0.4173451841739263
02482295000105,0.3536419015694142,0.3483869576797346,124,453,0.9431395868985534,0.8615423619501575,0.7767385200277891,0.7678824770721958,0.4850985906254165,-0.16640106687076428,-0.09365988487796173
02524947000127,0.2192222340529886,0.0630666808635864,6,6,0.5293381429293824,0.7048055697729614,0.4072199844585964,0.4005836224298368,0.47886030899978516,-0.122118158470786,-0.3042219473431246
02533645000115,0.1935459357966425,0.0927391777712229,9,9,0.246591314721709,0.5672728090226629,0.06547452766032395,0.20681939226708992,0.8078895049010884,-0.18111678706138507,-0.36045341675557296
02555079000142,0.4247397468133206,0.3528322151649857,9,9,0.9874393947454666,0.3989296410860706,0.0002454951637452741,0.0002454951637452741,0.9999999999999997,-0.9871938995817213,-0.3986841459223253
02571926000162,0.3373189892408073,0.2047827870889687,6,6,0.5764274320849403,0.9650711900848368,0.5486575317486913,0.9432145488005744,0.1857103271222392,-0.027769900336249043,-0.021856641284262346
02581343000112,0.1450792305131761,0.1023331920388349,21,23,0.4011938220758994,0.5991594198593897,0.22390410352551848,0.3258149926808757,0.7147756115069213,-0.1772897185503809,-0.273344427178514
02701029000126,0.2350122666892017,0.107514311137402,7,7,0.5733322567093981,0.6417192093911224,0.3015101665619986,0.25880162390530276,0.669745136052017,-0.27182209014739955,-0.3829175854858196
02762633000162,0.0789928006736219,0.0575740285962642,44,54,0.8526961950490752,0.5539108386520867,0.2461344095553481,0.22010200607890268,0.9133236434993562,-0.6065617854937271,-0.333808832573184
02920909000193,0.0462414159979878,0.030606029375004,62,72,0.7412589683419523,0.7688018502790301,0.46628090778134407,0.527711382552934,0.624369567734424,-0.2749780605606082,-0.2410904677260961
02983473000181,0.8353422475700001,0.8024106970840001,6,7,0.9626013832119268,0.3989296410860706,0.00017184661462169191,0.00017184661462169191,0.9999999999999998,-0.9624295365973051,-0.3987577944714489
