orgao_cnpj,valor_total,n_instrumentos,n_fornecedores,portfolio_hhi,count_hhi,portfolio_cr1,portfolio_cr4,portfolio_neff,portfolio_hhi_norm,count_hhi_norm,hhi_gap_value_count,hhi_norm_gap_value_count,exposicao_degree_global,exposicao_strength_global,pct_hhi_norm,pct_exposure_strength,gap_percentil_exposure_hhi,residuo_exposure_hhi,sobreexposicao_gap_q75,sobreexposicao_resid_q75
02180700000130,50217.01,7,6,0.3571860279696148,0.183673469387755,0.503016806456617,0.9978491351834768,2.7996615816256627,0.2286232335635377,0.0204081632653061,0.1735125585818597,0.2082150702982316,0.558091369608529,0.5197971537097159,0.6399406087602079,0.09651076466221233,-0.5434298440979956,-0.26722165922981633,False,False
02246138000109,2780138.56,40,16,0.1945424373390384,0.14625,0.346086131764598,0.7829089245105827,5.140266636308519,0.1408452664949743,0.0893333333333333,0.0482924373390384,0.0515119331616409,0.3989296410860706,0.8447511076705153,0.45953971789161097,0.5144766146993318,0.05493689680772085,0.0847184824414684,False,False
02247113000111,344345.53,43,34,0.1938131947393742,0.0405624661979448,0.2824179248094203,0.799708798310813,5.159607432015794,0.1693832915496583,0.0114886015372765,0.1532507285414294,0.1578946900123818,0.8558984416876012,0.8358075486178659,0.5337787676317743,0.49888641425389757,-0.03489235337787677,0.06700128090504298,False,False
02299772000100,17680.64,9,9,0.1982636533483986,0.1111111111111111,0.343878954607978,0.7806844096141317,5.043788829225047,0.0980466100169484,0.0,0.0871525422372875,0.0980466100169484,0.9934087263462664,0.7129141378436541,0.3333333333333333,0.2902746844840386,-0.04305864884929472,-0.03396060032051662,False,False
02307876000100,2058497.08,6,6,0.9919611659947236,0.1666666666666666,0.995969350609912,0.9997974347381636,1.0081039805597785,0.9903533991936684,3.3306690738754695e-17,0.8252944993280569,0.9903533991936684,0.9204068518570784,0.9679685369404478,1.0,0.9190794357832219,-0.08092056421677807,-0.05323425087261158,False,False
02316487000141,17266220.209999997,60,35,0.5192918139700448,0.0427777777777777,0.6885120110488849,0.9299000478808326,1.9256995259657317,0.5051533379103402,0.0146241830065359,0.4765140361922669,0.4905291549038043,0.5662928237207174,0.975911821427728,0.8893838158871566,0.9420935412026726,0.05270972531551599,0.10387744532672571,False,False
02318396000145,1123067.01,9,9,0.3739088251284361,0.1111111111111111,0.5573020972274842,0.9097106235895932,2.6744487768014142,0.2956474282694907,0.0,0.262797714017325,0.2956474282694907,0.4353660124816211,0.8210061693786344,0.7401633259094283,0.45953971789161097,-0.2806236080178174,0.013381644551674121,False,False
02362976000130,2758056.5,165,146,0.0774486735898226,0.0075298438934802,0.2679410302145732,0.3338570112686234,12.911776969817693,0.0710862506490628,0.0006852221272283,0.0699188296963424,0.0704010285218344,0.5420591618292973,0.5296035219356852,0.2323682256867112,0.10541945063103192,-0.12694877505567928,-0.20898260642193112,False,False
02396675000127,641837.71,32,23,0.4127352689211179,0.052734375,0.6181504978883213,0.8752646833418374,2.4228605483945698,0.3860414175084414,0.009676846590909,0.3600008939211179,0.3763645709175323,0.8426564323535848,0.8455736883736549,0.8292501855976243,0.5159613956941351,-0.3132887899034892,0.010158714041336392,False,False
02406542000194,865711.9715,64,49,0.3327860509614472,0.02880859375,0.4273982036530033,0.9237110815441693,3.0049336416322587,0.3188857603564773,0.008575439453125,0.3039774572114472,0.3103103209033523,0.7227985456671412,0.8751842709177022,0.7616926503340757,0.5894580549368968,-0.1722345953971789,0.06041542488211604,False,False
