municipio_ibge,municipio,uf,datas_sentinela,instrumentos,fornecedores,categorias,valor_inicial,presenca_sentinela
4201703,Ascurra,SC,8,40,23,2,170448.4588,0.6666666666666666
4202008,Balneário Camboriú,SC,11,63,37,2,1081538.3059999999,0.9166666666666666
4202057,Balneário Barra do Sul,SC,3,4,3,1,10792.0,0.25
4202081,Bandeirante,SC,9,53,32,2,288017.104,0.75
4202099,Barra Bonita,SC,3,10,8,1,4809.76,0.25
4202107,Barra Velha,SC,4,24,16,2,220842.435,0.3333333333333333
4202131,Bela Vista do Toldo,SC,9,100,47,2,191064.1028,0.75
4202156,Belmonte,SC,5,28,15,1,26155.71,0.4166666666666667
4202206,Benedito Novo,SC,3,26,20,2,31824.6,0.25
4202305,Biguaçu,SC,8,37,26,1,238474.63,0.6666666666666666
4202404,Blumenau,SC,10,96,63,3,3952502.4899999998,0.8333333333333334
4202453,Bombinhas,SC,3,4,3,1,274367.2,0.25
4202537,Bom Jesus,SC,7,39,24,1,16106.938,0.5833333333333334
4202701,Botuverá,SC,3,20,15,1,29062.873,0.25
4202800,Braço do Norte,SC,7,34,17,1,138189.922,0.5833333333333334
4202859,Braço do Trombudo,SC,6,15,14,1,4369.61,0.5
4202875,Brunópolis,SC,1,1,1,1,4956.0,0.08333333333333333
4202909,Brusque,SC,7,19,18,3,402529.51399999997,0.5833333333333334
4203006,Caçador,SC,1,1,1,1,1090.0,0.08333333333333333
4203105,Caibi,SC,4,6,6,1,11983.75,0.3333333333333333
4203204,Camboriú,SC,4,4,4,3,9234835.0,0.3333333333333333
4203253,Capão Alto,SC,5,37,21,1,30238.825,0.4166666666666667
4203303,Campo Alegre,SC,7,12,12,1,13095.195,0.5833333333333334
4203501,Campo Erê,SC,2,12,9,1,42008.72,0.16666666666666666
4203600,Campos Novos,SC,12,128,61,3,3415175.8382,1.0
4203709,Canelinha,SC,6,35,25,1,55249.64,0.5
4203907,Capinzal,SC,7,15,14,3,1990479.98,0.5833333333333334
4203956,Capivari de Baixo,SC,8,116,53,1,405134.147,0.6666666666666666
4204004,Catanduvas,SC,8,64,37,1,47907.611,0.6666666666666666
4204103,Caxambu do Sul,SC,1,3,2,1,3067971.87,0.08333333333333333
4204152,Celso Ramos,SC,8,81,26,1,63138.174,0.6666666666666666
4204202,Chapecó,SC,9,121,65,2,611520.3796,0.75
4204301,Concórdia,SC,9,66,42,3,1276178.9968,0.75
4204459,Coronel Martins,SC,4,10,7,1,4390.414,0.3333333333333333
4204509,Corupá,SC,3,12,8,1,5519.39,0.25
4204608,Criciúma,SC,4,16,16,3,254148.528,0.3333333333333333
4204806,Curitibanos,SC,1,1,1,1,25198.6,0.08333333333333333
4204905,Descanso,SC,3,6,6,2,807879.812,0.25
4205001,Dionísio Cerqueira,SC,7,21,16,1,80497.874,0.5833333333333334
4205159,Doutor Pedrinho,SC,2,2,2,1,1614.25,0.16666666666666666
4205308,Faxinal dos Guedes,SC,6,20,15,1,24739.82,0.5
4205407,Florianópolis,SC,3,21,15,1,675978.394,0.25
4205456,Forquilhinha,SC,4,17,13,2,63144.226,0.3333333333333333
4205506,Fraiburgo,SC,3,9,8,4,976189.52,0.25
4205605,Galvão,SC,2,6,5,1,10220.650000000001,0.16666666666666666
4205704,Garopaba,SC,2,2,2,1,3313.51,0.16666666666666666
4205803,Garuva,SC,3,13,11,1,38075.864,0.25
4205902,Gaspar,SC,8,79,55,3,1541284.7,0.6666666666666666
4206009,Governador Celso Ramos,SC,9,67,39,1,172643.465,0.75
4206108,Grão-Pará,SC,9,71,39,2,236816.713,0.75
4206207,Gravatal,SC,4,13,12,2,277153.86,0.3333333333333333
4206306,Guabiruba,SC,8,35,32,2,121179.10800000001,0.6666666666666666
4206405,Guaraciaba,SC,9,28,25,2,190783.5,0.75
4206504,Guaramirim,SC,9,41,28,4,7712033.465,0.75
4206603,Guarujá do Sul,SC,3,8,7,1,13031.72,0.25
4206702,Herval d'Oeste,SC,12,100,57,2,519507.151,1.0
4206801,Ibicaré,SC,6,49,25,1,92645.7276,0.5
4206900,Ibirama,SC,1,1,1,1,60318.59,0.08333333333333333
4207007,Içara,SC,1,1,1,1,149980.85,0.08333333333333333
4207106,Ilhota,SC,8,77,45,1,161903.785,0.6666666666666666
4207205,Imaruí,SC,4,39,24,1,55472.236,0.3333333333333333
4207304,Imbituba,SC,6,36,28,1,145905.314,0.5
4207502,Indaial,SC,9,63,46,4,823435.9310000001,0.75
4207684,Ipuaçu,SC,3,30,24,1,41832.74,0.25
4207700,Ipumirim,SC,5,6,6,1,3694.2300000000005,0.4166666666666667
4207908,Irineópolis,SC,11,168,66,1,127640.0426,0.9166666666666666
4208005,Itá,SC,2,3,3,2,54650.0,0.16666666666666666
4208203,Itajaí,SC,8,75,58,3,3119814.34,0.6666666666666666
4208302,Itapema,SC,8,75,40,1,215096.96600000001,0.6666666666666666
4208450,Itapoá,SC,12,141,72,3,1213338.68,1.0
4208500,Ituporanga,SC,9,99,46,1,615416.4044,0.75
4208609,Jaborá,SC,6,36,25,1,32290.5785,0.5
4208708,Jacinto Machado,SC,2,19,13,2,614547.5700000001,0.16666666666666666
4208807,Jaguaruna,SC,7,52,36,1,69625.516,0.5833333333333334
4208906,Jaraguá do Sul,SC,12,165,90,2,4165907.1936,1.0
4209003,Joaçaba,SC,10,89,64,3,1735660.5456,0.8333333333333334
4209102,Joinville,SC,12,191,124,4,6676498.4304,1.0
4209300,Lages,SC,12,141,74,3,19469075.201,1.0
4209409,Laguna,SC,6,40,30,1,123764.156,0.5
4209607,Lauro Müller,SC,9,33,20,1,16364.285,0.75
4209706,Lebon Régis,SC,6,14,14,1,4959.58,0.5
4209854,Lindóia do Sul,SC,8,41,25,2,174157.235,0.6666666666666666
4209904,Lontras,SC,6,13,9,1,19252.7,0.5
4210001,Luiz Alves,SC,3,16,13,1,15572.252,0.25
4210100,Mafra,SC,4,6,6,2,1534000.0,0.3333333333333333
4210308,Major Vieira,SC,2,2,2,2,22690.0,0.16666666666666666
4210605,Massaranduba,SC,7,42,29,2,455856.9476,0.5833333333333334
4210803,Meleiro,SC,4,11,11,1,14391.16,0.3333333333333333
4211009,Mondaí,SC,4,27,19,1,40219.414,0.3333333333333333
4211108,Monte Castelo,SC,6,41,29,1,46465.17,0.5
4211306,Navegantes,SC,1,1,1,1,124.8,0.08333333333333333
4211504,Nova Trento,SC,11,170,42,1,226768.7698,0.9166666666666666
4211603,Nova Veneza,SC,1,3,2,2,534524.0,0.08333333333333333
4211702,Orleans,SC,7,29,24,3,204376.28,0.5833333333333334
4211850,Ouro Verde,SC,12,185,68,1,342725.83379999996,1.0
4211876,Paial,SC,1,1,1,1,13300.0,0.08333333333333333
4211900,Palhoça,SC,3,5,3,1,3060630.0,0.25
4212007,Palma Sola,SC,2,2,2,1,139000.0,0.16666666666666666
4212056,Palmeira,SC,6,39,28,1,26054.355,0.5
4212106,Palmitos,SC,4,8,8,1,6468.2,0.3333333333333333
4212205,Papanduva,SC,10,52,42,1,79301.4948,0.8333333333333334
4212239,Paraíso,SC,6,22,19,1,18087.28,0.5
4212304,Paulo Lopes,SC,6,25,22,1,47668.04,0.5
4212502,Penha,SC,9,32,22,1,109864.122,0.75
4212650,Pescaria Brava,SC,7,58,39,1,59364.8437,0.5833333333333334
4212809,Balneário Piçarras,SC,3,6,6,2,6.0,0.25
4212908,Pinhalzinho,SC,4,17,10,2,33812027.66,0.3333333333333333
4213005,Pinheiro Preto,SC,2,2,2,2,236210.0,0.16666666666666666
4213203,Pomerode,SC,7,36,29,1,29362.41,0.5833333333333334
4213401,Ponte Serrada,SC,2,4,4,2,115378.44,0.16666666666666666
4213500,Porto Belo,SC,3,8,3,1,1261106.0,0.25
4213708,Pouso Redondo,SC,1,1,1,1,122214.0,0.08333333333333333
4213906,Presidente Castello Branco,SC,7,36,22,1,15002.634,0.5833333333333334
4214201,Quilombo,SC,3,33,20,2,923871.251,0.25
4214300,Rancho Queimado,SC,9,58,31,2,80834.666,0.75
4214706,Rio dos Cedros,SC,2,4,4,1,9262.800000000001,0.16666666666666666
4214805,Rio do Sul,SC,11,45,34,5,18615643.838,0.9166666666666666
4214904,Rio Fortuna,SC,10,64,42,1,77618.928,0.8333333333333334
4215000,Rio Negrinho,SC,8,91,46,2,411565.95,0.6666666666666666
4215109,Rodeio,SC,5,11,9,1,15930.15,0.4166666666666667
4215356,Saltinho,SC,1,1,1,1,322.8,0.08333333333333333
4215455,Sangão,SC,2,14,10,1,9020.552,0.16666666666666666
4215505,Santa Cecília,SC,1,1,1,1,45600.0,0.08333333333333333
4215554,Santa Helena,SC,5,25,21,1,39821.768,0.4166666666666667
4215604,Santa Rosa de Lima,SC,1,4,4,1,7982.509999999999,0.08333333333333333
4215687,Santa Terezinha do Progresso,SC,2,3,3,1,840650.0,0.16666666666666666
4215695,Santiago do Sul,SC,1,1,1,1,390.0,0.08333333333333333
4215703,Santo Amaro da Imperatriz,SC,2,8,8,1,47267.5,0.16666666666666666
4215752,São Bernardino,SC,6,12,12,2,13600.49,0.5
4215802,São Bento do Sul,SC,11,94,61,4,1331606.892,0.9166666666666666
4216008,São Carlos,SC,8,21,11,2,35999.93,0.6666666666666666
4216107,São Domingos,SC,10,158,57,1,319260.0703,0.8333333333333334
4216206,São Francisco do Sul,SC,9,76,50,3,1508337.942,0.75
4216255,São João do Oeste,SC,6,54,29,3,1448392.52,0.5
4216305,São João Batista,SC,3,3,3,2,173424.0,0.25
4216404,São João do Sul,SC,2,2,1,1,162231.0,0.16666666666666666
4216503,São Joaquim,SC,9,47,40,2,102760.58499999999,0.75
4216602,São José,SC,6,31,27,1,130316.87,0.5
4216701,São José do Cedro,SC,9,37,22,2,49088.152,0.75
4216909,São Lourenço do Oeste,SC,10,71,43,2,106687.99,0.8333333333333334
4217006,São Ludgero,SC,6,19,13,2,78112.02,0.5
4217105,São Martinho,SC,8,28,14,1,12165.47,0.6666666666666666
4217204,São Miguel do Oeste,SC,3,10,9,2,9248457.0,0.25
4217253,São Pedro de Alcântara,SC,4,29,18,1,17950.483,0.3333333333333333
4217303,Saudades,SC,1,6,6,1,913.01,0.08333333333333333
4217501,Seara,SC,1,1,1,1,175735.77,0.08333333333333333
4217550,Serra Alta,SC,1,4,4,1,8547.12,0.08333333333333333
4217758,Sul Brasil,SC,2,2,2,2,53115.0,0.16666666666666666
4217808,Taió,SC,10,48,34,2,108028.48599999999,0.8333333333333334
4218004,Tijucas,SC,6,19,15,2,76174.81,0.5
4218103,Timbé do Sul,SC,3,12,9,2,113106.69900000001,0.25
4218202,Timbó,SC,3,4,4,2,158618.68,0.25
4218301,Três Barras,SC,9,36,22,1,97997.055,0.75
4218400,Treze de Maio,SC,4,11,11,3,1865628.5,0.3333333333333333
4218509,Treze Tílias,SC,10,66,35,1,42829.178,0.8333333333333334
4218608,Trombudo Central,SC,2,2,2,2,204425.0,0.16666666666666666
4218707,Tubarão,SC,9,34,28,4,5592735.08,0.75
4218806,Turvo,SC,3,7,7,2,199179.85,0.25
4218855,União do Oeste,SC,1,1,1,1,348000.0,0.08333333333333333
4218905,Urubici,SC,9,64,43,2,551640.525,0.75
4219101,Vargeão,SC,3,14,10,1,20631.375,0.25
4219150,Vargem,SC,1,1,1,1,324000.0,0.08333333333333333
4219200,Vidal Ramos,SC,1,3,3,2,225000.0,0.08333333333333333
4219309,Videira,SC,8,18,15,2,484154.69,0.6666666666666666
4219507,Xanxerê,SC,5,29,22,1,138871.5575,0.4166666666666667
4219606,Xavantina,SC,3,7,4,1,3917.64,0.25
4219705,Xaxim,SC,10,104,42,1,247242.0965,0.8333333333333334
4219853,Zortéa,SC,12,97,46,1,58289.8514,1.0
4220000,Balneário Rincão,SC,5,21,19,2,59717.51,0.4166666666666667
4301057,Arroio do Sal,RS,2,8,3,1,22889.94,0.16666666666666666
4303509,Camaquã,RS,1,1,1,1,3372.0,0.08333333333333333
4304507,Canguçu,RS,2,3,3,2,1959.9,0.16666666666666666
4304606,Canoas,RS,1,1,1,1,16081.32,0.08333333333333333
4304804,Carlos Barbosa,RS,1,1,1,1,30000.0,0.08333333333333333
4305108,Caxias do Sul,RS,8,40,31,2,9242653.71,0.6666666666666666
4305207,Cerro Largo,RS,1,1,1,1,1728.0,0.08333333333333333
4306601,Dom Pedrito,RS,1,2,2,1,3370.0,0.08333333333333333
4307005,Erechim,RS,7,18,16,3,887651.722,0.5833333333333334
4307708,Esteio,RS,5,8,8,2,15359349.4,0.4166666666666667
4309100,Gramado,RS,2,4,4,1,4397350.0,0.16666666666666666
4310207,Ijuí,RS,4,18,17,2,216455.24,0.3333333333333333
4310579,Itapuca,RS,1,2,2,1,1086500.0,0.08333333333333333
4310603,Itaqui,RS,2,2,2,2,1687.84,0.16666666666666666
4310801,Ivoti,RS,1,2,2,1,559649.72,0.08333333333333333
4312401,Montenegro,RS,1,1,1,1,3455.38,0.08333333333333333
4313409,Novo Hamburgo,RS,4,4,4,2,260700.0,0.3333333333333333
4314100,Passo Fundo,RS,4,6,6,2,47586.880000000005,0.3333333333333333
4314902,Porto Alegre,RS,2,2,2,1,266916.65,0.16666666666666666
4316451,Salto do Jacuí,RS,1,5,5,1,40318.8,0.08333333333333333
4316907,Santa Maria,RS,2,2,2,1,12976.95,0.16666666666666666
4318309,São Gabriel,RS,2,2,2,1,54504.0,0.16666666666666666
4318705,São Leopoldo,RS,1,20,1,1,8022206.07,0.08333333333333333
4320008,Sapucaia do Sul,RS,4,7,7,2,15723764.2,0.3333333333333333
4320909,Tapejara,RS,5,7,7,1,40325.0,0.4166666666666667
5000252,Alcinópolis,MS,2,4,3,1,437000.0,0.16666666666666666
5000609,Amambai,MS,2,8,8,2,211964.97,0.16666666666666666
5001003,Aparecida do Taboado,MS,2,3,2,1,2088053.67,0.16666666666666666
5001904,Bataguassu,MS,2,3,3,2,1670500.0,0.16666666666666666
5002100,Bela Vista,MS,2,4,4,1,194649.65,0.16666666666666666
5002209,Bonito,MS,2,2,2,2,78856.0,0.16666666666666666
5002308,Brasilândia,MS,1,1,1,1,297335.0,0.08333333333333333
5002407,Caarapó,MS,2,4,4,1,14747.0,0.16666666666666666
5002704,Campo Grande,MS,4,30,28,2,1742956.05,0.3333333333333333
5002951,Chapadão do Sul,MS,3,4,4,2,634339.9,0.25
5003207,Corumbá,MS,1,2,2,1,20573.010000000002,0.08333333333333333
5003256,Costa Rica,MS,2,18,18,3,2263615.28,0.16666666666666666
5003306,Coxim,MS,1,2,2,1,600000.0,0.08333333333333333
5003702,Dourados,MS,5,12,9,2,306061.88,0.4166666666666667
5004304,Iguatemi,MS,1,38,36,3,8513103.3,0.08333333333333333
5005004,Jardim,MS,1,9,9,1,2164158.0,0.08333333333333333
5005707,Naviraí,MS,2,6,4,2,29449.28,0.16666666666666666
5006002,Nova Alvorada do Sul,MS,2,2,2,1,47187.759999999995,0.16666666666666666
5006200,Nova Andradina,MS,1,1,1,1,4750.0,0.08333333333333333
5006259,Novo Horizonte do Sul,MS,1,1,1,1,14400.0,0.08333333333333333
5006408,Pedro Gomes,MS,1,1,1,1,230709.6,0.08333333333333333
5006606,Ponta Porã,MS,3,8,8,1,1944176.9100000001,0.25
5007109,Ribas do Rio Pardo,MS,1,1,1,1,137459.8,0.08333333333333333
5007208,Rio Brilhante,MS,1,1,1,1,96000.0,0.08333333333333333
5007695,São Gabriel do Oeste,MS,2,8,8,2,257647.2,0.16666666666666666
5007901,Sidrolândia,MS,2,2,2,1,153480.0,0.16666666666666666
5007935,Sonora,MS,2,5,5,1,242072.0,0.16666666666666666
5008305,Três Lagoas,MS,2,8,8,1,1626688.69,0.16666666666666666
5106224,Nova Mutum,MT,2,5,5,1,456544.0,0.16666666666666666
5107602,Rondonópolis,MT,2,2,2,2,102748.0,0.16666666666666666
5107909,Sinop,MT,1,1,1,1,1620.0,0.08333333333333333
5107958,Tangará da Serra,MT,2,4,4,3,5429239.5,0.16666666666666666
5108402,Várzea Grande,MT,1,8,8,4,34994644.56,0.08333333333333333
5200258,Águas Lindas de Goiás,GO,1,42,25,3,2914058.35,0.08333333333333333
5200506,Aloândia,GO,11,62,45,3,2681920.9,0.9166666666666666
5200605,Alto Paraíso de Goiás,GO,1,1,1,1,5223.0,0.08333333333333333
5200803,Alvorada do Norte,GO,6,39,18,4,529761.15,0.5
5201306,Anicuns,GO,4,5,4,3,173303.81,0.3333333333333333
5201702,Aragarças,GO,6,328,47,4,1719060.61,0.5
5202809,Avelinópolis,GO,2,3,3,2,919764.29,0.16666666666666666
5203302,Bela Vista de Goiás,GO,5,93,58,3,5987641.26,0.4166666666666667
5203500,Bom Jesus de Goiás,GO,1,3,3,3,1901000.0,0.08333333333333333
5203559,Bonfinópolis,GO,1,1,1,1,1537800.0,0.08333333333333333
5203575,Bonópolis,GO,2,9,8,2,41200.0,0.16666666666666666
5203807,Britânia,GO,9,25,20,2,132160.19,0.75
5203906,Buriti Alegre,GO,5,10,10,3,377871.89,0.4166666666666667
5203939,Buriti de Goiás,GO,3,3,3,2,68652.0,0.25
5203962,Buritinópolis,GO,1,1,1,1,9600.0,0.08333333333333333
5204003,Cabeceiras,GO,4,4,4,2,942402.0,0.3333333333333333
5204508,Caldas Novas,GO,7,59,57,3,4805754.91,0.5833333333333334
5204805,Campo Alegre de Goiás,GO,2,11,4,2,198481.27,0.16666666666666666
5205000,Carmo do Rio Verde,GO,2,2,2,2,26280.0,0.16666666666666666
5205109,Catalão,GO,2,5,5,4,18656195.84,0.16666666666666666
5205307,Cavalcante,GO,2,35,34,5,2116493.87,0.16666666666666666
5205406,Ceres,GO,2,69,23,3,137773.29,0.16666666666666666
5205455,Cezarina,GO,4,5,5,2,316421.72,0.3333333333333333
5205497,Cidade Ocidental,GO,1,2,1,1,1500.0,0.08333333333333333
5205513,Cocalzinho de Goiás,GO,3,4,4,2,161480.0,0.25
5205521,Colinas do Sul,GO,2,28,28,3,937495.41,0.16666666666666666
5205703,Córrego do Ouro,GO,2,2,2,2,68550.0,0.16666666666666666
5205901,Corumbaíba,GO,1,158,143,5,15521085.2,0.08333333333333333
5206701,Damianópolis,GO,5,10,8,4,748520.78,0.4166666666666667
5206909,Davinópolis,GO,4,12,12,4,1116824.0,0.3333333333333333
5207253,Doverlândia,GO,1,34,32,4,2404791.4,0.08333333333333333
5207352,Edealina,GO,1,1,1,1,54000.0,0.08333333333333333
5207501,Estrela do Norte,GO,2,2,2,1,55992.0,0.16666666666666666
5207808,Firminópolis,GO,6,78,44,3,926602.85,0.5
5207907,Flores de Goiás,GO,4,10,10,4,1308170.29,0.3333333333333333
5208004,Formosa,GO,4,4,4,4,1751697.2,0.3333333333333333
5208509,Goiandira,GO,10,26,23,2,121123.19,0.8333333333333334
5208608,Goianésia,GO,5,34,34,3,5671757.8,0.4166666666666667
5208707,Goiânia,GO,4,11,11,4,3083249.17,0.3333333333333333
5208806,Goianira,GO,2,2,2,2,20030.0,0.16666666666666666
5209101,Goiatuba,GO,4,4,4,2,85672.0,0.3333333333333333
5209705,Hidrolândia,GO,9,73,44,3,1359373.29,0.75
5209952,Indiara,GO,4,24,19,1,2851099.35,0.3333333333333333
5210000,Inhumas,GO,7,128,101,2,2970930.64,0.5833333333333334
5210109,Ipameri,GO,1,1,1,1,59000.0,0.08333333333333333
5210208,Iporá,GO,2,8,6,2,279407.91000000003,0.16666666666666666
5210307,Israelândia,GO,3,10,8,2,123102.05,0.25
5210604,Itaguaru,GO,4,9,5,3,217645.0,0.3333333333333333
5210901,Itapaci,GO,2,5,4,3,142412.74,0.16666666666666666
5211206,Itapuranga,GO,1,3,2,1,4268.99,0.08333333333333333
5211404,Itauçu,GO,2,3,3,2,49012.0,0.16666666666666666
5211701,Jandaia,GO,2,4,4,2,13892.130000000001,0.16666666666666666
5211800,Jaraguá,GO,1,1,1,1,37000.0,0.08333333333333333
5211909,Jataí,GO,8,128,128,3,10888674.77,0.6666666666666666
5212204,Jussara,GO,2,42,34,2,645778.69,0.16666666666666666
5212303,Leopoldo de Bulhões,GO,6,60,58,3,611643.86,0.5
5212501,Luziânia,GO,4,10,6,2,1254504.4,0.3333333333333333
5213004,Maurilândia,GO,1,2,2,2,106536.7,0.08333333333333333
5213103,Mineiros,GO,12,258,124,2,2653764.97,1.0
5213772,Montividiu do Norte,GO,1,4,2,1,184663.9,0.08333333333333333
5213806,Morrinhos,GO,1,1,1,1,1548807.81,0.08333333333333333
5214507,Nerópolis,GO,3,3,3,3,213242.6,0.25
5214606,Niquelândia,GO,4,13,13,4,2405042.72,0.3333333333333333
5214861,Nova Glória,GO,1,4,4,2,12882.42,0.08333333333333333
5214903,Nova Roma,GO,4,30,20,3,1447797.6400000001,0.3333333333333333
5215231,Novo Gama,GO,3,4,4,1,256500.0,0.25
5215405,Ouro Verde de Goiás,GO,2,4,4,2,82160.15,0.16666666666666666
5215603,Padre Bernardo,GO,3,16,12,3,280146.9,0.25
5215702,Palmeiras de Goiás,GO,7,17,16,3,176530.56,0.5833333333333334
5215900,Palminópolis,GO,2,3,2,2,17757.0,0.16666666666666666
5216403,Paraúna,GO,7,14,11,5,1618738.79,0.5833333333333334
5216809,Petrolina de Goiás,GO,3,4,4,1,79990.0,0.25
5217203,Piranhas,GO,2,3,3,1,861633.0,0.16666666666666666
5217302,Pirenópolis,GO,3,9,9,3,502659.48,0.25
5217609,Planaltina,GO,3,6,5,2,88832.53,0.25
5217708,Pontalina,GO,3,8,7,2,116158.98999999999,0.25
5218805,Rio Verde,GO,5,8,8,1,3564530.62,0.4166666666666667
5218904,Rubiataba,GO,3,13,12,1,1316705.55,0.25
5219100,Santa Bárbara de Goiás,GO,4,4,4,1,63056.130000000005,0.3333333333333333
5219258,Santa Fé de Goiás,GO,1,2,1,1,27910.0,0.08333333333333333
5219308,Santa Helena de Goiás,GO,7,93,83,2,4974834.45,0.5833333333333334
5219902,São Francisco de Goiás,GO,3,8,8,2,156117.83,0.25
5220009,São João d'Aliança,GO,4,33,28,3,406187.83,0.3333333333333333
5220454,Senador Canedo,GO,4,8,8,1,1882839.6,0.3333333333333333
5220603,Silvânia,GO,2,13,13,1,173709.35,0.16666666666666666
5220702,Sítio d'Abadia,GO,1,8,8,2,7305.0,0.08333333333333333
5221007,Taquaral de Goiás,GO,5,24,10,3,731132.84,0.4166666666666667
5221197,Terezópolis de Goiás,GO,7,19,17,3,384854.23,0.5833333333333334
5221452,Trombas,GO,1,2,2,1,60855.0,0.08333333333333333
5221601,Uruaçu,GO,3,5,4,2,2377000.6799999997,0.25
5221858,Valparaíso de Goiás,GO,2,12,12,2,6773724.68,0.16666666666666666
5222054,Vicentinópolis,GO,1,1,1,1,56000.0,0.08333333333333333
5222203,Vila Boa,GO,3,8,7,3,480458.72,0.25
