id_compra,n_instrumentos,n_fornecedores,valor_inicial
13743563000111-1-000015/2024,1,1,24000.0
13747772000133-1-000002/2025,1,1,20400.0
13749592000190-1-000002/2025,1,1,1723.35
13749592000190-1-000004/2025,1,1,2390.0
13753471000112-1-000007/2025,1,1,15000.0
13792329000184-1-000175/2025,1,1,296000.0
13792329000184-1-000212/2025,1,1,929219.1
13823697000142-1-000035/2024,7,7,44564.97
13828365000150-1-000034/2025,1,1,3000000.0
13844779000173-1-000031/2025,1,1,78000.0
13844779000173-1-000032/2025,1,1,66000.0
13864377000130-1-000010/2024,1,1,236257.2
13864377000130-1-000048/2024,1,1,9562.5
13864377000130-1-000064/2024,1,1,10380.0
13864377000130-1-000074/2024,1,1,4800.0
13864377000130-1-000083/2024,1,1,270.1
13864377000130-1-000086/2023,1,1,1819800.0
13864377000130-1-000090/2023,1,1,5040.0
13864377000130-1-000094/2023,2,1,87760.5
13864377000130-1-000098/2023,3,1,29106.719999999998
13864377000130-1-000100/2023,2,2,543160.0
13864377000130-1-000102/2024,7,3,137182.0
13864377000130-1-000107/2024,1,1,12653.22
13864377000130-1-000112/2023,1,1,306360.0
13864377000130-1-000113/2024,1,1,3678.8
13864377000130-1-000114/2024,1,1,37395.0
13864377000130-1-000115/2023,2,1,98260.0
13864377000130-1-000118/2023,2,1,318810.0
13864377000130-1-000121/2024,1,1,2360.0
13864377000130-1-000129/2023,3,2,91250.0
13864377000130-1-000131/2023,3,1,1689220.0
13864377000130-1-000138/2023,1,1,1125.6
13864377000130-1-000150/2024,9,5,820240.0
13864377000130-1-000151/2024,1,1,662.4
13864377000130-1-000186/2023,1,1,9384.0
13864377000130-1-000219/2024,2,2,3450.0
13864377000130-1-000270/2023,1,1,228096.0
13864377000130-1-000283/2023,2,1,2260320.0
13864377000130-1-000303/2024,1,1,696767.5
13864377000130-1-000309/2024,1,1,1832.6
13864377000130-1-000347/2024,1,1,3015000.0
13864377000130-1-000354/2023,1,1,8130.0
13864377000130-1-000442/2023,1,1,4179.6
13864377000130-1-000469/2024,1,1,15535.0
13864377000130-1-000476/2023,13,1,404605.64
13864377000130-1-000484/2024,2,1,10000.0
13864377000130-1-000485/2024,1,1,220.0
13864377000130-1-000505/2024,2,2,36612.2
13864377000130-1-000508/2024,2,1,3500.0
13864377000130-1-000530/2024,1,1,13338.36
13864377000130-1-000548/2024,1,1,80.0
13864377000130-1-000550/2024,1,1,23450.0
13864377000130-1-000558/2024,1,1,111600.0
13864377000130-1-000567/2024,1,1,951000.0
13864377000130-1-000592/2023,2,1,1659200.0
13864377000130-1-000594/2024,1,1,2117.5
13864377000130-1-000631/2023,2,1,51813.0
13864377000130-1-000642/2023,1,1,3249.83
13864377000130-1-000644/2024,1,1,2282.0
13864377000130-1-000653/2023,12,1,1650143.2
13864377000130-1-000668/2024,2,1,8833871.219999999
13864377000130-1-000677/2023,4,2,147116.0
13864377000130-1-000679/2024,1,1,160300.0
13864377000130-1-000722/2023,2,1,58293.0
13864377000130-1-000722/2024,1,1,12960.0
13864377000130-1-000727/2024,1,1,549576.0
13864377000130-1-000759/2023,2,2,18440.0
13864377000130-1-000768/2023,1,1,2859020.0
13864377000130-1-000776/2023,1,1,630.0
13864377000130-1-000827/2023,2,1,10449.6
13864377000130-1-000830/2024,1,1,29250.0
13864377000130-1-000837/2023,1,1,66700.0
13864377000130-1-000852/2023,1,1,19532.0
13864377000130-1-000888/2024,1,1,4000.0
13864377000130-1-000901/2024,2,1,208347.18
13864377000130-1-000906/2024,1,1,146160.0
13864377000130-1-000923/2024,1,1,1863.0
13864377000130-1-000932/2023,3,1,173011.6
13864377000130-1-000935/2023,2,1,346080.0
13864377000130-1-000953/2024,4,3,157773.0
13864377000130-1-000961/2024,1,1,293999.04
13864377000130-1-000980/2023,1,1,128320.0
13864377000130-1-000986/2023,1,1,1425.9
13864377000130-1-001028/2024,1,1,259228.0
13864377000130-1-001036/2024,2,1,17880.0
13864377000130-1-001040/2024,1,1,2385.0
13864377000130-1-001042/2024,1,1,1250.0
13864377000130-1-001068/2023,3,1,468930.0
13864377000130-1-001108/2023,1,1,5600.0
13864377000130-1-001110/2024,2,1,2450.0
13864377000130-1-001116/2023,3,1,1221.0
13864377000130-1-001121/2024,1,1,98733.78
13864377000130-1-001122/2024,1,1,1475.0
13864377000130-1-001132/2023,2,2,71935.0
13864377000130-1-001145/2024,1,1,96000.0
13864377000130-1-001148/2024,2,2,136170.0
13864377000130-1-001158/2023,3,2,4200.639999999999
13864377000130-1-001160/2023,4,1,52788.0
13864377000130-1-001170/2024,1,1,52848.0
13864377000130-1-001190/2023,1,1,813.6
13864377000130-1-001211/2023,1,1,787.32
13864377000130-1-001215/2023,1,1,1620.0
13864377000130-1-001224/2024,5,3,6451.5
13864377000130-1-001227/2023,6,2,324712.5
13864377000130-1-001230/2023,1,1,14280.0
13864377000130-1-001231/2023,1,1,1411.8
13864377000130-1-001246/2023,1,1,2188.8
13864377000130-1-001250/2023,1,1,0.26
13864377000130-1-001267/2024,1,1,240000.0
13864377000130-1-001270/2024,4,2,2819.8
13864377000130-1-001279/2024,1,1,2443560.0
13864377000130-1-001283/2023,1,1,10021.5
13864377000130-1-001291/2024,1,1,464.4
13864377000130-1-001313/2024,1,1,13582.8
13864377000130-1-001314/2024,1,1,10218.0
13864377000130-1-001316/2023,1,1,21300.0
13864377000130-1-001327/2024,1,1,33000.0
13864377000130-1-001329/2024,1,1,5850.0
13864377000130-1-001338/2024,1,1,270000.0
13864377000130-1-001341/2024,1,1,2162.88
13864377000130-1-001382/2024,1,1,4368.0
13864377000130-1-001396/2023,1,1,130572.5
13864377000130-1-001404/2023,1,1,153500.0
13864377000130-1-001431/2023,2,1,17880.0
13864377000130-1-001434/2023,1,1,9450.0
13864377000130-1-001441/2024,1,1,56664.0
13864377000130-1-001442/2023,2,1,44460.0
13864377000130-1-001443/2023,4,2,19751.28
13864377000130-1-001450/2023,1,1,39200.0
13864377000130-1-001451/2023,1,1,26070.0
13864377000130-1-001460/2024,2,1,211200.0
13864377000130-1-001495/2023,1,1,52416.0
13864377000130-1-001501/2024,1,1,22400.0
13864377000130-1-001516/2023,1,1,2918.7
13864377000130-1-001519/2023,1,1,18135.0
13864377000130-1-001523/2023,1,1,180.0
13864377000130-1-001523/2024,3,2,22117.8
13864377000130-1-001530/2023,1,1,356000.0
13864377000130-1-001538/2023,1,1,6300.0
13864377000130-1-001589/2023,2,1,789385.5
13864377000130-1-001617/2024,8,3,364828.81
13864377000130-1-001659/2024,1,1,5634.72
13864377000130-1-001687/2024,4,1,842904.0
13864377000130-1-001698/2023,3,2,72843.0
13864377000130-1-001763/2023,2,1,2087167.2
13864377000130-1-001796/2023,1,1,265500.0
13864377000130-1-001800/2023,1,1,110250.0
13864377000130-1-001802/2023,7,2,29023.44
13864377000130-1-001860/2023,1,1,1715.1
13864377000130-1-001864/2023,2,1,89100.0
13864377000130-1-001874/2023,2,1,37700.0
13864377000130-1-001890/2023,1,1,544719.2
13864377000130-1-001903/2023,1,1,170562.0
13864377000130-1-001905/2023,1,1,4790000.0
13864377000130-1-001959/2023,1,1,1560.0
13864377000130-1-001979/2023,17,1,13398.3
13864377000130-1-001993/2023,1,1,209.94
13864377000130-1-001995/2023,1,1,5460.0
13872416000141-1-000027/2025,3,3,80660.15
13872416000141-1-000097/2025,1,1,1500.0
13894878000160-1-000162/2024,3,3,1509281.2
13927758000111-1-000059/2024,1,1,12186.48
13937032000160-1-001106/2024,1,1,20516527.18
13953949000158-1-000033/2024,1,1,41274.36
13959466000160-1-000001/2025,1,1,7100.0
13996218000190-1-000010/2024,6,6,152810.92
13996218000190-1-000017/2024,3,3,1844018.4
14004655000142-1-000012/2025,1,1,336901.49
14004655000142-1-000083/2025,1,1,7200.0
14004655000142-1-000117/2024,1,1,48164.53
14015108000162-1-000001/2025,1,1,24600.0
14051123000166-1-000014/2025,1,1,61083.36
14088281000190-1-000003/2025,1,1,680000.0
14088281000190-1-000016/2024,1,1,12795.0
14102885000144-1-000045/2025,2,2,2829.0
14102885000144-1-000050/2025,1,1,4100.0
14113031000163-1-000006/2025,1,1,319000.0
14113031000163-1-000008/2025,1,1,1258960.0
14113031000163-1-000009/2025,2,2,783600.0
14113031000163-1-000013/2025,1,1,814299.89
14120591000145-1-000007/2025,1,1,50040.0
14153138000135-1-000003/2025,3,3,224541.05
14153138000135-1-000018/2025,1,1,858999.33
14164340000162-1-000020/2025,1,1,175000.0
14316553000162-1-000001/2025,1,1,5750.0
14338582000125-1-000001/2025,1,1,28700.0
14355640000129-1-000031/2025,1,1,20001.1
14380828000127-1-000003/2025,1,1,6000.0
14381482000181-1-000002/2025,1,1,17000.0
14387430000112-1-000013/2024,2,1,1650.0
14387430000112-1-000025/2025,2,1,39488.0
14387430000112-1-000028/2024,1,1,419.66
14387430000112-1-000032/2025,1,1,49000.0
14387430000112-1-000033/2025,1,1,18000.0
14387430000112-1-000038/2025,1,1,17925.0
14414077000112-1-000012/2025,1,1,37485.0
14423131000196-1-000071/2025,1,1,25200.0
14423131000196-1-000072/2025,1,1,8400.0
14423131000196-1-000073/2025,1,1,6200.0
14423131000196-1-000074/2025,1,1,19800.0
14423131000196-1-000075/2025,1,1,23147.22
14423131000196-1-000076/2025,1,1,4790.6
14423131000196-1-000077/2025,1,1,2060.0
14426511000184-1-000001/2025,1,1,33600.0
14426511000184-1-000002/2025,1,1,2157.6
14426511000184-1-000003/2025,1,1,8955.0
14426511000184-1-000004/2025,1,1,11155.13
14443809000100-1-000005/2025,1,1,18156.0
14443809000100-1-000007/2025,1,1,48312.0
14443809000100-1-000008/2025,1,1,29200.0
14443809000100-1-000009/2025,1,1,28145.0
14443809000100-1-000010/2025,1,1,28145.0
14443809000100-1-000011/2025,1,1,21785.0
14444354000130-1-000004/2025,1,1,3800.0
14444354000130-1-000005/2025,1,1,3500.0
14444354000130-1-000016/2025,1,1,2800.0
14444354000130-1-000017/2025,1,1,1600.0
14444354000130-1-000018/2025,1,1,3200.0
14454427000174-1-000020/2025,1,1,28745.0
14454427000174-1-000060/2025,1,1,8750.0
14464143000169-1-000022/2025,1,1,12756.0
14464143000169-1-000106/2025,1,1,20000.0
14477036000175-1-000002/2025,2,2,43416.0
14507708000148-1-000052/2025,2,2,13514.109999999999
14507708000148-1-000053/2025,1,1,380000.0
14552796000108-1-000005/2025,1,1,31200.0
14552796000108-1-000006/2025,1,1,34200.0
14578805000121-1-000026/2025,1,1,12360.0
14578805000121-1-000028/2025,1,1,50000.0
14637051000133-1-000006/2025,1,1,9600.0
14644653000118-1-000009/2025,1,1,362.0
14644653000118-1-000011/2025,1,1,515.0
14645035000192-1-000005/2025,1,1,50400.0
14645035000192-1-000010/2025,1,1,109714.2792
14650536000167-1-000016/2025,1,1,8550.0
14657813000163-1-000001/2025,1,1,20400.0
14657813000163-1-000008/2025,1,1,14400.0
14662198000183-1-000008/2025,2,1,51241.45
14662198000183-1-000024/2025,1,1,30240.0
14662198000183-1-000042/2024,3,1,5752.55
14667287000112-1-000042/2025,1,1,58742.2
14674100000108-1-000051/2025,1,1,24000.0
14674999000169-1-000001/2025,1,1,1224360.0
14674999000169-1-000002/2025,1,1,165889.92
14674999000169-1-000005/2025,1,1,261798.24
14674999000169-1-000027/2024,1,1,3999.0
14675553000159-1-000011/2025,18,18,664199.61
14682109000160-1-000011/2025,1,1,140000.0
14682109000160-1-000020/2025,11,11,41454.48
14682109000160-1-000039/2025,1,1,16625.0
14682109000160-1-000040/2025,1,1,8850.0
14700048000117-1-000003/2025,1,1,5000000.0
14700048000117-1-000004/2025,1,1,647825.28
14700048000117-1-000005/2025,1,1,239292.14
14700048000117-1-000006/2025,1,1,1800000.0
14700048000117-1-000031/2024,2,2,81198.99
14700048000117-1-000038/2024,1,1,87588.0
14706049000179-1-000025/2025,1,1,43995.0
14733777000170-1-000001/2025,1,1,145635.81
14733777000170-1-000002/2025,1,1,3000000.0
14745480000124-1-000001/2025,1,1,342975.24
14749937000179-1-000015/2025,1,1,51720.0
14752037000180-1-000072/2025,1,1,38400.0
14752037000180-1-000101/2025,1,1,12000.0
14773789000128-1-000013/2025,1,1,28800.0
14779187000188-1-000003/2024,1,1,10745.7
14779841000153-1-000020/2025,1,1,5134.5
14779841000153-1-000021/2025,1,1,4800.0
14779841000153-1-000022/2025,1,1,6600.0
14784810000190-1-000010/2025,1,1,60318.59
14785598000186-1-000021/2025,1,1,936.0
14785598000186-1-000041/2025,1,1,6000.0
14795093000100-1-000002/2025,2,2,12000.0
14798463000155-1-000022/2025,1,1,19353.6
14801752000166-1-000018/2025,1,1,1466.0
14801752000166-1-000030/2025,1,1,435.0
14803097000185-1-000001/2025,1,1,137459.8
14804981000134-1-000037/2024,1,1,34700.0
14804981000134-1-000042/2024,1,1,121100.0
14807623000185-1-000013/2025,1,1,30000.0
14808072000174-1-000001/2025,1,1,24600.0
14808072000174-1-000003/2025,1,1,120000.0
14808407000154-1-000048/2025,3,3,38034.83
14810479000136-1-000007/2025,1,1,6000.0
14810888000132-1-000005/2025,3,1,175968.0
14813630000190-1-000018/2025,1,1,100.0
14814139000183-1-000002/2025,1,1,141885.0
14814139000183-1-000022/2025,1,1,99820.0
14814139000183-1-000136/2025,1,1,3053700.0
14814139000183-1-000185/2024,1,1,41688.0
14821440000114-1-000018/2025,1,1,3318.01
14829961000118-1-000016/2025,1,1,50004.99
14830853000165-1-000051/2024,1,1,6000.0
14836800000151-1-000007/2025,1,1,390.0
14836800000151-1-000010/2025,1,1,1000.0
14836800000151-1-000012/2025,1,1,5950.7
14836800000151-1-000026/2025,1,1,3280.0
14836800000151-1-000027/2025,1,1,2620.0
14878445000183-1-000005/2025,1,1,18000.0
14878445000183-1-000031/2025,1,1,18000.0
14901848000104-1-000009/2025,1,1,5891.0
14901848000104-1-000010/2024,1,1,4192.33
14914258000108-1-000007/2025,1,1,29800.0
14914258000108-1-000008/2025,1,1,12500.0
14914258000108-1-000040/2025,1,1,30000.0
14914258000108-1-000059/2025,1,1,15850.0
14946241000132-1-000001/2025,1,1,3600.0
14947421000139-1-000006/2025,1,1,24000.0
14969199000175-1-000004/2025,1,1,3810.0
14969199000175-1-000006/2025,1,1,5075.0
14969199000175-1-000039/2025,1,1,95752.98
14969199000175-1-000138/2024,1,1,87398.0
14969199000175-1-000167/2024,1,1,2050.0
14969199000175-1-000169/2024,1,1,1265.0
14969199000175-1-000189/2024,1,1,1025.0
14969199000175-1-000198/2024,3,3,5123.69
14969199000175-1-000231/2025,1,1,131.6
14986862000140-1-000006/2025,2,2,5526.389999999999
14986862000140-1-000034/2025,1,1,1250.0
14986862000140-1-000035/2025,1,1,5877.66
14986862000140-1-000046/2025,7,4,41165.3
14986862000140-1-000055/2025,4,4,23194.8
14986862000140-1-000061/2025,6,4,28479.0
14986862000140-1-000062/2025,4,3,6299.96
14986862000140-1-000063/2025,3,2,28845.45
14986862000140-1-000074/2025,1,1,3160.0
14986862000140-1-000075/2025,1,1,7711.56
14986862000140-1-000076/2025,1,1,1699.0
14986862000140-1-000077/2025,1,1,7560.0
14986862000140-1-000078/2025,1,1,2532.0
14986862000140-1-000079/2025,1,1,282.01
14986862000140-1-000080/2025,1,1,2280.0
14986862000140-1-000081/2025,1,1,3381.6
14986862000140-1-000082/2025,6,6,8095.0
14986862000140-1-000104/2025,14,10,38267.95
14986862000140-1-000105/2025,7,4,4270.0
14986862000140-1-000120/2025,3,3,59455.4
14986862000140-1-000139/2025,2,1,16400.0
14986862000140-1-000140/2025,4,4,33515.86
14986862000140-1-000146/2025,1,1,3414.0
14986862000140-1-000154/2025,4,4,6216.460000000001
14986862000140-1-000168/2025,2,2,7699.6
14986862000140-1-000172/2025,7,7,33685.81
14986862000140-1-000188/2025,1,1,470.04
14986862000140-1-000189/2025,1,1,1250.0
14986862000140-1-000190/2025,1,1,2076.0
14986862000140-1-000191/2025,1,1,152.16
14986862000140-1-000192/2025,1,1,1498.64
14986862000140-1-000208/2025,1,1,2200.0
14986862000140-1-000209/2025,1,1,4500.0
14986862000140-1-000225/2025,1,1,1360.0
14986862000140-1-000251/2025,1,1,3040.0
14986862000140-1-000252/2025,1,1,6250.0
14986862000140-1-000272/2025,1,1,36744.0
14986862000140-1-000273/2025,1,1,40420.0
15049825000178-1-000039/2025,1,1,102525.0
15049825000178-1-000041/2025,1,1,311779.18
15083237000150-1-000003/2024,1,1,1000472.7
15196311000145-1-000005/2025,1,1,37426.25
15196311000145-1-000006/2025,1,1,22961.0
15283041000100-1-000001/2025,1,1,297335.0
15302270000124-1-000007/2025,1,1,41250.0
15345471000109-1-000006/2025,1,1,1252.03
15358498000136-1-000004/2025,1,1,4750.0
15372714000106-1-000032/2025,1,1,6540.0
15391224000149-1-000002/2025,1,1,6000.0
15404969000103-1-000003/2025,9,9,266785.96
15412257000128-1-000138/2024,2,1,32899.25
15425939000175-1-000002/2025,1,1,654770.7
15462287000149-1-000008/2025,1,1,54000.0
15470555000174-1-000004/2025,1,1,1450.0
15513690000150-1-000007/2025,2,2,60311.91
15513690000150-1-000013/2025,8,7,75700.5
15513690000150-1-000022/2025,2,2,6885.0
15513690000150-1-000036/2024,1,1,1414462.0
15513690000150-1-000037/2024,1,1,6167.95
15513690000150-1-000040/2024,3,3,13296.49
15513690000150-1-000045/2024,1,1,18070.0
15513690000150-1-000079/2025,11,11,137166.2
15513690000150-1-000106/2025,1,1,10896.0
15554850000109-1-000001/2025,1,1,96000.0
15635811000136-1-000001/2025,1,1,6210.0
15710935000139-1-000024/2025,1,1,1156.0
15913253000123-1-000011/2025,2,1,958.35
15913253000123-1-000028/2025,1,1,25780.0
16098402000100-1-000006/2025,1,1,11598.0
16098402000100-1-000024/2024,1,1,3305.13
16098402000100-1-000028/2025,1,1,60000.0
16098402000100-1-000030/2025,1,1,8645.69
16176067000111-1-000041/2025,1,1,46704.6
16176067000111-1-000051/2025,3,3,70023.20999999999
16416117000190-1-000076/2025,2,2,198650.0
16501189000136-1-000007/2025,2,2,25200.0
16673998000125-1-000014/2025,1,1,3714.6
16692121000181-1-000004/2025,2,2,1900716.0
16692121000181-1-000013/2025,1,1,3915.0
16692121000181-1-000026/2025,2,2,49674.41
16692121000181-1-000043/2025,1,1,10132.5
16692121000181-1-000064/2023,1,1,16912.0
16692121000181-1-000076/2024,1,1,374550.0
16692121000181-1-000110/2025,2,2,353262.85
16692121000181-1-000113/2025,1,1,120800.0
16692121000181-1-000117/2024,1,1,21497572.8
16692121000181-1-000117/2025,1,1,18283.5
16692121000181-1-000129/2024,1,1,5800.0
16692121000181-1-000149/2024,2,2,178413.0
16692121000181-1-000163/2024,1,1,8588.0
16692121000181-1-000170/2024,1,1,3783.4
16692121000181-1-000171/2024,3,3,83100.0
16692121000181-1-000175/2024,1,1,17380.0
16692121000181-1-000182/2024,1,1,736800.0
16692121000181-1-000188/2024,1,1,96600.0
16692121000181-1-000197/2024,1,1,23481.58
16692121000181-1-000203/2025,1,1,17016.48
16692121000181-1-000205/2025,1,1,9900.0
16692121000181-1-000210/2024,1,1,47415.69
16692121000181-1-000227/2024,1,1,13784.0
16779440000129-1-000003/2025,1,1,25000.0
16837343000145-1-000005/2025,1,1,32400.0
17058108000138-1-000012/2025,2,2,448500.0
17257474000116-1-000012/2025,1,1,1092366.0
17329329000101-1-000021/2025,1,1,40104.0
17380242000150-1-000001/2025,1,1,11580.0
17380242000150-1-000002/2025,1,1,800.0
17380242000150-1-000009/2025,1,1,21000.0
17387148000123-1-000009/2025,59,59,4200316.5
17416579000170-1-000019/2025,1,1,2213.01
17444886000165-1-000009/2025,2,2,371.93
17514791000170-1-000001/2025,1,1,15412.8
17514791000170-1-000002/2025,1,1,30000.0
17514791000170-1-000003/2025,1,1,25200.0
17514791000170-1-000004/2025,3,3,48000.0
17526555000174-1-000009/2025,2,1,366756.85
17527365000171-1-000012/2025,1,1,1800.0
17527397000177-1-000018/2025,1,1,252000.0
17527397000177-1-000024/2025,1,1,48750.0
17566547000151-1-000003/2025,2,1,442.18
17577524000142-1-000026/2025,1,1,64700.0
17590843000198-1-000005/2025,10,2,2784.58
17590843000198-1-000009/2025,1,1,281900.0
17714486000122-1-000017/2025,1,1,20064.0
17714486000122-1-000054/2024,1,1,27333.0
17714486000122-1-000056/2024,1,1,1373.7
17718435000179-1-000007/2025,1,1,12496.23
17718490000169-1-000001/2025,4,1,1547.0
17718490000169-1-000002/2025,5,1,202032.0
17718490000169-1-000032/2024,1,1,49955.0
17726399000195-1-000040/2025,1,1,28580.0
17736850000155-1-000005/2024,1,1,23920.0
17819061000188-1-000099/2025,1,1,17534.8
17819061000188-1-000119/2025,1,1,11667.25
17819061000188-1-000124/2025,1,1,259000.0
17819061000188-1-000152/2025,1,1,419612.34
17827393000104-1-000002/2024,1,1,55800.0
17851361000144-1-000076/2024,1,1,8100.0
17851361000144-1-000102/2025,2,2,20579.59
17851361000144-1-000143/2025,1,1,28980.0
17851361000144-1-000144/2025,2,2,61790.0
17977824000119-1-000006/2025,1,1,14614.0
18070772000165-1-000028/2024,1,1,3490.0
18070772000165-1-000076/2025,1,1,891200.0
18070772000165-1-000077/2025,1,1,1422310.64
18091059000106-1-000091/2025,1,1,6434.73
18091059000106-1-000119/2025,1,1,1958.0
18137082000186-1-000093/2025,1,1,4340000.0
18137082000186-1-000106/2025,2,2,7900.0
18137082000186-1-000152/2025,1,1,49450.0
18180942000164-1-000003/2025,1,1,60300.0
18180942000164-1-000005/2025,1,1,58800.0
18184942000132-1-000011/2025,1,1,19070.0
18184942000132-1-000018/2025,1,1,5600.0
18208903000128-1-000010/2025,1,1,16500.0
18208903000128-1-000056/2025,1,1,40000.0
18212310000135-1-000009/2024,1,1,11300.0
18212310000135-1-000010/2024,1,1,49555.0
18244087000108-1-000011/2025,1,1,149500.0
18250435000150-1-000002/2025,2,1,1500.0
18250800000126-1-000003/2025,1,1,3212.8
18255486000174-1-000006/2025,1,1,17700.0
18273806000119-1-000010/2025,1,1,2298450.0
18302582000126-1-000075/2024,1,1,1000.0
18319753000120-1-000024/2025,1,1,58536.7
18325503000100-1-000001/2025,1,1,34833.0
18325503000100-1-000006/2025,4,4,34955.2
18346935000190-1-000042/2025,1,1,10749.72
18346935000190-1-000354/2024,1,1,548900.0
18401059000157-1-000143/2025,2,2,93857.4
18423582000184-1-000003/2025,1,1,546.0
18476201000125-1-000001/2025,1,1,13135.94
18504687000168-1-000006/2023,1,1,14990.0
18504687000168-1-000007/2023,1,1,42350.0
18589914000103-1-000015/2024,1,1,4450.0
18645881000163-1-000001/2025,1,1,4500.0
18660471000191-1-000027/2024,1,1,789.0
18660471000191-1-000027/2025,1,1,430543.1
18715383000140-1-000620/2025,1,1,160110.0
18745017000133-1-000011/2025,1,1,59200.0
19116243000118-1-000008/2025,2,2,2233.4
19130038000107-1-000049/2025,1,1,30001.08
19153572000139-1-000005/2025,1,1,455.38
19193527000108-1-000015/2024,1,1,500000.0
19193527000108-1-000058/2024,2,1,2077307.97
19313140000148-1-000010/2025,1,1,81972.0
19313140000148-1-000012/2025,1,1,53959.36
19313140000148-1-000013/2025,1,1,5570.0
19313140000148-1-000014/2025,3,3,30326.760000000002
19313140000148-1-000016/2025,3,3,42751.619999999995
19320403000146-1-000001/2025,1,1,49200.0
19320403000146-1-000009/2025,1,1,57807.78
19320403000146-1-000022/2025,1,1,57500.0
19397284000120-1-000004/2025,1,1,8870.0
19432705000106-1-000158/2025,1,1,3000.0
19432705000106-1-000182/2025,1,1,114000.0
19459498000183-1-000036/2024,2,2,162058.7
19459687000156-1-000002/2025,1,1,52000.08
19462106000135-1-000009/2025,1,1,40.0
19462106000135-1-000017/2025,1,1,3020.0
19498254000100-1-000018/2025,1,1,20000.0
19500817000157-1-000023/2025,2,1,8000.0
19500817000157-1-000034/2024,3,1,21057.899999999998
19500817000157-1-000063/2024,16,4,224692.86
19500817000157-1-000079/2025,1,1,55687.13
19500817000157-1-000080/2025,2,1,8000.0
19500817000157-1-000082/2024,3,2,16697.0
19500817000157-1-000107/2025,1,1,79619.56
19500817000157-1-000118/2025,8,8,1214.4
19500817000157-1-000120/2025,7,7,1062.6000000000001
19519975000159-1-000001/2025,1,1,40000.0
19528940000186-1-000003/2025,1,1,20452.45
19558782000107-1-000005/2025,1,1,37800.0
19607267000170-1-000001/2025,1,1,70000.0
19607267000170-1-000002/2025,1,1,1500.0
19607267000170-1-000003/2025,1,1,1500.0
19607267000170-1-000004/2025,1,1,39800.0
19607267000170-1-000005/2025,1,1,5000.0
19607267000170-1-000006/2025,2,1,11000.0
19607267000170-1-000007/2025,1,1,35640.6
19607632000146-1-000004/2025,3,3,2769164.1
19607632000146-1-000007/2025,1,1,29497.5
19607632000146-1-000008/2025,1,1,58200.0
19607632000146-1-000009/2025,1,1,49734.0
19607632000146-1-000026/2025,1,1,62500.0
19607632000146-1-000027/2025,1,1,60200.0
19724762000169-1-000001/2025,1,1,60000.0
19724762000169-1-000002/2025,2,2,33829.9
19724762000169-1-000003/2025,1,1,350000.0
19724762000169-1-000004/2025,1,1,450000.0
19724762000169-1-000077/2024,1,1,219450.0
20067146000161-1-000053/2024,1,1,14000.0
20080606000191-1-000002/2025,1,1,34304.52
20146234000159-1-000014/2025,1,1,31997.42
20260121000180-1-000071/2025,1,1,17500.0
20260121000180-1-000112/2024,1,1,113850.0
20266755000140-1-000002/2025,4,1,3094.06
20266755000140-1-000003/2025,3,2,21954.07
20266755000140-1-000042/2025,1,1,14250.0
20266755000140-1-000050/2025,3,1,1429.15
20266755000140-1-000051/2025,1,1,1574.81
20266755000140-1-000052/2025,1,1,18774.6
20266755000140-1-000064/2025,1,1,6198.0
20266755000140-1-000066/2024,1,1,16587.14
20266755000140-1-000081/2025,1,1,2217.53
20266755000140-1-000085/2025,1,1,4389.0
20266755000140-1-000089/2025,2,1,71500.0
20266755000140-1-000125/2025,1,1,57260.0
20266755000140-1-000139/2025,1,1,73000.0
20267427000168-1-000016/2024,2,1,28774.03
20267427000168-1-000019/2025,1,1,11670.0
20267427000168-1-000031/2025,1,1,36720.0
20267427000168-1-000036/2024,1,1,50400.0
20267427000168-1-000049/2024,2,2,91317.0
20273620000101-1-000036/2025,1,1,2400.3
20477137000149-1-000023/2025,1,1,2360.0
20477137000149-1-000034/2025,1,1,3500.0
20477137000149-1-000035/2025,1,1,3000.0
20477137000149-1-000054/2025,1,1,8090.0
20477137000149-1-000055/2025,1,1,840.0
20516886000138-1-000012/2025,1,1,13233.0
20516886000138-1-000014/2025,3,3,17593.45
20734299000115-1-000015/2025,5,5,93416.2
20734299000115-1-000016/2025,1,1,161997.0
20734299000115-1-000017/2025,1,1,243999.68
20856995000102-1-000026/2025,1,1,73000.0
20918579000183-1-000002/2025,4,3,1069500.0
20918579000183-1-000003/2025,1,1,61600.0
20959219000120-1-000031/2025,1,1,8000.0
21161690000130-1-000017/2025,1,1,6000.0
21250048000128-1-000010/2025,1,1,14280.0
21260443000191-1-000001/2024,2,2,92269.0
21260443000191-1-000004/2025,1,1,158280.0
21260443000191-1-000084/2025,1,1,45000.0
21260443000191-1-000110/2024,1,1,141336.0
21260443000191-1-000154/2024,1,1,2300000.0004
21417423000181-1-000144/2025,1,1,73320.0
21417423000181-1-000219/2025,1,1,2838799.91
21611579000107-1-000001/2025,1,1,516525.0
21611579000107-1-000012/2025,8,7,32000.0
21857271000138-1-000040/2025,5,5,30048.0
22040711000122-1-000059/2024,1,1,70801.0
22050561000138-1-000005/2025,1,1,73820.0
22050561000138-1-000131/2025,1,1,26700.0
22224976000180-1-000016/2025,1,1,280.0
22257307000105-1-000009/2025,1,1,4578.8
22257307000105-1-000011/2025,1,1,5292.0
22257307000105-1-000014/2025,2,2,11723.23
