id_compra,n_instrumentos,n_fornecedores,valor_inicial
07252975000156-1-000039/2025,1,1,605.0
07276220000191-1-000005/2025,1,1,85660.0
07276220000191-1-000020/2025,1,1,20520.1
07276220000191-1-000038/2024,1,1,11922.26
07276220000191-1-000040/2024,7,1,66469.69
07343110000103-1-000006/2025,1,1,2600.0
07349637000137-1-000057/2025,1,1,483068.0
07405154000102-1-000002/2025,3,2,4268.99
07420613000127-1-000035/2025,1,1,63258.0
07420613000127-1-000040/2023,1,1,381600.0
07420613000127-1-000050/2025,1,1,1499.85
07420613000127-1-000061/2023,1,1,138599.88
07420613000127-1-000071/2024,1,1,3311668.75
07460294000183-1-000003/2025,5,4,35357.979999999996
07460294000183-1-000005/2025,2,1,1170.0
07460294000183-1-000006/2025,1,1,500000.0
07460294000183-1-000007/2025,1,1,400000.0
07460294000183-1-000008/2025,1,1,32000.0
07460294000183-1-000010/2025,2,1,34662.6
07460294000183-1-000052/2024,1,1,1529.0
07464768000165-1-000017/2025,1,1,600.0
07474736000140-1-000009/2025,1,1,2779.92
07496630000148-1-000001/2025,1,1,264.8
07520940000150-1-000014/2025,1,1,2890.0
07532816000105-1-000009/2025,1,1,18000.0
07539273000158-1-000138/2025,1,1,263127.5
07556717000163-1-000006/2025,4,1,11284.0
07556717000163-1-000012/2025,1,1,55457.4
07556717000163-1-000055/2025,1,1,12900.0
07556717000163-1-000056/2025,1,1,9000.0
07556717000163-1-000058/2025,1,1,13200.0
07585406000122-1-000021/2025,1,1,4924.0
07633040000110-1-000050/2025,1,1,30180.0
07669682000179-1-000070/2025,1,1,29988.0
07683188000169-1-000112/2025,2,2,1352.1799999999998
07711512000105-1-000002/2024,2,2,269440.0
07742778000115-1-000021/2024,1,1,53710.0
07748322000162-1-000040/2025,2,1,3579.8
07750478000188-1-000050/2025,1,1,5487.8
07750478000188-1-000051/2025,1,1,3800.0
07750478000188-1-000052/2025,1,1,59752.0
07750478000188-1-000053/2025,1,1,36000.0
07750478000188-1-000212/2025,1,1,100.0
07750478000188-1-000213/2025,1,1,150.0
07750478000188-1-000214/2025,2,1,131.6
07750478000188-1-000215/2025,1,1,339.0
07750478000188-1-000216/2025,1,1,4756.0
07750478000188-1-000305/2025,1,1,22000.0
07750478000188-1-000306/2025,1,1,134.46
07750478000188-1-000748/2025,1,1,6360.0
07750478000188-1-000749/2025,1,1,4658.0
07750478000188-1-000750/2025,1,1,10960.0
07750478000188-1-000751/2025,1,1,5485.0
07750478000188-1-000752/2025,1,1,3767.0
07750478000188-1-000753/2025,2,1,130.0
07750478000188-1-000754/2025,1,1,95.0
07750478000188-1-000755/2025,2,1,4290.0
07750478000188-1-000756/2025,2,1,370.0
07750478000188-1-000757/2025,2,1,106.7
07750478000188-1-000758/2025,1,1,400.0
07750478000188-1-000840/2025,1,1,11040.0
07750478000188-1-000841/2025,1,1,300.0
07754024000185-1-000003/2025,1,1,38100.9
07777639000127-1-000121/2025,1,1,59000.0
07791947000107-1-000010/2025,5,5,342024.0
07791947000107-1-000100/2025,1,1,60000.0
07791947000107-1-000101/2025,4,4,678800.0
07793624000152-1-000138/2025,1,1,8720.0
07804588000185-1-000012/2025,1,1,25000.0
07804588000185-1-000013/2025,1,1,10350.0
07804588000185-1-000023/2025,1,1,13662.0
07849816000133-1-000002/2025,1,1,2554.8
07852676000152-1-000018/2025,1,1,38280.0
07861703000153-1-000037/2025,1,1,22151.91
07861703000153-1-000101/2025,2,1,88800.0
07861703000153-1-000102/2025,1,1,13056.0
07861703000153-1-000103/2025,1,1,36000.0
07861703000153-1-000104/2025,2,1,11400.0
07861703000153-1-000228/2025,1,1,108000.0
07865433000159-1-000030/2024,1,1,120000.0
07868234000102-1-000003/2025,1,1,48400.0
07868234000102-1-000004/2025,1,1,58075.83
07868234000102-1-000015/2025,1,1,208845.0
07890935000130-1-000005/2025,1,1,1955.57
07926117000140-1-000030/2025,1,1,3372.0
07933452000175-1-000006/2024,1,1,62642.0
07963861000114-1-000059/2024,1,1,47010.5
08013657000103-1-000015/2025,1,1,62050.7
08036438000131-1-000006/2025,1,1,43637.9
08036438000131-1-000013/2025,1,1,151263.6
08036438000131-1-000017/2025,1,1,180000.0
08082743000160-1-000057/2025,1,1,48500.0
08083086000175-1-000005/2025,20,19,2527395.79
08083086000175-1-000029/2025,1,1,135000.0
08083086000175-1-000030/2025,8,4,2859000.0
08083086000175-1-000045/2024,25,17,103856.48
08083086000175-1-000058/2024,4,4,9884.4
08083086000175-1-000058/2025,31,16,293685.79
08120370000174-1-000019/2025,1,1,4525.0
08154015000116-1-000065/2025,2,2,18873.66
08194799000106-1-000026/2025,1,1,30050.0
08281643000162-1-000013/2025,1,1,219000.0
08345495000100-1-000007/2025,1,1,6600.0
08351513000159-1-000011/2025,1,1,726000.0
08351513000159-1-000092/2025,1,1,56802.0
08351513000159-1-000109/2025,1,1,129600.0
08357642000154-1-000096/2025,2,1,43500.0
08361788000173-1-000020/2025,1,1,84500.0
08418330000103-1-000034/2025,1,1,7800.0
08418353000118-1-000004/2025,1,1,17375.0
08434600000170-1-000001/2025,1,1,4800.0
08451635000117-1-000029/2025,1,1,285125.0
08451635000117-1-000032/2025,2,2,83862.6
08451635000117-1-000033/2025,1,1,157000.0
08451635000117-1-000056/2025,2,2,13491.46
08549559000187-1-000024/2025,1,1,22000.0
08565566000172-1-000001/2025,1,1,815400.0
08674396000164-1-000003/2025,1,1,271185.0
08677428000185-1-000011/2025,1,1,2300.0
08690876000119-1-000012/2025,1,1,2006.16
08715618000140-1-000019/2025,3,1,74876.9
08715618000140-1-000021/2024,1,1,175662.5
08715618000140-1-000022/2025,1,1,143325.0
08715618000140-1-000025/2025,10,4,508819.6
08715618000140-1-000029/2025,1,1,31136.0
08715618000140-1-000032/2025,2,2,42353.24
08715618000140-1-000035/2025,1,1,1354233.99
08715618000140-1-000038/2025,1,1,29404.88
08715618000140-1-000047/2025,2,2,12237.84
08715618000140-1-000058/2025,1,1,1440.0
08715618000140-1-000065/2025,3,3,30137.559999999998
08715618000140-1-000081/2025,1,1,99113.0
08715618000140-1-000083/2024,1,1,230335.56
08715618000140-1-000089/2024,1,1,359109.0
08715618000140-1-000092/2024,1,1,145710.7
08715618000140-1-000096/2024,3,3,205070.0
08715618000140-1-000097/2024,2,2,45948.8
08715618000140-1-000099/2024,1,1,111968.0
08715618000140-1-000103/2024,1,1,1547474.37
08715618000140-1-000106/2024,1,1,2370.0
08715618000140-1-000108/2024,1,1,501336.0
08715618000140-1-000136/2025,1,1,2664.75
08715618000140-1-000140/2025,1,1,387.0
08797960000136-1-000001/2025,1,1,7600.0
08797960000136-1-000005/2025,1,1,15960.0
08806721000103-1-000035/2025,1,1,5128676.57
08848656000170-1-000003/2025,1,1,524.0
08931506000126-1-000026/2025,1,1,32199.6
08931506000126-1-000027/2025,1,1,32199.6
08931506000126-1-000028/2025,1,1,32199.6
08931506000126-1-000092/2025,1,1,19692.0
08931506000126-1-000106/2025,1,1,318132.0
08931506000126-1-000112/2025,1,1,120166.68
08931506000126-1-000113/2025,1,1,120166.68
08931506000126-1-000196/2025,1,1,374400.0
08931506000126-1-000202/2025,1,1,280800.0
08931506000126-1-000203/2025,1,1,388742.4
08931506000126-1-000204/2025,1,1,318132.0
08931506000126-1-000206/2025,1,1,38400.0
08931506000126-1-000207/2025,1,1,38400.0
08931506000126-1-000209/2025,1,1,38400.0
08931506000126-1-000210/2025,1,1,38400.0
08931506000126-1-000211/2025,1,1,38400.0
08931506000126-1-000212/2025,1,1,38400.0
08931506000126-1-000213/2025,1,1,38400.0
08931506000126-1-000214/2025,1,1,38400.0
08931506000126-1-000280/2024,11,11,72729.76
08969291000132-1-000002/2024,1,1,47520.0
08969291000132-1-000010/2024,1,1,297761.57
08969291000132-1-000012/2024,3,3,4798495.4399999995
08993917000146-1-000063/2024,1,1,426221.23
08993917000146-1-000154/2024,3,3,66676.99
08993917000146-1-000155/2024,1,1,11730.5
08993917000146-1-000168/2024,1,1,1744.6
09008389000196-1-000019/2025,1,1,2270.0
09008389000196-1-000020/2025,1,1,9395.0
09105181000195-1-000013/2025,1,1,1650000.0
09105181000195-1-000033/2025,1,1,90000.0
09105181000195-1-000036/2025,1,1,5947.2
09129733000103-1-000033/2024,1,1,118300.0
09149617000148-1-000029/2025,1,1,52577.76
09149617000148-1-000030/2025,1,1,52577.76
09206510000194-1-000003/2025,1,1,62449.8
09215261000101-1-000021/2025,2,1,389.0
09240588000125-1-000046/2025,1,1,19200.0
09240588000125-1-000048/2025,1,1,28000.0
09291701000100-1-000001/2025,1,1,95000.0
09291701000100-1-000006/2025,1,1,44000.0
09297907000139-1-000001/2025,1,1,4898.6
09297907000139-1-000013/2025,1,1,30000.0
09297907000139-1-000014/2025,2,2,11170.0
09328892000129-1-000009/2025,1,1,160000.0
09332615000190-1-000023/2025,1,1,450.0
09332615000190-1-000041/2025,1,1,318.0
09332615000190-1-000075/2025,1,1,2872.0
09332615000190-1-000076/2025,1,1,1880.0
09332615000190-1-000090/2025,2,1,5670.0
09332615000190-1-000121/2024,3,2,44780.06
09332615000190-1-000124/2025,2,1,830.0
09332615000190-1-000125/2025,1,1,480.95
09332615000190-1-000126/2025,1,1,1940.0
09332615000190-1-000135/2025,3,3,13146.1
09332615000190-1-000165/2024,2,2,27603.08
09332615000190-1-000174/2025,1,1,4600.0
09356616000174-1-000003/2026,1,1,24000.0
09356616000174-1-000024/2025,1,1,66000.0
09356616000174-1-000025/2025,1,1,99000.0
09356616000174-1-000026/2025,1,1,42020.0
09356616000174-1-000028/2025,1,1,7640.0
09362501000192-1-000001/2025,1,1,5000.0
09403680000169-1-000042/2025,1,1,15200.0
09403680000169-1-000046/2025,1,1,15600.0
09403680000169-1-000122/2025,1,1,4255.0
09403680000169-1-000229/2024,1,1,6000.0
09403680000169-1-000283/2025,1,1,1400.0
09403680000169-1-000293/2025,1,1,3000.0
09436466000109-1-000005/2025,1,1,31200.0
09436466000109-1-000031/2025,1,1,29240.0
09436466000109-1-000034/2025,1,1,167997.4
09509569000151-1-000011/2025,1,1,1200.0
09509569000151-1-000058/2025,1,1,79500.0
09579148000105-1-000240/2025,1,1,27542.0
09583958000127-1-000067/2024,1,1,27422.1
09583958000127-1-000133/2025,1,1,714000.0
09626556000162-1-000029/2025,1,1,2048.8
09663279000168-1-000007/2025,1,1,66000.0
09664082000143-1-000010/2025,1,1,253000.0
09688688000119-1-000004/2025,1,1,12641.65
10237604000100-1-000008/2025,1,1,19800.0
10277035000126-1-000008/2025,1,1,49930.0
10298546000124-1-000001/2025,1,1,128634.0
10298905000143-1-000005/2025,1,1,800.04
10316445000139-1-000002/2025,1,1,120947.45
10316445000139-1-000010/2025,1,1,55534.65
10319517000100-1-000021/2025,1,1,4200.0
10324957000147-1-000003/2025,1,1,132480.0
10377912000130-1-000010/2025,1,1,90000.0
10414835000141-1-000049/2024,1,1,6098.0
10414835000141-1-000068/2025,1,1,35000.0
10432684000154-1-000033/2025,1,1,117500.0
10432684000154-1-000069/2025,1,1,56900.0
10432684000154-1-000071/2025,1,1,56900.0
10455823000165-1-000033/2025,1,1,3000.0
10465644000109-1-000009/2025,6,1,5240.48
10465644000109-1-000018/2025,1,1,205.0
10465644000109-1-000019/2025,1,1,462.9
10465644000109-1-000025/2025,1,1,1039.8
10465644000109-1-000029/2025,1,1,240.0
10465644000109-1-000030/2025,1,1,590.0
10465644000109-1-000040/2025,1,1,195.0
10465644000109-1-000042/2025,1,1,5400.0
10465644000109-1-000043/2025,1,1,273.6
10465644000109-1-000044/2025,1,1,340.0
10465644000109-1-000045/2025,1,1,1020.0
10465644000109-1-000046/2025,1,1,86.0
10465644000109-1-000047/2025,1,1,134.9
10465644000109-1-000048/2025,1,1,29.48
10465644000109-1-000049/2025,1,1,728.2
10465644000109-1-000050/2025,1,1,3840.0
10465644000109-1-000051/2025,1,1,521.0
10465644000109-1-000052/2025,1,1,370.0
10465644000109-1-000053/2025,1,1,932.0
10465644000109-1-000054/2025,1,1,210.0
10465644000109-1-000055/2025,1,1,609.4
10465644000109-1-000056/2025,1,1,39.9
10465644000109-1-000058/2025,1,1,1658.25
10465644000109-1-000059/2025,1,1,1876.76
10465644000109-1-000060/2025,1,1,1245.88
10465644000109-1-000061/2025,1,1,118.0
10465644000109-1-000062/2025,1,1,760.0
10465644000109-1-000064/2025,1,1,148.0
10465644000109-1-000065/2025,1,1,1391.14
10465644000109-1-000066/2025,2,1,34647.38
10465644000109-1-000067/2025,1,1,28505.63
10465644000109-1-000068/2025,1,1,2934.77
10465644000109-1-000070/2025,1,1,329.0
10465644000109-1-000071/2025,1,1,800.0
10465644000109-1-000072/2025,1,1,402.5
10465644000109-1-000073/2025,1,1,376.0
10465644000109-1-000074/2025,1,1,1506.0
10465644000109-1-000077/2025,1,1,3715.52
10465644000109-1-000084/2025,1,1,12684.5
10465644000109-1-000148/2025,6,4,39588.24
10465644000109-1-000149/2025,1,1,142.0
10465644000109-1-000150/2025,1,1,209.0
10465644000109-1-000151/2025,1,1,340.0
10465644000109-1-000152/2025,1,1,376.0
10465644000109-1-000153/2025,1,1,1360.0
10465644000109-1-000155/2025,1,1,2893.5
10465644000109-1-000158/2025,1,1,1180.0
10465644000109-1-000161/2025,1,1,588.42
10465644000109-1-000162/2024,1,1,6800.0
10465644000109-1-000162/2025,1,1,124.0
10465644000109-1-000163/2025,1,1,536.2
10465644000109-1-000164/2025,1,1,80.0
10465644000109-1-000165/2025,1,1,329.0
10465644000109-1-000166/2025,1,1,1038.0
10465644000109-1-000167/2025,1,1,3552.0
10465644000109-1-000168/2025,1,1,764.0
10465644000109-1-000171/2025,1,1,214.46
10465644000109-1-000172/2025,1,1,30.0
10465644000109-1-000173/2025,1,1,17323.69
10465644000109-1-000174/2025,1,1,2629.14
10465644000109-1-000175/2025,1,1,116.0
10465644000109-1-000176/2025,1,1,2957.0
10465644000109-1-000177/2025,1,1,449.4
10465644000109-1-000178/2025,1,1,499.0
10465644000109-1-000179/2025,1,1,1245.88
10465644000109-1-000181/2025,1,1,4880.5
10465644000109-1-000182/2025,1,1,28319.96
10465644000109-1-000189/2025,1,1,25000.0
10465644000109-1-000205/2025,1,1,1277.49
10465644000109-1-000239/2025,1,1,5713.82
10465644000109-1-000240/2025,1,1,38800.0
10465644000109-1-000242/2025,1,1,6780.0
10465644000109-1-000261/2025,1,1,663.56
10465644000109-1-000262/2025,1,1,80.0
10465644000109-1-000263/2024,9,4,40043.58
10465644000109-1-000263/2025,1,1,813.0
10465644000109-1-000264/2025,1,1,430.0
10465644000109-1-000265/2025,1,1,186.0
10465644000109-1-000266/2025,1,1,69.66
10465644000109-1-000267/2025,1,1,139.0
10465644000109-1-000268/2025,1,1,3407.76
10465644000109-1-000270/2025,1,1,190.0
10465644000109-1-000271/2025,1,1,1740.0
10465644000109-1-000272/2025,1,1,1074.0
10465644000109-1-000273/2025,1,1,4110.77
10465644000109-1-000274/2025,1,1,338.5
10465644000109-1-000276/2025,1,1,3612.99
10465644000109-1-000282/2024,105,13,602657.49
10465644000109-1-000338/2024,5,1,133534.5
10465644000109-1-000393/2024,1,1,3900.0
10465644000109-1-000408/2024,1,1,605.1
10465644000109-1-000421/2024,1,1,265.6
10465644000109-1-000423/2024,1,1,763.92
10465644000109-1-000426/2024,1,1,617.2
10465644000109-1-000436/2024,1,1,559.2
10465644000109-1-000437/2024,4,4,87977.26000000001
10467921000112-1-000007/2024,1,1,711050.77
10467921000112-1-000010/2025,1,1,8000.0
10467921000112-1-000015/2025,1,1,1940000.0
10469199000155-1-000011/2025,1,1,62400.0
10469199000155-1-000019/2025,1,1,360000.0
10469199000155-1-000049/2024,1,1,360000.0
10469199000155-1-000052/2024,11,11,17375654.4
10472663000162-1-000009/2025,1,1,2700.0
10474017000134-1-000003/2025,1,1,30000.0
10476288000129-1-000047/2025,1,1,31900.0
10476288000129-1-000048/2025,1,1,30000.0
10476288000129-1-000119/2025,2,2,27000.0
10476288000129-1-000122/2025,1,1,3068.19
10476288000129-1-000218/2025,1,1,5494.8
10476365000140-1-000022/2025,1,1,287000.0
10476365000140-1-000025/2025,1,1,718900.0
10476365000140-1-000035/2025,1,1,398000.0
10476365000140-1-000047/2025,1,1,375000.0
10480777000154-1-000006/2025,1,1,8000.0
10480867000145-1-000011/2025,3,3,254070.56
10480867000145-1-000014/2025,1,1,1828603.36
10480867000145-1-000015/2025,9,9,322368.8
10485444000118-1-000031/2025,1,1,300000.0
10485444000118-1-000032/2025,1,1,200000.0
10485444000118-1-000033/2025,1,1,34524.0
10486394000193-1-000001/2025,1,1,5091500.47
10486394000193-1-000002/2025,1,1,214499.53
10491693000116-1-000017/2025,2,2,216000.0
10496741000169-1-000021/2025,1,1,341280.0
10540697000147-1-000056/2025,1,1,18000.0
10547985000123-1-000016/2025,1,1,21056.0
10547985000123-1-000017/2025,1,1,34500.0
10551277000166-1-000010/2025,1,1,394760.64
10551277000166-1-000021/2025,1,1,23000.0
10552903000139-1-000010/2025,1,1,283575.0
10552903000139-1-000011/2025,1,1,235600.0
10552903000139-1-000012/2025,1,1,164817.5
10552903000139-1-000014/2025,1,1,123320.0
10559279000100-1-000013/2025,1,1,60000.0
10559279000100-1-000104/2024,1,1,9765.72
10559316000171-1-000002/2025,1,1,66000.0
10559943000102-1-000007/2025,1,1,815523.0
10564533000150-1-000027/2025,1,1,10908.35
10564533000150-1-000030/2025,1,1,23010.0
10564533000150-1-000034/2025,1,1,1000.0
10564533000150-1-000164/2024,2,1,34320.0
10565436000181-1-000011/2025,1,1,52020.0
10566414000136-1-000006/2025,1,1,26800.0
10589928000107-1-000003/2025,1,1,482999.99
10593919000190-1-000021/2025,5,5,179866.56
10593919000190-1-000047/2024,1,1,960.0
10593919000190-1-000051/2025,2,1,95.0
10593919000190-1-000067/2025,1,1,9500.0
10594533000100-1-000062/2025,1,1,18456.0
10606509000136-1-000036/2025,1,1,146827.2
10624466000111-1-000002/2025,1,1,1.0
10635089000116-1-000001/2024,1,1,22660160.52
10635089000116-1-000015/2025,1,1,10378555.0
10642703000177-1-000001/2025,1,1,230000.0
10687065000100-1-000020/2025,1,1,60000.0
10693916000128-1-000001/2025,1,1,230709.6
10698251000145-1-000001/2025,1,1,750534.45
10698251000145-1-000009/2024,2,2,600000.0
10700103000118-1-000010/2024,1,1,179676.0
10700103000118-1-000013/2025,7,7,29539.17
10701551000136-1-000002/2025,1,1,11940.0
10701551000136-1-000003/2025,1,1,1665.0
10701551000136-1-000006/2025,1,1,43500.0
10701551000136-1-000017/2025,3,3,98442.0
10701551000136-1-000019/2025,2,1,4184.0
10701551000136-1-000020/2025,7,1,3882.0
10701551000136-1-000022/2025,1,1,2250.0
10701551000136-1-000030/2025,4,1,9102.0
10701551000136-1-000033/2025,2,1,3000.0
10701551000136-1-000037/2025,2,1,3695.0
10701551000136-1-000047/2024,1,1,3660.5
10701551000136-1-000051/2025,2,1,2748.56
10701551000136-1-000070/2024,1,1,2381.0
10701551000136-1-000071/2025,1,1,2500.0
10701551000136-1-000101/2025,6,1,65132.0
10701551000136-1-000105/2025,1,1,4000.0
10701551000136-1-000106/2025,1,1,250003.59
10701551000136-1-000111/2025,1,1,12995.5
10701551000136-1-000114/2025,1,1,4680.0
10721783000156-1-000043/2025,1,1,580.0
10733319000180-1-000057/2024,1,1,99180.0
10759024000182-1-000061/2025,1,1,1920.0
10830598000108-1-000003/2025,1,1,1013303.67
10836939000144-1-000005/2025,1,1,1400000.0
10836939000144-1-000026/2025,2,2,270500.0
10839115000128-1-000027/2025,1,1,29700.0
10839115000128-1-000154/2025,1,1,15990.0
10846103000120-1-000002/2025,1,1,1.0
10870672000101-1-000014/2025,1,1,5500.0
10873273000102-1-000019/2025,1,1,2700.0
10936853000193-1-000008/2025,1,1,28500.0
10936859000160-1-000007/2025,1,1,108000.0
10936859000160-1-000008/2025,1,1,60000.0
11065186000183-1-000162/2025,1,1,537517.44
11065186000183-1-000164/2025,1,1,11525223.53
11084263000142-1-000001/2024,2,2,1278086.95
11084263000142-1-000001/2025,6,6,666089.96
11097342000198-1-000012/2025,1,1,70000.0
11097342000198-1-000014/2025,1,1,250000.0
11097342000198-1-000015/2025,1,1,310800.0
11097342000198-1-000016/2025,1,1,10080.0
11097383000184-1-000074/2025,1,1,500000.0
11097383000184-1-000092/2024,6,6,154246.53
11111771000172-1-000114/2024,5,1,10222.8
11111771000172-1-000116/2024,4,1,9690.73
11111771000172-1-000144/2024,2,2,8028.0
11111771000172-1-000161/2024,6,5,34228.08
11111771000172-1-000230/2024,2,1,550.0
11111771000172-1-000231/2024,1,1,1550.47
11111771000172-1-000232/2024,1,1,4900.0
11111771000172-1-000233/2024,3,1,1092.0
11111771000172-1-000234/2024,3,1,3703.12
11111771000172-1-000235/2024,3,1,1582.55
11111771000172-1-000236/2024,1,1,1000.0
11111771000172-1-000237/2024,1,1,800.0
11111771000172-1-000238/2024,2,1,650.0
11111771000172-1-000239/2024,1,1,6000.0
11111771000172-1-000240/2024,1,1,2940.72
11111771000172-1-000241/2024,2,1,795.0
11111771000172-1-000242/2024,3,1,1987.5
11111771000172-1-000243/2024,2,1,860.0
11111771000172-1-000244/2024,3,1,1440.0
11111771000172-1-000245/2024,2,1,1880.0
11111771000172-1-000246/2024,1,1,1432.0
11111771000172-1-000247/2024,3,1,378.0
11111771000172-1-000248/2024,2,1,580.0
11111771000172-1-000249/2024,2,1,223.0
11111771000172-1-000250/2024,3,1,448.0
11111771000172-1-000251/2024,3,1,2026.0
11111771000172-1-000252/2024,3,1,448.0
11111771000172-1-000253/2024,1,1,339.9
11111771000172-1-000254/2024,1,1,5000.0
11124654000143-1-000050/2024,1,1,10200.0
11124654000143-1-000051/2024,1,1,5760.0
11124654000143-1-000052/2024,1,1,11400.0
11124654000143-1-000053/2024,1,1,1678.8
11124654000143-1-000054/2024,1,1,11280.0
11135974000107-1-000012/2025,1,1,322794.0
11136549000124-1-000096/2025,6,6,9000000.0
11144137000136-1-000006/2025,1,1,128400.0
11145615000122-1-000019/2025,1,1,84000.0
11145615000122-1-000020/2025,1,1,54000.0
11149280000110-1-000023/2025,1,1,42000.0
11149280000110-1-000024/2025,1,1,44000.0
11149280000110-1-000046/2025,1,1,1120.0
11149280000110-1-000049/2025,1,1,36432.0
11149280000110-1-000089/2025,1,1,422.15
11149280000110-1-000090/2025,1,1,6435.0
11149280000110-1-000091/2025,1,1,337.6
11151460000137-1-000006/2025,1,1,59600.0
11151460000137-1-000008/2025,1,1,88036.12
11151460000137-1-000014/2025,1,1,11225.0
11166368000140-1-000021/2025,1,1,5000.0
11166368000140-1-000022/2025,1,1,4000.0
11166368000140-1-000055/2025,1,1,5418.99
11166368000140-1-000071/2025,5,5,101740.0
11167104000101-1-000011/2025,1,1,3800.0
11167104000101-1-000012/2025,1,1,3610.0
11167104000101-1-000013/2025,1,1,3420.0
11167104000101-1-000014/2025,1,1,385.0
11167104000101-1-000016/2025,1,1,1300.0
11167104000101-1-000017/2025,1,1,1238.64
11167104000101-1-000018/2025,1,1,0.01
11167104000101-1-000019/2025,1,1,380.0
11167104000101-1-000020/2025,1,1,134.12
11167104000101-1-000021/2025,1,1,1186.4
11167104000101-1-000022/2025,1,1,350.0
11168270000122-1-000001/2025,6,6,20820.64
11168270000122-1-000004/2025,1,1,30000.0
11168270000122-1-000027/2025,1,1,32500.0
11168270000122-1-000028/2025,1,1,32500.0
11168270000122-1-000061/2025,1,1,15422.4
11168270000122-1-000099/2025,1,1,760.0
11168270000122-1-000103/2025,1,1,26750.12
11170888000127-1-000033/2025,1,1,18000.0
11170888000127-1-000034/2025,1,1,59050.0
11170888000127-1-000035/2025,1,1,49860.0
11170888000127-1-000045/2025,1,1,9200.0
11170888000127-1-000046/2025,1,1,9200.0
11170888000127-1-000047/2025,1,1,5400.0
11170888000127-1-000050/2025,2,1,294800.0
11170888000127-1-000053/2025,1,1,2240.0
11170888000127-1-000054/2025,1,1,9380.0
11170888000127-1-000055/2025,1,1,25200.0
11170888000127-1-000056/2025,1,1,9600.0
11170888000127-1-000057/2025,1,1,1768900.0
11170888000127-1-000059/2025,1,1,34375.0
11170888000127-1-000060/2025,1,1,41998.0
11170888000127-1-000064/2025,1,1,6880.0
11170888000127-1-000066/2025,1,1,39600.0
11170888000127-1-000067/2025,1,1,39000.0
11170888000127-1-000073/2025,110,108,11415292.0
11170888000127-1-000084/2025,5,5,820000.0
11170888000127-1-000086/2025,1,1,35000.0
11170888000127-1-000088/2025,2,2,56500.0
11170888000127-1-000090/2025,1,1,86436.0
11170888000127-1-000092/2025,2,2,100000.0
11170888000127-1-000103/2025,1,1,150000.0
11171199000137-1-000001/2025,1,1,1111414.19
11171868000170-1-000001/2025,6,5,1298400.0
11171868000170-1-000144/2025,1,1,18000.0
11171868000170-1-000333/2025,1,1,15126.79
11171868000170-1-000412/2025,1,1,57457.0
11179871000130-1-000038/2025,1,1,8952.0
11179871000130-1-000041/2025,2,1,2615.8
11186410000195-1-000005/2024,1,1,84000.0
11186410000195-1-000006/2024,1,1,15600.0
11186410000195-1-000017/2025,1,1,69042.6
11186410000195-1-000023/2025,3,3,30584.17
11193159000196-1-000003/2025,1,1,48020.0
11193159000196-1-000004/2024,1,1,5091358.92
11193159000196-1-000008/2024,1,1,614876.0
11206573000192-1-000013/2025,1,1,37000.0
11213822000177-1-000005/2025,1,1,1537800.0
11221619000142-1-000064/2024,1,1,23332.68
11232665000147-1-000001/2025,21,17,2356136.0
11232665000147-1-000029/2024,1,1,1378.9
11232665000147-1-000043/2025,2,2,866.35
11232665000147-1-000047/2025,1,1,1721.34
11232665000147-1-000048/2025,1,1,5095.35
11232665000147-1-000102/2025,3,2,210.41
11232665000147-1-000166/2025,1,1,59500.0
11232665000147-1-000167/2025,1,1,7823.0
11232665000147-1-000168/2025,1,1,5297.91
11232665000147-1-000232/2025,1,1,4860.0
11232665000147-1-000233/2025,1,1,2556.53
11232665000147-1-000234/2025,1,1,3600.0
11232665000147-1-000235/2025,1,1,500.0
11232665000147-1-000236/2025,1,1,11767.1
11232665000147-1-000237/2025,1,1,2232.9
11232665000147-1-000262/2025,1,1,500.0
11232665000147-1-000263/2025,1,1,2907.6
11232665000147-1-000264/2025,1,1,5720.0
11232665000147-1-000265/2025,1,1,14155.0
11232665000147-1-000266/2025,1,1,3400.0
11232665000147-1-000302/2025,1,1,10918.0
11232665000147-1-000303/2025,1,1,1970.0
11232665000147-1-000345/2025,1,1,3783.76
11232665000147-1-000346/2025,1,1,1552.0
11232665000147-1-000347/2025,1,1,315.0
11232665000147-1-000348/2025,1,1,390.0
11232665000147-1-000349/2025,1,1,4290.0
11232665000147-1-000387/2025,1,1,1587.0
11232665000147-1-000388/2025,1,1,25800.0
11232665000147-1-000419/2025,1,1,320.0
11232665000147-1-000420/2025,1,1,3120.0
11232665000147-1-000421/2025,1,1,6900.0
11241660000180-1-000007/2025,1,1,12896.0
11241709000103-1-000004/2023,2,2,144000.0
11245566000108-1-000006/2025,1,1,29865.0
11258723000101-1-000002/2025,1,1,56000.0
11259476000168-1-000001/2025,1,1,16431.6
11259476000168-1-000002/2025,1,1,30240.0
11259476000168-1-000005/2025,1,1,30800.0
11259476000168-1-000009/2025,1,1,1145340.0
11259476000168-1-000010/2025,17,17,862177.0
11259476000168-1-000011/2025,1,1,30000.0
11259476000168-1-000012/2025,1,1,30240.0
11259476000168-1-000013/2025,1,1,26000.0
11259476000168-1-000014/2025,1,1,30000.0
11259476000168-1-000015/2025,1,1,17000.0
11259476000168-1-000021/2025,1,1,30000.0
11259476000168-1-000023/2025,1,1,37950.0
11261188000148-1-000005/2025,1,1,12000.0
11261188000148-1-000006/2025,1,1,103560.0
11261188000148-1-000021/2025,1,1,12300.0
