municipio_ibge,categoria,ano_assinatura,valor_total,n_fornecedores,hhi,hhi_10000,cr1,cr4,n_efetivo,entropia,entropia_normalizada,exposicao_degree,exposicao_strength,n_instrumentos,datas_sentinela,interpretavel_piloto
1501303,Compras,2025,1610724.4499999997,17.0,0.43496757689914467,4349.675768991447,0.6105327326471018,0.9332817913082528,2.2990219342989526,1.2012359248813356,0.4239835758932176,0.422663335405858,0.9308946150341486,52,5,True
1501303,Serviços,2025,5324590.9,5.0,0.9023709770612959,9023.709770612959,0.949285643710205,0.9977025089382923,1.1081916699677636,0.2497229267690129,0.15516157836205938,0.4879340788699234,0.9820531532824962,5,5,True
1501402,Compras,2025,3477954.7299999995,13.0,0.29441678260258597,2944.1678260258595,0.45011195415990946,0.9558103506424882,3.3965455065441525,1.4302117469283915,0.5575984347479807,0.4273456935265494,0.9637735752048633,13,5,True
1501402,Locação Imóveis,2025,868396.56,2.0,0.5396026267792497,5396.0262677924975,0.6407171396441276,1.0,1.8532155893471915,0.6530044619516518,0.9420862989360139,0.5108695652173914,0.9843790060714839,2,2,False
1501402,Obras,2025,183670.91,1.0,1.0,10000.0,1.0,1.0,1.0,-0.0,0.0,0.5104166666666666,0.2708333333333333,1,1,False
1501402,Serviços,2025,4695290.89,2.0,0.9970227344053357,9970.227344053357,0.9985091445527031,1.0,1.0029861561747035,0.011192834912384498,0.01614784742158597,0.48867424165379336,0.9901665512141524,2,2,False
1501451,Compras,2025,272895.7,15.0,0.4190423836741565,4190.4238367415655,0.6304606485188297,0.866275906875777,2.3863934507817968,1.4353413377165456,0.5300275959184005,0.4471346024633681,0.7687924012023879,16,3,True
1501451,Locação Imóveis,2024,15600.0,1.0,1.0,10000.0,1.0,1.0,1.0,-0.0,0.0,0.6666666666666666,0.3333333333333333,1,1,False
1501451,Serviços,2024,338400.0,2.0,0.6267793370554802,6267.793370554802,0.75177304964539,1.0,1.5954578284246848,0.5603788540093131,0.8084557936982765,0.5,0.840651878678135,2,2,False
1501451,Serviços,2025,84425.15,6.0,0.2525378980000253,2525.378980000253,0.3790339726965247,0.9407741650444212,3.959801708652457,1.475747030512227,0.8236300998303216,0.4879340788699235,0.4713656431353102,6,3,True
1501451,Serviços de Saúde,2025,69042.6,1.0,1.0,10000.0,1.0,1.0,1.0,-0.0,0.0,0.49907578558225507,0.5600739371534196,1,1,False
1502400,Compras,2025,82497.79000000001,2.0,0.5041348885522814,5041.348885522814,0.5454691574162168,1.0,1.9835961023679376,0.6890065739704807,0.9940263674071073,0.4094610314075222,0.7540982898754367,2,2,False
1502400,Locação Imóveis,2025,102264.0,1.0,1.0,10000.0,1.0,1.0,1.0,-0.0,0.0,0.5108695652173914,0.8913043478260869,1,1,False
1502400,Serviços,2025,18000.0,1.0,1.0,10000.0,1.0,1.0,1.0,-0.0,0.0,0.48793407886992346,0.4532077692760447,1,1,False
1502905,Obras,2026,3301933.94,1.0,1.0,10000.0,1.0,1.0,1.0,-0.0,0.0,1.0,1.0,1,1,False
1504208,Compras,2025,709995.8200000001,4.0,0.37232160374941137,3723.2160374941136,0.4896800941729488,1.0,2.685850055246978,1.0727525994301443,0.773827427649307,0.4094610314075222,0.9112809396310455,4,4,False
1504208,Serviços,2025,38017.4,3.0,0.7416168241965185,7416.168241965185,0.8548454128898872,0.9999999999999999,1.3484052240635434,0.512600504509004,0.4665890867928024,0.48793407886992346,0.5126016598335089,3,2,False
1505304,Compras,2025,5525971.58,13.0,0.20461235153667465,2046.1235153667465,0.28673873672003214,0.8397191774916801,4.8872904909690185,1.7865095211182571,0.6965086916516429,0.41060227026942514,0.9658402694194892,16,3,True
1505304,Serviços,2025,858999.33,1.0,1.0,10000.0,1.0,1.0,1.0,-0.0,0.0,0.48793407886992346,0.9605650382577987,1,1,False
1505403,Serviços,2025,307440.0,1.0,1.0,10000.0,1.0,1.0,1.0,-0.0,0.0,0.48793407886992346,0.9058269570335491,1,1,False
1505403,Serviços de Engenharia,2025,403674.13,2.0,0.5791705576864199,5791.7055768641985,0.6989604956849724,1.0,1.7266071051585286,0.6117425007471844,0.882557872128976,0.51,0.5378544693958961,2,2,False
1508100,Compras,2025,662896.0,2.0,0.8656155876904574,8656.155876904575,0.9275602809490479,1.0,1.1552472185350688,0.25990450885236605,0.3749629460259902,0.40946103140752227,0.9500132048923774,2,1,False
1508100,Obras,2025,20093105.86,1.0,1.0,10000.0,1.0,1.0,1.0,-0.0,0.0,0.5104166666666666,0.9791666666666666,5,2,False
1702109,Compras,2025,4233276.5,61.0,0.41847734169965417,4184.7734169965415,0.6193193381060745,0.8739178742517764,2.3896156383007017,1.586414683847548,0.38590692302026464,0.40946103140752227,0.9210879523447671,61,2,True
1702109,Serviços,2025,12380.0,2.0,0.8791108698432251,8791.10869843225,0.9353796445880452,1.0,1.1375129512143713,0.239495720698616,0.3455192885660216,0.9666348445964129,0.7307348901425432,2,1,False
1703701,Compras,2025,52818.01,2.0,0.8822532804957628,8822.532804957627,0.9371803292096768,1.0,1.1334613564010463,0.2346564726221878,0.3385377293645272,0.40946103140752227,0.7505521907676452,2,2,False
1703701,Serviços,2025,303798.0,7.0,0.39587831589579997,3958.7831589579996,0.5924989631268145,0.9391766897741262,2.5260287311700402,1.2798517810063281,0.6577137087381252,0.48793407886992346,0.7411304530707555,8,4,True
1705508,Locação Imóveis,2025,82533.28,2.0,0.7119329570317605,7119.329570317605,0.8255249276413102,1.0,1.4046266437352026,0.46291153334179214,0.6678401735225096,0.5108695652173914,0.700042076307305,2,2,False
1705508,Serviços,2025,4646.0,2.0,0.5424667398892841,5424.6673988928405,0.6457167455876023,1.0,1.8434309911868463,0.6500578951497976,0.9378353016233308,0.989198655003817,0.35369340603738186,2,1,False
