categoria,ano_assinatura,fornecedor_id_limpo,degree,strength,n_compradores_categoria,reach,pct_degree,pct_strength
Compras,2024,03596923000146,1,23532.0,29,0.034482758620689655,0.5026455026455027,0.656084656084656
Compras,2024,03812429000171,1,10449.6,29,0.034482758620689655,0.5026455026455027,0.5396825396825397
Compras,2024,03951140000133,1,105000.0,29,0.034482758620689655,0.5026455026455027,0.8201058201058201
Compras,2024,04040383000182,1,6360.0,29,0.034482758620689655,0.5026455026455027,0.42328042328042326
Compras,2024,04148921000157,1,283000.0,29,0.034482758620689655,0.5026455026455027,0.8888888888888888
Compras,2024,04299175000100,1,251160.0,29,0.034482758620689655,0.5026455026455027,0.8783068783068783
Compras,2024,04664811000148,1,1200.0,29,0.034482758620689655,0.5026455026455027,0.1455026455026455
Compras,2024,04784403000120,1,2696.0,29,0.034482758620689655,0.5026455026455027,0.2698412698412698
Compras,2024,04919019000197,1,10021.5,29,0.034482758620689655,0.5026455026455027,0.5291005291005291
Compras,2024,05005873000100,1,99755.04,29,0.034482758620689655,0.5026455026455027,0.8042328042328042
Compras,2024,05150878000127,1,12653.22,29,0.034482758620689655,0.5026455026455027,0.5873015873015873
Compras,2024,05188208000108,1,9693.84,29,0.034482758620689655,0.5026455026455027,0.5132275132275133
Compras,2024,05194705000100,1,947.5500000000001,29,0.034482758620689655,0.5026455026455027,0.10582010582010581
Compras,2024,05416754000140,1,23520.0,29,0.034482758620689655,0.5026455026455027,0.6507936507936508
Compras,2024,05782733000149,1,787.32,29,0.034482758620689655,0.5026455026455027,0.08465608465608465
Compras,2024,05905525000190,1,6580.0,29,0.034482758620689655,0.5026455026455027,0.43915343915343913
Compras,2024,05922826000121,1,22050.0,29,0.034482758620689655,0.5026455026455027,0.6402116402116402
Compras,2024,06092927000185,1,1475.0,29,0.034482758620689655,0.5026455026455027,0.1746031746031746
Compras,2024,06207441000145,1,1250.0,29,0.034482758620689655,0.5026455026455027,0.15343915343915343
Compras,2024,06297348000179,1,2528070.68,29,0.034482758620689655,0.5026455026455027,0.9947089947089947
Compras,2024,06628333000146,1,153500.0,29,0.034482758620689655,0.5026455026455027,0.8359788359788359
Compras,2024,06786973000184,1,4450.0,29,0.034482758620689655,0.5026455026455027,0.3492063492063492
Compras,2024,07118264000193,1,951000.0,29,0.034482758620689655,0.5026455026455027,0.9629629629629629
Compras,2024,07137759000160,1,3749.1,29,0.034482758620689655,0.5026455026455027,0.30687830687830686
Compras,2024,07307321000182,1,6543.0,29,0.034482758620689655,0.5026455026455027,0.43386243386243384
Compras,2024,07420899000140,1,19160.0,29,0.034482758620689655,0.5026455026455027,0.6243386243386243
Compras,2024,07429534000187,1,7750.0,29,0.034482758620689655,0.5026455026455027,0.4444444444444444
Compras,2024,07707978000137,1,222393.52,29,0.034482758620689655,0.5026455026455027,0.8624338624338624
Compras,2024,07912362000106,1,888.0,29,0.034482758620689655,0.5026455026455027,0.10052910052910052
Compras,2024,08038720000158,1,40703.66,29,0.034482758620689655,0.5026455026455027,0.7301587301587301
Compras,2024,08311856000190,1,11351.28,29,0.034482758620689655,0.5026455026455027,0.5661375661375662
Compras,2024,08583229000108,1,69250.0,29,0.034482758620689655,0.5026455026455027,0.7777777777777778
Compras,2024,08778201000126,1,51650.0,29,0.034482758620689655,0.5026455026455027,0.7513227513227513
Compras,2024,09053134000145,1,1200.0,29,0.034482758620689655,0.5026455026455027,0.1455026455026455
Compras,2024,09147535000164,1,1660.0,29,0.034482758620689655,0.5026455026455027,0.20105820105820105
Compras,2024,09182368000192,1,2739.0,29,0.034482758620689655,0.5026455026455027,0.2751322751322751
Compras,2024,10267695000126,1,208347.18,29,0.034482758620689655,0.5026455026455027,0.8571428571428571
Compras,2024,10472129000156,1,8000.0,29,0.034482758620689655,0.5026455026455027,0.4576719576719577
Compras,2024,10567549000116,1,2354.8,29,0.034482758620689655,0.5026455026455027,0.24867724867724866
Compras,2024,10956983000198,1,8235.0,29,0.034482758620689655,0.5026455026455027,0.48148148148148145
Compras,2024,11011753000119,1,4165.1,29,0.034482758620689655,0.5026455026455027,0.3386243386243386
Compras,2024,11334268000186,1,1005.0,29,0.034482758620689655,0.5026455026455027,0.1164021164021164
Compras,2024,11372104000143,1,346080.0,29,0.034482758620689655,0.5026455026455027,0.8994708994708994
Compras,2024,11383230000101,1,3800.0,29,0.034482758620689655,0.5026455026455027,0.31216931216931215
Compras,2024,11415849000142,1,82439.0,29,0.034482758620689655,0.5026455026455027,0.7883597883597884
Compras,2024,11491749000103,1,31189.0,29,0.034482758620689655,0.5026455026455027,0.7037037037037037
Compras,2024,12021151000105,1,4501.15,29,0.034482758620689655,0.5026455026455027,0.3544973544973545
Compras,2024,12419620000149,1,1863.0,29,0.034482758620689655,0.5026455026455027,0.21164021164021163
Compras,2024,12420164000904,1,4790000.0,29,0.034482758620689655,0.5026455026455027,1.0
Compras,2024,12884672000439,1,441000.0,29,0.034482758620689655,0.5026455026455027,0.9312169312169312
Compras,2024,12927876000167,1,5800.0,29,0.034482758620689655,0.5026455026455027,0.4074074074074074
