horizon,alpha_label,alpha_target,target_power,mean_hits_for_80pct_power,increment_over_fair_mean
25,nominal_0.05,0.05,0.8,9.6264545064487,0.6264545064487006
25,conservative_4test_0.0125,0.0125,0.8,9.786120915929846,0.7861209159298461
50,nominal_0.05,0.05,0.8,9.436162748189387,0.4361627481893873
50,conservative_4test_0.0125,0.0125,0.8,9.536123415863198,0.536123415863198
100,nominal_0.05,0.05,0.8,9.308354900656525,0.30835490065652493
100,conservative_4test_0.0125,0.0125,0.8,9.378370983195644,0.37837098319564433
250,nominal_0.05,0.05,0.8,9.19533267924696,0.19533267924695963
250,conservative_4test_0.0125,0.0125,0.8,9.239351772766387,0.23935177276638697
