municipio_ibge,anexo,exercicio,status,n_registros
1100304,DCA-Anexo I-D,2025,ok,240
1100304,DCA-Anexo I-E,2025,ok,266
1302900,DCA-Anexo I-D,2025,ok,193
1302900,DCA-Anexo I-E,2025,ok,202
1500107,DCA-Anexo I-D,2025,ok,181
1500107,DCA-Anexo I-E,2025,ok,194
1703701,DCA-Anexo I-D,2025,ok,158
1703701,DCA-Anexo I-E,2025,ok,168
1713809,DCA-Anexo I-D,2025,ok,142
1713809,DCA-Anexo I-E,2025,ok,170
2303204,DCA-Anexo I-D,2025,ok,165
2303204,DCA-Anexo I-E,2025,ok,191
2411908,DCA-Anexo I-D,2025,ok,145
2411908,DCA-Anexo I-E,2025,ok,152
2805505,DCA-Anexo I-D,2025,ok,167
2805505,DCA-Anexo I-E,2025,ok,201
2805604,DCA-Anexo I-D,2025,ok,146
2805604,DCA-Anexo I-E,2025,ok,174
2909901,DCA-Anexo I-D,2025,ok,150
2909901,DCA-Anexo I-E,2025,ok,188
2913606,DCA-Anexo I-D,2025,ok,174
2913606,DCA-Anexo I-E,2025,ok,195
2918407,DCA-Anexo I-D,2025,ok,224
2918407,DCA-Anexo I-E,2025,ok,200
2919926,DCA-Anexo I-D,2025,ok,202
2919926,DCA-Anexo I-E,2025,ok,233
2921708,DCA-Anexo I-D,2025,ok,182
2921708,DCA-Anexo I-E,2025,ok,192
2930709,DCA-Anexo I-D,2025,ok,193
2930709,DCA-Anexo I-E,2025,ok,255
3113206,DCA-Anexo I-D,2025,ok,248
3113206,DCA-Anexo I-E,2025,ok,224
3114105,DCA-Anexo I-D,2025,ok,205
3114105,DCA-Anexo I-E,2025,ok,235
3126109,DCA-Anexo I-D,2025,ok,282
3126109,DCA-Anexo I-E,2025,ok,310
3127701,DCA-Anexo I-D,2025,ok,272
3127701,DCA-Anexo I-E,2025,ok,271
3128006,DCA-Anexo I-D,2025,ok,262
3128006,DCA-Anexo I-E,2025,ok,364
3147105,DCA-Anexo I-D,2025,ok,259
3147105,DCA-Anexo I-E,2025,ok,324
3152501,DCA-Anexo I-D,2025,ok,241
3152501,DCA-Anexo I-E,2025,ok,254
3154200,DCA-Anexo I-D,2025,ok,209
3154200,DCA-Anexo I-E,2025,ok,275
3170107,DCA-Anexo I-D,2025,ok,372
3170107,DCA-Anexo I-E,2025,ok,314
3203353,DCA-Anexo I-D,2025,ok,205
3203353,DCA-Anexo I-E,2025,ok,256
3203502,DCA-Anexo I-D,2025,ok,145
3203502,DCA-Anexo I-E,2025,ok,195
3205150,DCA-Anexo I-D,2025,ok,158
3205150,DCA-Anexo I-E,2025,ok,174
3300407,DCA-Anexo I-D,2025,ok,267
3300407,DCA-Anexo I-E,2025,ok,247
3302270,DCA-Anexo I-D,2025,ok,217
3302270,DCA-Anexo I-E,2025,ok,243
3304300,DCA-Anexo I-D,2025,ok,205
3304300,DCA-Anexo I-E,2025,ok,219
3304706,DCA-Anexo I-D,2025,ok,181
3304706,DCA-Anexo I-E,2025,ok,214
3522109,DCA-Anexo I-D,2025,ok,217
3522109,DCA-Anexo I-E,2025,ok,250
3524709,DCA-Anexo I-D,2025,ok,200
3524709,DCA-Anexo I-E,2025,ok,252
3554508,DCA-Anexo I-D,2025,ok,214
3554508,DCA-Anexo I-E,2025,ok,255
4204509,DCA-Anexo I-D,2025,ok,211
4204509,DCA-Anexo I-E,2025,ok,194
4209177,DCA-Anexo I-D,2025,ok,172
4209177,DCA-Anexo I-E,2025,ok,163
4210902,DCA-Anexo I-D,2025,ok,198
4210902,DCA-Anexo I-E,2025,ok,211
4211876,DCA-Anexo I-D,2025,ok,168
4211876,DCA-Anexo I-E,2025,ok,177
4215208,DCA-Anexo I-D,2025,ok,196
4215208,DCA-Anexo I-E,2025,ok,198
4216354,DCA-Anexo I-D,2025,ok,203
4216354,DCA-Anexo I-E,2025,ok,198
4216404,DCA-Anexo I-D,2025,ok,185
4216404,DCA-Anexo I-E,2025,ok,209
4303103,DCA-Anexo I-D,2025,ok,293
4303103,DCA-Anexo I-E,2025,ok,315
4304507,DCA-Anexo I-D,2025,ok,240
4304507,DCA-Anexo I-E,2025,ok,325
4304705,DCA-Anexo I-D,2025,ok,285
4304705,DCA-Anexo I-E,2025,ok,360
4313060,DCA-Anexo I-D,2025,ok,243
4313060,DCA-Anexo I-E,2025,ok,216
4322202,DCA-Anexo I-D,2025,ok,249
4322202,DCA-Anexo I-E,2025,ok,325
5007109,DCA-Anexo I-D,2025,ok,185
5007109,DCA-Anexo I-E,2025,ok,166
5108402,DCA-Anexo I-D,2025,ok,256
5108402,DCA-Anexo I-E,2025,ok,268
5203203,DCA-Anexo I-D,2025,ok,166
5203203,DCA-Anexo I-E,2025,ok,204
5212709,DCA-Anexo I-D,2025,ok,183
5212709,DCA-Anexo I-E,2025,ok,176
5220504,DCA-Anexo I-D,2025,ok,178
5220504,DCA-Anexo I-E,2025,ok,226
