particao,arquivo,linhas_pj,sha256
2025-08-d01-d04,data/processed/pncp_mensal/pncp_2025-08-d01-d04_municipal_pj.csv.gz,1833,8b12a03edaa2399ef6819e8e80de1d5e38c527afff9d0e1a9f8e20c0905583ef
2025-08-d05-d08,data/processed/pncp_mensal/pncp_2025-08-d05-d08_municipal_pj.csv.gz,3581,a56d0e08b79597c833b456361e6d73610e1fbe6ab0e568f8db6219f98567bbdd
2025-08-d09-d12,data/processed/pncp_mensal/pncp_2025-08-d09-d12_municipal_pj.csv.gz,2066,bad981b10e20c02e5d9df44376cea46fc9cd923bcaf8dc65b9838cd24dd216d1
2025-08-d13-d16,data/processed/pncp_mensal/pncp_2025-08-d13-d16_municipal_pj.csv.gz,3245,3f524e02e1dc39f3ced75dd472d1978794745e66cb0993c3f386f86f63fb214b
2025-08-d17-d20,data/processed/pncp_mensal/pncp_2025-08-d17-d20_municipal_pj.csv.gz,2580,cd3ead6381994c4d63daa4b8835743aa74f6181adf38db00b71cb25e131657ee
2025-08-d21-d24,data/processed/pncp_mensal/pncp_2025-08-d21-d24_municipal_pj.csv.gz,2309,ef845840f847ee62c61c1fe1a779aa8979f0e6016407f2cc26744c16960951fa
2025-08-d25-d28,data/processed/pncp_mensal/pncp_2025-08-d25-d28_municipal_pj.csv.gz,3644,47e5fd5072f2910d4c67426f93275691fcba3f1c95526eb628cd8df13a202d07
2025-08-d29-d31,data/processed/pncp_mensal/pncp_2025-08-d29-d31_municipal_pj.csv.gz,1361,afc1870c527eeda494d9d0df046c9e8122dc2e9b9cd5b69570253163793dcb62
