cod_ibge,despesa_empenhada_2025,despesa_liquidada_2025,despesa_paga_2025,populacao_siconfi_2025,liquidada_sobre_empenhada,paga_sobre_empenhada
4316451,85514517.16,83267475.6,82249412.31,10200,0.97372327372444,0.9618181221336852
4316907,1442412114.09,1434247582.71,1366195945.61,296081,0.9943396680461528,0.9471606153778847
4318903,201249361.13,194083822.97,191386253.08,34690,0.9643947284117275,0.950990611872657
4320008,641767463.05,621993151.86,600048100.01,130554,0.9691877318055008,0.9349930224855454
4320909,178086346.71,173800350.05,168584012.97,24539,0.975933041812692,0.9466419862300065
5000252,90942230.16,85265464.26,84664522.87,4670,0.9375783297813071,0.9309703832976687
5000609,257973905.14,247439868.85,243477549.08,38251,0.9591662719363678,0.9438068898785211
5002704,6393130012.43,6229584684.5,5924478187.12,942140,0.974418582507782,0.9266944635258766
5003702,1804994222.72,1774072492.51,1756428493.51,261019,0.9828687926970741,0.9730936927117612
5004700,227281120.3,225708717.82,225702847.53,29890,0.993081684576684,0.9930558562545064
5005707,388680841.33,376763640.41,366687037.79,50868,0.9693393662542735,0.9434142329610564
5102504,528618181.95,493130747.16,487490138.0,92639,0.9328675478790918,0.9221970689727617
5200258,691558004.38,688790235.94,683242545.32,208892,0.995997778317263,0.9879757605185194
5200308,182484890.79,178346044.62,178346044.62,28690,0.9773195131274572,0.9773195131274572
5200506,26982497.39,26982497.39,26982497.39,1891,1.0,1.0
5200605,77604098.63,77366564.87,76447502.21,10414,0.9969391596037666,0.9850961941389924
5200803,60590639.85,60209734.17,59110767.49,8412,0.9937134567163677,0.9755758915293911
5201603,36134808.43,36134808.43,36132334.23,3859,1.0,0.9999315286255136
5201702,86708531.83,85231837.25,84864897.86,18096,0.9829694431581981,0.9787375713659342
5202809,31364362.78,31364362.78,30752971.68,2470,1.0,0.980506822208106
5203302,197711402.32,190104283.94,188278085.62,33912,0.9615241291562552,0.9522874422551919
5203807,50110175.63,50110175.63,49835139.11,6008,1.0,0.9945113638788498
5203939,42809431.73,42809351.73,42700384.62,2720,0.9999981312529327,0.9974527316623177
5204003,59311709.38,56918917.09,56385153.05,7342,0.9596573372271269,0.9506580342972404
5204508,619492442.1,618171380.34,581170603.17,93483,0.9978675094799837,0.9381399411426329
5204805,81775225.29,78236012.66,77682368.68,7424,0.956720233818386,0.9499499194837375
5205000,63559769.82,61247150.85,60482376.44,9484,0.963615051210077,0.9515826852627831
5205307,73500944.35,70715068.01,70680062.83,10991,0.9620974075280709,0.9616211526947546
5205406,197600024.68,184350043.53,183223202.74,21633,0.9329454478993235,0.9272428130346527
5205455,77293118.36,77293118.36,74208155.24,7722,1.0,0.960087480160504
5205513,123324621.99,120532568.76,120527496.03,24018,0.9773601314567468,0.9773189983081659
5205521,43844045.39,43836605.29,41343756.66,3967,0.999830305348564,0.9429731287850032
5205901,97306791.01,96322027.94,94668788.75,8739,0.9898798114727799,0.9728898442480864
5206305,47664627.2,46984337.59,46569292.51,3682,0.9857275793400101,0.9770199673354415
5206404,155702265.53,151524862.37,150967161.38,20227,0.9731705691899832,0.9695887267029671
5206701,36820102.57,36820102.57,35734116.15,3790,1.0,0.9705056112232334
5207352,59232504.3,58993638.61,58959372.19,3900,0.9959673207671552,0.9953888137395535
5207501,39225721.03,39216520.55,38798996.99,3186,0.9997654477786918,0.9891213206846182
5207808,64460655.48,64434257.12,64189427.55,9904,0.9995904732925313,0.995792349178265
5208509,48267858.85,48267858.85,48267858.85,5023,1.0,1.0
5208707,9443789728.21,9305863716.05,9251388580.97,1414483,0.9853950568437589,0.9796267014856049
5208806,311126061.06,295135454.88,288080110.93,69511,0.9486040927413141,0.9259272911710356
5209705,216834494.97,213341511.43,210012809.39,27530,0.983891015401017,0.96853966625124
5210000,263294805.03,253163401.2,252609225.53,53315,0.9615206846605058,0.9594159121415917
5210109,217585088.13,210611115.65,206879697.33,24617,0.9679482976524877,0.9507990603032325
5210307,28449018.36,27942165.57,27925415.38,2543,0.9821838214736911,0.9815950422832094
5210604,43767193.94,43767193.94,43732104.01,4906,1.0,0.9991982595446237
5211602,37938532.49,34613693.64,33994560.39,2664,0.9123624813143109,0.8960431033794054
5211909,740899118.98,728237465.04,720115076.57,104656,0.9829104211145082,0.9719475406603082
5212204,134970253.63,133933174.01,133547382.43,19582,0.9923162356733582,0.9894578904482126
5212501,948344014.02,922741410.1,915374299.17,196416,0.9730028306801123,0.9652344356450963
5212907,34793527.09,33113782.86,32680409.21,2764,0.951722507877542,0.9392669252952129
5213004,74355307.77,72061338.66,71969639.3,9684,0.9691485493262185,0.9679152902254203
5213103,678402600.84,651782645.6,638880337.18,71108,0.9607608296208784,0.9417421696039144
5213772,33126246.4,33117875.85,32522026.89,3647,0.9997473136588153,0.9817600973347829
5214101,37252678.74,36392467.43,35513896.07,3574,0.9769087394760594,0.953324627145994
5214408,59160682.43,59109702.17,58759659.51,9247,0.9991382746461669,0.9932214622359284
5214804,30200877.01,29479180.55,29151180.55,2103,0.9761034601822643,0.9652428484228313
5214861,40723488.12,39660137.08,39528328.25,8307,0.9738885078589874,0.9706518295663128
5214903,37233859.17,37076065.88,37074079.53,3076,0.9957621021962951,0.9957087542478342
5215405,40224663.98,40112569.85,39348280.86,4060,0.9972132985360492,0.9782127920214388
5215702,182058304.95,178518063.63,178250830.57,32004,0.9805543541615842,0.9790865108787777
5216403,131473972.24,130089468.69,128720799.94,10383,0.9894693715690537,0.979059183706915
5216809,58665069.65,58292043.56,58289843.56,8854,0.9936414276463746,0.9936039266255265
5217302,119292623.48,110639341.23,109882113.86,26598,0.9274617155900611,0.9211140693743086
5217708,103484883.68,103032641.56,100610104.03,18843,0.9956298726546532,0.9722202939427413
5218805,2409832671.89,2291315121.4,2238259790.56,214607,0.9508191784963028,0.9288029897962012
5218904,127216150.89,125175917.94,122390763.42,19803,0.9839624691068972,0.9620693800571567
5219100,50937824.54,49935335.26,49687920.38,6182,0.9803193542509304,0.9754621605597137
5219258,47768292.31,47526154.87,46525781.23,4985,0.9949310007058947,0.9739887900547809
5219308,233783289.38,230372974.47,219604280.26,37193,0.9854124949689764,0.9393497749235921
5219902,48135932.26,43440144.41,40778220.25,6379,0.9024473479679107,0.8471472003438456
5220009,88554191.88,88088355.31,88050073.84,11275,0.9947395311265305,0.994307236853529
5220454,1200186494.14,1168740174.46,1167906836.04,153522,0.9737988055743511,0.9731044647997558
5221007,36685356.15,35799119.44,34833608.13,4038,0.9758422214472626,0.9495235098051517
5221197,43385208.31,42373469.73,42201864.15,7842,0.9766801032100425,0.9727247095013428
5221601,249809700.95,246183421.79,238549653.5,43728,0.985483833709381,0.9549254996616255
5222054,83467545.81,80437593.91,79017223.25,8776,0.9636990416982286,0.9466820005690545
5222203,47064041.0,47013974.53,45145656.39,3686,0.9989362054567308,0.9592388462775646
