orgao_cnpj,n_municipios,n_instrumentos_mapeados,municipio_ibge,municipio,uf,valor_total,n_instrumentos,n_fornecedores,portfolio_hhi,portfolio_cr1,portfolio_cr4,portfolio_neff,portfolio_entropy_norm,count_hhi,count_neff,hhi_gap_value_minus_count,exposicao_degree,exposicao_strength,integracao_siconfi_principal,cod_ibge,despesa_empenhada_2025,despesa_liquidada_2025,despesa_paga_2025,populacao_siconfi_2025,liquidada_sobre_empenhada,paga_sobre_empenhada,procurement_intensity_parcial,log_despesa_empenhada,log_populacao_siconfi
01650166000116,1,18,5212204,Jussara,GO,579048.92,18,15,0.2138000615108942,0.4144727530102292,0.6717912538374133,4.677267129546848,0.7245773058834246,0.074074074074074,13.5,0.1397259874368202,0.4807768311304231,0.7060311515831795,True,5212204,134970253.63,133933174.01,133547382.43,19582.0,0.9923162356733582,0.9894578904482126,0.004290196576109079,18.72056496864203,9.882366055914016
01746653000187,1,261,4208807,Jaguaruna,SC,531495.2935,261,93,0.0372438174819154,0.098203804696532,0.2740751955501558,26.850093991722808,0.8160250818608569,0.0210067380103051,47.60377358490565,0.0162370794716102,0.9928081917194712,0.8768974385413363,True,4208807,139499891.73,134391375.01,131446853.98,19538.0,0.9633797800367655,0.9422720860200628,0.003810005060998194,18.75357438309636,9.880116566212887
01815216000178,1,29,5218805,Rio Verde,GO,9242747.65,29,29,0.1265741560446672,0.2737281256402148,0.5861460460840343,7.900506953782145,0.7271377838447753,0.0344827586206896,29.000000000000007,0.0920913974239776,0.4684790934477228,0.9196216948677094,True,5218805,2409832671.89,2291315121.4,2238259790.56,214607.0,0.9508191784963028,0.9288029897962012,0.0038354312968754945,21.60282315128751,12.276563727472475
01824828000127,1,11,4209409,Laguna,SC,8526.94,11,9,0.7079997103479069,0.8383664010770568,0.9382920484957088,1.412429956374708,0.3384723578723371,0.140495867768595,7.117647058823529,0.5675038425793119,0.9742876058102096,0.705315542153475,True,4209409,222290089.45,210941157.72,206265737.35,41269.0,0.9489453994189304,0.9279124312755096,3.8359514907289546e-05,19.21949379606928,10.627866891777025
01850671000104,1,41,4203600,Campos Novos,SC,104637.36,41,21,0.2312002860623634,0.4141463431416847,0.8002233619043905,4.325254163960084,0.6322849456259814,0.0707911957168352,14.126050420168069,0.1604090903455282,0.9882984449845212,0.7615058187872675,True,4203600,321410573.31,305440464.69,302772642.41,36976.0,0.9503124354138877,0.9420120791047415,0.00032555668260196726,19.58822990839303,10.518024332514162
01877528000106,1,7,4202107,Barra Velha,SC,641382.4,7,7,0.1748572601720237,0.2678314839945717,0.7355711662808334,5.718950411416745,0.939450953916101,0.1428571428571428,7.0,0.0320001173148808,0.5509587892626545,0.7561583516723167,True,4202107,338663895.79,313109110.99,309350941.75,45633.0,0.9245423408940937,0.9134452936838106,0.0018938611643377267,19.64051871567868,10.728386417979852
01896727000161,1,6,4210803,Meleiro,SC,2498.76,6,6,0.2847145005642371,0.4303734652387584,0.8910579647505161,3.512290375159099,0.8218031376158259,0.1666666666666666,5.999999999999999,0.1180478338975704,0.989859908966624,0.8014427027633116,True,4210803,52087179.73,51086619.75,50866929.75,6940.0,0.9807906670089163,0.9765729304921997,4.797264918071233e-05,17.76842940600184,8.84505705350085
01906118000146,1,5,3205010,Sooretama,ES,560749.94,5,5,0.8294648351880152,0.909217110214938,0.988943378219532,1.2055966179365871,0.2584468177271765,0.2,4.999999999999999,0.6294648351880151,0.4083121827411167,0.8684956544556545,True,3205010,200832446.08,195469000.76,194171415.92,27255.0,0.9732939302155214,0.9668328983188968,0.0027921282190459884,19.117981516792295,10.21299226949838
01935036000120,1,11,4207304,Imbituba,SC,17301.26,11,9,0.3703356191165899,0.5367614844236779,0.9365421940367348,2.7002533604124577,0.5942327868886691,0.1239669421487603,8.066666666666666,0.2463686769678296,0.986823226547037,0.7991541763226881,True,4207304,350268532.1,310891783.27,306098043.67,54258.0,0.8875812548905816,0.8738953563279571,4.939427443359534e-05,19.674210652845176,10.901505725968535
01941360000150,1,76,4203303,Campo Alegre,SC,135471.6478,76,46,0.0582785381939515,0.136482364393297,0.3722976107477449,17.158975344782842,0.8243783207025163,0.0405124653739612,24.68376068376069,0.0177660728199903,0.9958414687450524,0.919470560296674,True,4203303,125014962.11,120247415.82,109472822.27,12318.0,0.9618641944169445,0.8756777622639715,0.001083643473657171,18.643943984983476,9.418816886246988
02073207000111,1,114,4206108,Grão-Pará,SC,802854.6500000003,114,62,0.7608477093365682,0.8718888281957388,0.8994666469204606,1.3143234680590206,0.2022716351113,0.0249307479224376,40.11111111111112,0.7359169614141305,0.4832990278267907,0.927129015992218,True,4206108,62826583.48,61113075.8,56463111.44,6149.0,0.9727263908828423,0.8987137022654474,0.012778900356018537,17.955888845692296,8.724044745953469
02179215000147,1,7,4215703,Santo Amaro da Imperatriz,SC,40252.5,7,7,0.2265447070130993,0.3452481212347059,0.8615305881622259,4.414139765985253,0.8342481071490758,0.1428571428571428,7.0,0.0836875641559564,0.4213228056822147,0.3243038319813033,True,4215703,203902855.2,202175851.95,191938584.54,28260.0,0.9915302645060754,0.9413236727447257,0.000197410183199828,19.133154238389263,10.249202656238518
02246138000109,1,10,3304524,Rio das Ostras,RJ,1483346.97,10,6,0.3767712071780174,0.5577846698941921,0.9771671290096072,2.654130626089797,0.680903347615445,0.2,4.999999999999999,0.1767712071780173,0.4083121827411167,0.8893437241313431,True,3304524,1151672556.46,1080739105.26,1080502398.64,149562.0,0.9384083168413472,0.9382027839243109,0.0012879936763966118,20.86448111963247,11.915466301561146
02247113000111,1,26,4209003,Joaçaba,SC,138443.9,26,20,0.4962255071232502,0.693421667549094,0.8939030177566509,2.015212812814204,0.4275818622436712,0.0680473372781065,14.695652173913048,0.4281781698451438,0.5704861265539899,0.7171083148752408,True,4209003,321557994.74,289758955.14,289482883.81,29976.0,0.9011094728784101,0.900250929988742,0.0004305409980925545,19.58868847336777,10.308152340473523
02316487000141,1,6,5213103,Mineiros,GO,15649865.0,6,6,0.6309487531255082,0.7596231660784294,0.998958137977548,1.5849147732622275,0.3323190628183363,0.1666666666666666,5.999999999999999,0.4642820864588415,0.5428143828934863,0.9911767469111218,True,5213103,678402600.84,651782645.6,638880337.18,71108.0,0.9607608296208784,0.9417421696039144,0.02306869841097645,20.335251476219995,11.171955127042576
02362976000130,1,17,4208203,Itajaí,SC,173600.0,17,17,0.081231816347767,0.1382488479262673,0.4608294930875576,12.310447371000947,0.9387310746489764,0.0588235294117647,17.0,0.0224082869360022,0.4707807492572926,0.425848959917191,True,4208203,2879626419.94,2710544158.75,2700099900.64,291169.0,0.9412832650724454,0.9376563160912585,6.028559774209084e-05,21.780926407381898,12.581659133593865
02406542000194,1,13,4215802,São Bento do Sul,SC,571482.1915,13,12,0.4702102781462207,0.6474457944679455,0.974207857708896,2.126708084609395,0.4213001623494615,0.0887573964497041,11.266666666666666,0.3814528816965166,0.585714179701724,0.8674272371751406,True,4215802,656482953.54,626496093.16,621307259.85,82760.0,0.9543219512124425,0.946417963329711,0.0008705209913195091,20.302407285703598,11.323700131859479
02482295000105,1,46,4208450,Itapoá,SC,4038309.3700000006,46,28,0.6523599415657566,0.8011790537979512,0.9707178229388604,1.5328960843301596,0.2499332091327801,0.0463137996219281,21.591836734693885,0.6060461419438284,0.7862428965390834,0.9525975631621914,True,4208450,370841171.31,325561526.18,325238305.47,30731.0,0.8779001668826327,0.8770285788956296,0.010889592856517614,19.73128441923005,10.333027196085467
02762633000162,1,21,2914802,Itabuna,BA,4756196.05,21,15,0.1614011931386311,0.3120148737350723,0.6947543552162867,6.195741063333264,0.7949636316445327,0.0839002267573695,11.918918918918925,0.0775009663812615,0.628652212515105,0.907289709048536,True,2914802,1163036849.65,1120197750.52,1054923424.47,185500.0,0.9631661721269692,0.9070421326611144,0.004089462901739796,20.87430039497668,12.130810161029627
03061303000102,1,17,3500105,Adamantina,SP,993886.55,17,16,0.1591897822991473,0.2414581422799211,0.7495317750300575,6.281810211416792,0.7532597846547631,0.0657439446366782,15.210526315789473,0.0934458376624691,0.4155893649586634,0.7582394071730076,True,3500105,319695009.96,310704404.53,306270685.0,34357.0,0.9718775547008853,0.9580089630999257,0.0031088585027472105,19.58287800540028,10.444561061459837
03130778000103,1,7,5214408,Nazário,GO,219634.8,7,7,0.2837917295305102,0.4370892044430118,0.9242615468951186,3.523710862379064,0.7570678995220574,0.1428571428571428,7.0,0.1409345866733673,0.6314462156868912,0.6812824280229501,True,5214408,59160682.43,59109702.17,58759659.51,9247.0,0.9991382746461669,0.9932214622359284,0.0037125129558786933,17.895767731068265,9.132054453577638
03133862000180,1,11,3126703,Francisco Sá,MG,20330.9,11,11,0.1954265212836807,0.3683432607508767,0.7395717848201505,5.1170127443879645,0.8110743105404875,0.0909090909090909,11.0,0.1045174303745898,0.4108356188017723,0.20245671399375,True,3126703,131280375.7,130101931.42,126374811.78,21504.0,0.9910234543912873,0.9626329229038,0.00015486625393623093,18.692845866564074,9.975994243322877
03264792000108,1,64,4216206,São Francisco do Sul,SC,879963.764,64,42,0.1071085930951691,0.2437600373735389,0.5604489868516904,9.33631906742973,0.740113932639961,0.0390625,25.6,0.0680460930951691,0.8472969128031044,0.8908173154059731,True,4216206,555235454.3,531527189.19,522650516.99,52428.0,0.9573005201191815,0.9413132986057589,0.0015848479364657894,20.134902823727504,10.867196078739436
03347877000141,1,29,4218509,Treze Tílias,SC,46157.27999999999,29,18,0.4150516510565125,0.6203985590138761,0.884456579763799,2.409338687015227,0.4898734788768111,0.0868014268727705,11.52054794520548,0.328250224183742,0.9834490979691756,0.7715106655302368,True,4218509,76369317.14,71076764.58,70609233.68,8803.0,0.9306979195545547,0.9245759465225986,0.0006043956097628136,18.15109156535543,9.082847851460906
03347885000198,1,153,4218509,Treze Tílias,SC,137753.025,153,63,0.0582119446071919,0.1284085050037921,0.4002990424348213,17.178604953809643,0.789737831917634,0.0419069588619761,23.862385321100923,0.0163049857452157,0.993333597102104,0.8916430728328032,True,4218509,76369317.14,71076764.58,70609233.68,8803.0,0.9306979195545547,0.9245759465225986,0.001803774475912513,18.15109156535543,9.082847851460906
03387174000147,1,5,5211909,Jataí,GO,41105.68,5,5,0.3003262794632858,0.4471401519206104,0.9300884938529176,3.3297119445794205,0.8553166723130261,0.2,4.999999999999999,0.1003262794632857,0.4399021137785476,0.3615394835123605,True,5211909,740899118.98,728237465.04,720115076.57,104656.0,0.9829104211145082,0.9719475406603082,5.548080561438705e-05,20.42337503226484,11.558434060200995
04073373000143,1,5,3540705,Porto Ferreira,SP,9021.93,5,5,0.2601198601651932,0.33471884618923,0.911327177222612,3.844381583801154,0.9075633403495692,0.2,4.999999999999999,0.0601198601651931,0.6395161292256671,0.3874434361915009,True,3540705,339941840.1,329780110.98,313462869.99,52551.0,0.9701074480357853,0.9221073519452305,2.6539628065042056e-05,19.64428510241289,10.869539405619758
04200511000108,1,7,4201307,Araquari,SC,35856.100000000006,7,5,0.9675375229412184,0.98359832776013,0.9973282091471188,1.0335516466173826,0.0657630948329008,0.2653061224489795,3.7692307692307696,0.7022314004922389,0.4179369353761454,0.5630291749450218,True,4201307,430284267.98,385666640.15,379779770.01,45462.0,0.8963066252934121,0.8826252742004792,8.333118979303847e-05,19.879956636554837,10.724632091159428
04244520000109,1,6,5220009,São João d'Aliança,GO,27423.9,6,6,0.2896097196707135,0.3992867535252097,0.9450515790970648,3.45292278566134,0.7879327679638342,0.1666666666666666,5.999999999999999,0.1229430530040468,0.4895239827188233,0.3341174864553192,True,5220009,88554191.88,88088355.31,88050073.84,11275.0,0.9947395311265305,0.994307236853529,0.00030968494452710037,18.29912526020309,9.330343164370879
04244525000123,1,73,5220009,São João d'Aliança,GO,383046.26,73,52,0.0680409328556507,0.1517532634308973,0.4676420023001922,14.697035417217243,0.8113729575751735,0.0245824732595233,40.6793893129771,0.0434584595961274,0.6459892242206968,0.5824270094974355,True,5220009,88554191.88,88088355.31,88050073.84,11275.0,0.9947395311265305,0.994307236853529,0.004325557625990952,18.29912526020309,9.330343164370879
04326257000199,1,18,4102901,Bituruna,PR,192963.72,18,18,0.2557344192973322,0.4670385707738221,0.7597588810995144,3.910306648387989,0.6578702714066365,0.0555555555555555,18.0,0.2001788637417767,0.443938240548258,0.5442231698783785,True,4102901,148927752.01,123657092.54,123563720.75,15443.0,0.8303159812128021,0.8296890208998999,0.001295686783663015,18.818971860475653,9.644911105223
04402872000137,1,11,4212809,Balneário Piçarras,SC,11.0,11,11,0.0909090909090909,0.0909090909090909,0.3636363636363636,11.0,1.0,0.0909090909090909,11.0,0.0,0.4493899976926627,0.0808577526534379,True,4212809,403092400.73,313354062.32,309377560.1,28177.0,0.777375266198311,0.7675102768985907,2.7289028471087544e-08,19.814676375838246,10.246261321304372
04621712000189,1,12,5210000,Inhumas,GO,236792.69,12,12,0.4803113690365616,0.6334655009831596,0.9528165755454698,2.081982781306764,0.4144217513747362,0.0833333333333333,11.999999999999998,0.3969780357032282,0.427243271142035,0.7247017365364276,True,5210000,263294805.03,253163401.2,252609225.53,53315.0,0.9615206846605058,0.9594159121415917,0.0008993443299157371,19.38878489404022,10.88397299645228
04691691000178,1,45,3549805,São José do Rio Preto,SP,11066741.94,45,36,0.4210358938925258,0.5510890922608791,0.9379315453704344,2.375094414765648,0.3263662398869786,0.0380246913580246,26.2987012987013,0.3830112025345011,0.5944143584760665,0.9658801713837738,True,3549805,3294334131.71,3151439095.74,3103268054.43,475643.0,0.9566240004028288,0.9420016095389744,0.003359325890314457,21.915469900020796,13.072422851822854
04704773000100,1,10,3523107,Itaquaquecetuba,SP,30820.0,10,8,0.1897755951220395,0.2920181700194679,0.790720311486048,5.269381446844769,0.8746119955363556,0.16,6.249999999999999,0.0297755951220395,0.8741300343487814,0.548828864876127,True,3523107,1500508540.23,1485016012.42,1369809769.36,392218.0,0.9896751485282281,0.9128970163342313,2.0539703156421802e-05,21.12906991441797,12.879573086642797
04729502000109,1,11,3541406,Presidente Prudente,SP,283691.66000000003,11,8,0.5374043315112007,0.7049907635635111,0.9626648876459744,1.860796315481796,0.4565450500313756,0.140495867768595,7.117647058823529,0.3969084637426057,0.8506534595039603,0.7647372824466989,True,3541406,1148788755.97,1146120257.17,1145479343.23,226692.0,0.9976771196739763,0.9971192155887654,0.00024694849990976797,20.861973968579765,12.331347546944853
04862101000122,1,7,5203302,Bela Vista de Goiás,GO,18754.0,7,7,0.2608611062337059,0.3999146848672283,0.8958088941025915,3.833457637429852,0.7995694295951626,0.1428571428571428,7.0,0.1180039633765631,0.9133571470911924,0.7558277161447521,True,5203302,197711402.32,190104283.94,188278085.62,33912.0,0.9615241291562552,0.9522874422551919,9.485542958036513e-05,19.102318961338614,10.431524213032473
04870834000109,1,8,4316907,Santa Maria,RS,13947.83,8,8,0.3520831670958033,0.4301744429061725,0.9277392970806212,2.840238027420084,0.6246861095012727,0.125,8.0,0.2270831670958032,0.602689070529542,0.2681521873364134,True,4316907,1442412114.09,1434247582.71,1366195945.61,296081.0,0.9943396680461528,0.9471606153778847,9.669795382160606e-06,21.089582628383006,12.598388344519885
04902949000138,1,9,5200308,Alexânia,GO,356312.0,9,9,0.337310840561859,0.5298726958396013,0.8801275286827275,2.964624553229001,0.6629130703855679,0.1111111111111111,9.0,0.2261997294507479,0.9248713811872856,0.8461235685704299,True,5200308,182484890.79,178346044.62,178346044.62,28690.0,0.9773195131274572,0.9773195131274572,0.0019525561730479749,19.022177937367744,10.26430390897541
05002963000148,1,12,5213103,Mineiros,GO,95464.73,12,11,0.165623462152708,0.2618768208950049,0.7572953906641751,6.037791910653218,0.8437649802813516,0.0972222222222222,10.285714285714285,0.0684012399304858,0.6061339332452035,0.5472691916382997,True,5213103,678402600.84,651782645.6,638880337.18,71108.0,0.9607608296208784,0.9417421696039144,0.0001407198761941586,20.335251476219995,11.171955127042576
05029092000156,1,246,4203907,Capinzal,SC,11041817.659000002,246,100,0.0823758478681772,0.0905647992823823,0.3622591971295294,12.139480513757618,0.5943804637081034,0.0249520787890805,40.07682119205299,0.0574237690790967,0.4631961238131103,0.9448626771282448,True,4203907,169606579.69,162885563.4,162730035.53,23184.0,0.9603729035613807,0.9594559116010201,0.06510253127668623,18.948992075911537,10.051217664560463
05054133000164,1,8,2914802,Itabuna,BA,354527.92,8,8,0.1891991198503027,0.3340921640247685,0.7445027178677494,5.285436849765557,0.8902222563788885,0.125,8.0,0.0641991198503026,0.4083121827411167,0.6380957501303947,True,2914802,1163036849.65,1120197750.52,1054923424.47,185500.0,0.9631661721269692,0.9070421326611144,0.00030482948163395706,20.87430039497668,12.130810161029627
05106805000138,1,88,5204805,Campo Alegre de Goiás,GO,4588764.1,88,48,0.039989690790058,0.0871694406779376,0.2571498499999161,25.006444917263853,0.8848838797250334,0.0601756198347107,16.61802575107296,-0.0201859290446527,0.4536129939989232,0.7923295060652568,True,5204805,81775225.29,78236012.66,77682368.68,7424.0,0.956720233818386,0.9499499194837375,0.05611435595226838,18.2194848863834,8.912473274466036
05211356000198,1,42,3550407,São Pedro,SP,1236016.5,42,36,0.135391141307209,0.2588962202365421,0.6276696144428493,7.386007609840228,0.6949640069288314,0.0351473922902494,28.451612903225804,0.1002437490169596,0.5484412575136142,0.7279069336765154,True,3550407,248966384.65,245280497.32,241500224.76,38991.0,0.9851952409752759,0.9700113736218002,0.00496459191363367,19.33282844390985,10.571086129249698
05322181000196,1,6,5219258,Santa Fé de Goiás,GO,587629.0800000001,6,5,0.6464615383770933,0.7938681319175013,0.9929733225591896,1.5468824371368572,0.4556135983138167,0.2222222222222222,4.499999999999999,0.424239316154871,0.4658683037570981,0.8600995432024173,True,5219258,47768292.31,47526154.87,46525781.23,4985.0,0.9949310007058947,0.9739887900547809,0.012301655587486502,17.681872636558857,8.514188682395938
05419083000171,1,11,5206305,Cristianópolis,GO,178581.36000000002,11,11,0.1665271342240044,0.2687850512505896,0.7104257689604335,6.005027376828856,0.8281374816258441,0.0909090909090909,11.0,0.0756180433149134,0.5797180027969575,0.6110364052490319,True,5206305,47664627.2,46984337.59,46569292.51,3682.0,0.9857275793400101,0.9770199673354415,0.003746622400940545,17.679700112626737,8.211211361793023
05472936000139,1,7,4208203,Itajaí,SC,14612985.750000002,7,7,0.6004680851977614,0.7353256996093356,0.9971624635300832,1.665367443584707,0.3444669475960954,0.1428571428571428,7.0,0.4576109423406185,0.4155604574559921,0.9869762322372466,True,4208203,2879626419.94,2710544158.75,2700099900.64,291169.0,0.9412832650724454,0.9376563160912585,0.005074611640180909,21.780926407381898,12.581659133593865
05522917000170,1,9,2211001,Teresina,PI,1267447.79,9,9,0.567120360428544,0.7446156657861228,0.914574784970038,1.7632941255086505,0.469661758851321,0.1111111111111111,9.0,0.4560092493174328,0.8455142364237453,0.8719067625460639,True,2211001,5119761285.88,4965839285.12,4931466326.02,868523.0,0.9699357075134523,0.963221925916877,0.00024755993868220895,22.35637365105934,13.674549346753633
05532421000187,1,56,4209300,Lages,SC,138257.11,56,37,0.2525041879856228,0.4647500587854035,0.7572124138859838,3.960330353241263,0.5698780428226956,0.0325255102040816,30.74509803921569,0.2199786777815412,0.9675538934506038,0.8188091374750703,True,4209300,1031482219.41,1016006822.12,1004318452.56,164881.0,0.9849969325706344,0.9736653077107451,0.0001340373177533608,20.754262652721582,12.01297928056293
05593119000139,1,11,5204508,Caldas Novas,GO,9073828.0,11,11,0.4391947817630743,0.6487586936847382,0.8593160461053482,2.27689408327136,0.5727697350812123,0.0909090909090909,11.0,0.3482856908539834,0.4083121827411168,0.9541282903993514,True,5204508,619492442.1,618171380.34,581170603.17,93483.0,0.9978675094799837,0.9381399411426329,0.014647197259164108,20.244411058959052,11.445534880564031
05606204000194,1,6,3203403,Mimoso do Sul,ES,80448.0,6,5,0.2848824180057074,0.4005071599045346,0.9568914081145584,3.510220135733213,0.8636764482502295,0.2222222222222222,4.499999999999999,0.0626601957834851,0.6128541880254836,0.5244539209866372,True,3203403,180495525.13,177207976.59,174303597.95,24769.0,0.9817859831282123,0.9656948438165415,0.00044570634059796317,19.01121654390635,10.117348150251422
05613121000122,1,17,5204508,Caldas Novas,GO,100321.23,17,13,0.1690269842774259,0.3305385111406628,0.6721571296524176,5.916215119585216,0.821730954746874,0.0934256055363321,10.703703703703704,0.0756013787410937,0.4083121827411167,0.3894223879682059,True,5204508,619492442.1,618171380.34,581170603.17,93483.0,0.9978675094799837,0.9381399411426329,0.00016194100715728488,20.244411058959052,11.445534880564031
05628919000148,1,6,5214804,Nova Aurora,GO,341980.0,6,6,0.4752235326069274,0.6667056553014796,0.9301713550500028,2.10427289767052,0.6235715565311316,0.1666666666666666,5.999999999999999,0.3085568659402607,0.4618245710705913,0.7466249102346056,True,5214804,30200877.01,29479180.55,29151180.55,2103.0,0.9761034601822643,0.9652428484228313,0.011323512224057761,17.22338152198967,7.6511201757027
05658440000154,1,7,3550308,São Paulo,SP,89898.31999999999,7,7,0.2731562698139359,0.4416656507040398,0.8797686096914825,3.660908097336237,0.7891513145116974,0.1428571428571428,7.0,0.130299126956793,0.5601878817923105,0.5001184641399011,True,3550308,123571806691.25,117009214332.57,116798206872.08,12200180.0,0.9468924786777866,0.9451849090780541,7.274986293970371e-07,25.540088254747488,16.316961263693006
06073250000138,1,13,4207106,Ilhota,SC,83328.78,13,10,0.2652580515010204,0.4571049762159004,0.831237418812564,3.769913841790221,0.7377556467988796,0.1242603550295858,8.047619047619046,0.1409976964714345,0.7142943165541469,0.6991861040236478,True,4207106,152565646.98,132245234.6,131441111.88,20319.0,0.8668087293421708,0.8615380623478808,0.0005461831129711898,18.84310553338525,9.919311687883013
06079623000188,1,23,1501303,Barcarena,PA,3710948.35,23,23,0.2993220509471009,0.4894375584613027,0.8757400705940842,3.3408831619182293,0.5323814309733624,0.0434782608695651,23.00000000000001,0.2558437900775357,0.7778128843470248,0.9050420077223504,True,,,,,,,,,,
06089125000116,1,119,4207908,Irineópolis,SC,109749.7992,119,73,0.0437218993902393,0.1244722095127077,0.3186867243033644,22.87183342778664,0.8308973903587169,0.0222441917943648,44.95555555555556,0.0214777075958745,0.9833262988516656,0.8328037327202196,True,4207908,88033719.03,79819897.09,77902045.45,10298.0,0.9066968653545023,0.8849114442552706,0.0012466791180615648,18.29323046984675,9.239704980606087
06091010000166,1,10,2917706,Jaguarari,BA,3369796.1,10,10,0.1994409016117536,0.2957226403104924,0.8444793143418974,5.014016643119041,0.7642150116328508,0.1,9.999999999999996,0.0994409016117536,0.4083121827411167,0.9129041330984268,True,2917706,230421090.13,228226301.46,226660394.07,32495.0,0.990474879409859,0.983679028434948,0.014624512444146556,19.25541901961932,10.388841510328449
06129491000151,1,23,5208509,Goiandira,GO,221708.56,23,21,0.1381743620635386,0.26045904587536,0.642492107657007,7.237232617293766,0.754614263377709,0.051039697542533,19.5925925925926,0.0871346645210055,0.5389755670384315,0.5242646768679518,True,5208509,48267858.85,48267858.85,48267858.85,5023.0,1.0,1.0,0.004593295938172737,17.69227644887368,8.521782643750045
06216559000130,1,11,2102002,Bom Jardim,MA,379367.91,11,7,0.2933175184982323,0.392231382986505,0.9060278978261498,3.4092747174459226,0.7467977955261622,0.256198347107438,3.903225806451613,0.0371191713907942,0.438811843297447,0.7203075230492199,True,2102002,232580460.09,232571508.93,228853934.66,32894.0,0.9999615137058524,0.9839774784667724,0.0016311254602093344,19.264746788028265,10.401045549301214
