particao,arquivo,linhas_pj,sha256
2025-07-d01-d04,data/processed/pncp_mensal/pncp_2025-07-d01-d04_municipal_pj.csv.gz,3886,2cfe983c3e0535e8101afe619fc4254829da63cabba089f8b5841a6afec27334
2025-07-d05-d08,data/processed/pncp_mensal/pncp_2025-07-d05-d08_municipal_pj.csv.gz,2040,f336328c83defac396d2e8721ff262b39b3945bbb047079bc4cc98bc2dce750c
2025-07-d09-d12,data/processed/pncp_mensal/pncp_2025-07-d09-d12_municipal_pj.csv.gz,3651,bc532a1a8fa777252004703e1404f49cfed5ee11a5832e6974795a7f51988cca
2025-07-d13-d16,data/processed/pncp_mensal/pncp_2025-07-d13-d16_municipal_pj.csv.gz,2530,9cde94e0e56512881183fa1dc8b175020e83bb099019c1cfd5a6361d36d86992
2025-07-d17-d20,data/processed/pncp_mensal/pncp_2025-07-d17-d20_municipal_pj.csv.gz,2464,55bc5b65f87c319b0b6e8d14d2d9932baa15051859bac7e0558a47be213a925e
2025-07-d21-d24,data/processed/pncp_mensal/pncp_2025-07-d21-d24_municipal_pj.csv.gz,3045,de1b7fe6646f6c0fc4ec8c571e979e7a252c46fb57af48b88803ebf0ffe31a4d
2025-07-d25-d28,data/processed/pncp_mensal/pncp_2025-07-d25-d28_municipal_pj.csv.gz,1879,ad6794071a3ca53dadb37ee7b7a56f6a5a3a2884d0d8da828ef5051b474ae1a8
2025-07-d29-d31,data/processed/pncp_mensal/pncp_2025-07-d29-d31_municipal_pj.csv.gz,3367,c1fb6bfaf6de7eefa4d78bc8901b0764ba66a9c2ed8e546791b395633b43dbd8
