variaveis,rho,p,n
hhi_norm_vs_log_despesa,0.21077876113302235,1.5882344761089812e-11,1002
hhi_norm_vs_log_populacao,0.21282875598232565,9.987455393344833e-12,1002
hhi_norm_vs_log_despesa_per_capita,-0.08217223913720449,0.009260980980867771,1002
hhi_norm_vs_procurement_intensity_parcial,0.013407974584325766,0.6716311202128181,1002
exposicao_strength_vs_log_despesa,0.13680578238717225,1.3893110085073262e-05,1002
exposicao_strength_vs_log_populacao,0.14254920953657596,5.903210112070792e-06,1002
exposicao_strength_vs_log_despesa_per_capita,-0.04309228281206419,0.17288561619891293,1002
