orgao_cnpj,n_municipios,n_instrumentos_mapeados,municipio_ibge,municipio,uf,valor_total,n_instrumentos,n_fornecedores,portfolio_hhi,count_hhi,portfolio_cr1,portfolio_cr4,portfolio_neff,portfolio_hhi_norm,count_hhi_norm,hhi_gap_value_count,hhi_norm_gap_value_count,exposicao_degree_global,exposicao_strength_global,integracao_siconfi_principal
02581343000112,1,10,3506359,Bertioga,SP,50735.82,10,9,0.2448954571451043,0.12,0.4147957005523908,0.8446458537577592,4.083375051777642,0.1505073892882424,0.01,0.1248954571451043,0.1405073892882424,0.5235537373133902,0.3839730485099799,True
02701029000126,1,7,3514106,Dois Córregos,SP,114177.13000000002,7,7,0.2350122666892017,0.1428571428571428,0.3262972190665503,0.8705518346800274,4.25509703849832,0.107514311137402,0.0,0.0921551238320589,0.107514311137402,0.5943253991666352,0.5295630448688637,True
02762633000162,1,29,2914802,Itabuna,BA,5543790.7,29,22,0.1360532656476264,0.06064209274673,0.2676875788258023,0.637990521539711,7.35006245708183,0.09491294496418,0.0159107638299076,0.0754111729008963,0.0790021811342723,0.5985368532311812,0.8907753036932905,True
02920909000193,1,18,3133709,Itatiaiuçu,MG,347758.46,18,18,0.2838855477826442,0.0555555555555555,0.493195765819759,0.7835074666479718,3.5225463494381395,0.2417611682404468,0.0,0.2283299922270887,0.2417611682404468,0.4628979830715919,0.6243214337537506,True
03061303000102,1,28,3500105,Adamantina,SP,1659533.9,28,25,0.0982674412742192,0.0510204081632653,0.1852276533790602,0.5351468686478776,10.176310556509351,0.0606952513273117,0.0114795918367346,0.0472470331109539,0.049215659490577,0.4113171803383786,0.7332244488168853,True
03130778000103,1,7,5214408,Nazário,GO,219634.8,7,7,0.2837917295305102,0.1428571428571428,0.4370892044430118,0.9242615468951186,3.523710862379064,0.1644236844522618,0.0,0.1409345866733673,0.1644236844522618,0.6379320991785022,0.6562780116039986,True
03133862000180,1,14,3126703,Francisco Sá,MG,27087.74,14,13,0.1644277826500228,0.0816326530612245,0.2764627096981881,0.7045866506397358,6.081697289128171,0.0947967645375247,0.0051020408163265,0.0827951295887983,0.0896947237211981,0.4250789495693365,0.1891427039121958,True
03183869000107,1,5,3531100,Mongaguá,SP,276257.4,5,5,0.2776271743213109,0.2,0.3661802362579246,0.9554495191803004,3.601952879593312,0.0970339679016386,3.4694469519536136e-17,0.0776271743213108,0.0970339679016385,0.4262881970000844,0.6482923657385843,True
03230443000167,1,93,4211702,Orleans,SC,7521897.109999999,93,57,0.934046132755998,0.032258064516129,0.966427986675824,0.977558447352918,1.0706109312282022,0.9328683851266408,0.0149769585253456,0.901788068239869,0.9178914266012952,0.4257178218463293,0.9864793913006696,True
03264792000108,1,223,4216206,São Francisco do Sul,SC,3282030.8278,223,96,0.1847854547634829,0.0235476281445434,0.4021900065103343,0.603681203484642,5.411681353816268,0.1762042490241512,0.0132691821250123,0.1612378266189395,0.1629350668991389,0.6336496630122975,0.9121378132880482,True
