particao,arquivo,linhas_pj,sha256
2025-05-d01-d04,data/processed/pncp_mensal/pncp_2025-05-d01-d04_municipal_pj.csv.gz,978,cb879b0498646d03a64f7ba87f76660ea89b66e55d2f1eb413de59be54367d46
2025-05-d05-d08,data/processed/pncp_mensal/pncp_2025-05-d05-d08_municipal_pj.csv.gz,2709,0b8a9266f72c7039cc85e5e220460cffcee5794e36a87ea5bfca99d45ef66742
2025-05-d09-d12,data/processed/pncp_mensal/pncp_2025-05-d09-d12_municipal_pj.csv.gz,1750,fc89ff1c65e72f4fa219240c5327967e19004d6a03aaf1366ccee486005a8baa
2025-05-d13-d16,data/processed/pncp_mensal/pncp_2025-05-d13-d16_municipal_pj.csv.gz,4544,545a16e61e6dec77e96895a2a133ae4e7425af35b7071199ec7755054e320bd9
2025-05-d17-d20,data/processed/pncp_mensal/pncp_2025-05-d17-d20_municipal_pj.csv.gz,2082,be199cc720da6264c0dab46e33e8cbc16a109767f63ff5da62e8cafecdd8f3e4
2025-05-d21-d24,data/processed/pncp_mensal/pncp_2025-05-d21-d24_municipal_pj.csv.gz,3226,6ccaf47f733ba03a26a1fa21088f54b3ac5b00c96c5a7afe29d7a2fc0dc7069c
2025-05-d25-d28,data/processed/pncp_mensal/pncp_2025-05-d25-d28_municipal_pj.csv.gz,2541,013e57603769eb5c21c2918152291da940382a2f28b052965b513b296bf85f81
2025-05-d29-d31,data/processed/pncp_mensal/pncp_2025-05-d29-d31_municipal_pj.csv.gz,2178,4933eb5f05d077a99e22bd49553102e591b79c3f1c3e73f9995b019446641095
