n_instrumentos_comuns,valor_global_igual_inicial_n,valor_global_igual_inicial_pct,valor_global_maior_inicial_n,valor_global_maior_inicial_pct,valor_global_menor_inicial_n,valor_global_menor_inicial_pct,ratio_global_inicial_quantiles,soma_valorInicial,soma_valorGlobal,razao_somas_global_inicial
43140,42999,99.67315716272601,124,0.28743625405656004,17,0.039406583217431616,"{""0"": 0.012810658467845248, ""0.01"": 1.0, ""0.05"": 1.0, ""0.25"": 1.0, ""0.5"": 1.0, ""0.75"": 1.0, ""0.9"": 1.0, ""0.95"": 1.0, ""0.99"": 1.0, ""1"": 71.158524}",3509005623.8501,3541203002.5993996,1.0091756418201383
