orgao_cnpj,n_municipios,n_instrumentos_mapeados,municipio_ibge,municipio,uf,valor_total,n_instrumentos,n_fornecedores,portfolio_hhi,count_hhi,portfolio_cr1,portfolio_cr4,portfolio_neff,portfolio_hhi_norm,count_hhi_norm,hhi_gap_value_count,hhi_norm_gap_value_count,exposicao_degree_global,exposicao_strength_global,integracao_siconfi_principal,cod_ibge,despesa_empenhada_2025,despesa_liquidada_2025,despesa_paga_2025,populacao_siconfi_2025,liquidada_sobre_empenhada,paga_sobre_empenhada,despesa_empenhada_per_capita,exposicao_strength,exposicao_degree,procurement_intensity_parcial,log_despesa_empenhada,log_populacao_siconfi,log_despesa_per_capita,instrumentos_por_fornecedor
00057011000108,1,6,5212709,Mambaí,GO,109046.4,6,4,0.4829648133554434,0.2777777777777778,0.6602693899110837,1.0,2.0705442142925614,0.3106197511405912,0.037037037037037,0.2051870355776656,0.2735827141035541,0.8745091341638249,0.6582900729954776,True,5212709,47525124.68,47426697.49,47379713.66,8144.0,0.9979289440971962,0.9969403337502195,5835.599788801572,0.6582900729954776,0.8745091341638249,0.002294500029915545,17.676769069796663,9.005036738790304,8.671732331006357,1.5
00091238000170,1,12,4208906,Jaraguá do Sul,SC,533264.85,12,10,0.2668056756418174,0.1111111111111111,0.3750480272607504,0.9573969294994784,3.7480462047684657,0.1853396396020193,0.0123456790123456,0.1556945645307063,0.1729939605896736,0.5377384278693538,0.7614376167298197,True,4208906,1500828977.09,1372402927.83,1352736980.24,193304.0,0.9144299242482585,0.901326534128399,7764.08650152092,0.7614376167298197,0.5377384278693538,0.00035531353547954705,21.129283443792367,12.17201935820529,8.957264085587079,1.2
00118735000114,1,9,3543402,Ribeirão Preto,SP,139563.09999999998,9,9,0.3472008824465827,0.1111111111111111,0.5409313063410027,0.8621480176350339,2.880177011513936,0.2656009927524055,0.0,0.2360897713354716,0.2656009927524055,0.5674112546915033,0.6109139021220154,True,3543402,4979786245.27,4786157084.16,4560174098.0,702739.0,0.9611169733853703,0.9157369158829729,7086.252855284822,0.6109139021220154,0.5674112546915033,2.8025921821958237e-05,22.328652804425225,13.46274083585367,8.865911968571552,1.0
00124346000100,1,19,5221452,Trombas,GO,237840.84,19,13,0.176032943458608,0.0858725761772853,0.2606785277078571,0.7620894712615378,5.680754865268374,0.1073690220801586,0.0096952908587257,0.0901603672813226,0.0976737312214329,0.6003556009175872,0.5264768812189782,True,5221452,42622712.7,42550593.71,42531773.21,3123.0,0.998307968089511,0.9978664077380508,13648.002785782903,0.5264768812189782,0.6003556009175872,0.0055801431897130275,17.567897831131084,8.046549357283078,9.521348473848006,1.4615384615384615
00202770000117,1,6,5003256,Costa Rica,MS,3232560.62,6,6,0.5160285226261689,0.1666666666666666,0.6929491085614969,0.9699696273599966,1.937877377224822,0.4192342271514027,3.3306690738754695e-17,0.3493618559595022,0.4192342271514027,0.493195754213683,0.939635884664082,True,5003256,287525724.58,274094685.29,274094685.29,26187.0,0.9532875212831158,0.9532875212831158,10979.712245770801,0.939635884664082,0.493195754213683,0.01124268315373147,19.476822890998868,10.173018383403459,9.303804507595409,1.0
00204125000133,1,29,2704302,Maceió,AL,4804272.49,29,27,0.7356784225748761,0.0392390011890606,0.853407047275955,0.9668244275628088,1.3592895609198348,0.7255122080585251,0.0022866550809475,0.6964394213858155,0.7232255529775775,0.7972526806434582,0.9507892946653722,True,2704302,5315509518.88,5117855869.47,5085156468.9,960667.0,0.9628156720051089,0.9566639756430091,5533.1446993391055,0.9507892946653722,0.7972526806434582,0.0009038216323262798,22.393894708469244,13.775383113854698,8.618511594614546,1.0740740740740742
00324208000166,1,5,3107307,Bocaiúva,MG,20395.24,5,3,0.4662282745721222,0.44,0.5740074644868116,1.0,2.144872060618252,0.1993424118581832,0.1600000000000001,0.0262282745721221,0.0393424118581831,0.8541177229514182,0.4801588229874725,True,3107307,237763337.11,226948139.74,220814415.33,50185.0,0.9545127625585251,0.9287151585857888,4737.737114874963,0.4801588229874725,0.8541177229514182,8.577958337859401e-05,19.28678635501933,10.823471456247901,8.463314898771428,1.6666666666666667
00421772000105,1,29,5213103,Mineiros,GO,8079803.59,29,22,0.1519375187927683,0.0630202140309155,0.2122526842264491,0.7219680447702566,6.581652826409038,0.1115535911162334,0.0184021289847687,0.0889173047618527,0.0931514621314647,0.5054402150770875,0.935230356642287,True,5213103,678402600.84,651782645.6,638880337.18,71108.0,0.9607608296208784,0.9417421696039144,9540.453969173652,0.935230356642287,0.5054402150770875,0.01191004217848747,20.335251476219995,11.171955127042576,9.16329634917742,1.3181818181818181
00426641000102,1,5,3113206,Carandaí,MG,62633.64,5,5,0.2807508386759461,0.2,0.335283084297831,0.9817989182809748,3.561877160246848,0.1009385483449326,3.4694469519536136e-17,0.0807508386759461,0.1009385483449326,0.5502010380132731,0.4482122265826715,True,3113206,158682160.23,153210587.94,144606555.16,23826.0,0.9655186677439399,0.9112968650691529,6660.041980609418,0.4482122265826715,0.5502010380132731,0.00039471128896415584,18.882413767268684,10.078532700359306,8.803881066909376,1.0
00444435000125,1,10,3201308,Cariacica,ES,319910.04000000004,10,8,0.2852700824257914,0.14,0.4051138876416632,0.923778572251124,3.505449963404889,0.1831658084866187,0.0171428571428571,0.1452700824257913,0.1660229513437615,0.629388131740605,0.7187495217819516,True,3201308,1713797658.97,1664098327.83,1652504246.88,375500.0,0.9710004673656343,0.964235327450011,4564.041701651132,0.7187495217819516,0.629388131740605,0.000186667333991031,21.261977598210496,12.836013750186327,8.42596384802417,1.25
00460408000146,1,41,3110608,Cambuí,MG,703617.64,41,34,0.0994740755944305,0.0327186198691255,0.1999921434601895,0.5545606275590247,10.052870499416722,0.0721854112185042,0.0034070628954626,0.066755455725305,0.0687783483230415,0.6946318885575589,0.6484331446256635,True,3110608,201942681.75,197710334.94,197104731.06,29584.0,0.979041841113908,0.9760429511578476,6826.077668672256,0.6484331446256635,0.6946318885575589,0.0034842443108241035,19.123494461386905,10.294988953626905,8.82850550776,1.2058823529411764
00483887000116,1,5,4209409,Laguna,SC,77013.11,5,5,0.5722704426829528,0.2,0.7379926612494938,0.9859764136261996,1.747425562137614,0.4653380533536909,3.4694469519536136e-17,0.3722704426829527,0.4653380533536909,0.3965645695364238,0.4932092004878406,True,4209409,222290089.45,210941157.72,206265737.35,41269.0,0.9489453994189304,0.9279124312755096,5386.3696588238145,0.4932092004878406,0.3965645695364238,0.00034645318732179765,19.21949379606928,10.627866891777025,8.591626904292255,1.0
00536717000152,1,15,3200300,Alfredo Chaves,ES,548712.75,15,15,0.0863123771695586,0.0666666666666666,0.1202815134148058,0.4476101202313961,11.585823873620388,0.0210489755388128,0.0,0.0196457105028919,0.0210489755388128,0.510150775984881,0.6257631067353209,True,3200300,125731832.1,121838651.42,120454168.77,13303.0,0.9690358390951976,0.9580244458236921,9451.389318198902,0.6257631067353209,0.510150775984881,0.004364151391380226,18.649661880164462,9.495744852683906,9.153917027480556,1.0
00569168000112,1,17,4215653,Santa Rosa do Sul,SC,126661.17,17,16,0.8938056379258097,0.0657439446366782,0.9450410098059256,0.984457193945074,1.1188114703780878,0.8867260137875304,0.0034602076124567,0.8280616932891315,0.8832658061750736,0.9904899095716266,0.9711452731344746,True,4215653,75185289.3,70853079.94,69710300.0,9308.0,0.9423795612102539,0.9271800461104298,8077.491330038676,0.9711452731344746,0.9904899095716266,0.0016846536227932026,18.135466148773144,9.138629524422182,8.996836624350962,1.0625
00634997000131,1,12,3167202,Sete Lagoas,MG,15431841.680000002,12,12,0.1402545049056413,0.0833333333333333,0.2624447609029643,0.646379870714174,7.129895761086374,0.0620958235334268,1.5139404881252137e-17,0.0569211715723079,0.0620958235334268,0.4364803513269076,0.9534125834835868,True,3167202,1493652931.85,1365688651.36,1317259156.64,233398.0,0.9143279688598698,0.8819044428269404,6399.5961055793105,0.9534125834835868,0.4364803513269076,0.010331611414498093,21.124490588670692,12.360500429817588,8.763990158853105,1.0
00675468000186,1,63,5204508,Caldas Novas,GO,11810136.98,63,52,0.1883941834718294,0.0244394053917863,0.2871310490083749,0.7882854615289993,5.308019502361811,0.1724803439320614,0.0053107662818213,0.1639547780800431,0.16716957765024,0.6896972575471141,0.9298654304631044,True,5204508,619492442.1,618171380.34,581170603.17,93483.0,0.9978675094799837,0.9381399411426329,6626.792487404127,0.9298654304631044,0.6896972575471141,0.019064214794881355,20.244411058959052,11.445534880564031,8.79887617839502,1.2115384615384615
00715411000163,1,5,3170529,Urucuia,MG,115095.85,5,4,0.4584775801243349,0.28,0.5317307270418525,1.0,2.181131735446713,0.2779701068324465,0.04,0.1784775801243349,0.2379701068324465,0.635788374899893,0.6969186663386437,True,3170529,108249464.14,105390102.62,99356255.38,17433.0,0.9735854441154373,0.9178452398757527,6209.457014856881,0.6969186663386437,0.635788374899893,0.0010632463718355733,18.49994897462677,9.766120240743215,8.733828733883554,1.25
00879976000186,1,175,4115804,Medianeira,PR,14094482.97,175,151,0.0151611172629992,0.0076734693877551,0.0496648228594085,0.1465112274352551,65.95819969287507,0.0085955247114192,0.0010579591836734,0.0074876478752441,0.0075375655277457,0.3966925126380303,0.736920777158308,True,4115804,349550303.12,318420851.59,317796417.05,54390.0,0.9109442868389865,0.9091578929081948,6426.738428387572,0.736920777158308,0.3966925126380303,0.04032175868307398,19.672158038093972,10.903935592417007,8.768222445676964,1.1589403973509933
00955107000193,1,344,3543907,Rio Claro,SP,23401188.35,344,104,0.275568691871053,0.0247431043807463,0.4583464882030232,0.8576661582231143,3.6288592626768006,0.2685353781998982,0.0152745908310448,0.2508255874903067,0.2532607873688533,0.7140346407005964,0.9590152631728508,True,3543907,1460461802.91,1411186984.88,1262954013.02,206950.0,0.9662607964605313,0.8647634676261565,7057.075636192318,0.9590152631728508,0.7140346407005964,0.016023143024605405,21.10201852601631,12.240232497176878,8.861786028839429,3.3076923076923075
00956081000106,1,6,3202900,Itarana,ES,106151.38,6,6,0.2320739326466755,0.1666666666666666,0.3101504662492376,0.8874422546367273,4.308971665173896,0.0784887191760106,3.3306690738754695e-17,0.0654072659800088,0.0784887191760106,0.564690481601535,0.5275432254770474,True,3202900,78064468.82,74816348.24,74816348.24,12452.0,0.9583918185943279,0.9583918185943279,6269.2313539993565,0.5275432254770474,0.564690481601535,0.0013597912290258766,18.173045566604884,9.4296365315615,8.743409035043385,1.0
