orgao_cnpj,n_municipios,n_instrumentos_mapeados,municipio_ibge,municipio,uf,valor_total,n_instrumentos,n_fornecedores,portfolio_hhi,count_hhi,portfolio_cr1,portfolio_cr4,portfolio_neff,portfolio_hhi_norm,count_hhi_norm,hhi_gap_value_count,hhi_norm_gap_value_count,exposicao_degree_global,exposicao_strength_global,integracao_siconfi_principal
00057011000108,1,6,5212709,Mambaí,GO,109046.4,6,4,0.4829648133554434,0.2777777777777778,0.6602693899110837,1.0,2.0705442142925614,0.3106197511405912,0.037037037037037,0.2051870355776656,0.2735827141035541,0.8745091341638249,0.6582900729954776,True
00091238000170,1,12,4208906,Jaraguá do Sul,SC,533264.85,12,10,0.2668056756418174,0.1111111111111111,0.3750480272607504,0.9573969294994784,3.7480462047684657,0.1853396396020193,0.0123456790123456,0.1556945645307063,0.1729939605896736,0.5377384278693538,0.7614376167298197,True
00118735000114,1,9,3543402,Ribeirão Preto,SP,139563.09999999998,9,9,0.3472008824465827,0.1111111111111111,0.5409313063410027,0.8621480176350339,2.880177011513936,0.2656009927524055,0.0,0.2360897713354716,0.2656009927524055,0.5674112546915033,0.6109139021220154,True
00124346000100,1,19,5221452,Trombas,GO,237840.84,19,13,0.176032943458608,0.0858725761772853,0.2606785277078571,0.7620894712615378,5.680754865268374,0.1073690220801586,0.0096952908587257,0.0901603672813226,0.0976737312214329,0.6003556009175872,0.5264768812189782,True
00202770000117,1,6,5003256,Costa Rica,MS,3232560.62,6,6,0.5160285226261689,0.1666666666666666,0.6929491085614969,0.9699696273599966,1.937877377224822,0.4192342271514027,3.3306690738754695e-17,0.3493618559595022,0.4192342271514027,0.493195754213683,0.939635884664082,True
00204125000133,1,29,2704302,Maceió,AL,4804272.49,29,27,0.7356784225748761,0.0392390011890606,0.853407047275955,0.9668244275628088,1.3592895609198348,0.7255122080585251,0.0022866550809475,0.6964394213858155,0.7232255529775775,0.7972526806434582,0.9507892946653722,True
00324208000166,1,5,3107307,Bocaiúva,MG,20395.24,5,3,0.4662282745721222,0.44,0.5740074644868116,1.0,2.144872060618252,0.1993424118581832,0.1600000000000001,0.0262282745721221,0.0393424118581831,0.8541177229514182,0.4801588229874725,True
00421772000105,1,29,5213103,Mineiros,GO,8079803.59,29,22,0.1519375187927683,0.0630202140309155,0.2122526842264491,0.7219680447702566,6.581652826409038,0.1115535911162334,0.0184021289847687,0.0889173047618527,0.0931514621314647,0.5054402150770875,0.935230356642287,True
00426641000102,1,5,3113206,Carandaí,MG,62633.64,5,5,0.2807508386759461,0.2,0.335283084297831,0.9817989182809748,3.561877160246848,0.1009385483449326,3.4694469519536136e-17,0.0807508386759461,0.1009385483449326,0.5502010380132731,0.4482122265826715,True
00444435000125,1,10,3201308,Cariacica,ES,319910.04000000004,10,8,0.2852700824257914,0.14,0.4051138876416632,0.923778572251124,3.505449963404889,0.1831658084866187,0.0171428571428571,0.1452700824257913,0.1660229513437615,0.629388131740605,0.7187495217819516,True
00460408000146,1,41,3110608,Cambuí,MG,703617.64,41,34,0.0994740755944305,0.0327186198691255,0.1999921434601895,0.5545606275590247,10.052870499416722,0.0721854112185042,0.0034070628954626,0.066755455725305,0.0687783483230415,0.6946318885575589,0.6484331446256635,True
00483887000116,1,5,4209409,Laguna,SC,77013.11,5,5,0.5722704426829528,0.2,0.7379926612494938,0.9859764136261996,1.747425562137614,0.4653380533536909,3.4694469519536136e-17,0.3722704426829527,0.4653380533536909,0.3965645695364238,0.4932092004878406,True
00536717000152,1,15,3200300,Alfredo Chaves,ES,548712.75,15,15,0.0863123771695586,0.0666666666666666,0.1202815134148058,0.4476101202313961,11.585823873620388,0.0210489755388128,0.0,0.0196457105028919,0.0210489755388128,0.510150775984881,0.6257631067353209,True
00569168000112,1,17,4215653,Santa Rosa do Sul,SC,126661.17,17,16,0.8938056379258097,0.0657439446366782,0.9450410098059256,0.984457193945074,1.1188114703780878,0.8867260137875304,0.0034602076124567,0.8280616932891315,0.8832658061750736,0.9904899095716266,0.9711452731344746,True
00634997000131,1,12,3167202,Sete Lagoas,MG,15431841.680000002,12,12,0.1402545049056413,0.0833333333333333,0.2624447609029643,0.646379870714174,7.129895761086374,0.0620958235334268,1.5139404881252137e-17,0.0569211715723079,0.0620958235334268,0.4364803513269076,0.9534125834835868,True
00675468000186,1,63,5204508,Caldas Novas,GO,11810136.98,63,52,0.1883941834718294,0.0244394053917863,0.2871310490083749,0.7882854615289993,5.308019502361811,0.1724803439320614,0.0053107662818213,0.1639547780800431,0.16716957765024,0.6896972575471141,0.9298654304631044,True
00715411000163,1,5,3170529,Urucuia,MG,115095.85,5,4,0.4584775801243349,0.28,0.5317307270418525,1.0,2.181131735446713,0.2779701068324465,0.04,0.1784775801243349,0.2379701068324465,0.635788374899893,0.6969186663386437,True
00879976000186,1,175,4115804,Medianeira,PR,14094482.97,175,151,0.0151611172629992,0.0076734693877551,0.0496648228594085,0.1465112274352551,65.95819969287507,0.0085955247114192,0.0010579591836734,0.0074876478752441,0.0075375655277457,0.3966925126380303,0.736920777158308,True
00955107000193,1,344,3543907,Rio Claro,SP,23401188.35,344,104,0.275568691871053,0.0247431043807463,0.4583464882030232,0.8576661582231143,3.6288592626768006,0.2685353781998982,0.0152745908310448,0.2508255874903067,0.2532607873688533,0.7140346407005964,0.9590152631728508,True
00956081000106,1,6,3202900,Itarana,ES,106151.38,6,6,0.2320739326466755,0.1666666666666666,0.3101504662492376,0.8874422546367273,4.308971665173896,0.0784887191760106,3.3306690738754695e-17,0.0654072659800088,0.0784887191760106,0.564690481601535,0.5275432254770474,True
00999472000108,1,80,5220454,Senador Canedo,GO,26941823.0,80,80,0.0272457073150733,0.0125,0.0534484990121121,0.2137939960484485,36.70302952446245,0.0149323618380489,3.513364001978343e-18,0.0147457073150733,0.0149323618380489,0.5496924152913737,0.8944289009067024,True
01071994000108,1,68,4120358,Pranchita,PR,4164548.53,68,62,0.0826481463410493,0.0173010380622837,0.1560520655044449,0.5224510614599562,12.09948491613446,0.0676095913630337,0.0011912190141244,0.0653471082787656,0.0664183723489093,0.541106706817092,0.8344831687863988,True
01134736000115,1,6,3300803,Cachoeiras de Macacu,RJ,779078.28,6,6,0.2016596018758686,0.1666666666666666,0.2502957725891164,0.830171109378123,4.958851404534405,0.0419915222510423,3.3306690738754695e-17,0.0349929352092019,0.0419915222510423,0.3965645695364238,0.7415034314673175,True
