orgao_cnpj,n_municipios,n_instrumentos_mapeados,municipio_ibge,municipio,uf,valor_total,n_instrumentos,n_fornecedores,portfolio_hhi,portfolio_cr1,portfolio_cr4,portfolio_neff,portfolio_entropy_norm,count_hhi,count_neff,hhi_gap_value_minus_count,exposicao_degree,exposicao_strength,integracao_siconfi_principal
01404511000131,1,32,4305108,Caxias do Sul,RS,533040.86,32,20,0.2274182779097953,0.3463398847135283,0.8876948194928246,4.397183943133395,0.5859100360361887,0.08203125,12.19047619047619,0.1453870279097953,0.4237897571152078,0.7158535114071404,True
01420402000108,1,11,1504208,Marabá,PA,84739.40000000001,11,9,0.2070496206486367,0.3540265803156501,0.8163968590761794,4.829760116764474,0.8117380416896968,0.1239669421487603,8.066666666666666,0.0830826784998764,0.7946867962728098,0.6484428800362312,True
01465988000127,1,81,5213103,Mineiros,GO,2669716.75,81,53,0.1406400207143756,0.3073836316156011,0.6208619397544702,7.110351626233683,0.6481869355721971,0.0422191739064167,23.685920577617328,0.0984208468079589,0.6451281261510384,0.824931488696342,True
01600293000100,1,7,4214904,Rio Fortuna,SC,8279.18,7,7,0.2739602189198392,0.4522186979869987,0.8634429979780606,3.650164990898187,0.8012742504026116,0.1428571428571428,7.0,0.1311030760626963,0.9871552537329988,0.7499846767775312,True
01610999000153,1,8,4203303,Campo Alegre,SC,4236.12,8,8,0.2179819651579029,0.297441998810232,0.8647111035570286,4.587535483844339,0.8167051015403564,0.125,8.0,0.0929819651579029,0.9889191873724316,0.722963215304371,True
01648573000199,1,37,3303955,Pinheiral,RJ,4279820.09,37,32,0.3440094100351512,0.5761637751459782,0.7242194846559543,2.9068972267294053,0.565414789585327,0.0343316289262235,29.127659574468083,0.3096777811089277,0.5129467756364453,0.8826216585759108,True
01650166000116,1,18,5212204,Jussara,GO,579048.92,18,15,0.2138000615108942,0.4144727530102292,0.6717912538374133,4.677267129546848,0.7245773058834246,0.074074074074074,13.5,0.1397259874368202,0.4870381266049738,0.6945728529735713,True
01746653000187,1,418,4208807,Jaguaruna,SC,803449.0775000001,418,107,0.0371363924432176,0.0963596351879562,0.2681495461670998,26.92776368972893,0.793558524589326,0.0237746388590004,42.061627347135286,0.0133617535842171,0.995678318115716,0.9125488217928412,True
01815216000178,1,73,5218805,Rio Verde,GO,17198428.91,73,67,0.1035861143336811,0.2519416176137219,0.5151051899193506,9.653803566554377,0.6987105517757787,0.0163257646838055,61.25287356321841,0.0872603496498755,0.452428219567515,0.9106674573692308,True
01823752000115,1,6,4208203,Itajaí,SC,74995.97,6,4,0.3558613379604957,0.4666917435696878,1.0,2.810083291798926,0.8213810389496653,0.2777777777777778,3.6,0.0780835601827179,0.7093074124324621,0.7025348859842135,True
01824828000127,1,43,4209409,Laguna,SC,18819.96,43,21,0.1815972980459246,0.3798467159335089,0.6545996909663995,5.506689861360751,0.7477490376024128,0.0632774472687939,15.803418803418806,0.1183198507771307,0.9879016826448944,0.7691940856537869,True
01850671000104,1,85,4203600,Campos Novos,SC,139562.38999999998,85,43,0.1366117510450686,0.310507580158236,0.6039364186870115,7.320014510831481,0.7057093281393299,0.0352941176470588,28.333333333333343,0.1013176333980098,0.9884332274902338,0.7392005950031386,True
01877528000106,1,11,4202107,Barra Velha,SC,4159587.99,11,11,0.6534896898603942,0.8053682259045084,0.8947478473703354,1.530246024560282,0.3806469563374141,0.0909090909090909,11.0,0.5625805989513033,0.4366750355366919,0.9342733775885612,True
01896727000161,1,19,4210803,Meleiro,SC,7681.620000000001,19,16,0.1504985251554789,0.3189431395981577,0.6327311166134227,6.644583386893043,0.830602636008142,0.0692520775623268,14.44,0.081246447593152,0.9938833376932584,0.8146889881413153,True
01906118000146,1,5,3205010,Sooretama,ES,560749.94,5,5,0.8294648351880152,0.909217110214938,0.988943378219532,1.2055966179365871,0.2584468177271765,0.2,4.999999999999999,0.6294648351880151,0.4095272879056662,0.8653000686356664,True
01935036000120,1,37,4207304,Imbituba,SC,26978.34,37,28,0.1928339559100965,0.3787872048465546,0.708943915748708,5.18580866777541,0.6780244132863996,0.0445580715850986,22.442622950819665,0.1482758843249979,0.96193033384315,0.6747566155450005,True
01941360000150,1,132,4203303,Campo Alegre,SC,714558.1428,132,72,0.2492985544109163,0.4464157370735934,0.729931659243559,4.011254707685589,0.525204159827146,0.0260560146923783,38.37885462555065,0.2232425397185379,0.9850312218557832,0.9571018278327708,True
02073207000111,1,200,4206108,Grão-Pará,SC,864439.406,200,87,0.656824578698333,0.8097733573242496,0.8444348845429659,1.5224765217857064,0.2738651352304276,0.0186,53.76344086021505,0.638224578698333,0.5208668262990127,0.9215653923816725,True
02179215000147,1,8,4215703,Santo Amaro da Imperatriz,SC,73631.7,8,8,0.2732082276552107,0.4533264884553799,0.8659308422866782,3.660211877886788,0.7580104372077937,0.125,8.0,0.1482082276552107,0.4167029093240186,0.403468864821237,True
02246138000109,1,16,3304524,Rio das Ostras,RJ,1618716.57,16,7,0.3751977273992343,0.5632710610974966,0.9574545221341622,2.665261346148657,0.6542633544513298,0.1875,5.333333333333333,0.1876977273992343,0.4095272879056663,0.8835690486669582,True
