cod_ibge,despesa_empenhada_2025,despesa_liquidada_2025,despesa_paga_2025,populacao_siconfi_2025,liquidada_sobre_empenhada,paga_sobre_empenhada,despesa_empenhada_per_capita
2504009,2168908546.95,2161097297.54,2058797379.98,418140,0.9963985344513561,0.9492319917661617,5187.039142272923
2506301,267495163.1,264924582.49,262517397.24,57661,0.9903901790962889,0.981391193013314,4639.100312169404
2507507,4850356845.3,4569049735.78,4529794533.11,889618,0.9420028013418049,0.933909540593776,5452.179300890944
2515302,271042440.54,270759774.63,245169965.86,51142,0.998957115684773,0.9045445627317475,5299.80134801142
2602209,202710147.22,202710147.22,196969232.08,37190,1.0,0.971679192094072,5450.66273783275
2604007,333242122.48,327929211.85,323660502.66,78865,0.9840569055602542,0.9712472728576651,4225.475464147594
2607109,52129167.71,52129167.71,50316982.65,4750,1.0,0.965236639301794,10974.561623157895
2608008,112290532.04,110452288.68,105278629.2,15419,0.9836295783214815,0.9375557073903414,7282.607953823205
2608909,254155639.39,248686317.12,245716731.97,55917,0.9784804213546986,0.9667963007224462,4545.230241071588
2610608,295798929.15,291945966.84,284755552.57,55072,0.9869743872262426,0.9626659345531307,5371.131049353573
2611606,9660349174.86,9586143766.57,9480081025.61,1494586,0.9923185583722882,0.9813393754214259,6463.561932776033
2612471,85029302.57,84601187.51,79229750.8,11598,0.9949650879513267,0.931793492423091,7331.3763209173985
2613602,171256111.34,167226302.82,162747441.32,31154,0.9764691111548159,0.9503161087016189,5497.082600629133
2614600,131457967.48,129178714.79,127171655.66,27505,0.9826617379403286,0.9673940507207969,4779.42074095619
2615003,114799769.98,114641525.65,112739663.82,24335,0.998621562307768,0.9820547884341675,4717.475651530717
2615904,65845607.29,65456607.29,63175134.32,8018,0.9940922406822561,0.9594434149838031,8212.223408580694
2700300,1404948023.86,1314406219.73,1303520867.58,235085,0.9355550507261882,0.9278071825024988,5976.340574090223
2704302,5315509518.88,5117855869.47,5085156468.9,960667,0.9628156720051089,0.9566639756430091,5533.1446993391055
2709152,333508010.92,333093577.55,327348525.6,37999,0.9987573510787439,0.98153122228456,8776.757570462381
2800308,4013049781.6,3870099515.27,3740885901.41,605309,0.9643786461395438,0.9321802880597487,6629.754029099187
2802304,87295952.51,86725170.02,85091411.61,14561,0.9934615240043961,0.9747463560839493,5995.189376416455
2802908,562958305.73,450617729.78,431683971.08,103620,0.8004460102878744,0.7668133975219109,5432.91165537541
2803005,207148240.44,187606486.43,186713021.63,40313,0.9056629495452547,0.9013497832924194,5138.497269863319
2803203,216543461.08,212397704.99,210880037.34,34414,0.9808548544051008,0.9738462491005087,6292.30723194049
2803302,129572044.78,128143330.21,126577767.67,15848,0.9889735893847641,0.976891025258697,8175.924077486118
2804300,49098051.79,48870820.14,45741500.76,7821,0.9953718805183573,0.9316357593096262,6277.720469249456
2804508,254861655.13,246184746.39,245039659.24,41267,0.9659544361996155,0.9614614607874614,6175.9191395061425
2804607,140345344.63,139482653.57,137474237.11,25000,0.9938530838890712,0.9795425524974182,5613.8137852
2805109,69910979.28,67564767.07,63425696.51,7393,0.9664400036423004,0.9072351319236162,9456.37485188692
2806206,102296757.88,97331337.65,97308038.53,20294,0.9514606295164827,0.9512328694145707,5040.739030255248
2903201,1004522893.76,990006209.71,950096510.57,165413,0.9855486777452498,0.9458186731949153,6072.817092731527
2904902,145794718.52,145513251.71,142154074.2,31982,0.9980694306840656,0.9750289697942618,4558.649193921581
2906808,288547173.39,288547173.39,286971987.78,39475,1.0,0.9945409771598386,7309.618071944268
2910800,2379490635.55,2320915691.5,2244826134.27,652592,0.9753834105606971,0.943406164635368,3646.214841049232
2911709,474195185.55,465563880.02,432961416.83,87580,0.9817979899564165,0.9130447335263967,5414.423219342316
2912004,56859086.04,56859086.04,53919335.07,10426,1.0,0.9482976042222715,5453.585846921159
