orgao_cnpj,n_municipios,n_instrumentos_mapeados,municipio_ibge,municipio,uf,valor_total,n_instrumentos,n_fornecedores,portfolio_hhi,portfolio_cr1,portfolio_cr4,portfolio_neff,portfolio_entropy_norm,count_hhi,count_neff,hhi_gap_value_minus_count,exposicao_degree,exposicao_strength,integracao_siconfi_principal,cod_ibge,despesa_empenhada_2025,despesa_liquidada_2025,despesa_paga_2025,populacao_siconfi_2025,liquidada_sobre_empenhada,paga_sobre_empenhada,despesa_empenhada_per_capita,portfolio_hhi_norm,count_hhi_norm,procurement_intensity_parcial,log_despesa_empenhada,log_populacao_siconfi,log_despesa_per_capita,instrumentos_por_fornecedor
01397083000167,1,22,4216503,São Joaquim,SC,54872.98,22,16,0.3972133065598983,0.5710187418288565,0.9252499135275686,2.5175390237064064,0.4724961635568989,0.0743801652892562,13.444444444444445,0.3228331412706421,0.6608090760711074,0.6618984138330563,True,4216503,202831996.46,179589594.9,178884373.46,26026.0,0.8854105764098044,0.8819337016942361,7793.4371958810425,0.35702752699722484,0.012672176308539947,0.00027053414134698106,19.127888590707776,10.166851317336702,8.961037273371074,1.375
01404511000131,1,32,4305108,Caxias do Sul,RS,533040.86,32,20,0.2274182779097953,0.3463398847135283,0.8876948194928246,4.397183943133395,0.5859100360361887,0.08203125,12.19047619047619,0.1453870279097953,0.4237897571152078,0.7158535114071404,True,4305108,3571734146.76,3446693049.38,3364463468.66,503068.0,0.9649914881001355,0.9419691753127762,7099.903286951268,0.18675608201031085,0.033717105263157895,0.0001492386717761548,21.996317070191957,13.128480628811484,8.867836441380472,1.6
01420402000108,1,11,1504208,Marabá,PA,84739.40000000001,11,9,0.2070496206486367,0.3540265803156501,0.8163968590761794,4.829760116764474,0.8117380416896968,0.1239669421487603,8.066666666666666,0.0830826784998764,0.7946867962728098,0.6484428800362312,True,1504208,1773067554.1,1633032360.81,1621389850.92,271321.0,0.9210209487133268,0.914454639458455,6534.944048193836,0.10793082322971628,0.014462809917355351,4.779253887086851e-05,21.295976964891878,12.511057900738024,8.784919064153856,1.2222222222222223
01465988000127,1,81,5213103,Mineiros,GO,2669716.75,81,53,0.1406400207143756,0.3073836316156011,0.6208619397544702,7.110351626233683,0.6481869355721971,0.0422191739064167,23.685920577617328,0.0984208468079589,0.6451281261510384,0.824931488696342,True,5213103,678402600.84,651782645.6,638880337.18,71108.0,0.9607608296208784,0.9417421696039144,9540.453969173652,0.12411386726657513,0.023800311866155482,0.003935298518452537,20.335251476219995,11.171955127042576,9.16329634917742,1.528301886792453
01600293000100,1,7,4214904,Rio Fortuna,SC,8279.18,7,7,0.2739602189198392,0.4522186979869987,0.8634429979780606,3.650164990898187,0.8012742504026116,0.1428571428571428,7.0,0.1311030760626963,0.9871552537329988,0.7499846767775312,True,4214904,45408613.03,44771696.46,44562639.64,4885.0,0.985973661657994,0.9813697593132586,9295.51955578301,0.15295358873981238,-6.476300976980079e-17,0.0001823262030604241,17.631212359335272,8.493924564476883,9.13728779485839,1.0
01610999000153,1,8,4203303,Campo Alegre,SC,4236.12,8,8,0.2179819651579029,0.297441998810232,0.8647111035570286,4.587535483844339,0.8167051015403564,0.125,8.0,0.0929819651579029,0.9889191873724316,0.722963215304371,True,4203303,125014962.11,120247415.82,109472822.27,12318.0,0.9618641944169445,0.8756777622639715,10148.965912485794,0.10626510303760332,0.0,3.38849040827022e-05,18.643943984983476,9.418816886246988,9.225127098736486,1.0
01648573000199,1,37,3303955,Pinheiral,RJ,4279820.09,37,32,0.3440094100351512,0.5761637751459782,0.7242194846559543,2.9068972267294053,0.565414789585327,0.0343316289262235,29.127659574468083,0.3096777811089277,0.5129467756364453,0.8826216585759108,True,3303955,183413766.01,178643498.53,172799777.64,24553.0,0.9739917696268234,0.9421309065240975,7470.116320205269,0.3228484232620915,0.0031810363109403836,0.023334235936067402,19.02725517500249,10.108589325349573,8.918665849652918,1.15625
01650166000116,1,18,5212204,Jussara,GO,579048.92,18,15,0.2138000615108942,0.4144727530102292,0.6717912538374133,4.677267129546848,0.7245773058834246,0.074074074074074,13.5,0.1397259874368202,0.4870381266049738,0.6945728529735713,True,5212204,134970253.63,133933174.01,133547382.43,19582.0,0.9923162356733582,0.9894578904482126,6892.567338882647,0.15764292304738667,0.007936507936507858,0.004290196576109079,18.72056496864203,9.882366055914016,8.838198912728014,1.2
01746653000187,1,418,4208807,Jaguaruna,SC,803449.0775000001,418,107,0.0371363924432176,0.0963596351879562,0.2681495461670998,26.92776368972893,0.793558524589326,0.0237746388590004,42.061627347135286,0.0133617535842171,0.995678318115716,0.9125488217928412,True,4208807,139499891.73,134391375.01,131446853.98,19538.0,0.9633797800367655,0.9422720860200628,7139.926897840106,0.02805277350400267,0.014564965640689083,0.005759496065094187,18.75357438309636,9.880116566212887,8.873457816883473,3.9065420560747666
01815216000178,1,73,5218805,Rio Verde,GO,17198428.91,73,67,0.1035861143336811,0.2519416176137219,0.5151051899193506,9.653803566554377,0.6987105517757787,0.0163257646838055,61.25287356321841,0.0872603496498755,0.452428219567515,0.9106674573692308,True,5218805,2409832671.89,2291315121.4,2238259790.56,214607.0,0.9508191784963028,0.9288029897962012,11229.04971361605,0.0900040857629793,0.0014216096032571002,0.00713677306753066,21.60282315128751,12.276563727472475,9.326259423815037,1.0895522388059702
01823752000115,1,6,4208203,Itajaí,SC,74995.97,6,4,0.3558613379604957,0.4666917435696878,1.0,2.810083291798926,0.8213810389496653,0.2777777777777778,3.6,0.0780835601827179,0.7093074124324621,0.7025348859842135,True,4208203,2879626419.94,2710544158.75,2700099900.64,291169.0,0.9412832650724454,0.9376563160912585,9889.879829033998,0.14114845061399425,0.037037037037037056,2.604364562037968e-05,21.780926407381898,12.581659133593865,9.199267273788033,1.5
01824828000127,1,43,4209409,Laguna,SC,18819.96,43,21,0.1815972980459246,0.3798467159335089,0.6545996909663995,5.506689861360751,0.7477490376024128,0.0632774472687939,15.803418803418806,0.1183198507771307,0.9879016826448944,0.7691940856537869,True,4209409,222290089.45,210941157.72,206265737.35,41269.0,0.9489453994189304,0.9279124312755096,5386.3696588238145,0.14067716294822083,0.0164413196322336,8.466396341179754e-05,19.21949379606928,10.627866891777025,8.591626904292255,2.0476190476190474
01850671000104,1,85,4203600,Campos Novos,SC,139562.38999999998,85,43,0.1366117510450686,0.310507580158236,0.6039364186870115,7.320014510831481,0.7057093281393299,0.0352941176470588,28.333333333333343,0.1013176333980098,0.9884332274902338,0.7392005950031386,True,4203600,321410573.31,305440464.69,302772642.41,36976.0,0.9503124354138877,0.9420120791047415,8692.410571992645,0.11605488797471308,0.012324929971988774,0.0004342184159118881,19.58822990839303,10.518024332514162,9.070205575878868,1.9767441860465116
