orgao_cnpj,n_municipios,n_instrumentos_mapeados,municipio_ibge,municipio,uf,valor_total,n_instrumentos,n_fornecedores,portfolio_hhi,portfolio_cr1,portfolio_cr4,portfolio_neff,portfolio_entropy_norm,count_hhi,count_neff,hhi_gap_value_minus_count,exposicao_degree,exposicao_strength,integracao_siconfi_principal,cod_ibge,despesa_empenhada_2025,despesa_liquidada_2025,despesa_paga_2025,populacao_siconfi_2025,liquidada_sobre_empenhada,paga_sobre_empenhada,despesa_empenhada_per_capita,portfolio_hhi_norm,count_hhi_norm,procurement_intensity_parcial,log_despesa_empenhada,log_populacao_siconfi,log_despesa_per_capita,instrumentos_por_fornecedor
06091010000166,1,10,2917706,Jaguarari,BA,3369796.1,10,10,0.1994409016117536,0.2957226403104924,0.8444793143418974,5.014016643119041,0.7642150116328508,0.1,9.999999999999996,0.0994409016117536,0.4095272879056663,0.9109511606733716,True,2917706,230421090.13,228226301.46,226660394.07,32495.0,0.990474879409859,0.983679028434948,7090.970614863825,0.11048989067972621,0.0,0.014624512444146556,19.25541901961932,10.388841510328449,8.866577509290872,1.0
06129491000151,1,46,5208509,Goiandira,GO,313181.2,46,38,0.0914597833027643,0.1843852696138848,0.5219693902443696,10.933767431851932,0.760619482178669,0.0302457466918714,33.062499999999986,0.0612140366108928,0.5824475276666505,0.515332222216654,True,5208509,48267858.85,48267858.85,48267858.85,5023.0,1.0,1.0,9609.368674099143,0.06690464231094712,0.004036172278138197,0.006488400510436149,17.69227644887368,8.521782643750045,9.170493805123636,1.2105263157894737
06216559000130,1,11,2102002,Bom Jardim,MA,379367.91,11,7,0.2933175184982323,0.392231382986505,0.9060278978261498,3.4092747174459226,0.7467977955261622,0.256198347107438,3.903225806451613,0.0371191713907942,0.443129428446902,0.7109425380077061,True,2102002,232580460.09,232571508.93,228853934.66,32894.0,0.9999615137058524,0.9839774784667724,7070.604368273849,0.17553710491460434,0.13223140495867766,0.0016311254602093344,19.264746788028265,10.401045549301214,8.86370123872705,1.5714285714285714
06217954000137,1,6,2101707,Barreirinhas,MA,8248504.720000001,6,3,0.540659380050014,0.679977788750056,1.0,1.8495933611796287,0.6866501858043685,0.5,2.0,0.040659380050014,0.4095272879056663,0.9817344270968008,True,2101707,364977467.86,364620877.26,360933766.52,69312.0,0.99902297913871,0.9889206822445512,5265.718315154663,0.310989070075021,0.25,0.022600038211575312,19.715346177750863,11.146373330360662,8.568972847390201,2.0
06231312000192,1,214,4209409,Laguna,SC,1396097.1997999998,214,96,0.0874602404320157,0.1876373651043261,0.4856348555796308,11.433766875787594,0.6869635000787829,0.0223163595073805,44.81017612524463,0.0651438809246351,0.9820708138292328,0.92820252650039,True,4209409,222290089.45,210941157.72,206265737.35,41269.0,0.9489453994189304,0.9279124312755096,5386.3696588238145,0.0778545587523527,0.012024952765352925,0.006280519312643607,19.21949379606928,10.627866891777025,8.591626904292255,2.2291666666666665
06698248000154,1,10,3201506,Colatina,ES,4172903.78,10,10,0.2880945167202172,0.3867809959423507,0.9430842615786362,3.4710830715710888,0.6231563227975258,0.1,9.999999999999996,0.1880945167202172,0.7831588367836257,0.9521349564273192,True,3201506,862392527.99,786458070.45,781885106.21,124575.0,0.9119490776236404,0.9066464293613018,6922.677326831226,0.20899390746690796,0.0,0.004838752243976292,20.575221093876927,11.732663223149606,8.842557870727322,1.0
06916689000185,1,8,3509502,Campinas,SP,443046.0,8,7,0.4282710188109791,0.5078479435543939,0.9808868605065838,2.334970044847602,0.5207388936188165,0.15625,6.4,0.2720210188109791,0.6061958158535647,0.8120801488558067,True,3509502,10666515272.08,10480489483.0,10136520355.05,1170247.0,0.9825598347412553,0.9503122712984547,9114.755493566743,0.33298285527947563,0.015625000000000007,4.153615203267832e-05,23.090375257734802,13.972725395604234,9.117649862130568,1.1428571428571428
07104377000130,1,75,3507902,Brotas,SP,405010.71,75,51,0.0738006901976718,0.126218884433945,0.444283732644996,13.550008777987635,0.7518893572006841,0.0328888888888888,30.405405405405403,0.0409118013087829,0.5884548169158895,0.5645624266504401,True,3507902,203677043.12,184194121.6,181953270.79,23751.0,0.9043440477063421,0.8933420674356458,8575.514425497873,0.05527670400162524,0.013546666666666578,0.0019884946471919306,19.132046175385984,10.075379913839543,9.05666626154644,1.4705882352941178
07184109000175,1,7,2608008,Jataúba,PE,216000.0,7,7,0.1666666666666666,0.2777777777777778,0.6666666666666667,5.999999999999999,0.9636220135498738,0.1428571428571428,7.0,0.0238095238095238,0.4095272879056663,0.5276038586849398,True,2608008,112290532.04,110452288.68,105278629.2,15419.0,0.9836295783214815,0.9375557073903414,7282.607953823205,0.02777777777777771,-6.476300976980079e-17,0.0019235815885444085,18.536600106626373,9.643355794171352,8.893244312455021,1.0
07200263000193,1,13,3300100,Angra dos Reis,RJ,877500.0,13,13,0.1214069496189154,0.2018233618233618,0.6258689458689459,8.236760771429497,0.8948730397042421,0.0769230769230769,12.999999999999996,0.0444838726958384,0.4095272879056663,0.6962354751543941,True,3300100,2747779800.81,2578588179.66,2561273384.93,181228.0,0.938426062707017,0.9321246863285693,15162.004771944732,0.04819086208715835,-3.0068540250264654e-17,0.00031934873374545063,21.73405907738627,12.107511186039511,9.626547891346759,1.0
07222467000125,1,189,5210000,Inhumas,GO,59188360.03000001,189,98,0.4061212016726022,0.634846350379612,0.6920197540401425,2.462319120207267,0.4646425005420326,0.0195683211556227,51.10300429184551,0.3865528805169794,0.7536556911032453,0.9574217143319996,True,5210000,263294805.03,253163401.2,252609225.53,53315.0,0.9615206846605058,0.9594159121415917,4938.475195160837,0.3999987398341754,0.00946077807475283,0.2247988144819494,19.38878489404022,10.88397299645228,8.50481189758794,1.9285714285714286
07252975000156,1,16,3106200,Belo Horizonte,MG,858018.7899999999,16,12,0.3873821991786725,0.5419461734631709,0.9801008903313178,2.581429921457928,0.4650715600551396,0.109375,9.142857142857142,0.2780071991786725,0.4163680883341412,0.8482448949294848,True,3106200,20631992768.2,19673085049.18,18749468000.74,2392678.0,0.9535232621592442,0.9087570072067142,8622.970900472192,0.3316896718312791,0.028409090909090915,4.158681130028605e-05,23.750108755011627,14.68792379870582,9.062184956305808,1.3333333333333333
07276220000191,1,23,3106200,Belo Horizonte,MG,207414.79,23,11,0.309463374104436,0.4277417246860746,0.9116656049455296,3.231400171002225,0.6136500681868895,0.1682419659735349,5.943820224719103,0.141221408130901,0.642006810607831,0.730876695028222,True,3106200,20631992768.2,19673085049.18,18749468000.74,2392678.0,0.9535232621592442,0.9087570072067142,8622.970900472192,0.24040971151487958,0.0850661625708884,1.0053066241845893e-05,23.750108755011627,14.68792379870582,9.062184956305808,2.090909090909091
07314524000104,1,5,5200506,Aloândia,GO,93293.0,5,5,0.8150070577897639,0.9003890967167955,0.9959696869004104,1.2269832395217812,0.264703611599955,0.2,4.999999999999999,0.6150070577897638,0.4095272879056663,0.6459109757422166,True,5200506,26982497.39,26982497.39,26982497.39,1891.0,1.0,1.0,14268.903960867267,0.7687588222372049,0.0,0.0034575376271351135,17.11069896895227,7.544861068658458,9.565837900293815,1.0
07343110000103,1,8,5208806,Goianira,GO,311457.93,8,8,0.2493675190679442,0.3082278238990415,0.937960064140926,4.010145361904706,0.7252520585065143,0.125,8.0,0.1243675190679442,0.8211423521659812,0.816251647816849,True,5208806,311126061.06,295135454.88,288080110.93,69511.0,0.9486040927413141,0.9259272911710356,4475.925552214758,0.14213430750622194,0.0,0.0010010666703357133,19.555708729043964,11.14924029241027,8.406468436633697,1.0
07381646000105,1,5,3540606,Porto Feliz,SP,42274.97,5,5,0.435975148956876,0.6244829978590168,0.9693435619232846,2.2937087180143694,0.6968161394395253,0.2,4.999999999999999,0.235975148956876,0.8015865993061002,0.6279895446647106,True,3540606,580210305.7,568384394.09,566762510.56,59306.0,0.9796178876972332,0.976822550361673,9783.33230533167,0.294968936196095,0.0,7.286146003386992e-05,20.178901191817168,10.99046576030587,9.188435431511296,1.0
07460294000183,1,37,5200258,Águas Lindas de Goiás,GO,4184690.57,37,30,0.2130550209124448,0.3441083386961153,0.8266973512452559,4.6936232514837135,0.5431239537037356,0.0474799123447772,21.06153846153845,0.1655751085676676,0.5689471406392931,0.9372756313614972,True,5200258,691558004.38,688790235.94,683242545.32,208892.0,0.995997778317263,0.9879757605185194,3310.600714148938,0.18591898715080496,0.014634392080803998,0.00605110568238117,20.35445758751793,12.249572650976026,8.104884936541906,1.2333333333333334
07556356000155,1,16,3526803,Lençóis Paulista,SP,7142.200000000001,16,12,0.1753481799483235,0.338831172467867,0.6850130211979503,5.702939148240421,0.8195443228017053,0.09375,10.666666666666666,0.0815981799483235,0.5457306235796776,0.1839474841619687,True,3526803,575412860.96,556413577.39,553553614.49,65696.0,0.9669814756342041,0.962011195868075,8758.719875791525,0.10037983267089837,0.01136363636363637,1.2412305119639118e-05,20.170598360170136,11.09279331981866,9.077805040351473,1.3333333333333333
07556717000163,1,31,5212501,Luziânia,GO,2156943.87,31,18,0.3520842812576571,0.5563427109487091,0.8399219772000837,2.840229039558272,0.55144615470278,0.0988553590010405,10.11578947368421,0.2532289222566165,0.8594655958696338,0.9049841721814628,True,5212501,948344014.02,922741410.1,915374299.17,196416.0,0.9730028306801123,0.9652344356450963,4828.242169782502,0.31397159191987223,0.04584685070698407,0.0022744318919215656,20.670227878380167,12.187990137979408,8.48223774040076,1.7222222222222223
07633040000110,1,13,4202107,Barra Velha,SC,587144.76,13,13,0.194106852360349,0.2725051995695235,0.7953745512435468,5.151801638324202,0.7376230641258549,0.0769230769230769,12.999999999999996,0.117183775437272,0.447410578640403,0.7182047734202244,True,4202107,338663895.79,313109110.99,309350941.75,45633.0,0.9245423408940937,0.9134452936838106,7421.469020007451,0.12694909005704474,-3.0068540250264654e-17,0.001733709342208946,19.64051871567868,10.728386417979852,8.912132297698827,1.0
07676836000150,1,5,2308708,Morada Nova,CE,239400.0,5,5,0.2222033781194841,0.2556390977443609,0.9072681704260652,4.500381625441697,0.9616516087594738,0.2,4.999999999999999,0.0222033781194841,0.4095272879056663,0.612008995670853,True,2308708,341803594.37,335852634.02,319135637.83,60940.0,0.9825895325619128,0.9336813394786536,5608.854518706925,0.027754222649355106,0.0,0.0007004022308228017,19.64974684459398,11.0176450525397,8.632101792054282,1.0
07690399000129,1,10,2309300,Nova Russas,CE,321498.0,10,10,0.1296165852659959,0.1872795476177145,0.636489185002706,7.715062065150265,0.931578499288532,0.1,9.999999999999996,0.0296165852659958,0.5479213149321811,0.5890870858965318,True,2309300,221488947.98,215299206.37,193253877.32,30518.0,0.972053948215245,0.8725215369998978,7257.649517661707,0.03290731696221766,0.0,0.0014515306652187025,19.215883249951784,10.32607195245168,8.889811297500103,1.0
07711512000105,1,5,3140001,Mariana,MG,816322.8799999999,5,5,0.2817477182815209,0.4444902487603924,0.9042540618241643,3.5492745286434046,0.8898763463429168,0.2,4.999999999999999,0.0817477182815209,0.4095272879056663,0.8104037897108461,True,3140001,928933530.4,884559434.64,877502216.81,64890.0,0.9522311400032116,0.9446340218036337,14315.511333025119,0.10218464785190111,0.0,0.0008787742645574331,20.649547744595065,11.080448807615214,9.56909893697985,1.0
07720960000175,1,6,5200605,Alto Paraíso de Goiás,GO,114747.95,6,5,0.3274644833794522,0.3950641384007295,0.9871975926367312,3.053766288422924,0.7798333754375661,0.2222222222222222,4.499999999999999,0.1052422611572299,0.6461890227772907,0.5776346566593622,True,5200605,77604098.63,77366564.87,76447502.21,10414.0,0.9969391596037666,0.9850961941389924,7451.901155175725,0.15933060422431525,0.02777777777777775,0.0014786325983514616,18.167130801155565,9.250906333722844,8.91622446743272,1.2
07733475000136,1,8,2102325,Buriticupu,MA,204500.08,8,6,0.1954984476494698,0.2795115776971822,0.8180929806971223,5.115130130306751,0.9496848288777304,0.1875,5.333333333333333,0.0079984476494698,0.4829090398429235,0.5800898325299109,True,2102325,442382926.04,378083480.03,357362120.05,52395.0,0.8546520622177309,0.8078117373311273,8443.22790418933,0.034598137179363775,0.02500000000000001,0.000462269377868144,19.9076864134855,10.866566445909042,9.041119967576458,1.3333333333333333
07742778000115,1,21,2311405,Quixeramobim,CE,7012506.7722000005,21,21,0.3054746415691896,0.4915742846289668,0.9213978655699644,3.273594151262802,0.5199851020411433,0.0476190476190476,21.000000000000007,0.257855593950142,0.4661344208462841,0.9435515753667864,True,2311405,496484676.42,491821644.36,459910450.73,78502.0,0.9906079033624487,0.9263336263392344,6324.484426129271,0.2707483736476491,-1.457167719820518e-17,0.014124316631008743,20.023063177770805,11.270879381152955,8.752183796617851,1.0
07748322000162,1,24,5220009,São João d'Aliança,GO,473964.78,24,21,0.1612112828551202,0.3038200433373973,0.6941444045694702,6.203039776680487,0.7159067034734758,0.0520833333333333,19.2,0.1091279495217869,0.5125328359111456,0.6844702981087042,True,5220009,88554191.88,88088355.31,88050073.84,11275.0,0.9947395311265305,0.994307236853529,7854.030321951219,0.11927184699787623,0.004687499999999969,0.005352256849029472,18.29912526020309,9.330343164370879,8.96878209583221,1.1428571428571428
07750478000188,1,256,3551702,Sertãozinho,SP,1380630.27,256,82,0.0458086276109751,0.1062658868112459,0.3510214939731837,21.82994890159976,0.7952507670670588,0.03643798828125,27.44388609715243,0.0093706393297251,0.4886181120528876,0.6035859174082767,True,3551702,870799160.51,818773654.05,796901813.96,127670.0,0.9402554471578379,0.9151384729095047,6820.703066577896,0.03402848721111059,0.024542160976080248,0.0015854749666862422,20.584921923279644,11.757204088814397,8.827717834465249,3.1219512195121952
07777639000127,1,18,5210109,Ipameri,GO,320324.8,18,15,0.1717350581312433,0.2247718565655859,0.7700871115817446,5.82292288413109,0.7099095666584451,0.074074074074074,13.5,0.0976609840571692,0.4129503240113403,0.6059964005312652,True,5210109,217585088.13,210611115.65,206879697.33,24617.0,0.9679482976524877,0.9507990603032325,8838.814158102125,0.11257327656918924,0.007936507936507858,0.0014721817692240765,19.198100541783518,10.111192540161147,9.086908001622371,1.2
07789410000102,1,5,4207502,Indaial,SC,28179.0,5,5,0.3095970665878984,0.4633237517300117,0.9795592462472054,3.230004764002141,0.8243973350651015,0.2,4.999999999999999,0.1095970665878983,0.8714211758399351,0.5700340413712361,True,4207502,562722222.1,547454057.68,518357647.33,71369.0,0.9728673156659401,0.9211607911903005,7884.686938306548,0.13699633323487295,0.0,5.007621681411469e-05,20.148296675537708,11.17561888037753,8.972677795160179,1.0
07804588000185,1,62,5211404,Itauçu,GO,3956190.600000001,62,57,0.0469660576680402,0.1031547873350692,0.3584003258083673,21.291972323248352,0.8720489594967956,0.0187304890738813,53.38888888888889,0.0282355685941589,0.4970930374847678,0.7360027094496293,True,5211404,71071394.5,71071394.5,70800780.85,8693.0,1.0,0.9961923689284019,8175.703957206948,0.02994759441211235,0.0012078192359148956,0.05566502005247696,18.079195486110507,9.070273383079064,9.008922103031445,1.087719298245614
07821223000169,1,66,4202404,Blumenau,SC,1405597.477,66,31,0.0985392339063474,0.2213495720439458,0.5342583885414871,10.148242079397622,0.7967212279891576,0.0482093663911845,20.742857142857147,0.0503298675151628,0.9940677379119875,0.9557982436096136,True,4202404,3179802609.33,3015470080.48,2933296726.38,363340.0,0.9483198962200281,0.9224776147340983,8751.589721280343,0.06849054170322565,0.016483011937557315,0.00044203922371652065,21.880084959274182,12.803094313992736,9.076990645281445,2.129032258064516
07854402000100,1,7,4202008,Balneário Camboriú,SC,1099318.71,7,7,0.3747239220438245,0.5830884111851421,0.8576209077711413,2.6686313340920056,0.7051640105854377,0.1428571428571428,7.0,0.2318667791866816,0.4930862283692206,0.8457712075465622,True,4202008,1995794556.57,1833001409.08,1790708800.68,140036.0,0.9184319112635628,0.897241048576431,14252.010601345368,0.2705112423844619,-6.476300976980079e-17,0.0005508175710676876,21.414308081968137,11.849654811393027,9.56465327057511,1.0
07868234000102,1,27,2610608,Paudalho,PE,910087.65,27,25,0.1694550424020543,0.3556572820211328,0.6408208593974437,5.901270247405024,0.7094979644746717,0.0425240054869684,23.516129032258068,0.1269310369150859,0.8926720673762536,0.7868052319050335,True,2610608,295798929.15,291945966.84,284755552.57,55072.0,0.9869743872262426,0.9626659345531307,5371.131049353573,0.1348490025021399,0.002629172382258749,0.003076710428314274,19.505190488051866,10.916396699011266,8.588793789040599,1.08
07900983000161,1,6,3306156,Varre-Sai,RJ,4979962.5,6,6,0.6419200751631676,0.775106238249786,0.9938342909208654,1.5578263380309665,0.3539400509385345,0.1666666666666666,5.999999999999999,0.4752534084965009,0.411427588322542,0.9687080518640836,True,3306156,120882129.82,113980533.61,113386830.2,10209.0,0.9429063979905314,0.9379949738546062,11840.741484964246,0.5703040901958012,-6.661338147750939e-17,0.04119684611294848,18.6103264950654,9.231024963169016,9.379301531896385,1.0
08013657000103,1,17,5213772,Montividiu do Norte,GO,607514.48,17,15,0.0847534677485378,0.1021386354445411,0.401925728585103,11.798927248227576,0.9391083955272362,0.0726643598615916,13.761904761904765,0.0120891078869461,0.6688684738517754,0.6863266121851499,True,5213772,33126246.4,33117875.85,32522026.89,3647.0,0.9997473136588153,0.9817600973347829,9083.149547573348,0.01937871544486193,0.006426099851705288,0.018339369715006406,17.315836468732588,8.20166019080868,9.114176277923907,1.1333333333333333
08036438000131,1,15,2515302,Sapé,PB,4461026.64,15,12,0.2267324322521414,0.3814124723541216,0.8507922741299747,4.410485037658546,0.6932975991344525,0.0933333333333333,10.714285714285714,0.1333990989188081,0.4206217132172578,0.9321803001894332,True,2515302,271042440.54,270759774.63,245169965.86,51142.0,0.998957115684773,0.9045445627317475,5299.80134801142,0.15643538063869974,0.010909090909090874,0.01645877535308589,19.417785973741026,10.84236135641054,8.575424617330485,1.25
08046438000112,1,18,3508108,Buritama,SP,763120.39,18,11,0.1343252723000104,0.163539071469444,0.6403767955931566,7.44461546868513,0.8736098617645844,0.0987654320987654,10.125,0.035559840201245,0.4434723296174805,0.7353233303333127,True,3508108,142031240.29,137682939.13,136328157.99,17203.0,0.9693848962304236,0.9598462824914054,8256.190216241353,0.04775779953001144,0.008641975308641936,0.005372905203403544,18.771557593410886,9.752839066197039,9.01871852721385,1.6363636363636365
08082743000160,1,24,3550308,São Paulo,SP,3150662.1100000003,24,20,0.4821586881948618,0.6668282401123616,0.946790368453696,2.0740059745555293,0.3854923660828371,0.0763888888888888,13.090909090909095,0.4057697993059729,0.4134080247238209,0.9165229570627976,True,3550308,123571806691.25,117009214332.57,116798206872.08,12200180.0,0.9468924786777866,0.9451849090780541,10128.68717439005,0.45490388231038087,0.02777777777777768,2.5496609577555812e-05,25.540088254747488,16.316961263693006,9.223126991054482,1.2
08083086000175,1,168,5203302,Bela Vista de Goiás,GO,2195971.7,168,58,0.1464573566295359,0.3187654922875372,0.6387584320872622,6.827926046279131,0.6375358117119804,0.0439342403628117,22.761290322580653,0.1025231162667241,0.8361942946254005,0.8508251918178438,True,5203302,197711402.32,190104283.94,188278085.62,33912.0,0.9615241291562552,0.9522874422551919,5830.13099551781,0.1314829242897032,0.027161156860404885,0.01110695526020181,19.102318961338614,10.431524213032473,8.670794748306141,2.896551724137931
08184785000101,1,118,4209102,Joinville,SC,622903.64,118,41,0.184874599487772,0.3361456195696656,0.7371731364420987,5.409071893979369,0.6044145615607285,0.0370583165756966,26.984496124031004,0.1478162829120753,0.7959640314440368,0.7220939380117848,True,4209102,4677973285.15,4491280681.35,4295508268.18,617979.0,0.9600911351091623,0.9182412994567293,7569.7932860987175,0.1644964644749663,0.012984774490089017,0.0001331567330615969,22.26613079435032,13.33420975527995,8.931921039070371,2.8780487804878048
08184821000137,1,532,4209102,Joinville,SC,38741201.29,532,209,0.1159159671985793,0.285819737935132,0.5359869136365647,8.626939188514623,0.5910823667672933,0.0138645485895189,72.12640163098878,0.1020514186090604,0.7232459058496118,0.9523223378046488,True,4209102,4677973285.15,4491280681.35,4295508268.18,617979.0,0.9600911351091623,0.9182412994567293,7569.7932860987175,0.11166556319472633,0.009123512765430048,0.008281620891889671,22.26613079435032,13.33420975527995,8.931921039070371,2.5454545454545454
08259606000158,1,253,4208203,Itajaí,SC,4965555.0466,253,89,0.0680191311382706,0.1480614942539825,0.4249289797813758,14.701746159726447,0.6920572457687353,0.0278867034323298,35.85938375350139,0.0401324277059408,0.9970398971872944,0.96001731661112,True,4208203,2879626419.94,2710544158.75,2700099900.64,291169.0,0.9412832650724454,0.9376563160912585,9889.879829033998,0.05742843944666004,0.016839961425879003,0.001724374735630972,21.780926407381898,12.581659133593865,9.199267273788033,2.842696629213483
08281643000162,1,289,4215802,São Bento do Sul,SC,3323247.6806,289,118,0.1537334211679221,0.3490859278326641,0.6187762838154556,6.504766448329447,0.5883389638194336,0.0206295422708061,48.47417295414972,0.133103878897116,0.7678093283783627,0.9289751807555608,True,4215802,656482953.54,626496093.16,621307259.85,82760.0,0.9543219512124425,0.946417963329711,7932.370149105848,0.14650037348559664,0.012258854597907006,0.005062199502180238,20.302407285703598,11.323700131859479,8.97870715384412,2.4491525423728815
08289417000128,1,205,4212304,Paulo Lopes,SC,289755.4987,205,84,0.0581616063676865,0.1584681574845295,0.3767285124518674,17.19347285008242,0.7604468267533537,0.0305770374776918,32.70428015564202,0.0275845688899947,0.9965236362985522,0.9332644251111892,True,4212304,65922494.42,63673625.84,60850865.7,9326.0,0.9658861728491008,0.9230667958695851,7068.678363714347,0.04681415584199597,0.018897242748507365,0.004395396461395006,18.003990282958796,9.140561477368266,8.863428805590528,2.4404761904761907
08325807000106,1,5,5206800,Damolândia,GO,126696.73,5,5,0.2442618925204053,0.3071192129425913,0.9644821141003403,4.093966478690332,0.9126547300008436,0.2,4.999999999999999,0.0442618925204052,0.7769634023950532,0.5928643020084666,True,5206800,30779643.26,30779534.28,30524292.41,2724.0,0.9999964593481776,0.9917039048229697,11299.428509544789,0.055327365650506624,0.0,0.004116250761250701,17.24236409631434,7.909856667269403,9.332507429044938,1.0
08345495000100,1,123,4201307,Araquari,SC,585057.5161,123,56,0.0834335063743138,0.1538310294685914,0.5058167305886184,11.9855924011347,0.7306199711909119,0.0422367638310529,23.67605633802817,0.0411967425432609,0.8277700936149585,0.8547147107430857,True,4201307,430284267.98,385666640.15,379779770.01,45462.0,0.8963066252934121,0.8826252742004792,9464.701684483745,0.06676866103566496,0.024822886809799317,0.0013596999928595901,19.879956636554837,10.724632091159428,9.155324545395407,2.1964285714285716
08351513000159,1,16,5204003,Cabeceiras,GO,1319508.4,16,15,0.1767370956673866,0.2273574006804352,0.812720858768311,5.658121721553955,0.7346043386607859,0.0703125,14.22222222222222,0.1064245956673866,0.4666288170864326,0.8110016799782114,True,5204003,59311709.38,56918917.09,56385153.05,7342.0,0.9596573372271269,0.9506580342972404,8078.413154453828,0.11793260250077135,0.003906250000000001,0.022247013512056022,17.898317304509014,8.90136656405678,8.996950740452235,1.0666666666666667
08418330000103,1,50,5203939,Buriti de Goiás,GO,48766960.0,50,30,0.862182198415835,0.928237683874492,0.9623796521251272,1.1598476538223477,0.1331084927640011,0.0463999999999999,21.55172413793104,0.815782198415835,0.9258102075306426,0.9882205360645484,True,5203939,42809431.73,42809351.73,42700384.62,2720.0,0.9999981312529327,0.9974527316623177,15738.761665441176,0.8574298604301741,0.013517241379310242,1.1391639185395934,17.572269003798034,7.908387159290043,9.66388184450799,1.6666666666666667
08418353000118,1,14,5203939,Buriti de Goiás,GO,257917.0,14,14,0.0931025034197661,0.1550886525510144,0.4815270028730173,10.740849743764189,0.9350734968588296,0.0714285714285714,14.0,0.0216739319911947,0.6089196406767144,0.5968670362144315,True,5203939,42809431.73,42809351.73,42700384.62,2720.0,0.9999981312529327,0.9974527316623177,15738.761665441176,0.02334115752897888,-2.9890619893754213e-17,0.006024770467094449,17.572269003798034,7.908387159290043,9.66388184450799,1.0
08434600000170,1,6,3505708,Barueri,SP,152857.08000000002,6,6,0.5225287003912277,0.6986918760975939,0.9507382974998606,1.913770476628901,0.5524783336599076,0.1666666666666666,5.999999999999999,0.355862033724561,0.8330291653252923,0.6565858823078937,True,3505708,5535217031.48,5334602886.97,5302938903.35,342613.0,0.9637567699027766,0.9580363106254042,16155.887346598056,0.42703444046947325,-6.661338147750939e-17,2.761537246519298e-05,22.434396613084452,12.74435680927777,9.690039803806682,1.0
08438054000145,1,89,4201109,Anitápolis,SC,87131.0968,89,37,0.0558484737236909,0.1455954356814661,0.338760569808413,17.905592280775235,0.883395495325028,0.0430501199343517,23.22873900293256,0.0127983537893392,0.9967498918073124,0.9254889558093016,True,4201109,39101297.93,32980775.36,31831646.67,3463.0,0.8434700919402447,0.8140815869331426,11291.16313312157,0.029622042438237867,0.01646817882141702,0.0022283428278003455,17.481666219545314,8.149890544402423,9.331775675142891,2.4054054054054053
08451643000163,1,10,2403608,Extremoz,RN,1808659.44,10,10,0.5274346535842894,0.7164794937846342,0.8898056562820914,1.8959694688323885,0.4944952275482897,0.1,9.999999999999996,0.4274346535842894,0.4095272879056663,0.8797289724393047,True,2403608,311108124.52,292346158.84,284783561.56,61381.0,0.93969310281129,0.9153845210548088,5068.47598638015,0.4749273928714327,0.0,0.005813604009186613,19.55565107698813,11.02485561999279,8.530795456995339,1.0
08543762000146,1,19,4205704,Garopaba,SC,42427.222,19,12,0.3143829797979923,0.5270074010502032,0.808383612766351,3.1808337736430667,0.6661897003522503,0.0969529085872576,10.314285714285717,0.2174300712107347,0.995960928034772,0.95017604461915,True,4205704,225365703.22,200619322.51,198831656.65,29801.0,0.8901945577502411,0.8822622688772759,7562.353720344955,0.252054159779628,0.014857718458826472,0.00018825944406715216,19.23323498836517,10.30229722897745,8.930937759387719,1.5833333333333333
08595042000124,1,308,4203600,Campos Novos,SC,5247682.124699999,308,115,0.1090589266578802,0.2515396261879071,0.5787881064106254,9.169354867548051,0.6016432138383333,0.0224742789677854,44.49530956848031,0.0865846476900947,0.6446239264950007,0.9262368489793468,True,4203600,321410573.31,305440464.69,302772642.41,36976.0,0.9503124354138877,0.9420120791047415,8692.410571992645,0.10124365408470369,0.013899491941187026,0.01632703638420326,19.58822990839303,10.518024332514162,9.070205575878868,2.6782608695652175
08595187000125,1,50,2903201,Barreiras,BA,4234940.94,50,48,0.1702084922023213,0.3881791749379153,0.5705900210263616,5.875147515033105,0.6873202196453636,0.0216,46.29629629629629,0.1486084922023213,0.5560241409665948,0.8465667040658924,True,2903201,1004522893.76,990006209.71,950096510.57,165413.0,0.9855486777452498,0.9458186731949153,6072.817092731527,0.1525533537385409,0.0007829787234042576,0.004215872994340944,20.72777853315915,12.016200655822901,8.711577877336248,1.0416666666666667
08638248000194,1,11,5214408,Nazário,GO,243480.0,11,10,0.1694270760841464,0.2562838836865451,0.753244619681288,5.902244334921694,0.8378696199462636,0.1074380165289256,9.307692307692308,0.0619890595552207,0.7764057055679876,0.7116665818928949,True,5214408,59160682.43,59109702.17,58759659.51,9247.0,0.9991382746461669,0.9932214622359284,6397.824421974695,0.07714119564905154,0.008264462809917321,0.004115571186794371,17.895767731068265,9.132054453577638,8.763713277490627,1.1
08677428000185,1,10,5203302,Bela Vista de Goiás,GO,615731.0,10,9,0.286480521925581,0.4448955794007448,0.9526497772566268,3.490638711764739,0.6615086372649208,0.12,8.333333333333332,0.1664805219255809,0.9147777938062456,0.8950988801294615,True,5203302,197711402.32,190104283.94,188278085.62,33912.0,0.9615241291562552,0.9522874422551919,5830.13099551781,0.19729058716627862,0.010000000000000002,0.0031142918049988167,19.102318961338614,10.431524213032473,8.670794748306141,1.1111111111111112
