municipio_ibge,anexo,exercicio,status,n_registros
1100122,DCA-Anexo I-D,2025,ok,239
1100122,DCA-Anexo I-E,2025,ok,258
1100130,DCA-Anexo I-D,2025,ok,248
1100130,DCA-Anexo I-E,2025,ok,171
1200500,DCA-Anexo I-D,2025,ok,136
1200500,DCA-Anexo I-E,2025,ok,126
1503457,DCA-Anexo I-D,2025,ok,153
1503457,DCA-Anexo I-E,2025,ok,233
2306108,DCA-Anexo I-D,2025,ok,208
2306108,DCA-Anexo I-E,2025,ok,323
2309458,DCA-Anexo I-D,2025,ok,194
2309458,DCA-Anexo I-E,2025,ok,258
2401008,DCA-Anexo I-D,2025,ok,178
2401008,DCA-Anexo I-E,2025,ok,205
2503209,DCA-Anexo I-D,2025,ok,220
2503209,DCA-Anexo I-E,2025,ok,331
2510600,DCA-Anexo I-D,2025,ok,158
2510600,DCA-Anexo I-E,2025,ok,169
2604106,DCA-Anexo I-D,2025,ok,247
2604106,DCA-Anexo I-E,2025,ok,293
2612406,DCA-Anexo I-D,2025,ok,167
2612406,DCA-Anexo I-E,2025,ok,163
2701407,DCA-Anexo I-D,2025,ok,201
2701407,DCA-Anexo I-E,2025,ok,228
2704203,DCA-Anexo I-D,2025,ok,207
2704203,DCA-Anexo I-E,2025,ok,206
2800209,DCA-Anexo I-D,2025,ok,157
2800209,DCA-Anexo I-E,2025,ok,192
2801009,DCA-Anexo I-D,2025,ok,156
2801009,DCA-Anexo I-E,2025,ok,220
2805802,DCA-Anexo I-D,2025,ok,145
2805802,DCA-Anexo I-E,2025,ok,191
2807105,DCA-Anexo I-D,2025,ok,177
2807105,DCA-Anexo I-E,2025,ok,232
2807204,DCA-Anexo I-D,2025,ok,138
2807204,DCA-Anexo I-E,2025,ok,167
2807501,DCA-Anexo I-D,2025,ok,186
2807501,DCA-Anexo I-E,2025,ok,187
2918753,DCA-Anexo I-D,2025,ok,154
2918753,DCA-Anexo I-E,2025,ok,154
3110103,DCA-Anexo I-D,2025,ok,183
3110103,DCA-Anexo I-E,2025,ok,187
3132503,DCA-Anexo I-D,2025,ok,244
3132503,DCA-Anexo I-E,2025,ok,323
3132701,DCA-Anexo I-D,2025,ok,196
3132701,DCA-Anexo I-E,2025,ok,294
