contest,manifest,manifest_sha256,created_after_observing_contest,axion_prediction_manifest_sha256,protocol_version,registry_engine_version
3780,baseline_manifest_3780.json,b326eb0238b1d26ba2bdcc871992dd5b77f9a6233abf346d4dede74b1471dc36,3779,1e708a87fd0aaccee974e8076835c9ed38defece8cafd3001c3d6c6c957528eb,axion-prospective-v1,1.0
