orgao_cnpj,portfolio_hhi,portfolio_hhi_norm,n_fornecedores,n_instrumentos,exposicao_strength_global,exposicao_degree_global,exposicao_strength_loo,exposicao_degree_loo,contribuicao_propria_strength_media_ponderada,delta_strength_loo,delta_degree_loo,discordancia_strength_raw,discordancia_strength_loo,discordancia_degree_loo
00091238000170,0.3434430514204432,0.2121316617045318,6,8,0.7618769571576134,0.4104499849050219,0.006269373208600929,0.007589794728696448,0.9926280051202062,-0.7556075839490125,-0.4028601901763254,False,False,False
00118735000114,0.5567699556394303,0.4828982815793353,7,7,0.5966588301571802,0.4744916674927288,0.07383344654592489,0.08816817331272811,0.8876346068622285,-0.5228253836112553,-0.38632349418000067,False,False,False
00204125000133,0.2297493931862346,0.1704993465082526,14,14,0.4619282765289749,0.51057442101681,0.07315899732359485,0.10945807740361452,0.8420216021368906,-0.38876927920538007,-0.40111634361319554,False,False,False
00444435000125,0.5445937318732879,0.4307421648416097,5,6,0.8045413396257388,0.8837431127661843,0.722959685674966,0.5561933971705688,0.40771544395589887,-0.08158165395077277,-0.3275497155956155,False,False,False
00460408000146,0.4736639063521876,0.4078718946462111,9,9,0.6188052975440784,0.4850657765832779,0.09269646963930155,0.13482734301194912,0.8783012070035279,-0.5261088279047769,-0.3502384335713288,False,False,False
00536717000152,0.0903419516776423,0.0203682556528456,14,14,0.6493796060030529,0.5210052455913683,0.18975959466881714,0.16435718450785156,0.8033837882625907,-0.45962001133423575,-0.35664806108351677,False,False,False
00569168000112,0.9811605689885692,0.9784692217012216,8,8,0.9801533211704068,0.9854104618239748,0.9782140990123613,0.984590642529607,0.03359643334835482,-0.0019392221580454283,-0.0008198192943678073,False,False,False
00955107000193,0.5000812459218454,0.4839548344999695,32,45,0.938329371188136,0.4193514491431537,0.01677651616012562,0.016896825616973865,0.984927372857308,-0.9215528550280103,-0.40245462352617983,False,False,False
00999472000108,0.0320399579993791,0.01780525149937,69,69,0.8975464179676073,0.4982184066202975,0.11703686054625041,0.11720564691653047,0.9306340989382126,-0.7805095574213569,-0.381012759703767,False,False,False
01071994000108,0.1737828224387252,0.1420052386863685,27,27,0.8833728372594206,0.5916623247443235,0.2895591952637624,0.3128979950809464,0.7126067871015033,-0.5938136419956582,-0.27876432966337705,False,False,False
01280363000190,0.5426743137465568,0.5198080294338847,21,25,0.984644857137824,0.4069836888518128,0.001523511375528198,0.0020724717742684664,0.9985421727661481,-0.9831213457622958,-0.40491121707754435,False,False,False
01282378000198,0.3532488291209398,0.3128268809409986,17,43,0.9609505911733514,0.9864002956347424,0.9594525352430678,0.9855413346181249,0.0409061466794458,-0.001498055930283515,-0.0008589610166175321,True,True,True
01349236000109,0.0849908665311566,0.0468654859699548,25,118,0.9586284884397468,0.9985034487519528,0.9569166526124241,0.9984696382615682,0.029431506027488157,-0.0017118358273227052,-3.381049038464479e-05,True,True,True
01397083000167,0.2366719241252105,0.2073131519761801,27,54,0.684335781921302,0.7464542544696515,0.47027024985225446,0.5750765554786544,0.4367246734350536,-0.2140655320690475,-0.17137769899099708,False,False,False
01404511000131,0.1695751351530033,0.1409397949858655,30,52,0.7427881757581279,0.4147747648465809,0.009808279579672055,0.014517651905941393,0.9874152709394967,-0.7329798961784559,-0.4002571129406395,False,False,False
01420402000108,0.7028043610551932,0.6757865756965744,12,14,0.8531973680651624,0.4626017349862958,0.07992534409566576,0.06716461675638581,0.9065972085862177,-0.7732720239694967,-0.39543711822991,False,False,False
01465988000127,0.1009652556342129,0.0894391691679849,79,126,0.8044029908250854,0.6114692137758163,0.31231993563934857,0.33544667725577126,0.7104304689230273,-0.4920830551857368,-0.27602253652004505,False,False,False
01494665000161,0.2723093953408538,0.1995403348749392,11,12,0.6585518411733582,0.4156679955895994,0.004058478940946064,0.008925412904779694,0.9899124086438992,-0.6544933622324122,-0.40674258268481966,False,False,False
01600293000100,0.1873950118486135,0.1395947184279437,18,27,0.8038253417223027,0.993474759277767,0.8016781504149654,0.9928860827203685,0.015990125598072114,-0.002147191307337315,-0.0005886765573984709,False,True,True
01610999000153,0.379511129578573,0.3231030504493524,12,13,0.810395809357148,0.993698502680622,0.8085664936820174,0.9935070626413163,0.015183136757286081,-0.0018293156751305606,-0.00019144003930571252,False,True,True
01648573000199,0.3289291467145105,0.307958182549339,33,40,0.8775445428704077,0.5395688961893396,0.15769266638044244,0.16218078065773006,0.8925792922807939,-0.7198518764899653,-0.3773881155316095,False,False,False
01650166000116,0.2138000615108942,0.1576429230473867,15,18,0.6797993646672814,0.4842487104156421,0.08002392283021909,0.13228671559204733,0.9286119081512214,-0.5997754418370623,-0.3519619948235948,False,False,False
01746653000187,0.034610940319132,0.0275643048470088,138,548,0.914523868022002,0.9961280917729416,0.9110486037623009,0.99551729751275,0.03017050061597105,-0.0034752642597011274,-0.0006107942601916161,False,True,True
01815216000178,0.2118377667636317,0.2040341802959449,102,110,0.936951545280044,0.4355309444748664,0.03438298912972603,0.04756008561011992,0.9889938972852094,-0.902568556150318,-0.38797085886474647,True,False,False
