orgao_cnpj,valor_total,n_instrumentos,n_fornecedores,portfolio_hhi,count_hhi,portfolio_cr1,portfolio_cr4,portfolio_neff,portfolio_hhi_norm,count_hhi_norm,hhi_gap_value_count,hhi_norm_gap_value_count,exposicao_degree_global,exposicao_strength_global
00057011000108,109046.4,6,4,0.4829648133554434,0.2777777777777778,0.6602693899110837,1.0,2.0705442142925614,0.3106197511405912,0.037037037037037056,0.2051870355776656,0.27358271410355417,0.8705410749692106,0.6524445387061057
00091238000170,621044.45,17,15,0.20433244369807613,0.07266435986159168,0.32203802803486936,0.8220766323569917,4.89398541857411,0.1474990468193673,0.0064260998517053775,0.13166808383648443,0.14107294696766193,0.5768477350471067,0.733071187617144
00118735000114,139563.09999999998,9,9,0.3472008824465827,0.1111111111111111,0.5409313063410027,0.8621480176350339,2.8801770115139362,0.26560099275240556,0.0,0.2360897713354716,0.26560099275240556,0.5660106878176154,0.6098421732053204
00124346000100,237840.84,19,13,0.176032943458608,0.08587257617728532,0.2606785277078571,0.7620894712615378,5.680754865268374,0.10736902208015867,0.009695290858725756,0.09016036728132269,0.09767373122143291,0.5974066853106844,0.5224346424873829
00202770000117,3232560.62,6,6,0.5160285226261689,0.16666666666666669,0.6929491085614969,0.9699696273599966,1.9378773772248221,0.41923422715140274,3.3306690738754695e-17,0.34936185595950225,0.4192342271514027,0.4908194005329772,0.9365578449666251
00204125000133,4892395.69,31,29,0.709676167808479,0.036420395421435985,0.8380352407676985,0.95264984586723,1.4090933940871337,0.6993074595159247,0.0020068381150586986,0.673255772387043,0.6973006214008659,0.796508556876276,0.9478311712955254
00324208000166,24395.239999999998,6,4,0.3527562434467682,0.33333333333333337,0.4798895194308398,1.0,2.8348187128568925,0.13700832459569093,0.11111111111111116,0.019422910113434833,0.025897213484579767,0.7750099944851686,0.4295309010633561
00421772000105,8101960.29,42,25,0.1511100884771814,0.06122448979591836,0.21167222975860822,0.719993654770184,6.617691843592603,0.11573967549706396,0.022108843537414956,0.08988559868126306,0.093630831959649,0.5939800573024184,0.9308967741254711
00426641000102,62633.64,5,5,0.28075083867594613,0.20000000000000004,0.335283084297831,0.9817989182809749,3.561877160246848,0.10093854834493265,3.469446951953614e-17,0.0807508386759461,0.10093854834493263,0.5555441872246771,0.4493180787149341
00444435000125,319910.04000000004,10,8,0.2852700824257914,0.14,0.40511388764166323,0.923778572251124,3.505449963404889,0.18316580848661873,0.017142857142857158,0.14527008242579137,0.16602295134376158,0.6265975063799266,0.7145998538624136
00460408000146,757848.1900000001,47,40,0.0874936899868449,0.027614305115436846,0.18568098711168,0.5148770494523449,11.429395652993431,0.0640960922941999,0.0026813385799352254,0.05987938487140805,0.06141475371426467,0.6797682488983053,0.6509482886665839
00483887000116,77013.11,5,5,0.5722704426829528,0.20000000000000004,0.7379926612494938,0.9859764136261996,1.747425562137614,0.46533805335369094,3.469446951953614e-17,0.37227044268295273,0.4653380533536909,0.3939165594559824,0.4896686161639725
00536717000152,548712.75,15,15,0.08631237716955865,0.06666666666666667,0.12028151341480584,0.4476101202313961,11.585823873620388,0.021048975538812846,0.0,0.01964571050289199,0.021048975538812846,0.5077426353017918,0.622281312516717
00569168000112,133265.52,23,21,0.8085159423114061,0.05103969754253306,0.8982068279927171,0.9641637987080229,1.236833991351085,0.7989417394269764,0.003591682419659718,0.7574762447688731,0.7953500570073168,0.9913072798239815,0.970906213092039
00634997000131,24832487.3,17,16,0.18029363677209756,0.06574394463667821,0.35477396579600784,0.6829260244905068,5.546507452529024,0.1256465458902374,0.003460207612456756,0.11454969213541935,0.12218633827778065,0.41859924669252724,0.9616860424152884
00675468000186,12142705.65,76,65,0.17834778191617912,0.019044321329639888,0.2792670033963971,0.7666956235573412,5.607022354054202,0.1655094660086194,0.00371688885041551,0.15930346058653921,0.1617925771582039,0.6966755794325712,0.9240106972190963
00715411000163,115095.85,5,4,0.4584775801243349,0.28,0.5317307270418525,1.0,2.181131735446713,0.27797010683244655,0.040000000000000036,0.1784775801243349,0.23797010683244652,0.6319591444456064,0.691210173471968
00879976000186,14094482.969999999,175,151,0.01516111726299925,0.007673469387755101,0.049664822859408514,0.1465112274352551,65.95819969287507,0.008595524711419245,0.0010579591836734684,0.00748764787524415,0.007537565527745776,0.39658542862326224,0.731555285156605
00955107000193,23791769.039999995,371,117,0.26673048760668633,0.022224482530641312,0.4508219830970585,0.8435861694965412,3.7491027327726156,0.26040919870674395,0.013795383242112358,0.24450600507604503,0.2466138154646316,0.715055107622936,0.9550515089310033
00956081000106,106151.38,6,6,0.23207393264667553,0.16666666666666669,0.31015046624923764,0.8874422546367273,4.308971665173896,0.07848871917601065,3.3306690738754695e-17,0.06540726598000884,0.07848871917601062,0.5627185958643679,0.5234977708201758
00999472000108,26941823.0,80,80,0.027245707315073357,0.012500000000000004,0.053448499012112134,0.21379399604844854,36.70302952446245,0.014932361838048969,3.513364001978343e-18,0.014745707315073353,0.014932361838048965,0.5471156830731091,0.8900190277317509
01071994000108,5187657.429999999,76,67,0.06286611438926201,0.01627423822714681,0.12527550416913324,0.4194133535914688,15.906820545772545,0.04866711612243265,0.0013693024427096426,0.0465918761621152,0.04729781367972301,0.5377884540950291,0.8254512742628641
01072474000101,1611413.0,9,9,0.4100987706484646,0.1111111111111111,0.6143676388362264,0.8975253395622351,2.438436960975913,0.3363611169795227,0.0,0.2989876595373535,0.3363611169795227,0.46621393637116,0.8594072201732815
01134736000115,779078.28,6,6,0.20165960187586862,0.16666666666666669,0.25029577258911645,0.830171109378123,4.958851404534405,0.04199152225104236,3.3306690738754695e-17,0.034992935209201936,0.04199152225104232,0.39391655945598236,0.7335246063518693
01197548000136,644681.3200000001,16,13,0.14542465311916383,0.09375,0.3015875347528295,0.6059228612363082,6.876413170334883,0.07421004087909415,0.01822916666666666,0.05167465311916383,0.05598087421242749,0.419449586097541,0.6285837283802396
01210830000106,6783408.98,25,25,0.45302850698824587,0.04,0.6462124299042339,0.9359783655562517,2.2073666106533683,0.43023802811275613,0.0,0.4130285069882459,0.43023802811275613,0.4264350467227555,0.9377139434567966
01280363000190,18061730.59,62,46,0.5043209153850673,0.03017689906347555,0.6511957390457345,0.9619328454394802,1.9828644212315958,0.4933058246158466,0.008625274598219454,0.47414401632159175,0.48468055001762717,0.40123511246055715,0.9711237206915312
01282378000198,313789.44,111,40,0.2576828016541937,0.05949192435678921,0.3829622182314357,0.81857279837078,3.8807401719497925,0.2386490273376346,0.03537633267362996,0.1981908772974045,0.20327269466400463,0.9835933242207391,0.9416068909413844
01294821000140,108830.32,5,5,0.29080902865346125,0.20000000000000004,0.411833761032771,0.9356796892630656,3.438682783097621,0.11351128581682655,3.469446951953614e-17,0.09080902865346122,0.11351128581682651,0.7179287549616706,0.7301368971465365
01335616000186,310906.42000000004,13,10,0.5515319829702728,0.1124260355029586,0.731216807938543,0.9297613088851623,1.8131314790023687,0.5017022033003031,0.013806706114398437,0.43910594746731424,0.4878954971859047,0.8651313439905537,0.7503476334919997
01349236000109,1297552.686,250,36,0.07536027439227201,0.06960000000000001,0.15137302255177945,0.4516431982477512,13.269590750090837,0.0489419965177655,0.04301714285714287,0.005760274392272002,0.005924853660622627,0.994472436687835,0.9639989303470252
01377043000153,8580076.600000001,11,11,0.2585309072545255,0.09090909090909091,0.42215077660262385,0.876266596501015,3.8680094794836,0.18438399797997804,0.0,0.16762181634543458,0.18438399797997804,0.48761100676312064,0.9558584564113494
01393989000103,483228.67,12,11,0.12022539804637569,0.09722222222222224,0.1845755343945135,0.5667167471665123,8.31771003672835,0.03224793785101326,0.006944444444444459,0.023003175824153455,0.0253034934065688,0.5647722537694299,0.5971880952896473
01397083000167,234054.13999999998,126,55,0.14633698216531751,0.041194255479969744,0.32684745503753965,0.6133296766295183,6.833542589188396,0.13052840776097155,0.02343859354441363,0.10514272668534777,0.10708981421655792,0.9247154791975347,0.8204389670075173
01404511000131,4519584.58,102,63,0.16869842617416972,0.030565167243367945,0.34749915887180943,0.6750137730578769,5.92773757692065,0.1552903362737531,0.014929121553744847,0.13813325893080178,0.14036121472000826,0.6989133460487578,0.8418350000868489
01420402000108,705808.5800000001,26,22,0.4891427550036187,0.05029585798816569,0.6866827263562028,0.8730363691526675,2.0443929502596885,0.4648162195276005,0.005071851225697386,0.438846897015453,0.45974436830190313,0.5396159073351007,0.8249249614087328
01465988000127,13701757.02,315,153,0.2080507241051173,0.01436130007558579,0.4407773850597739,0.5825345259260771,4.806520161375413,0.20284053150054568,0.007876834944504118,0.19368942402953152,0.19496369655604157,0.5257607795302953,0.8856601116956181
01494665000161,1086794.33,27,23,0.14066062518058375,0.04801097393689985,0.2806418763704812,0.6420342016322443,7.109310076762236,0.10159974450697393,0.004738745479486206,0.0926496512436839,0.09686099902748772,0.48522147043589703,0.7001887260700929
01600293000100,154895.25,107,42,0.21708054262658566,0.060179928378024265,0.4080176764619961,0.7455679886891302,4.606585131492715,0.1979849461052829,0.03725748760675657,0.1569006142485614,0.16072745849852632,0.6457468973183954,0.6788407428110953
