orgao_cnpj,municipio_ibge,municipio,uf,instrumentos,compras,fornecedores,valor_inicial,share_origem_externa,lag_mediano
00091238000170,4208906,Jaraguá do Sul,SC,1,1,1,3499.0,1.0,1.0
01397083000167,4216503,São Joaquim,SC,2,2,2,1100.0,1.0,3.0
01404511000131,4305108,Caxias do Sul,RS,2,1,2,33576.0,0.0,1.0
01743462000161,4210605,Massaranduba,SC,4,4,4,6030.5,1.0,1.5
01746653000187,4208807,Jaguaruna,SC,33,12,27,34499.1926,1.0,1.0
01824828000127,4209409,Laguna,SC,2,2,2,16920.0,1.0,2.0
01850671000104,4203600,Campos Novos,SC,3,2,3,9476.06,1.0,1.0
01941360000150,4203303,Campo Alegre,SC,2,1,2,13782.3,1.0,3.0
02073207000111,4206108,Grão-Pará,SC,10,4,9,5735.7919999999995,1.0,2.0
02247113000111,4209003,Joaçaba,SC,1,1,1,55900.0,0.0,2.0
02362976000130,4208203,Itajaí,SC,4,1,4,40960.0,0.0,9.0
03230443000167,4211702,Orleans,SC,1,1,1,2421.0,1.0,2.0
03264792000108,4216206,São Francisco do Sul,SC,1,1,1,313.8,1.0,4.0
03347877000141,4218509,Treze Tílias,SC,9,4,6,1608.31,1.0,1.0
03347885000198,4218509,Treze Tílias,SC,7,3,5,5026.1,1.0,1.0
04764154000100,3202256,Governador Lindenberg,ES,1,1,1,166486.2,1.0,0.0
04865123000146,2304285,Eusébio,CE,1,1,1,72000.0,0.0,2.0
05002371000126,4219309,Videira,SC,1,1,1,341.2,1.0,3.0
05029092000156,4203907,Capinzal,SC,3,3,3,188541.12,1.0,3.0
05532421000187,4209300,Lages,SC,11,5,9,17540.47,1.0,1.0
06089125000116,4207908,Irineópolis,SC,2,2,2,1131.85,1.0,2.5
06231312000192,4209409,Laguna,SC,2,2,2,275070.0,1.0,2.0
07789410000102,4207502,Indaial,SC,1,1,1,2736.0,1.0,1.0
08259606000158,4208203,Itajaí,SC,1,1,1,13240.0,1.0,3.0
08281643000162,4215802,São Bento do Sul,SC,9,1,1,27466.88,1.0,2.0
08289417000128,4212304,Paulo Lopes,SC,1,1,1,4376.0,1.0,1.0
08345495000100,4201307,Araquari,SC,19,6,13,127509.004,1.0,1.0
08438054000145,4201109,Anitápolis,SC,9,4,3,12187.75,1.0,3.0
08595042000124,4203600,Campos Novos,SC,11,8,10,9757.5,1.0,2.0
