orgao_cnpj,municipio_ibge,municipio,uf,instrumentos,compras,fornecedores,valor_inicial,share_origem_externa,lag_mediano
00202770000117,5003256,Costa Rica,MS,4,4,4,2401279.87,0.0,134.0
00204125000133,2704302,Maceió,AL,3,3,3,1546416.0,1.0,160.0
00421772000105,5213103,Mineiros,GO,2,1,1,68000.0,0.0,28.0
00955107000193,3543907,Rio Claro,SP,2,2,2,78195.8,0.0,3.0
00999472000108,5220454,Senador Canedo,GO,1,1,1,300000.0,0.0,1106.0
01280363000190,4209102,Joinville,SC,4,4,4,17138.84,0.0,0.0
01282378000198,4217105,São Martinho,SC,2,2,2,401.8,1.0,2.0
01397083000167,4216503,São Joaquim,SC,4,1,4,2394.3999999999996,1.0,1.0
01404511000131,4305108,Caxias do Sul,RS,1,1,1,18246.6,0.0,69.0
01420402000108,1504208,Marabá,PA,1,1,1,5304.0,1.0,2.0
01465988000127,5213103,Mineiros,GO,4,4,4,12106.3,0.0,2.0
01494665000161,5209101,Goiatuba,GO,2,2,2,30320.0,0.0,4.0
01600293000100,4214904,Rio Fortuna,SC,1,1,1,838.5,1.0,1.0
01746653000187,4208807,Jaguaruna,SC,8,5,7,60962.62,1.0,1.0
01824828000127,4209409,Laguna,SC,1,1,1,2000.0,1.0,1.0
01850671000104,4203600,Campos Novos,SC,16,6,12,11520.41,1.0,1.0
01851875000160,4201406,Araranguá,SC,2,2,2,2450.3,1.0,24.0
01877528000106,4202107,Barra Velha,SC,1,1,1,92.0,1.0,2.0
01933030000113,1100304,Vilhena,RO,1,1,1,1704.0,0.0,28.0
01941360000150,4203303,Campo Alegre,SC,22,11,21,39416.2478,1.0,1.0
01977854000195,5220702,Sítio d'Abadia,GO,1,1,1,10596.0,0.0,147.0
02073207000111,4206108,Grão-Pará,SC,32,6,25,27428.736,1.0,1.0
02246138000109,3304524,Rio das Ostras,RJ,2,2,2,47542.0,0.0,0.0
02264804000123,3120706,Cruzeiro da Fortaleza,MG,1,1,1,27600.0,0.0,30.0
02316487000141,5213103,Mineiros,GO,4,2,4,225172.46,0.0,14.0
02362976000130,4208203,Itajaí,SC,3,2,3,36720.0,0.0,8.0
02396675000127,4218004,Tijucas,SC,1,1,1,549.88,1.0,1.0
02482295000105,4208450,Itapoá,SC,27,11,14,79972.92,1.0,2.0
02762633000162,2914802,Itabuna,BA,1,1,1,87000.0,0.0,1.0
02920909000193,3133709,Itatiaiuçu,MG,26,6,24,792303.75,0.8846153846153846,60.0
02994421000100,3143906,Muriaé,MG,1,1,1,13000.0,0.0,0.0
03230443000167,4211702,Orleans,SC,16,1,7,11665.2,1.0,2.0
03264792000108,4216206,São Francisco do Sul,SC,1,1,1,38071.5,0.0,0.0
03347885000198,4218509,Treze Tílias,SC,8,2,7,2058.34,1.0,1.0
03406339000180,4119905,Ponta Grossa,PR,1,1,1,10690.95,0.0,3.0
03570696000180,4119905,Ponta Grossa,PR,1,1,1,2000.0,0.0,7.0
03587269000104,5201306,Anicuns,GO,2,2,2,1693454.24,0.0,2.0
03937163000193,4202107,Barra Velha,SC,1,1,1,3000.0,1.0,0.0
04244525000123,5220009,São João d'Aliança,GO,3,2,2,13770.0,0.0,3.0
04407139000105,5217609,Planaltina,GO,4,4,4,55708.19,0.0,66.0
04575640000180,3166808,Serra do Salitre,MG,1,1,1,33120.0,0.0,31.0
04691691000178,3549805,São José do Rio Preto,SP,1,1,1,8331.77,0.0,7.0
04816835000175,4211900,Palhoça,SC,1,1,1,9396.0,0.0,0.0
05002963000148,5213103,Mineiros,GO,1,1,1,4760.0,0.0,7.0
05029092000156,4203907,Capinzal,SC,11,5,10,86561.8,1.0,1.0
05211356000198,3550407,São Pedro,SP,3,3,3,4868.0599999999995,0.0,8.0
05389041000135,3152006,Pompéu,MG,1,1,1,4144.0,0.0,35.0
05472936000139,4208203,Itajaí,SC,4,1,4,58983.380000000005,0.0,1.0
05532421000187,4209300,Lages,SC,5,4,4,1252.91,1.0,1.0
05593119000139,5204508,Caldas Novas,GO,1,1,1,48000.0,0.0,50.0
05806495000164,5211909,Jataí,GO,1,1,1,13104.1,0.0,50.0
06073250000138,4207106,Ilhota,SC,1,1,1,180.0,1.0,14.0
06073991000119,1706506,Darcinópolis,TO,1,1,1,20913.52,0.0,22.0
06075901000129,5221007,Taquaral de Goiás,GO,1,1,1,12000.0,0.0,7.0
06089125000116,4207908,Irineópolis,SC,11,3,11,3727.95,1.0,1.0
06089695000106,2612703,Santa Maria do Cambucá,PE,1,1,1,399397.5,0.0,1.0
06231312000192,4209409,Laguna,SC,2,2,2,46071.74,1.0,1.0
06916689000185,3509502,Campinas,SP,1,1,1,5800.0,0.0,1.0
07276220000191,3106200,Belo Horizonte,MG,2,2,2,76434.0,0.0,1.5
07622504000192,2604155,Casinhas,PE,1,1,1,6690.0,0.0,20.0
07750478000188,3551702,Sertãozinho,SP,2,2,2,437865.76,0.0,41.0
07777639000127,5210109,Ipameri,GO,1,1,1,16000.0,0.0,9.0
07789410000102,4207502,Indaial,SC,1,1,1,4200.0,1.0,2.0
07793624000152,5209101,Goiatuba,GO,4,3,4,68040.0,0.0,42.0
07865433000159,4119905,Ponta Grossa,PR,1,1,1,3580.0,0.0,8.0
07868234000102,2610608,Paudalho,PE,2,2,2,365293.0,0.0,6.5
08083086000175,5203302,Bela Vista de Goiás,GO,2,1,2,53280.0,0.0,4.0
08184785000101,4209102,Joinville,SC,1,1,1,1235.82,1.0,1.0
08184821000137,4209102,Joinville,SC,13,7,11,298128.39,1.0,0.0
08259606000158,4208203,Itajaí,SC,19,7,17,17863195.16,1.0,4.0
08281643000162,4215802,São Bento do Sul,SC,71,19,56,540015.1235,0.9859154929577465,1.0
08289417000128,4212304,Paulo Lopes,SC,9,7,9,15334.95,1.0,1.0
08345495000100,4201307,Araquari,SC,11,2,9,32386.9776,1.0,1.0
08438054000145,4201109,Anitápolis,SC,3,2,3,559.04,1.0,1.0
08595042000124,4203600,Campos Novos,SC,7,4,7,35502.63,1.0,1.0
08678243000195,5205455,Cezarina,GO,2,2,2,229100.0,0.0,5.5
08692266000154,4203709,Canelinha,SC,9,5,9,11831.49,1.0,1.0
08715618000140,2507507,João Pessoa,PB,2,1,2,11919.39,0.0,8.0
08806026000133,4216909,São Lourenço do Oeste,SC,1,1,1,4184.8,1.0,1.0
08806721000103,2507507,João Pessoa,PB,2,2,2,4501141.33,0.0,109.5
08857731000160,4206009,Governador Celso Ramos,SC,4,3,4,9069.7,1.0,1.0
08858200000191,4211504,Nova Trento,SC,12,11,12,16989.475,1.0,1.0
08931506000126,4128104,Umuarama,PR,1,1,1,1905.88,1.0,43.0
08971900000198,4217253,São Pedro de Alcântara,SC,3,2,3,1095.5,1.0,1.0
08999257000100,4202305,Biguaçu,SC,3,2,3,2577.0,1.0,2.0
09240588000125,4218707,Tubarão,SC,4,3,4,7834.9,1.0,1.0
09332615000190,5203807,Britânia,GO,6,4,5,43988.3,0.0,19.5
09356616000174,2504009,Campina Grande,PB,3,1,3,25934.440000000002,1.0,1.0
09509569000151,4313409,Novo Hamburgo,RS,3,3,3,71536.94,0.0,0.0
09522642000125,4214300,Rancho Queimado,SC,3,3,3,3429.98,1.0,2.0
09579148000105,3537107,Pedreira,SP,5,3,5,13247.62,0.0,8.0
10324957000147,4202131,Bela Vista do Toldo,SC,3,3,3,33061.91,1.0,1.0
10377912000130,4215000,Rio Negrinho,SC,12,5,12,11258.695,1.0,1.0
10391817000191,4204004,Catanduvas,SC,33,13,16,19579.05,1.0,2.0
10429180000185,4209854,Lindóia do Sul,SC,9,2,9,6772.67,1.0,1.0
10432684000154,4219309,Videira,SC,2,1,2,506032.25,0.0,0.0
10455823000165,4204301,Concórdia,SC,4,3,4,55401.86,1.0,1.0
10459525000143,4202008,Balneário Camboriú,SC,47,4,33,864737.874,0.9787234042553191,1.0
10465435000165,4219101,Vargeão,SC,3,1,3,4414.98,1.0,1.0
10469199000155,4214805,Rio do Sul,SC,26,9,23,425538.364,0.9615384615384616,1.0
10476288000129,5220603,Silvânia,GO,48,1,46,2577027.33,0.0,44.0
10478051000187,4208609,Jaborá,SC,2,1,1,8108.0,1.0,1.0
10481963000108,4200754,Alto Bela Vista,SC,1,1,1,5885.57,1.0,2.0
10485444000118,4211603,Nova Veneza,SC,1,1,1,7832.0,0.0,0.0
10496025000181,5221007,Taquaral de Goiás,GO,1,1,1,50400.0,0.0,7.0
10496698000131,4205308,Faxinal dos Guedes,SC,3,1,3,864.1,1.0,2.0
10532003000120,4200101,Abelardo Luz,SC,34,2,19,65102.368,1.0,1.0
10552903000139,4204905,Descanso,SC,30,2,21,139234.555,1.0,1.0
10559279000100,3511102,Catanduva,SP,1,1,1,22498.8,0.0,3.0
10563353000153,4214508,Rio do Campo,SC,2,1,2,650.0,0.0,4.5
10565436000181,4217006,São Ludgero,SC,25,6,23,167446.5112,1.0,1.0
10568451000183,4207304,Imbituba,SC,34,7,17,318678.19800000003,1.0,2.0
10590600000100,3300100,Angra dos Reis,RJ,1,1,1,78000.0,0.0,10.0
10593919000190,5215603,Padre Bernardo,GO,53,11,44,9936003.25,0.0,59.0
10594533000100,4209003,Joaçaba,SC,4,4,4,267074.97,0.75,6.0
10596772000191,4214706,Rio dos Cedros,SC,1,1,1,1800.0,1.0,1.0
10624466000111,4202206,Benedito Novo,SC,2,1,2,5560.12,1.0,3.5
10631880000158,4207205,Imaruí,SC,11,2,8,9024.741,1.0,1.0
10701551000136,5200803,Alvorada do Norte,GO,15,11,11,103799.82,0.0,15.0
10711980000194,5006200,Nova Andradina,MS,1,1,1,21343.9,0.0,4.0
10714485000139,4200606,Águas Mornas,SC,10,3,10,17685.52,1.0,1.0
10721783000156,4213500,Porto Belo,SC,1,1,1,180000.0,0.0,0.0
10740545000198,4119657,Pitangueiras,PR,1,1,1,16500.0,0.0,1.0
10778974000154,4212403,Pedras Grandes,SC,1,1,1,1033.5,1.0,1.0
10788473000159,4207106,Ilhota,SC,10,7,9,9472.193,1.0,1.0
10836939000144,5001904,Bataguassu,MS,5,2,5,371930.0,0.0,63.0
10863375000139,4203709,Canelinha,SC,2,2,2,2275.16,1.0,1.0
10935438000115,3143906,Muriaé,MG,1,1,1,17013.3,0.0,177.0
10971858000157,4203956,Capivari de Baixo,SC,18,8,15,49525.005,1.0,1.0
11046759000121,1702109,Araguaína,TO,3,1,3,719150.0,0.0,70.0
11084263000142,5006606,Ponta Porã,MS,1,1,1,184937.25,0.0,29.0
11145615000122,2918407,Juazeiro,BA,1,1,1,21617.63,0.0,4.0
11148262000114,4208302,Itapema,SC,14,10,11,40565.19,1.0,2.0
11149280000110,5200506,Aloândia,GO,2,2,1,2007.0,0.0,9.0
11151460000137,4201406,Araranguá,SC,7,4,7,168849.15,0.8571428571428571,24.0
11168270000122,5215702,Palmeiras de Goiás,GO,1,1,1,10500.0,0.0,2.0
11171868000170,5216403,Paraúna,GO,1,1,1,9970.0,0.0,1.0
11188015000141,4202909,Brusque,SC,8,2,6,19229.260000000002,1.0,1.0
11208059000196,2607109,Ingazeira,PE,4,1,4,106030.5,0.0,0.0
11214458000160,4216602,São José,SC,6,4,5,775245.8979,1.0,2.0
11224030000106,4205605,Galvão,SC,4,3,4,3419.7200000000003,1.0,1.0
11228769000188,4202057,Balneário Barra do Sul,SC,5,1,5,17437.510000000002,1.0,1.0
11231203000105,4210605,Massaranduba,SC,11,5,7,4730.780000000001,1.0,1.0
11232665000147,5200506,Aloândia,GO,10,5,5,23021.83,0.0,2.5
11243552000147,4200804,Anchieta,SC,2,2,2,5624.8,1.0,1.5
