orgao_cnpj,municipio_ibge,municipio,uf,instrumentos,compras,fornecedores,valor_inicial,share_origem_externa,lag_mediano
00237347000152,1702109,Araguaína,TO,1,1,1,10600.0,0.0,17.0
00536717000152,3200300,Alfredo Chaves,ES,1,1,1,47263.5,0.0,0.0
00634997000131,3167202,Sete Lagoas,MG,1,1,1,1826000.0,0.0,16.0
00715411000163,3170529,Urucuia,MG,1,1,1,61200.0,0.0,8.0
00999472000108,5220454,Senador Canedo,GO,20,2,20,5760000.0,0.0,53.0
01071994000108,4120358,Pranchita,PR,1,1,1,44500.0,0.0,0.0
01072472000112,3543402,Ribeirão Preto,SP,3,1,1,194440.0,0.0,212.0
01349236000109,4202800,Braço do Norte,SC,10,1,6,45438.25,1.0,2.0
01397083000167,4216503,São Joaquim,SC,9,3,7,10301.51,0.8888888888888888,1.0
01404511000131,4305108,Caxias do Sul,RS,2,2,2,4378.9,0.0,4.5
01420402000108,1504208,Marabá,PA,1,1,1,484666.56,1.0,5.0
01465988000127,5213103,Mineiros,GO,15,7,7,36510.6,0.0,15.0
01494665000161,5209101,Goiatuba,GO,6,3,6,43515.7,0.0,30.0
01610999000153,4203303,Campo Alegre,SC,1,1,1,7910.4,1.0,1.0
01746653000187,4208807,Jaguaruna,SC,1,1,1,629.5,1.0,78.0
01815216000178,5218805,Rio Verde,GO,20,5,20,1501692.71,0.0,8.0
01824828000127,4209409,Laguna,SC,27,9,14,12115.98,1.0,1.0
01850671000104,4203600,Campos Novos,SC,1,1,1,216.21,1.0,1.0
01896727000161,4210803,Meleiro,SC,5,1,3,1288.31,1.0,1.0
01906118000146,3205010,Sooretama,ES,1,1,1,19400.0,0.0,2.0
01941360000150,4203303,Campo Alegre,SC,7,4,5,4930.82,1.0,1.0
02073207000111,4206108,Grão-Pará,SC,30,9,20,28443.428,1.0,1.0
02246138000109,3304524,Rio das Ostras,RJ,1,1,1,35000.0,0.0,59.0
02247113000111,4209003,Joaçaba,SC,1,1,1,160.8,1.0,1.0
02316487000141,5213103,Mineiros,GO,7,3,4,257943.9,0.0,45.0
02406542000194,4215802,São Bento do Sul,SC,1,1,1,238500.0,0.0,6.0
02482295000105,4208450,Itapoá,SC,34,13,23,133382.58000000002,1.0,1.0
02642921000183,3145208,Nova Serrana,MG,1,1,1,8760.0,0.0,11.0
02983473000181,2910800,Feira de Santana,BA,1,1,1,244848.0,0.0,10.0
03230443000167,4211702,Orleans,SC,41,10,25,144151.21,1.0,1.0
03264792000108,4216206,São Francisco do Sul,SC,10,2,7,8676.15,1.0,1.0
03331692000149,2914703,Itaberaba,BA,1,1,1,13800.0,0.0,3.0
03347885000198,4218509,Treze Tílias,SC,7,4,5,3122.46,1.0,1.0
03598106000127,2804805,Nossa Senhora do Socorro,SE,1,1,1,30096.0,0.0,1.0
03702217000131,5107602,Rondonópolis,MT,1,1,1,4519291.75,0.0,2.0
03838193000142,4215000,Rio Negrinho,SC,1,1,1,126.0,1.0,1.0
03918310000188,4218202,Timbó,SC,1,1,1,7488.0,0.0,0.0
04124168000160,3135100,Janaúba,MG,1,1,1,2940.0,0.0,23.0
04244525000123,5220009,São João d'Aliança,GO,13,6,13,457835.51,0.0,1.0
04326257000199,4102901,Bituruna,PR,1,1,1,393243.42,0.0,5.0
04515660000166,4202404,Blumenau,SC,4,1,4,633.66,1.0,1.0
04529388000173,4212809,Balneário Piçarras,SC,1,1,1,188000.0,0.0,0.0
04537740000112,3550308,São Paulo,SP,1,1,1,7730.0,0.0,8.0
04691691000178,3549805,São José do Rio Preto,SP,15,10,10,623453.76,0.0,17.0
04729502000109,3541406,Presidente Prudente,SP,2,2,2,2257.0,0.0,16.5
04776218000193,5211909,Jataí,GO,1,1,1,1750.0,0.0,0.0
04828495000100,5211909,Jataí,GO,1,1,1,1224.0,0.0,4.0
04846427000166,5206404,Crixás,GO,2,2,2,50769.0,0.0,88.0
04902949000138,5200308,Alexânia,GO,4,4,3,44021.04,0.0,33.0
04927953000150,4215802,São Bento do Sul,SC,2,1,1,5662.0,1.0,1.0
04996792000157,4127502,Tibagi,PR,1,1,1,16656.96,0.0,13.0
05029092000156,4203907,Capinzal,SC,13,6,13,62866.915,1.0,1.0
05055033000152,1501402,Belém,PA,13,13,13,124775354.33,0.0,6.0
05065658000103,3104106,Arceburgo,MG,1,1,1,36000.0,0.0,0.0
05106805000138,5204805,Campo Alegre de Goiás,GO,35,2,16,586875.92,0.0,14.0
05121894000191,3126109,Formiga,MG,3,1,3,6081.9,0.0,14.0
05145721000103,4107652,Fazenda Rio Grande,PR,1,1,1,18350.0,0.0,0.0
05301040000197,5007695,São Gabriel do Oeste,MS,1,1,1,73240.0,0.0,216.0
05448443000163,3551009,São Vicente,SP,1,1,1,2910.0,0.0,7.0
05478139000169,4208104,Itaiópolis,SC,20,19,11,79979.63,0.0,237.5
05491593000150,2921708,Morro do Chapéu,BA,2,2,2,24175.16,0.0,0.0
05522917000170,2211001,Teresina,PI,1,1,1,650000.0,0.0,4.0
05535758000148,3550308,São Paulo,SP,1,1,1,1020.0,0.0,128.0
05593119000139,5204508,Caldas Novas,GO,29,2,24,2946600.0,0.0,27.0
05612822000147,3550308,São Paulo,SP,1,1,1,1799685.6,0.0,7.0
05667941000105,3550308,São Paulo,SP,1,1,1,146388.48,0.0,113.0
05683868000157,4219002,Urussanga,SC,2,1,2,273.15999999999997,1.0,1.0
05806495000164,5211909,Jataí,GO,6,6,6,134848.81,0.0,10.0
06011288000186,5216403,Paraúna,GO,1,1,1,34304.13,0.0,2.0
06068089000104,5107958,Tangará da Serra,MT,1,1,1,29240.0,0.0,3.0
06073250000138,4207106,Ilhota,SC,4,3,4,10889.85,1.0,1.0
06089125000116,4207908,Irineópolis,SC,3,3,3,4545.6,1.0,1.0
06089695000106,2612703,Santa Maria do Cambucá,PE,3,3,3,682239.5,0.0,9.0
06133829000149,5004700,Ivinhema,MS,1,1,1,4775758.2,0.0,1.0
06217954000137,2101707,Barreirinhas,MA,3,3,3,3954352.85,0.0,45.0
06231312000192,4209409,Laguna,SC,25,9,17,71546.326,1.0,1.0
06741243000167,2303204,Caririaçu,CE,2,2,2,221820.0,0.0,0.0
06916689000185,3509502,Campinas,SP,1,1,1,4990.0,0.0,6.0
07200263000193,3300100,Angra dos Reis,RJ,1,1,1,861000.0,0.0,35.0
07222467000125,5210000,Inhumas,GO,22,2,22,1521022.0,0.0,2.0
07252009000139,4202008,Balneário Camboriú,SC,1,1,1,12600.0,0.0,386.0
07252975000156,3106200,Belo Horizonte,MG,1,1,1,473.0,0.0,0.0
07435007000185,2612471,Santa Cruz da Baixa Verde,PE,1,1,1,60000.0,0.0,12.0
07520940000150,2910800,Feira de Santana,BA,1,1,1,32256.0,0.0,6.0
07556717000163,5212501,Luziânia,GO,13,2,9,117109.35,0.0,1.0
07690399000129,2309300,Nova Russas,CE,1,1,1,19370.09,0.0,11.0
07733475000136,2102325,Buriticupu,MA,1,1,1,26366.24,0.0,8.0
07748322000162,5220009,São João d'Aliança,GO,3,1,1,6323.0,0.0,7.0
07750478000188,3551702,Sertãozinho,SP,15,10,9,6570.65,0.0,7.0
07777639000127,5210109,Ipameri,GO,3,3,3,99325.0,0.0,13.0
07793624000152,5209101,Goiatuba,GO,5,4,5,140685.96,0.0,71.0
07804588000185,5211404,Itauçu,GO,2,2,2,94400.0,0.0,42.5
07854402000100,4202008,Balneário Camboriú,SC,8,8,8,3925618.8899999997,0.0,29.0
07865433000159,4119905,Ponta Grossa,PR,1,1,1,654.48,0.0,1.0
08082743000160,3550308,São Paulo,SP,3,3,3,142347.44,0.0,3.0
08083086000175,5203302,Bela Vista de Goiás,GO,117,3,112,5340115.04,0.0,17.0
08151884000197,4126256,Sarandi,PR,1,1,1,1603.0,0.0,1.0
08184821000137,4209102,Joinville,SC,19,5,9,26101753.59,1.0,0.0
08259606000158,4208203,Itajaí,SC,71,2,26,1811859.328,1.0,1.0
08281643000162,4215802,São Bento do Sul,SC,37,11,36,2941737.2586,0.9459459459459459,1.0
08289417000128,4212304,Paulo Lopes,SC,2,1,2,974.13,1.0,1.5
08345495000100,4201307,Araquari,SC,17,4,10,71189.52,1.0,1.0
08351513000159,5204003,Cabeceiras,GO,1,1,1,160000.0,0.0,28.0
08361788000173,4216305,São João Batista,SC,1,1,1,2581216.92,0.0,8.0
08435209000190,4204608,Criciúma,SC,2,2,2,450000.0,0.0,8.0
08438054000145,4201109,Anitápolis,SC,1,1,1,463.5,1.0,3.0
08451643000163,2403608,Extremoz,RN,1,1,1,58500.0,0.0,41.0
08595042000124,4203600,Campos Novos,SC,5,3,4,8318.449999999999,1.0,1.0
08599046000180,5217609,Planaltina,GO,3,3,3,20915.15,0.0,3.0
08660689000192,2609105,Machados,PE,1,1,1,12000.0,0.0,2.0
08663203000170,2913606,Ilhéus,BA,2,2,2,267600.0,0.0,183.0
08677960000100,2615003,Taquaritinga do Norte,PE,1,1,1,301000.0,0.0,0.0
08678243000195,5205455,Cezarina,GO,1,1,1,9000.0,0.0,8.0
08690876000119,4122404,Rolândia,PR,2,1,1,265.6,0.0,58.0
08692266000154,4203709,Canelinha,SC,9,6,9,14878.05,1.0,1.0
